STYLE NO.,COLOR,BOX NUMBER,SIZE_US
E2574,BLACK,222,10.0
E2574,BLACK,222,8.0
E2574,BLACK,222,6.0
E2614,NAVY,222,6.0
E2574,BLACK,222,4.0
E2081,NAVY,222,4.0
E1868,CHAMPAGNE,223,12.0
E1911,NAVY,223,10.0
E1911,NAVY,223,8.0
E1911,NAVY,223,6.0
E1868,CHAMPAGNE,223,4.0
E1911,NAVY,223,4.0
AA9308,WHITE,224,4.0
AA9315,WHITE,224,4.0
E2227,FUCHSIA,225,6.0
E2227,FUCHSIA,225,4.0
B8808,IVORY,226,8.0
G570,PERIWINKLE,226,8.0
G570,PERIWINKLE,226,14.0
G570,PERIWINKLE,226,12.0
E2291,BLACK/GOLD,226,14.0
BD2007/183,GREY,226,10.0
E2059,ROYAL,226,10.0
E2514,EMERALD,226,8.0
E2255,FUCHSIA,226,8.0
E1827,BLACK,226,6.0
E2613,MAUVE,226,6.0
AA9270,WHITE,226,6.0
E1852,CHARCOAL,226,4.0
E2255,FUCHSIA,226,4.0
E2553,RED,227,14.0
E2097,MINT,227,12.0
E2520,AQUA,227,10.0
E2574,BLACK,227,8.0
E2389,PURPLE,228,14.0
E2081,NAVY,228,12.0
E2081,NAVY,228,10.0
E2030,FUCHSIA,228,8.0
E2389,PURPLE,228,8.0
E2547,ROYAL,228,8.0
E2081,NAVY,228,6.0
E2389,PURPLE,228,6.0
E2553,RED,228,6.0
E1439,ESMERALD,228,4.0
E2553,RED,228,4.0
E1439,EMERALD,229,8.0
E1439,EMERALD,229,4.0
E2599,RED,230,14.0
E2257,WINE,230,12.0
E1657,BLACK,230,4.0
E2574,BLACK,230,4.0
E1391,ROYAL,230,4.0
E2449,GREEN,231,8.0
E2549,BLACK/GREEN,231,6.0
E2549,BLACK/GREEN,231,4.0
E1436,VICTORIA,231,4.0
E2449,IVORY,232,12.0
E2754,NAVY,232,12.0
E2544,RED,232,8.0
E2547,ROYAL BLUE,232,8.0
B8808,IVORY,233,8.0
E2107,LAVENDER,233,12.0
E2107,LAVENDER,233,10.0
E2107,LAVENDER,233,8.0
E2107,LAVENDER,233,4.0
E2426,NAVY,233,4.0
E2114,ROYAL,234,4.0
E2061,BLACK,236,10.0
E2067,BLACK/BURGUNDY,236,10.0
E2067,BLACK/BURGUNDY,236,8.0
E2067,BLACK/BURGUNDY,236,6.0
E2067,BLACK/BURGUNDY,236,4.0
E2708,BLACK,237,10.0
E2366,BLACK/GOLD,237,10.0
E2035,BLACK/GUNMETAL,237,10.0
E2423,WHITE/BLUE,237,10.0
E2781,RED,237,8.0
E2448,APRICOT,237,4.0
E2574,BLACK,237,4.0
E2225,BLACK/GREEN,238,12.0
E2436,BLACK/PRINT,238,12.0
E1422,PURPLE,238,12.0
E2227,FUCHSIA,238,6.0
E1391,ROYAL,238,4.0
E1422,PURPLE,239,12.0
E1422,PURPLE,239,8.0
E2241,BLACK,239,4.0
E2142,PURPLE,239,4.0
AA9308,WHITE,240,14.0
E1918,GREEN,240,8.0
E2106,SKY BLUE,240,6.0
E1799,TEAL,241,10.0
AA9332,OFF WHITE,241,6.0
AA9304,WHITE,241,6.0
E1531,CORAL,241,4.0
AA219,WHITE,242,6.0
BD2007/09,,243,8.0
E1356,TRUFFLE,244,12.0
E1796,BISCOTTI,244,8.0
E2080,BLACK,244,4.0
E1391,PURPLE,244,4.0
E1356,TRUFFLE,244,4.0
E2269,NUDE,245,14.0
E2259,WINE,245,14.0
E2269,NUDE,245,12.0
E2259,WINE,245,12.0
E1369,PURPLE,245,4.0
E1422,PURPLE,245,4.0
E2281,PURPLE,246,14.0
E2281,PURPLE,246,12.0
E2281,PURPLE,246,10.0
E2329,BLACK,247,6.0
E2589,BLACK,247,4.0
E1546,CORAL,248,14.0
E2227,FUCHSIA,248,14.0
E1546,CORAL,248,12.0
E2227,FUCHSIA,248,10.0
E2034,BERRY,248,8.0
E2227,FUCHSIA,248,8.0
E2227,FUCHSIA,248,6.0
E2781,RED,249,12.0
E2781,RED,249,8.0
E2081,NAVY,249,6.0
E2081,NAVY,249,4.0
E2463,BLACK/PRINT,250,10.0
E2708,BLACK/PRINT,250,10.0
E2449,IVORY,250,10.0
E2463,BLACK/PRINT,250,8.0
E2430,WHITE,250,8.0
E2513,RED,251,14.0
AA219,WHITE,251,9.0
E1538,SAGE,251,8.0
B8998,CORAL,251,4.0
E2514,EMERALD,251,4.0
E2526,GREEN,251,4.0
E2549,GREEN,251,4.0
E2253,RED,251,4.0
E2550,RED,251,4.0
E1022,PURPLE,252,10.0
E1022,SUNSHINE,252,10.0
E1918,GREEN,252,6.0
E1809,ORANGE,252,6.0
E2324,PINK,252,4.0
E2395,RED,252,4.0
E2087,DIRTY ROSE,253,4.0
E2589,BLACK,254,8.0
E2770,RED,254,8.0
E2589,BLACK,254,6.0
E2770,RED,254,4.0
E1822,PEACH,255,8.0
E1822,PEACH,255,6.0
E1822,PEACH,255,6.0
E1822,PEACH,255,4.0
E2107,LAVENDER,256,12.0
E2107,LAVENDER,256,10.0
E2107,LAVENDER,256,8.0
E2107,LAVENDER,256,6.0
E2107,LAVENDER,256,4.0
E1420,ROYAL,257,4.0
E1420,ROYAL,258,6.0
E1022,PURPLE,259,14.0
E2106,BABY BLUE,259,12.0
E2106,BABY BLUE,259,10.0
E2106,BABY BLUE,259,6.0
E2106,BABY BLUE,259,4.0
E1582,TEAL,260,10.0
E1852,CHARCOAL,260,8.0
E2085,CHARCOAL,260,8.0
E1852,PINK,260,8.0
E2775,ROYAL,260,8.0
E1657,TEAL,260,8.0
E2753,TURQUOISE,260,8.0
E2430,WHITE/BLACK,260,8.0
E2101,WINE,260,8.0
E1799,LILAC,261,4.0
E1582,PURPLE,261,4.0
E2708,BLACK,262,14.0
E2787,NAVY,262,12.0
E2443,GREEN,262,10.0
E2034,BERRY,263,8.0
AA9308,WHITE,263,8.0
E1552,BLACK,263,6.0
E2560,NAVY,263,6.0
E2324,PINK,263,6.0
E2233,WHITE,263,4.0
E2227,FUCHSIA,264,14.0
E2227,FUCHSIA,264,10.0
E2574,BLACK,264,8.0
E2227,FUCHSIA,264,8.0
E1657,BLACK,265,14.0
E2126,BLACK,265,14.0
BD2007/183,GREY,265,14.0
E1013,SUNSHINE,265,14.0
E1799,TEAL,265,14.0
BD2006/972,WINE,265,14.0
E2101,WINE,265,14.0
E1502,IVORY,265,8.0
E1502,IVORY,265,6.0
E1502,IVORY,265,4.0
BD2007/10,GOLD,266,14.0
E2317,NAVY,266,12.0
AA9270,WHITE/NAVY,266,9.0
E2394,IVORY/PRINT,266,8.0
AA229,WHITE/NUDE,266,6.0
E1907,CHARCOAL,266,4.0
B8896,NAVY,267,8.0
E1657,LAVENDER,267,4.0
E1799,LILAC,267,4.0
E1605,PURPLE,267,4.0
B8808,IVORY,268,8.0
B8808,NAVY/IVORY,268,8.0
B8401,SKY BLUE,268,8.0
B8808,NAVY/IVORY,268,10.0
AA9270,WHITE/BURGUNDY,268,14.0
AA221,WHITE,268,6.0
AA9304,WHITE,268,6.0
E1697,TEAL,269,9.0
E2003,BLUE,269,4.0
E2449,GREEN,269,4.0
E2335,ROYAL,269,4.0
E1546,BLACK,270,8.0
E2578,BLACK,270,8.0
E1546,BLACK,270,4.0
E2335,ROYAL,270,4.0
E2430,WHITE/BLUE,271,14.0
E1778,NAVY,271,12.0
E2767,WINE,271,12.0
E2775,ROYAL,271,10.0
E7715,BLACK,271,9.0
E2074,NAVY,271,8.0
E7715,BLACK,271,6.0
E2786,PURPLE,271,6.0
B8808,IVORY,272,8.0
B8581,PINK,272,8.0
E2752,GREEN,272,14.0
E2752,GREEN,272,12.0
E2753,TURQUOISE,272,8.0
E2360,PURPLE PRINT,272,4.0
B8088,IVORY,273,8.0
E2557,NAVY,273,14.0
E2088,WINE,273,14.0
E2088,BLACK,273,10.0
E2088,WINE,273,10.0
E2088,BLACK,273,6.0
E2088,BURGUNDY,274,12.0
E2084,BLACK,274,8.0
E2084,BLACK,274,6.0
E2088,BURGUNDY,274,6.0
E2084,BLACK,274,4.0
E2088,BURGUNDY,274,4.0
E2225,BLACK/GREEN,275,12.0
E2225,BLACK/GREEN,275,10.0
E2225,BLACK/GREEN,275,8.0
E2225,BLACK/GREEN,275,6.0
E2787,NAVY,276,8.0
E2787,NAVY,276,4.0
E1334,FUCHSIA,277,8.0
E1334,FUCHSIA,277,4.0
E1270,TEAL,278,14.0
E1412,BROWN,278,12.0
AA9301,WHITE,279,4.0
AA9312,WHITE,279,4.0
AA9319,WHITE,279,4.0
F1116,FUCHSIA,280,8.0
F1116,FUCHSIA,280,4.0
F1116,GOLD,281,14.0
F1116,GOLD,281,12.0
F1116,BLACK,283,12.0
F1116,BLACK,283,10.0
F1116,BLACK,283,8.0
F1116,BLACK,283,4.0
E2317,NAVY,284,14.0
E2335,ROYAL,284,12.0
E2331,RED,284,10.0
E2786,PURPLE,285,14.0
E2786,PURPLE,285,12.0
E2034,BERRY,285,8.0
E1546,BLACK,285,4.0
E1260,SKY BLUE,286,10.0
E2578,BLACK,286,14.0
E2778,BLUSH,286,12.0
E2578,BLACK,286,8.0
E1573,PURPLE,286,8.0
AA9301,WHITE,286,4.0
570,CHAMPAGNE,287,14.0
570,LAVENDER,287,14.0
570,LAVENDER,287,12.0
570,NAVY,288,8.0
570,NAVY,288,14.0
570,NAVY,288,12.0
570,NAVY,288,10.0
E2395,RED,288,8.0
E1918,GREEN,288,6.0
B1022,PURPLE,288,6.0
E1918,GREEN,288,4.0
E2027,WINE,290,14.0
E2027,WINE,290,10.0
E2158,GOLD,290,4.0
E1436,POOL,290,4.0
E1428,PURPLE,290,4.0
E2158,SILVER,290,4.0
E2027,WINE,290,4.0
F570,BANANA,291,14.0
B570,BANANA,291,12.0
B8998,APPLE RED,291,10.0
B8998,RED,291,10.0
BZ570,RED,291,10.0
E2755,PEACH,291,8.0
E2755,PEACH,291,4.0
E1448,PURPLE/BLACK,292,8.0
E2241,BLACK,292,4.0
E1663,FUCHSIA,292,4.0
2088,BURGUNDY,293,6.0
E1730,CHARCOAL,293,6.0
E1463,TEAL,293,6.0
E1730,CHARCOAL,293,4.0
E1463,TEAL,293,4.0
E2027,WINE,293,4.0
B8808,IVORY/NAVY,294,8.0
B8808,IVORY/NAVY,294,12.0
E1852,CHARCOAL,294,6.0
E1796,BLACK,294,4.0
E1852,CHARCOAL,294,4.0
E1799,LILAC,294,4.0
B8865,PURPLE,294,4.0
E1582,PURPLE,294,4.0
E1657,BLACK,295,4.0
E1696,BLACK,295,4.0
E1799,LILAC,295,4.0
E2426,NAVY,296,12.0
E2059,ROYAL,296,12.0
E2059,ROYAL,296,10.0
E2059,ROYAL,296,8.0
E2059,ROYAL,296,6.0
E2059,ROYAL,296,4.0
570,PINK,297,12.0
570,PINK,297,12.0
1116,IVORY,298,8.0
E2061,BLACK,298,14.0
E2061,BLACK,298,10.0
E2061,BLACK,298,8.0
E2061,BLACK,298,6.0
E1013,SUNSHINE,299,12.0
E1672,SKY BLUE,299,8.0
E1520,BURNT ORANGE,299,6.0
E1796,BISCOTTI,300,8.0
E1663,NAVY,300,8.0
E1663,NAVY,300,6.0
E1796,BISCOTTI,300,4.0
E1663,NAVY,300,4.0
B8808,IVORY/NAVY,301,14.0
E1663,PURPLE,301,8.0
E1520,BURNT ORANGE,301,6.0
E1663,PURPLE,301,4.0
E1264,TEAL,302,8.0
E1264,TEAL,303,4.0
E1911,,304,10.0
E1911,,304,8.0
E1911,,304,6.0
E1911,,304,4.0
E1657,BLACK,305,12.0
E1657,BLACK,305,8.0
E1657,BLACK,305,4.0
E2088,WHITE,306,14.0
E1270,TEAL,306,12.0
E1799,TEAL,306,12.0
E1270,TEAL,306,10.0
E1809,ORANGE,306,8.0
E1270,TEAL,306,8.0
E1799,TEAL,306,4.0
E1809,ORANGE,307,12.0
E2322,BLUSH,307,10.0
E1439,ESMERALD,308,12.0
E1439,ESMERALD,308,8.0
E1439,TEAL,308,8.0
E1439,TEAL,308,4.0
E1436,VICTORIA,308,4.0
E2059,ROYAL,309,14.0
E1799,TEAL,309,12.0
E2018,GREEN,309,4.0
E1439,GREY,309,4.0
E2553,RED,310,14.0
E2553,RED,310,10.0
E2574,BLACK,310,8.0
E2553,RED,310,6.0
E2553,RED,310,4.0
E2494,PINK,311,14.0
E1520,SANGRIA,312,14.0
E1264,CLARET,312,12.0
E2255,FUCHSIA,312,12.0
E2560,NAVY,312,12.0
E2253,RED,312,12.0
E2513,RED,312,12.0
E2551,RED,312,12.0
E1657,TEAL,314,12.0
E1657,TEAL,314,10.0
E1657,TEAL,314,8.0
E1657,TEAL,314,8.0
E1657,TEAL,314,6.0
E1657,TEAL,314,4.0
E2335,ROYAL,315,12.0
E2335,ROYAL,315,8.0
E2333,NAVY,315,6.0
E2333,NAVY,315,4.0
AA9270,WHITE/NAVY,316,10.0
AA9270,WHITE/BURGUNDY,316,8.0
AA9270,WHITE/NAVY,316,8.0
AA9270,WHITE/RED,316,6.0
E1270,TEAL,317,10.0
E1270,TEAL,317,8.0
E1270,TEAL,317,6.0
E1270,TEAL,317,6.0
E1270,TEAL,317,4.0
570,NAVY,318,8.0
570,NAVY,318,10.0
E1809,ORANGE,318,8.0
E1809,ORANGE,318,6.0
G1116,SILVER,319,12.0
G1116,SILVER,319,12.0
E1421,CORAL,319,8.0
E1421,GREY,319,8.0
G1116,SILVER,319,8.0
E1421,CORAL,319,4.0
E1531,CORAL,319,4.0
G1116,LILAC,320,12.0
G1116,LILAC,320,8.0
G1116,LILAC,320,6.0
G1116,LILAC,320,4.0
E2545,GREEN,321,14.0
E2545,GREEN,321,14.0
E2545,GREEN,321,10.0
E2545,GREEN,321,8.0
E2545,GREEN,321,6.0
E2545,GREEN,321,4.0
E2545,GREEN,321,4.0
E1657,BLACK,322,12.0
AA9270,WHITE/BURGUNDY,322,12.0
AA9270,WHITE/NAVY,322,12.0
E2080,BLACK,322,8.0
E1657,BLACK,322,4.0
E1696,BLACK,322,4.0
E2080,BLACK,322,4.0
AA9309,WHITE,323,14.0
AA9302,WHITE,323,10.0
AA9302,WHITE,323,6.0
AA9309,WHITE,324,8.0
570,ROYAL,325,14.0
E2517,CHAMPAGNE,326,4.0
E1510,WHITE/BLUE,326,4.0
E1420,ROYAL,327,8.0
E1420,ROYAL,327,6.0
G1116,LILAC,327,4.0
B8808,NAVY/IVORY,328,8.0
B8808,NAVY/IVORY,328,12.0
B8808,NAVY/IVORY,328,10.0
E2322,BLUSH,329,10.0
E1809,ORANGE,329,10.0
E1809,ORANGE,329,8.0
E1582,TEAL,329,8.0
E1022,PURPLE,329,6.0
E1799,TEAL,329,6.0
E2602,BLACK,330,12.0
E1983,MINT,330,12.0
E2514,EMERALD,330,8.0
E1890,BLACK,330,6.0
E2602,BLACK,330,6.0
E2551,RED,330,6.0
E2550,RED,330,4.0
E1657,BLACK,332,4.0
E1354,LILAC,333,12.0
E1344,YELLOW,333,12.0
E1354,LILAC,333,10.0
E1344,YELLOW,333,10.0
E1730,BURNT ORANGE,333,14.0
E1730,CHARCOAL,333,14.0
E1663,NAVY,333,14.0
E1730,BURNT ORANGE,333,12.0
E1730,BURNT ORANGE,333,10.0
E1730,CHARCOAL,333,10.0
E1663,NAVY,333,10.0
E1730,BURNT ORANGE,333,8.0
E1348,PLATINUM,333,8.0
E1348,PLATINUM,333,6.0
E1344,YELLOW,334,12.0
E1344,YELLOW,334,10.0
E1264,CLARET,334,12.0
E1379,TRUFFLE,334,10.0
E1796,BISCOTTI,334,8.0
E1657,BLACK,334,8.0
E1379,TRUFFLE,334,8.0
E1334,FUCHSIA,334,4.0
E1379,TRUFFLE,334,4.0
BD2006/24,BLACK,335,14.0
BD2006/24,BLACK,335,10.0
E1983,MINT,335,14.0
E1672,ROYAL,335,14.0
E1983,MINT,335,12.0
E1672,SKY BLUE,335,12.0
E2027,WINE,335,10.0
E1663,FUCHSIA,335,8.0
E1986,POOL,335,8.0
E1672,SKY BLUE,335,8.0
E1799,TEAL,335,6.0
E1663,FUCHSIA,335,4.0
E2027,WINE,335,4.0
BD2006/741,,336,8.0
BD2006/741,,336,12.0
E2252,PURPLE,336,14.0
E1387,PINK,336,12.0
E2252,PURPLE,336,12.0
E1421,ROYAL,336,10.0
E1796,BISCOTTI,336,8.0
E2410,NUDE IVY,336,6.0
E1421,ROYAL,336,6.0
E1270,TEAL,336,6.0
E1270,TEAL,336,4.0
E1022,PURPLE,337,12.0
E1334,FUCHSIA,338,8.0
E1531,CORAL,338,12.0
E1022,SUNRISE,338,12.0
E1983,MINT,338,14.0
E2560,NAVY,338,14.0
E2126,BLACK,338,8.0
E2527,BLACK,338,4.0
E1663,FUCHSIA,338,4.0
E2275,ROYAL,339,10.0
E1672,SKY BLUE,340,12.0
E1379,PEACOCK,340,8.0
E1379,PEACOCK,340,6.0
E1379,PEACOCK,340,4.0
E2589,BLACK,341,6.0
E2770,RED,341,4.0
E2573,TURQUOISE,342,10.0
E2081,NAVY,343,12.0
E2081,NAVY,343,10.0
E2081,NAVY,343,8.0
E2574,BLACK,343,6.0
E2081,NAVY,343,6.0
E2574,BLACK,343,4.0
E2081,NAVY,343,4.0
E2395,RED,344,6.0
E2449,IVORY,345,12.0
E2027,WINE,345,10.0
E2584,BLACK,345,8.0
E2027,WINE,345,4.0
E1424,TEAL,346,12.0
E2291,BLACK GOLD,346,10.0
E2281,PURPLE,346,10.0
E2291,BLACK GOLD,346,8.0
E2281,PURPLE,346,8.0
E2281,PURPLE,346,6.0
E2281,PURPLE,346,4.0
E1422,PURPLE,347,8.0
E2545,GREEN,347,6.0
E2545,GREEN,347,4.0
E2059,ROYAL,348,10.0
E2547,ROYAL,348,8.0
E2547,ROYAL,348,4.0
E1436,VICTORIA,348,4.0
E2550,RED,349,10.0
E2426,NAVY,349,8.0
E2553,RED,349,8.0
E2426,NAVY,349,4.0
E2587,BLACK,350,14.0
E2599,RED,350,14.0
E2599,RED,350,10.0
E2599,RED,350,8.0
E2282,YELLOW,350,8.0
E2599,RED,350,6.0
E2547,ROYAL,351,8.0
E2547,ROYAL,351,6.0
E2547,ROYAL,351,4.0
E2204,BLACK,352,14.0
E2050,BLUE/BLACK,352,14.0
E2041,IVORY,352,14.0
E2213,NAVY,352,14.0
E2257,WINE,352,14.0
E2257,WINE,352,12.0
E2088,BLACK,352,4.0
E2041,IVORY,352,4.0
E2040,MIDNIGHT,352,4.0
E2280,PINK,353,14.0
E2291,BLACK GOLD,353,12.0
E2291,BLACK GOLD,353,10.0
E1396,PURPLE,355,10.0
E1422,PURPLE,355,10.0
E1391,PURPLE,355,8.0
E1422,PURPLE,355,8.0
E1396,PURPLE,355,4.0
E2590,ROSE,356,14.0
E2590,ROSE,356,12.0
E1552,BLACK,357,10.0
E1552,BLACK,357,8.0
E2282,YELLOW,357,8.0
E1552,BLACK,357,6.0
E2282,YELLOW,357,6.0
E1552,BLACK,357,4.0
E2282,YELLOW,357,4.0
E1685,FUCHSIA,358,12.0
E2550,RED,359,8.0
E2550,RED,359,6.0
E2550,RED,359,4.0
BD2006/66,BLACK,360,14.0
BD2006/200,BLACK,360,10.0
E1355,YELLOW,360,10.0
E1809,ORANGE,360,10.0
AA9308,WHITE,360,10.0
E1796,BISCOTTI,360,6.0
E1663,FUCHSIA,360,6.0
E2553,RED,360,6.0
BD2006/200,BLACK,361,8.0
E1264,CLARET,361,14.0
E1947,ROYAL,361,12.0
E1796,BISCOTTI,361,8.0
E2752,GREEN,361,8.0
E1379,TRUFFLE,361,8.0
AA9315,WHITE,361,8.0
E1657,BLACK,361,6.0
E1796,BLACK,361,6.0
E1657,LAVENDER,361,4.0
B8749,GREEN,362,8.0
B8749,GREEN,362,12.0
B8749,GREEN,362,10.0
BD2006/502,,362,10.0
E1663,NAVY,362,14.0
E1379,PEACOCK,362,10.0
G1116,LILAC,362,8.0
E2027,WINE,362,4.0
E2460,BLACK,363,14.0
E2773,LIGHT GOLD,363,12.0
E2773,LIGHT GOLD,363,10.0
E2366,BLACK/GOLD,363,8.0
E2430,WHITE/BLUE,363,8.0
E2773,LIGHT GOLD,363,6.0
E2251,CHARCOAL,364,14.0
E2256,ROYAL,364,14.0
E2245,BLACK/GREEN,364,12.0
E2553,RED,364,10.0
E2553,RED,364,6.0
E2245,BLACK/GREEN,364,4.0
E2553,RED,364,4.0
E1391,ROYAL,364,4.0
AA9315,IVORY,365,14.0
E1546,CORAL,366,8.0
E1546,CORAL,366,6.0
E1546,CORAL,366,4.0
E2291,BLACK GOLD,367,14.0
E2292,RED,367,14.0
E2291,BLACK GOLD,367,8.0
E2291,BLACK GOLD,367,6.0
E1546,BLACK,368,14.0
E2773,LIGHT GOLD,368,12.0
E2773,LIGHT GOLD,368,10.0
E2773,LIGHT GOLD,368,6.0
E1546,BLACK,368,4.0
E2773,LIGHT GOLD,368,4.0
E2613,MAUVE,368,4.0
AA3257,IVORY,369,14.0
AA219,IVORY,369,12.0
AA9315,,369,4.0
E2244,BLACK,370,14.0
E2035,JET,370,14.0
E2244,BLACK,370,12.0
E2035,JET,370,8.0
E2036,GREEN,370,4.0
E1531,POOL,371,12.0
E1531,POOL,371,10.0
E2027,WINE,371,10.0
E1531,POOL,371,8.0
E1436,VICTORIA,371,8.0
E1502,IVORY,371,4.0
E1436,VICTORIA,371,4.0
E2027,WINE,371,4.0
E2366,BLACK/GOLD,372,12.0
E2158,IVORY,372,8.0
E2075,MIDNIGHT,372,4.0
E1428,PURPLE,372,4.0
E2158,SILVER,372,4.0
E2331,RED,373,14.0
E1538,SAGE,373,8.0
E2346,GOLD,373,4.0
E2340,ROSE,373,4.0
E2460,BLACK,374,14.0
E2366,BLACK/GOLD,374,14.0
E2787,NAVY,374,8.0
E2775,ROYAL,375,14.0
E2775,ROYAL,375,12.0
E2158,IVORY,376,8.0
E2158,IVORY,376,4.0
AA9257,IVORY,377,12.0
E2545,GREEN,378,14.0
E2545,GREEN,378,8.0
E2600,RED,378,8.0
E2545,GREEN,378,6.0
E2544,RED,378,6.0
E2600,RED,378,6.0
E2600,RED,378,4.0
E2599,RED,379,14.0
E2599,RED,379,10.0
E2599,RED,379,6.0
E2599,RED,379,4.0
E2227,FUCHSIA,380,14.0
E2600,ROYAL,380,10.0
E2600,ROYAL,380,8.0
E2600,ROYAL,380,6.0
E2600,ROYAL,380,4.0
E2034,BERRY,381,8.0
E2553,RED,381,8.0
E2600,RED,381,6.0
E2030,FUCHSIA,381,4.0
E2600,RED,381,4.0
E2245,BLACK/GREEN,382,12.0
E2245,BLACK/GREEN,382,10.0
E2245,BLACK/GREEN,382,8.0
E2245,BLACK/GREEN,382,4.0
AA9270,APPLE RED,383,12.0
E1391,PURPLE,383,12.0
E2076,NAVY,383,8.0
E1696,BLACK,383,6.0
E2075,MIDNIGHT,383,6.0
E1391,PURPLE,383,6.0
E1391,PURPLE,383,4.0
E2388,BLACK/GREEN,384,6.0
E2326,BLACK/RED,384,6.0
E2327,BLACK/RED,384,6.0
E2289,PURPLE,384,4.0
E2578,BLACK,385,14.0
E2231,BLUE,385,14.0
E2034,BERRY,385,10.0
E2786,PURPLE,386,12.0
E2786,PURPLE,386,10.0
E2366,BLACK/GOLD,386,8.0
E2786,PURPLE,386,8.0
BZ570,SKY BLUE,386,8.0
E2708,BLACK,386,6.0
E2081,NAVY,386,6.0
E2786,PURPLE,386,6.0
E1436,POOL,386,4.0
E1260,SKY BLUE,387,8.0
E1986,POOL,387,14.0
E2557,NAVY,387,10.0
E1986,POOL,387,10.0
E1986,POOL,387,8.0
E2509,RED,387,6.0
E1546,BLACK,387,4.0
E1986,POOL,387,4.0
E2509,RED,387,4.0
E2324,PINK,388,12.0
E1524,TEAL,388,12.0
E2786,PURPLE,389,14.0
E2590,ROSE,389,14.0
E2244,BLACK,389,12.0
E2041,IVORY,389,12.0
E2768,ROYAL,389,10.0
E2030,FUCHSIA,390,8.0
E2553,RED,390,8.0
E2553,RED,390,6.0
E2557,NAVY,390,4.0
E2327,RED/BLACK,390,4.0
G1116,NAVY,391,8.0
E2160,SKY BLUE,391,8.0
E2160,SKY BLUE,391,10.0
E2557,NAVY,391,14.0
E1391,PURPLE,392,8.0
E2327,RED/BLACK,392,8.0
E1391,PURPLE,392,6.0
E2324,PINK,392,4.0
E1436,POOL,392,4.0
E1391,PURPLE,392,4.0
E1436,VICTORIA,392,4.0
E1573,PURPLE,393,8.0
E2578,BLACK,393,6.0
E2578,BLACK,393,4.0
E1347,BLUE,394,10.0
E1672,ROYAL,394,14.0
E2527,BLACK,394,6.0
E1531,CORAL,394,6.0
E1947,ROYAL,394,4.0
G1116,NAVY,395,10.0
E1452,PURPLE,395,12.0
E1452,PURPLE,395,8.0
E1452,PURPLE,395,8.0
E2553,RED,395,8.0
E2553,RED,395,8.0
E1452,PURPLE,395,4.0
E2781,RED,396,12.0
E2034,BERRY,396,8.0
E2034,BERRY,396,8.0
E2081,NAVY,396,4.0
E2708,BLACK,397,6.0
E2360,PURPLE/PRINT,397,6.0
E1672,SKY BLUE,397,6.0
G1116,BLACK,398,8.0
G1116,BURGUNDY,398,8.0
G1116,PURPLE,398,8.0
G1116,PURPLE,398,14.0
G1116,PURPLE,398,12.0
G1116,TRUFFLE,398,10.0
570,GREEN,398,14.0
G1116,BLACK,398,10.0
E2324,PINK,398,6.0
E1118,LILAC,399,10.0
E1118,LILAC,399,14.0
E1118,LILAC,399,12.0
E1118,LILAC,399,8.0
E1326,NAVY,400,8.0
E1264,NAVY,400,14.0
E1326,NAVY,400,4.0
E1342,FUCHSIA,401,12.0
E2336,ROSE,401,6.0
E2336,ROSE,401,4.0
E1412,BLACK,402,14.0
E2770,RED,403,12.0
E1412,ROYAL,403,12.0
E1412,ROYAL,403,8.0
E2496,PEACH,404,12.0
E1544,BLACK,404,8.0
E2496,PEACH,404,8.0
E1544,BLACK,404,6.0
E2107,LAVENDER,404,6.0
E1544,BLACK,404,4.0
E1827,BLACK,404,4.0
E1796,NAVY,405,12.0
E1386,PLUM,405,12.0
E1796,NAVY,405,8.0
E1796,BLACK,405,6.0
E1796,NAVY,405,6.0
E1796,NAVY,405,4.0
E1657,TEAL,406,12.0
E1657,TEAL,406,8.0
E1796,BISCOTTI,406,6.0
E1657,TEAL,406,6.0
E1796,BISCOTTI,406,4.0
E1657,TEAL,406,4.0
E2498,BLUSH,407,12.0
E1544,RED,407,12.0
E1544,RED,407,10.0
E1544,RED,407,6.0
E1544,RED,407,4.0
E1381,PURPLE,408,12.0
E1381,PURPLE,408,8.0
E1381,PURPLE,408,4.0
E1322,PURPLE,409,8.0
E1322,PURPLE,409,12.0
E1322,PURPLE,409,10.0
E1118,LILAC,410,14.0
E1303,GREY,410,4.0
E2568,AQUA,411,14.0
E2568,AQUA,411,12.0
E2568,AQUA,411,4.0
E1544,BLACK,412,12.0
E1544,BLACK,412,8.0
E1544,BLACK,412,6.0
E1544,BLACK,412,4.0
E1336,PURPLE,413,8.0
E2322,TEAL,413,12.0
E2322,TEAL,413,10.0
E2322,TEAL,413,8.0
E2322,TEAL,413,6.0
E1336,LILAC,414,8.0
E1336,LILAC,414,10.0
E1908,SKY BLUE,414,14.0
E1696,BLACK,414,12.0
E1908,SKY BLUE,414,6.0
E2128,CHAMPAGNE,414,4.0
E1908,SKY BLUE,414,4.0
E1467,GOLD,415,12.0
E2568,AQUA,415,8.0
B8661,ORANGE,416,8.0
B8608,SKY BLUE,416,8.0
B8661,ORANGE,416,14.0
B8608,SKY BLUE,416,14.0
B8661,ORANGE,416,12.0
B8608,SKY BLUE,416,12.0
B8661,ORANGE,416,10.0
B8608,SKY BLUE,416,10.0
E2496,SKY BLUE,417,12.0
E2496,SKY BLUE,417,8.0
E2496,SKY BLUE,417,4.0
