STYLE NO.,COLOR,BOX NUMBER,SIZE_US
AA9257,WHITE,640,10.0
E2503,SKY BLUE,641,12.0
E2503,SKY BLUE,641,8.0
E2503,SKY BLUE,641,4.0
E2403,BLACK,642,12.0
E2403,BLACK,642,10.0
E2403,BLACK,642,8.0
E2403,BLACK,642,6.0
E2403,BLACK,642,4.0
,SAGE,642,4.0
E1918,GREEN,643,8.0
E2042,WINE,643,8.0
E2042,WINE,643,4.0
B8486,BLACK/FUCHSIA,644,8.0
B8486,BLACK/FUCHSIA,644,14.0
B8486,BLACK/LIME,644,14.0
B8486,BLACK/LIME,644,10.0
B1260,TRUFFLE,644,4.0
B8998,WHITE,645,8.0
B8998,WHITE,645,6.0
B8998,APPLE RED,646,14.0
B8998,APPLE RED,646,12.0
B8998,RED,646,12.0
B8998,APPLE RED,646,4.0
E2590,ROSE,647,6.0
B9000,DUSTY PINK,649,8.0
E1127,TRUFFLE,649,8.0
B9000,DUSTY PINK,649,14.0
E1127,TRUFFLE,649,12.0
E1127,TRUFFLE,649,10.0
AA9256,IVORY,650,10.0
AA9271,WHITE,650,10.0
AA9301,WHITE,650,10.0
AA9310,WHITE,650,10.0
AA9317,WHITE,650,10.0
AA9319,WHITE,650,10.0
AA9257,WHITE,651,8.0
AA9316,WHITE,651,8.0
AA9317,IVORY,652,8.0
AA9318,IVORY,652,8.0
AA9319,IVORY,652,8.0
AA9271,WHITE,652,8.0
AA9310,WHITE,652,8.0
AA9331,WHITE,652,8.0
B9000,BURGUNDY,653,8.0
E1194,FUCHSIA,653,8.0
G1116,NAVY,653,8.0
BZ570,POOL,653,8.0
E1295,SAGE,653,8.0
E1194,TEAL,653,8.0
E1270,TEAL,653,8.0
E1168,TRUFFLE,653,8.0
B8998,POOL,654,8.0
B8998,POOL,654,14.0
B8998,POOL,654,10.0
B8998,POOL,654,12.0
B8998,POOL,654,8.0
E1908,SKY BLUE,654,6.0
B8998,POOL,654,4.0
E1908,SKY BLUE,654,4.0
E1270,CORAL,655,12.0
E1270,CORAL,655,8.0
E1270,CORAL,655,6.0
E1270,CORAL,655,4.0
B8865,TRUFFLE,656,14.0
B8865,TRUFFLE,656,10.0
B9000,LILAC,657,8.0
B9000,LILAC,657,10.0
E2431,RED,657,10.0
E2431,RED,657,8.0
E2431,RED,657,6.0
E2431,RED,657,4.0
E2785,GOLD,658,14.0
E2785,GOLD,658,12.0
E2785,GOLD,658,8.0
E2785,GOLD,658,6.0
E2785,GOLD,658,4.0
E1260,PINK,659,10.0
E1502,NAVY,659,8.0
E1696,RED,659,8.0
B8588,SKYBLUE/BLACK,660,8.0
B8506,PINK,660,14.0
B8588,SKYBLUE/BLACK,660,14.0
B8506,PINK,660,12.0
B8588,SKYBLUE/BLACK,660,10.0
B8865,CLARET,661,8.0
B8865,CLARET,661,10.0
B8865,CLARET,661,14.0
B8865,CLARET,661,12.0
B8865,CLARET,661,10.0
B8865,CLARET,661,10.0
E2431,RED,661,10.0
B8865,CLARET,661,8.0
E2431,RED,661,4.0
E1089,PEACH,662,8.0
E1089,PEACH,662,14.0
E1089,PEACH,662,12.0
E1089,PEACH,662,10.0
B8865,CLARET,663,6.0
B8865,CLARET,663,4.0
B8667,YELLOW,664,12.0
B8894,BROWN/CHAMPAGNE,664,10.0
570,NAVY,664,10.0
B8667,YELLOW,664,10.0
E1696,BLACK,665,8.0
E1729,FUCHSIA,665,8.0
E1696,ROYAL,665,8.0
E1260,SKY BLUE,665,8.0
E1729,FUCHSIA,665,4.0
E2111,MINT,665,4.0
E2171,LIGHT BLUE,666,12.0
E2171,LIGHT BLUE,666,6.0
E1605,PURPLE,667,12.0
E1605,PURPLE,667,8.0
E2106,BABY BLUE,667,4.0
E1605,PURPLE,667,4.0
E2144,MINT,668,14.0
E2144,MINT,668,10.0
E1729,FUCHSIA,669,6.0
E2601,EMERALD,669,4.0
E1013,TRUFFLE,670,12.0
E1013,TRUFFLE,670,12.0
E1013,TRUFFLE,670,6.0
E1013,TRUFFLE,670,4.0
E1270,FUCHSIA,671,8.0
E1270,FUCHSIA,671,6.0
E1270,FUCHSIA,671,4.0
B8859,BLACK,672,8.0
E2160,WHITE PRINT,672,10.0
E1676,BLUE/PINK,672,8.0
E2570,BURGUNDY,673,12.0
E2501,LAVENDER,673,12.0
E2501,LAVENDER,673,4.0
E1264,CORAL,674,14.0
E1264,CORAL,674,12.0
E1327,BLACK,674,14.0
E1605,PURPLE,674,4.0
E1696,ROYAL,675,6.0
E1379,WATERMELON,675,6.0
E1696,ROYAL,675,4.0
E1340,APPLE RED,676,8.0
42113,PINK,676,8.0
E1340,POOL,676,8.0
E1013,SANGRIA,676,8.0
B8865,ROYAL,676,12.0
42113,PINK,676,10.0
E1013,SANGRIA,676,10.0
E1340,POOL,676,8.0
E1340,APPLE RED,676,4.0
E1340,POOL,676,4.0
E1327,BLACK,677,12.0
E1799,LILAC,677,10.0
E1412,BLACK,677,8.0
E1696,CORAL,677,6.0
E1412,BROWN,677,4.0
E1340,CORAL,678,8.0
E1340,CORAL,678,14.0
E1340,RED,678,12.0
E2136,BLACK,678,6.0
E2136,BLACK,678,4.0
E1340,CORAL,678,4.0
E1340,RED,678,4.0
570,WHITE,681,12.0
E2495,SKY BLUE,682,12.0
E2495,SKY BLUE,682,4.0
E1259,SKY BLUE,683,8.0
E1259,SKY BLUE,683,6.0
E1259,SKY BLUE,684,10.0
E1909,GREY,684,4.0
E1259,SKY BLUE,684,4.0
E2494,PINK,685,12.0
E2494,PINK,685,8.0
E2494,PINK,685,4.0
E2497,MINT,686,12.0
E2497,MINT,686,8.0
E2497,MINT,686,4.0
E2498,BLUE,687,8.0
E2501,LAVENDER,687,8.0
E2498,BLUE,687,4.0
E1118,CORAL,688,8.0
E1118,PURPLE,688,8.0
E1118,CORAL,688,14.0
E1118,CORAL,688,12.0
E1118,CORAL,688,10.0
E1032,SUNSHINE,689,8.0
E1032,SUNSHINE,689,14.0
E1032,SUNSHINE,689,12.0
E1032,SUNSHINE,689,10.0
E2501,BLUSH,690,14.0
E2494,PINK,690,14.0
E1657,BLACK,690,12.0
E1657,BLACK,690,8.0
E1259,SKY BLUE,691,12.0
B8998,CORAL,691,8.0
E1531,PURPLE,691,8.0
B8998,CORAL,691,4.0
E1657,TEAL,692,12.0
E1657,TEAL,692,10.0
E1657,TEAL,692,8.0
E2496,SKY BLUE,692,4.0
E2752,GREEN,693,14.0
E2752,GREEN,693,12.0
E2752,GREEN,693,10.0
E1502,RED,693,10.0
E1849,BLACK,693,6.0
E2078,BURGUNDY,694,14.0
E1940,GUNMETAL,694,8.0
E1954,PLUM,694,6.0
E1767,BLACK,694,4.0
E1918,BOTTLE GREEN,694,4.0
E1275,DARK LILAC,694,4.0
E2496,SKY BLUE,695,12.0
E2496,SKY BLUE,695,8.0
E2570,BURGUNDY,695,4.0
E1168,TRUFFLE,696,14.0
E1264,NAVY,696,12.0
E1334,FUCHSIA,696,10.0
E1032,PISTACHIO,696,10.0
E1531,PURPLE,696,8.0
E2075,MIDNIGHT,697,14.0
E1342,FUCHSIA,697,12.0
E2075,MIDNIGHT,697,12.0
E1581,BLACK,697,10.0
E1890,BLACK,697,8.0
E2027,WINE,697,8.0
E2075,MIDNIGHT,697,4.0
AA219,IVORY,698,8.0
E1531,PURPLE,698,8.0
AA219,IVORY,698,6.0
E1270,LILAC,698,4.0
E1531,PURPLE,698,4.0
E2241,BLACK,699,12.0
E2241,BLACK,699,4.0
E1767,BLACK/SILVER,699,4.0
E1295,FUCHSIA,700,8.0
E2385,GOLD/BLACK,700,8.0
E1295,FUCHSIA,700,6.0
E2385,GOLD/BLACK,700,6.0
E2385,GOLD/BLACK,700,4.0
E1194,SKY BLUE,700,4.0
E1260,SKY BLUE,700,4.0
E1168,TRUFFLE,701,8.0
E2494,SANGRIA,701,4.0
E1260,SKY BLUE,701,4.0
E2136,NAVY,702,6.0
E2553,RED,702,4.0
E2322,BLUSH,703,8.0
E2322,BLUSH,703,4.0
E1119,BURGUNDY,704,8.0
B8660,MELON,704,14.0
E1119,BURGUNDY,704,10.0
AA9312,IVORY,705,12.0
AA9257,IVORY,705,6.0
1116,NAVY,706,8.0
E1127,TRUFFLE,706,8.0
AA9256,WHITE,706,12.0
AA9257,WHITE,706,12.0
AA9312,WHITE,706,6.0
AA9318,WHITE,706,6.0
E2493,PEACH,707,12.0
E2493,PEACH,707,8.0
AA219,WHITE,707,8.0
E2574,BLACK,708,12.0
E1412,BLACK,708,8.0
E2344,BLACK/NUDE,708,8.0
E1824,POOL,708,8.0
E1904,BLACK,708,4.0
E2031,BLACK,708,4.0
E2072,BLACK,708,4.0
E2344,BLACK/NUDE,708,4.0
E1295,TRUFFLE,709,12.0
E1194,FUCHSIA,709,10.0
E1270,POOL,709,10.0
AA9256,IVORY,709,12.0
E1796,BISCOTTI,709,8.0
E1270,POOL,709,8.0
E1295,TRUFFLE,709,8.0
AA9305,IVORY,710,12.0
AA9271,IVORY/CHAMPAGNE,710,12.0
AA9310,IVORY,710,6.0
AA9256,IVORY,711,12.0
AA9271,IVORY,711,12.0
E1270,POOL,711,12.0
E1168,SAGE,711,12.0
E1285,LILAC,712,14.0
E1285,LILAC,712,12.0
E1285,LILAC,712,12.0
E1799,LILAC,712,12.0
E1796,NAVY,712,6.0
E1796,NAVY,712,4.0
E1168,RED,713,12.0
B1194,SKY BLUE,713,10.0
E2574,BLACK,713,12.0
E1531,CORAL,713,12.0
E1531,PURPLE,713,12.0
E1412,BROWN,713,8.0
B1502,CLARET,713,8.0
E1531,CORAL,713,8.0
E1270,FUCHSIA,713,8.0
E1729,FUCHSIA,713,8.0
E1412,ROYAL,713,8.0
BZ570,SKY BLUE,713,8.0
E1260,TRUFFLE,713,8.0
E1319,WHITE/BLACK,714,8.0
E1294,TEAL,714,12.0
E1582,FUCHSIA,714,8.0
E1696,CORAL,715,8.0
E1295,FUCHSIA,715,8.0
E1168,TEAL,715,8.0
E1729,FUCHSIA,715,6.0
E1696,CORAL,715,4.0
E1260,PINK,716,10.0
BZ570,POOL,716,10.0
E2774,BLACK,716,10.0
E1799,LILAC,716,8.0
E2774,BLACK,716,6.0
E1696,CORAL,716,6.0
E2774,BLACK,717,8.0
E2165,FUCHSIA,718,4.0
AA9314,WHITE,719,6.0
E2495,PINK,719,4.0
E1295,WATERMELON,720,8.0
E1799,LILAC,720,12.0
E2589,BLACK,720,8.0
E1696,CORAL,720,8.0
E1531,POOL,720,8.0
E1260,SKY BLUE,720,8.0
E1295,TEAL,720,8.0
E1582,TEAL,720,8.0
E1582,TEAL,720,8.0
B8667,YELLOW,722,14.0
E1168,BURGUNDY,722,10.0
E2385,GOLD/BLACK,722,10.0
E2701,ROSE,723,14.0
E2701,ROSE,723,12.0
BZ570,POOL,724,8.0
AA9332,WHITE,724,6.0
E1696,CORAL,724,4.0
E1852,PINK,724,4.0
E1260,SKY BLUE,724,4.0
E1799,TEAL,724,4.0
E1068,BURGUNDY,725,12.0
BZ570,POOL,725,12.0
BZ570,POOL,725,12.0
E1295,SAGE,725,12.0
E1295,SAGE,725,10.0
E1531,PURPLE,725,14.0
E1502,NAVY,725,12.0
E1502,POOL,725,12.0
E1420,PURPLE,725,12.0
E1295,TEAL,725,12.0
E1260,TRUFFLE,725,12.0
AA219,,725,12.0
E1502,,725,12.0
E1260,TRUFFLE,725,8.0
E2046,ROSE,726,12.0
E2046,ROSE,726,8.0
E2356,BLACK PRINT,726,6.0
E2160,ROYAL,726,4.0
5134,,726,4.0
AA9254,IVORY,727,6.0
AA9317,IVORY,727,6.0
AA9257,WHITE,727,6.0
AA9316,WHITE,727,6.0
E2527,BLACK,728,4.0
E2543,BLACK,728,4.0
E2162,RAINBOW,728,4.0
E2436,BLACK PRINT,729,12.0
E1696,CORAL,729,6.0
AA9312,,729,6.0
E2436,BLACK PRINT,729,4.0
E2554,GOLD,729,4.0
B9000,TRUFFLE,730,14.0
E1168,TRUFFLE,730,14.0
E1295,TEAL,730,14.0
E1013,TRUFFLE,730,12.0
E1698,CORAL,730,8.0
E1698,CORAL,730,4.0
E1270,POOL,731,8.0
B8896,TRUFFLE/WHITE,731,8.0
E1502,NAVY,731,4.0
E1531,PURPLE,731,4.0
B8486,BLACK/FUCHSIA,732,14.0
E1068,BURGUNDY,732,14.0
B9000,DUSTY PINK,732,14.0
E2107,NAVY,732,14.0
E1168,VICTORIA LILAC,732,14.0
E1799,LILAC,732,8.0
E2072,BLACK,732,4.0
E1879,PURPLE,732,4.0
B8998,WHITE,733,8.0
E1582,FUCHSIA,733,14.0
B8998,WHITE,733,4.0
E2498,BLUSH,734,12.0
E2500,BLUSH,734,6.0
E2701,ROSE,735,10.0
E2701,ROSE,735,8.0
E1270,POOL,736,8.0
B8486,BLACK/FUCHSIA,736,14.0
G1116,NAVY,736,14.0
E1270,POOL,736,10.0
E1799,LILAC,736,12.0
E2046,NAVY,736,10.0
E1270,POOL,736,4.0
AA9271,IVORY,737,6.0
AA9309,IVORY,737,6.0
AA9319,IVORY,737,6.0
AA9301,WHITE,737,6.0
B9000,DUSTY PINK,738,8.0
E1513,CORAL,738,12.0
E2437,NAVY PRINT,738,10.0
E1513,CORAL,738,6.0
E1954,PLUM,738,4.0
E1260,TRUFFLE,738,4.0
E1064,MINT,739,8.0
B8998,ROYAL,739,8.0
E1064,MINT,739,14.0
E1064,MINT,739,10.0
B8998,ROYAL,739,12.0
B8998,ROYAL,739,8.0
B8998,ROYAL,739,6.0
B8998,ROYAL,739,4.0
E1676,BLUE/PINK,740,8.0
E1676,BLUE/PINK,741,12.0
E2501,LAVENDER,742,12.0
E2493,LAVENDER,743,12.0
E2501,LAVENDER,743,8.0
E2501,LAVENDER,743,4.0
B8865,TRUFFLE,744,12.0
B8865,TRUFFLE,744,12.0
B8865,TRUFFLE,744,12.0
E1582,FUCHSIA,744,8.0
E1064,CHARCOAL,745,8.0
E1064,CHARCOAL,745,14.0
E1064,CHARCOAL,745,12.0
E1168,SAGE,745,10.0
E1168,SAGE,745,8.0
E1168,SAGE,745,4.0
E1013,SANGRIA,746,6.0
E2018,PEACOCK/GREEN,746,4.0
E1593,POOL,746,4.0
E1013,SANGRIA,746,4.0
E1696,CORAL,747,12.0
E1696,CORAL,747,10.0
E1593,POOL,747,10.0
E1696,CORAL,747,8.0
E1593,POOL,747,6.0
E2329,BLACK,747,4.0
E1412,ROYAL,748,8.0
E1412,ROYAL,748,4.0
E2496,SKY BLUE,749,12.0
E2568,AQUA,749,10.0
E2318,BLUE,749,8.0
E2570,BURGUNDY,750,10.0
E2570,BURGUNDY,751,12.0
E2570,BURGUNDY,751,4.0
E2180,WINE,751,4.0
B8998,TRUFFLE,752,10.0
E1270,FUCHSIA,752,8.0
E1270,FUCHSIA,752,6.0
E1531,POOL,752,4.0
E1412,ROYAL,752,4.0
E1260,TRUFFLE,752,4.0
B8998,TRUFFLE,753,8.0
B8998,TRUFFLE,753,12.0
E1502,CLARET,753,10.0
B8998,POOL,753,8.0
E1502,NAVY,753,6.0
E2053,PEACOCK,754,8.0
E2136,NAVY,754,6.0
AA9316,WHITE,754,4.0
AA9330,,754,4.0
AA9309,IVORY,755,4.0
AA9317,IVORY,755,4.0
AA9331,IVORY,755,4.0
AA9331,WHITE,755,4.0
AA9319,,755,4.0
E1270,POOL,756,6.0
E1822,PEACH,757,12.0
E1822,PEACH,757,8.0
E1822,PEACH,757,6.0
E1822,PEACH,757,4.0
E1295,TRUFFLE,757,4.0
AA9254,IVORY,758,8.0
AA9319,IVORY,758,8.0
E9312,IVORY,758,8.0
E1412,BLACK,759,12.0
E1412,BLACK,759,8.0
E1412,BLACK,759,4.0
E1387,TURQUOISE,761,8.0
E2087,ROSE/QUARTZ,761,4.0
E1387,TURQUOISE,761,4.0
E2210,SILVER,762,14.0
E2243,BLACK/RED,762,12.0
E1502,NAVY,762,12.0
E2210,SILVER,762,12.0
E1502,NAVY,762,10.0
E2243,BLACK/RED,762,4.0
E1260,TRUFFLE,763,8.0
B8486,BLACK/LILAC,763,14.0
AA9254,IVORY,764,8.0
E1891,PURPLE,765,10.0
E1891,PURPLE,765,8.0
E1891,PURPLE,765,6.0
E1891,PURPLE,765,4.0
E2322,BLUSH,766,8.0
E1531,POOL,766,6.0
E1918,GREEN,766,4.0
E1954,PLUM,766,4.0
E1531,POOL,766,4.0
AA9256,IVORY,767,14.0
E1024,PERSIMMON,768,8.0
E1024,PERSIMMON,768,10.0
E1260,TRUFFLE,769,8.0
E1412,BROWN,769,4.0
E1582,FUCHSIA,769,4.0
E1387,GREEN,769,4.0
E1260,TRUFFLE,769,4.0
G1116,PINK,770,14.0
B8998,SANGRIA,770,8.0
B8998,SANGRIA,770,4.0
E2771,TEAL,771,8.0
E1295,TRUFFLE,772,6.0
E1412,BROWN,773,8.0
E1412,BROWN,773,4.0
AA9271,IVORY,774,8.0
E1582,FUCHSIA,774,4.0
AA9257,IVORY,774,4.0
E1295,TEAL,774,4.0
AA222,WHITE,774,4.0
E2774,BLACK,775,10.0
E2774,BLACK,775,6.0
E1127,TRUFFLE,776,8.0
E1127,TRUFFLE,776,12.0
E1127,TRUFFLE,776,10.0
AA9256,IVORY,776,14.0
E1340,RED,776,4.0
E1312,SANGRIA,777,8.0
E1127,DARK PINK,777,12.0
E2027,WINE,777,12.0
E2053,TEAL,777,4.0
B9000,LILAC,778,8.0
B9000,TRUFFLE,778,8.0
B9000,TRUFFLE,778,10.0
E1931,NAVY,779,14.0
E2540,TEAL,779,14.0
E2540,TEAL,779,10.0
E1931,NAVY,779,8.0
E1573,BLACK,779,4.0
E2511,BLUE,779,4.0
E1285,CAFE,779,4.0
E1264,CLARET,779,4.0
E2088,DUSTY ROSE,779,4.0
E2076,MIDNIGHT,779,4.0
E2121,MIDNIGHT,779,4.0
E2602,MINT,779,4.0
E1379,TEAL,779,4.0
E2076,WINE,779,4.0
AA9301,WHITE,780,14.0
AA9317,WHITE,780,14.0
AA9320,WHITE,780,14.0
AA9309,IVORY,781,14.0
AA9316,IVORY,781,14.0
E1696,ROYAL,781,4.0
E1295,TEAL,781,4.0
E1295,TRUFFLE,781,4.0
AA9346,IVORY,782,10.0
AA9254,IVORY,782,8.0
AA9257,IVORY,782,8.0
E1729,FUCHSIA,782,4.0
E2498,BLUSH,783,12.0
E1676,BLUE/PINK,783,8.0
E1676,BLUE/PINK,783,4.0
B8486,BLACK/FUCHSIA,784,8.0
B8486,BLACK/FUCHSIA,784,14.0
E2496,SKY BLUE,784,12.0
E2498,TEAL,784,8.0
E1013,FUCHSIA,785,10.0
E1696,BLUE/PINK,785,12.0
E2496,SKY BLUE,785,12.0
E1696,BLUE/PINK,785,8.0
E1013,FUCHSIA,785,4.0
E1371,TRUFFLE/WHITE,786,8.0
E1371,TRUFFLE/WHITE,786,12.0
E1371,TRUFFLE/WHITE,786,10.0
B8865,TRUFFLE,786,12.0
E2331,RED,786,8.0
E1168,TRUFFLE,786,8.0
E1954,PLUM,786,6.0
E2053,PEACOCK,787,14.0
E2107,LAVENDER,787,8.0
E1270,FUCHSIA,787,6.0
E1412,ROYAL,787,6.0
E1696,ROYAL,787,6.0
E1168,TEAL,787,6.0
E1260,TRUFFLE,787,6.0
E1168,TRUFFLE,788,10.0
E2243,BLACK/RED,788,12.0
E2243,BLACK/RED,788,8.0
E2243,BLACK/RED,788,4.0
E2210,SILVER,789,14.0
E2210,SILVER,789,12.0
E2296,GREEN/PURPLE,789,10.0
E1696,ROYAL,789,10.0
E1696,ROYAL,789,8.0
E1696,ROYAL,789,6.0
E2075,MIDNIGHT,790,12.0
E1340,BLACK,790,6.0
E2075,MIDNIGHT,790,4.0
B8486,BLACK/LILAC,791,8.0
E1340,BLACK,791,12.0
E2344,BLACK/NUDE,791,8.0
E2107,NAVY,791,8.0
E2107,NAVY,791,6.0
E2344,BLACK/NUDE,791,4.0
E1265,BLUE,792,10.0
E1838,BLACK,792,8.0
E1168,LILAC,792,6.0
E1502,NAVY,792,6.0
E1531,POOL,792,6.0
E1168,SAGE,792,6.0
E1260,SKY BLUE,792,6.0
AA222,WHITE,792,6.0
E2053,NAVY,792,4.0
B8588,SKY BLUE,793,14.0
B8608,SKY BLUE,793,14.0
B8608,SKY BLUE,793,10.0
E2317,NAVY,793,10.0
E1838,BLACK,793,8.0
E2494,SANGRIA,793,4.0
E1954,PLUM,794,8.0
E1954,PLUM,794,6.0
E1954,PLUM,794,4.0
B8998,WHITE,795,8.0
B8998,WHITE,795,12.0
E1032,PISTACHIO,795,10.0
B8998,WHITE,795,10.0
E2497,BLUSH,795,8.0
E1032,PISTACHIO,795,8.0
E2497,BLUSH,795,4.0
E1032,PISTACHIO,796,8.0
E2493,AQUA,796,8.0
E2493,AQUA,796,6.0
B8998,WHITE,797,8.0
E2433,BLACK/PRINT,797,12.0
B8998,WHITE,797,4.0
E1024,PERSIMMON,798,8.0
E1024,PERSIMMON,798,10.0
E1013,LILAC,799,8.0
E1013,LILAC,799,12.0
E1013,LILAC,799,8.0
B8998,CORAL,800,12.0
B8998,CORAL,800,8.0
B8998,CORAL,800,6.0
B8998,CORAL,800,4.0
E1696,BLACK,801,12.0
E1796,NAVY,801,12.0
E1796,NAVY,801,6.0
E1796,NAVY,801,4.0
E1326,NAVY,802,10.0
E1168,BURGUNDY,802,8.0
E1381,PURPLE,802,8.0
E1303,GREY,802,6.0
E1168,SAGE,802,6.0
E1918,GREEN,802,4.0
4386,BLACK,803,12.0
E2118,FUCHSIA,803,14.0
E2110,BLACK,803,4.0
2260,BLACK/RED,803,4.0
E1683,WHITE,803,4.0
E2258,CHARCOAL,804,14.0
E2366,BLACK/GOLD,804,12.0
E2318,BLUE,804,10.0
E1904,BLACK,804,4.0
E2561,NAVY,804,4.0
4386,BLACK,805,12.0
E2701,ROSE,805,14.0
E2366,BLACK/GOLD,805,10.0
E1950,BLACK,805,6.0
E2514,EMERALD,805,6.0
E1930,BLACK,805,4.0
E1264,ORANGE,806,8.0
E2031,BLACK,806,14.0
E1573,CORAL,806,12.0
E1796,LAVENDER,806,12.0
E1548,PINK,806,10.0
E1593,POOL,806,10.0
E1762,PURPLE,806,10.0
E1285,PURPLE,807,8.0
E1285,PURPLE,807,12.0
E1573,SKY BLUE,807,14.0
E1573,CORAL,807,12.0
E1264,LILAC,807,12.0
E1013,CLARET,807,10.0
E1696,RED,807,10.0
E1379,WATERMELON,807,6.0
E2256,BLACK,807,4.0
F1116,APPLE,808,10.0
E1796,BLACK,808,10.0
E2328,BLACK,808,8.0
E1796,BLACK,808,6.0
E1950,BLACK,808,4.0
E1387,GREEN,808,4.0
E2701,ROSE,809,14.0
E1387,PINK,809,8.0
E1387,PINK,809,4.0
E1371,APPLERED WHITE,810,8.0
E1371,APPLERED WHITE,810,10.0
E2060,MIDNIGHT,810,14.0
E2060,MIDNIGHT,810,12.0
E2366,BLACK/GOLD,810,10.0
E2060,MIDNIGHT,810,10.0
E2060,MIDNIGHT,810,6.0
E2072,BLACK,810,4.0
E2436,BLACK PRINT,811,12.0
E1465,PURPLE,812,8.0
E1465,PURPLE,812,4.0
E1089,CORAL,813,8.0
E1068,KIWI,813,8.0
E1068,KIWI,813,14.0
E1089,CORAL,813,12.0
E1068,KIWI,813,12.0
E1089,CORAL,813,10.0
E1068,KIWI,813,10.0
570,LILAC,814,8.0
570,LILAC,814,8.0
570,LILAC,814,10.0
E1089,SUNSHINE,816,8.0
E1071,TRUFFLE,816,8.0
E1089,SUNSHINE,816,14.0
E1071,TRUFFLE,816,14.0
E1089,SUNSHINE,816,12.0
E1071,TRUFFLE,816,12.0
E1089,SUNSHINE,816,10.0
E1071,TRUFFLE,816,10.0
E2102,BLACK,816,12.0
E1119,BURGUNDY,817,8.0
E1025,NAVY,817,8.0
B8486,BLACK/LILAC,817,12.0
E1119,BURGUNDY,817,10.0
E1118,LILAC,818,8.0
E1032,SUNSHINE,818,8.0
E1319,WHITE/BLACK,818,8.0
E1194,FUCHSIA,818,12.0
B8895,CORAL,818,12.0
1386,PLUM,818,12.0
B8895,CORAL,818,8.0
E1463,TRUFFLE,818,8.0
E1875,BLACK,818,6.0
E1581,PURPLE,818,6.0
E1954,PLUM,818,4.0
E2551,RED,818,4.0
2436,BLACK,819,12.0
E1168,TRUFFLE,819,12.0
E2031,BLACK,819,14.0
E1270,CORAL,819,12.0
E1387,GREEN,819,12.0
E1270,CORAL,819,10.0
E2775,ROYAL,819,8.0
E1636,BLACK,819,6.0
E2082,BLACK,819,4.0
E1013,PINK,819,4.0
E1259,SKY BLUE,820,8.0
E2496,PEACH,820,4.0
570,SAGE,821,8.0
B8865,IVORY,822,8.0
B8865,WHITE,822,8.0
E1838,TEAL,822,4.0
AA222,WHITE,822,4.0
B8865,WHITE,822,4.0
E1265,BLUE,823,12.0
E1265,GREEN,823,12.0
B8865,IVORY,823,10.0
E1696,BLACK,823,12.0
E1981,BLACK,823,10.0
B8486,BLACK/FUCHSIA,824,12.0
B8894,CHAMPAGNE/NAVY,824,12.0
B9000,DUSTY PINK,824,12.0
E1729,FUCHSIA,824,12.0
E2501,LAVENDER,824,12.0
E1531,POOL,824,12.0
B8865,CLARET,824,10.0
E1531,PURPLE,824,8.0
E2774,BLACK,825,6.0
AA9271,WHITE,825,6.0
AA9331,WHITE,825,6.0
AA9312,WHITE,825,4.0
AA9298,WHITE,826,6.0
AA9319,IVORY,826,4.0
AA9319,WHITE,826,4.0
AA9310,WHITE,827,14.0
AA9318,WHITE,827,4.0
AA9315,WHITE,828,14.0
AA9317,WHITE,828,14.0
AA9254,WHITE,829,8.0
AA9257,WHITE,830,8.0
AA9271,WHITE,830,8.0
AA9316,WHITE,830,8.0
E1371,TRUFFLE/WHITE,831,8.0
E8665,FUCHSIA,831,14.0
E1371,TRUFFLE/WHITE,831,12.0
E1371,TRUFFLE/WHITE,831,10.0
AA233,WHITE/IVORY,833,14.0
AA9329,WHITE,833,4.0
B8865,WHITE,833,4.0
E1024,TRUFFLE,834,8.0
570,VICTORIA LILAC,834,8.0
E1024,TRUFFLE,834,10.0
E1119,VICTORIA LILAC,835,8.0
E1119,VICTORIA LILAC,835,14.0
E1119,VICTORIA LILAC,835,12.0
E1119,VICTORIA LILAC,835,10.0
E1071,PEACH FIZZ,836,8.0
E1068,VICTORIA LILAC,836,8.0
E1071,PEACH FIZZ,836,10.0
E1068,VICTORIA LILAC,836,10.0
E2752,GREEN,836,12.0
E2752,GREEN,836,6.0
B8691,MELON,837,14.0
B8691,MELON,837,12.0
AA9316,WHITE,838,14.0
AA9314,WHITE,838,8.0
AA9256,WHITE,839,14.0
AA9313,WHITE,839,14.0
AA9314,WHITE,839,14.0
E1579,WHITE,840,12.0
AA9349,IVORY,840,6.0
E1579,WHITE,840,4.0
E2410,NUDE/IVORY,841,14.0
E2701,ROSE,841,10.0
E2080,BLACK,841,8.0
E2436,BLACK PRINT,841,8.0
E2701,ROSE,841,6.0
E2613,MAUVE,842,14.0
E1538,SAGE,842,8.0
E1538,SAGE,842,4.0
AA9346,IVORY,843,14.0
AA9309,WHITE,843,14.0
AA9254,IVORY,843,8.0
AA9309,IVORY,843,6.0
E1540,BLUE/PINK,844,4.0
E1942,ROYAL,845,14.0
E1942,ROYAL,845,10.0
E1942,ROYAL,845,8.0
E1796,BLACK,845,6.0
E1942,ROYAL,845,6.0
E1194,WHITE,846,8.0
E1895,BLACK,846,14.0
AA9349,IVORY,846,8.0
AA9313,IVORY,846,6.0
E1831,RED,846,6.0
E1264,SAGE,846,4.0
E1264,NAVY,847,8.0
E1285,PURPLE,847,10.0
E2366,BLACK/GOLD,847,14.0
E2107,NAVY,847,14.0
E1573,ROYAL,847,14.0
E1573,TEAL,847,14.0
E1852,FUCHSIA,847,10.0
