BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,Handle
223,E1911,MILANO FORMALS,NAVY,0,0,1,3033,#N/A,E1911_NAVY_0,,,,,,,NV8088
223,E1868,MILANO FORMALS,CHAMPAGNE,4,4,1,3033,Embellished,E1868_CHAMPAGNE_4,,,,,,,NV8131
223,E1911,MILANO FORMALS,NAVY,10,10,1,3033,#N/A,E1911_NAVY_10,,,,,,,NV8088
223,E1868,MILANO FORMALS,CHAMPAGNE,12,12,1,3033,Embellished,E1868_CHAMPAGNE_12,,,,,,,NV8131
223,E1868,MILANO FORMALS,CHAMPAGNE,24,24,1,3033,Embellished,E1868_CHAMPAGNE_24,,,,,,,NV8131
223,E1911,MILANO FORMALS,NAVY,4,4,2,3033,#N/A,E1911_NAVY_4,,,,,,,NV8088
223,E1911,MILANO FORMALS,NAVY,18,18,2,3033,#N/A,E1911_NAVY_18,,,,,,,NV8088
223,E1911,MILANO FORMALS,NAVY,2,2,4,3033,#N/A,E1911_NAVY_2,,,,,,,NV8088
223,E1911,MILANO FORMALS,NAVY,8,8,4,3033,#N/A,E1911_NAVY_8,,,,,,,NV8088
223,E1911,MILANO FORMALS,NAVY,6,6,10,3033,#N/A,E1911_NAVY_6,,,,,,,NV8088
224,AA9308,ANDY ANAND COUTURE,WHITE,4,4,2,3033,#N/A,AA9308_WHITE_4,,,,,,,BNV0691
224,AA9315,ANDY ANAND COUTURE,WHITE,4,4,2,3033,#N/A,AA9315_WHITE_4,,,,,,,BNV0684
225,E2227,MILANO FORMALS,FUCHSIA,2,2,3,3033,Short,E2227_FUCHSIA_2,,,,,,,NV7772
225,E2227,MILANO FORMALS,FUCHSIA,0,0,4,3033,Short,E2227_FUCHSIA_0,,,,,,,NV7772
225,E2227,MILANO FORMALS,FUCHSIA,4,4,4,3033,Short,E2227_FUCHSIA_4,,,,,,,NV7772
225,E2227,MILANO FORMALS,FUCHSIA,6,6,6,3033,Short,E2227_FUCHSIA_6,,,,,,,NV7772
226,E1852,MILANO FORMALS,CHARCOAL,4,4,1,3033,Bridesmaid,E1852_CHARCOAL_4,,,,,,,NV8147
226,E2255,MILANO FORMALS,FUCHSIA,4,4,1,3033,Embellished,E2255_FUCHSIA_4,,,,,,,NV7744
226,AA9270,ANDY ANAND COUTURE,WHITE,6,6,1,3033,#N/A,AA9270_WHITE_6,,,,,,,BNV0729
226,E1827,MILANO FORMALS,BLACK,6,6,1,3033,Elegant Evening,E1827_BLACK_6,,,,,,,NV8172
226,E2613,MILANO FORMALS,MAUVE,6,6,1,3033,Bridesmaid,E2613_MAUVE_6,,,,,,,NV7386
226,E2255,MILANO FORMALS,FUCHSIA,8,8,1,3033,Embellished,E2255_FUCHSIA_8,,,,,,,NV7744
226,E2514,MILANO FORMALS,EMERALD,8,8,1,3033,Embellished,E2514_EMERALD_8,,,,,,,NV7485
226,BD2007/183,MILANO FORMALS,GREY,10,10,1,3033,#N/A,BD2007/183_GREY_10,,,,,,,ATD7992/816
226,E2059,MILANO FORMALS,ROYAL,10,10,1,3033,Short,E2059_ROYAL_10,,,,,,,NV7940
226,E2291,MILANO FORMALS,BLACK/GOLD,14,14,1,3033,#N/A,E2291_BLACK/GOLD_14,,,,,,,NV7708
226,E2255,MILANO FORMALS,FUCHSIA,16,16,1,3033,Embellished,E2255_FUCHSIA_16,,,,,,,NV7744
226,F570,MILANO FORMALS,LAVENDER,40,40,1,3033,#N/A,F570_LAVENDER_40,,,,,,,B429
226,F570,MILANO FORMALS,PERIWINKLE,L,12,1,3033,#N/A,F570_PERIWINKLE_12,,,,,,,B429
226,F570,MILANO FORMALS,PERIWINKLE,XL,14,1,3033,#N/A,F570_PERIWINKLE_14,,,,,,,B429
226,F570,MILANO FORMALS,BANANA,3XL,22,1,3033,#N/A,F570_BANANA_22,,,,,,,B429
226,F570,MILANO FORMALS,PINK,6XL,34,1,3033,#N/A,F570_PINK_34,,,,,,,B429
226,F570,MILANO FORMALS,ROYAL,7XL,38,1,3033,#N/A,F570_ROYAL_38,,,,,,,B429
226,F570,MILANO FORMALS,ROYAL,8XL,40,1,3033,#N/A,F570_ROYAL_40,,,,,,,B429
226,B8808,MILANO FORMALS,IVORY,S,8,1,3033,#N/A,B8808_IVORY_8,,,,,,,AT1191
226,F570,MILANO FORMALS,PERIWINKLE,S,8,1,3033,#N/A,F570_PERIWINKLE_8,,,,,,,B429
227,E2574,MILANO FORMALS,BLACK,8,8,1,3033,Bridesmaid,E2574_BLACK_8,,,,,,,NV7425
227,E2520,MILANO FORMALS,AQUA,10,10,1,3033,#N/A,E2520_AQUA_10,,,,,,,NV7479
227,E2553,MILANO FORMALS,RED,14,14,1,3033,Short,E2553_RED_14,,,,,,,NV7446
227,E2786,MILANO FORMALS,PURPLE,20,20,1,3033,Gala/ pageant,E2786_PURPLE_20,,,,,,,NV7213
227,AA9270,ANDY ANAND COUTURE,WHITE/NAVY,24,24,1,3033,#N/A,AA9270_WHITE/NAVY_24,,,,,,,BNV0729
227,E2097,MILANO FORMALS,MINT,12,12,2,3033,2 Piece,E2097_MINT_12,,,,,,,NV7902
228,E2081,MILANO FORMALS,NAVY,0,0,1,3033,Short,E2081_NAVY_0,,,,,,,NV7918
228,E2553,MILANO FORMALS,RED,4,4,1,3033,Short,E2553_RED_4,,,,,,,NV7446
228,E2081,MILANO FORMALS,NAVY,6,6,1,3033,Short,E2081_NAVY_6,,,,,,,NV7918
228,E2389,MILANO FORMALS,PURPLE,6,6,1,3033,Elegant Evening,E2389_PURPLE_6,,,,,,,NV7610
228,E2553,MILANO FORMALS,RED,6,6,1,3033,Short,E2553_RED_6,,,,,,,NV7446
228,E2030,MILANO FORMALS,FUCHSIA,8,8,1,3033,Embellished,E2030_FUCHSIA_8,,,,,,,NV7969
228,E2389,MILANO FORMALS,PURPLE,8,8,1,3033,Elegant Evening,E2389_PURPLE_8,,,,,,,NV7610
228,E2547,MILANO FORMALS,ROYAL,8,8,1,3033,Embellished,E2547_ROYAL_8,,,,,,,NV7452
228,E2081,MILANO FORMALS,NAVY,10,10,1,3033,Short,E2081_NAVY_10,,,,,,,NV7918
228,E2081,MILANO FORMALS,NAVY,12,12,1,3033,Short,E2081_NAVY_12,,,,,,,NV7918
228,E2389,MILANO FORMALS,PURPLE,14,14,1,3033,Elegant Evening,E2389_PURPLE_14,,,,,,,NV7610
228,E1685,MILANO FORMALS,FUCHSIA,16,16,1,3033,#N/A,E1685_FUCHSIA_16,,,,,,,NV8314
228,E1829,MILANO FORMALS,BLACK,0,0,2,3033,#N/A,E1829_BLACK_0,,,,,,,NV8170
228,E2079,MILANO FORMALS,NAVY,2,2,3,3033,#N/A,E2079_NAVY_2,,,,,,,NV7920
228,E1439,MILANO FORMALS,EMERALD,4,4,REM,3033,#N/A,E1439_EMERALD_4,,,,,,,NV8560
229,E2292,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2292_RED_16,,,,,,,NV7707
229,E2028,MILANO FORMALS,BLACK,18,18,1,3033,Short,E2028_BLACK_18,,,,,,,NV7971
229,E1439,MILANO FORMALS,EMERALD,4,4,1,3033,#N/A,E1439_EMERALD_4,,,,,,,NV8560
229,E1439,MILANO FORMALS,EMERALD,8,8,7,3033,#N/A,E1439_EMERALD_8,,,,,,,NV8560
230,E2036,MILANO FORMALS,GREEN,0,0,1,3033,Embellished,E2036_GREEN_0,,,,,,,NV7963
230,E1391,MILANO FORMALS,ROYAL,4,4,1,3033,#N/A,E1391_ROYAL_4,,,,,,,NV8608
230,E1657,MILANO FORMALS,BLACK,4,4,1,3033,Elegant Evening,E1657_BLACK_4,,,,,,,NV8342
230,E2574,MILANO FORMALS,BLACK,4,4,1,3033,Bridesmaid,E2574_BLACK_4,,,,,,,NV7425
230,E2257,MILANO FORMALS,WINE,12,12,1,3033,Embellished,E2257_WINE_12,,,,,,,NV7742
230,E2599,MILANO FORMALS,RED,14,14,1,3033,#N/A,E2599_RED_14,,,,,,,NV7400
230,E1890,MILANO FORMALS,BLACK,16,16,1,3033,Embellished,E1890_BLACK_16,,,,,,,NV8109
230,E2781,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2781_RED_16,,,,,,,NV7218
230,E2049,MILANO FORMALS,PLATINUM,18,18,1,3033,Embellished,E2049_PLATINUM_18,,,,,,,NV7950
230,E1285,MILANO FORMALS,LILAC,20,20,1,3033,Bridesmaid,E1285_LILAC_20,,,,,,,NV8714
230,E1438,MILANO FORMALS,BLACK,20,20,3,3033,Embellished,E1438_BLACK_20,,,,,,,NV8561
230,E1438,MILANO FORMALS,BLACK,24,24,4,3033,Embellished,E1438_BLACK_24,,,,,,,NV8561
231,E2449,MILANO FORMALS,GREEN,0,0,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_0,,,,,,,NV7550
231,E2449,MILANO FORMALS,GREEN,2,2,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_2,,,,,,,NV7550
231,E2449,MILANO FORMALS,GREEN,8,8,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_8,,,,,,,NV7550
231,E2549,MILANO FORMALS,BLACK/GREEN,2,2,2,3033,Short,E2549_BLACK/GREEN_2,,,,,,,NV7450
231,E1436,MILANO FORMALS,VICTORIA,4,4,3,3033,#N/A,E1436_VICTORIA_4,,,,,,,NV8563
231,E2549,MILANO FORMALS,BLACK/GREEN,6,6,3,3033,Short,E2549_BLACK/GREEN_6,,,,,,,NV7450
231,E2549,MILANO FORMALS,BLACK/GREEN,4,4,5,3033,Short,E2549_BLACK/GREEN_4,,,,,,,NV7450
232,E2449,MILANO FORMALS,IVORY,12,12,1,3033,Ball Gown/Quinceanera ,E2449_IVORY_12,,,,,,,NV7550
232,E2544,MILANO FORMALS,RED,8,8,2,3033,Embellished,E2544_RED_8,,,,,,,NV7455
232,E2547,MILANO FORMALS,ROYAL BLUE,8,8,4,3033,Embellished,E2547_ROYAL BLUE_8,,,,,,,NV7452
232,E2754,MILANO FORMALS,NAVY,12,12,5,3033,Prom,E2754_NAVY_12,,,,,,,NV7245
233,E2107,MILANO FORMALS,LAVENDER,0,0,1,3032,Gala/ pageant,E2107_LAVENDER_0,,,,,,,NV7892
233,E2107,MILANO FORMALS,LAVENDER,2,2,1,3032,Gala/ pageant,E2107_LAVENDER_2,,,,,,,NV7892
233,E2426,MILANO FORMALS,NAVY,4,4,1,3032,Gala/ pageant,E2426_NAVY_4,,,,,,,NV7573
233,E2107,MILANO FORMALS,LAVENDER,16,16,1,3032,Gala/ pageant,E2107_LAVENDER_16,,,,,,,NV7892
233,E2107,MILANO FORMALS,LAVENDER,10,10,2,3032,Gala/ pageant,E2107_LAVENDER_10,,,,,,,NV7892
233,E2107,MILANO FORMALS,LAVENDER,12,12,2,3032,Gala/ pageant,E2107_LAVENDER_12,,,,,,,NV7892
233,B8808,MILANO FORMALS,IVORY,S,8,3,3032,#N/A,B8808_IVORY_8,,,,,,,AT1191
233,E2107,MILANO FORMALS,LAVENDER,4,4,4,3032,Gala/ pageant,E2107_LAVENDER_4,,,,,,,NV7892
233,E2107,MILANO FORMALS,LAVENDER,8,8,4,3032,Gala/ pageant,E2107_LAVENDER_8,,,,,,,NV7892
234,E2114,MILANO FORMALS,ROYAL,4,4,1,3032,Ball Gown/Quinceanera ,E2114_ROYAL_4,,,,,,,NV7885
234,E2114,MILANO FORMALS,ROYAL,18,18,1,3032,Ball Gown/Quinceanera ,E2114_ROYAL_18,,,,,,,NV7885
234,E2114,MILANO FORMALS,ROYAL,2,2,3,3032,Ball Gown/Quinceanera ,E2114_ROYAL_2,,,,,,,NV7885
234,E2114,MILANO FORMALS,ROYAL,0,0,4,3032,Ball Gown/Quinceanera ,E2114_ROYAL_0,,,,,,,NV7885
234,E1412,MILANO FORMALS,ROYAL,2,2,5,3032,#N/A,E1412_ROYAL_2,,,,,,,NV8587
235,E1170,MILANO FORMALS,APRICOT,0,0,1,3032,#N/A,E1170_APRICOT_0,,,,,,,NV8829
235,E1918,MILANO FORMALS,GREEN,0,0,1,3032,#N/A,E1918_GREEN_0,,,,,,,NV8081
235,E1967,MILANO FORMALS,TEAL,0,0,1,3032,Ball Gown/Quinceanera ,E1967_TEAL_0,,,,,,,NV8032
235,E1981,MILANO FORMALS,ROYAL,0,0,1,3032,2 Piece,E1981_ROYAL_0,,,,,,,NV8018
235,E2171,MILANO FORMALS,SKY BLUE,0,0,1,3032,Ball Gown/Quinceanera ,E2171_SKY BLUE_0,,,,,,,NV7828
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,0,0,1,3032,Embellished,E2067_BLACK/BURGUNDY_0,,,,,,,NV7932
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,4,4,1,3032,Embellished,E2067_BLACK/BURGUNDY_4,,,,,,,NV7932
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,10,10,1,3032,Embellished,E2067_BLACK/BURGUNDY_10,,,,,,,NV7932
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,2,2,2,3032,Embellished,E2067_BLACK/BURGUNDY_2,,,,,,,NV7932
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,8,8,2,3032,Embellished,E2067_BLACK/BURGUNDY_8,,,,,,,NV7932
236,E2061,MILANO FORMALS,BLACK,18,18,2,3032,2 Piece,E2061_BLACK_18,,,,,,,NV7938
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,6,6,3,3032,Embellished,E2067_BLACK/BURGUNDY_6,,,,,,,NV7932
236,E2061,MILANO FORMALS,BLACK,10,10,3,3032,2 Piece,E2061_BLACK_10,,,,,,,NV7938
237,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918
237,E2084,MILANO FORMALS,BLACK,2,2,1,3032,Short,E2084_BLACK_2,,,,,,,NV7915
237,E2574,MILANO FORMALS,BLACK,2,2,1,3032,Bridesmaid,E2574_BLACK_2,,,,,,,NV7425
237,E2448,MILANO FORMALS,APRICOT,4,4,1,3032,Embellished,E2448_APRICOT_4,,,,,,,NV7551
237,E2574,MILANO FORMALS,BLACK,4,4,1,3032,Bridesmaid,E2574_BLACK_4,,,,,,,NV7425
237,E2035,MILANO FORMALS,BLACK/GUNMETAL,10,10,1,3032,2 Piece,E2035_BLACK/GUNMETAL_10,,,,,,,NV7964
237,E2366,MILANO FORMALS,BLACK/GOLD,10,10,1,3032,#N/A,E2366_BLACK/GOLD_10,,,,,,,NV7633
237,E2423,MILANO FORMALS,WHITE/BLUE,10,10,1,3032,#N/A,E2423_WHITE/BLUE_10,,,,,,,NV7576
237,E2708,MILANO FORMALS,BLACK,10,10,1,3032,Ball Gown/Quinceanera ,E2708_BLACK_10,,,,,,,NV7291
237,E2781,MILANO FORMALS,RED,8,8,2,3032,#N/A,E2781_RED_8,,,,,,,NV7218
238,E2084,MILANO FORMALS,BLACK,0,0,1,3032,Short,E2084_BLACK_0,,,,,,,NV7915
238,E2778,MILANO FORMALS,BLUE,0,0,1,3032,#N/A,E2778_BLUE_0,,,,,,,NV7221
238,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918
238,E1391,MILANO FORMALS,ROYAL,4,4,1,3032,#N/A,E1391_ROYAL_4,,,,,,,NV8608
238,E1422,MILANO FORMALS,PURPLE,12,12,1,3032,Bridesmaid,E1422_PURPLE_12,,,,,,,NV8577
238,E2225,MILANO FORMALS,BLACK/GREEN,12,12,1,3032,#N/A,E2225_BLACK/GREEN_12,,,,,,,NV7774
238,E2436,MILANO FORMALS,BLACK/PRINT,12,12,1,3032,#N/A,E2436_BLACK/PRINT_12,,,,,,,NV7563
238,E2578,MILANO FORMALS,BLACK,18,18,1,3032,#N/A,E2578_BLACK_18,,,,,,,NV7421
238,E2227,MILANO FORMALS,FUCHSIA,6,6,2,3032,Short,E2227_FUCHSIA_6,,,,,,,NV7772
238,E2292,MILANO FORMALS,RED,16,16,2,3032,#N/A,E2292_RED_16,,,,,,,NV7707
239,E2241,MILANO FORMALS,BLACK,4,4,1,3032,Elegant Evening,E2241_BLACK_4,,,,,,,NV7758
239,E1422,MILANO FORMALS,PURPLE,12,12,2,3032,Bridesmaid,E1422_PURPLE_12,,,,,,,NV8577
239,E1422,MILANO FORMALS,PURPLE,8,8,3,3032,Bridesmaid,E1422_PURPLE_8,,,,,,,NV8577
239,E2142,MILANO FORMALS,PURPLE,4,4,13,3032,#N/A,E2142_PURPLE_4,,,,,,,NV7857
240,E1918,MILANO FORMALS,GREEN,8,8,1,3032,#N/A,E1918_GREEN_8,,,,,,,NV8081
240,AA9308,ANDY ANAND COUTURE,WHITE,14,14,1,3032,#N/A,AA9308_WHITE_14,,,,,,,BNV0691
240,E2106,MILANO FORMALS,SKY BLUE,6,6,8,3032,#N/A,E2106_SKY BLUE_6,,,,,,,NV7893
240,AA9308,ANDY ANAND COUTURE,WHITE,16,16,16,3032,#N/A,AA9308_WHITE_16,,,,,,,BNV0691
241,E1032,MILANO FORMALS,PISTACHIO,2,2,1,3032,#N/A,E1032_PISTACHIO_2,,,,,,,NV8967
241,E1531,MILANO FORMALS,CORAL,4,4,1,3032,Bridesmaid,E1531_CORAL_4,,,,,,,NV8468
241,AA9332,ANDY ANAND COUTURE,OFF WHITE,6,6,1,3032,#N/A,AA9332_OFF WHITE_6,,,,,,,BNV0667
241,E1799,MILANO FORMALS,TEAL,10,10,1,3032,Prom,E1799_TEAL_10,,,,,,,NV8200
241,F1116,MILANO FORMALS,FUCHSIA,38,38,1,3032,#N/A,F1116_FUCHSIA_38,,,,,,,B8883
241,AA9304,ANDY ANAND COUTURE,WHITE,6,6,2,3032,#N/A,AA9304_WHITE_6,,,,,,,BNV0695
242,E2107,MILANO FORMALS,LAVENDER,0,0,1,3032,Gala/ pageant,E2107_LAVENDER_0,,,,,,,NV7892
242,E2543,MILANO FORMALS,BLACK,0,0,1,3032,Embellished,E2543_BLACK_0,,,,,,,NV7456
242,E1581,MILANO FORMALS,RED,2,2,1,3032,Embellished,E1581_RED_2,,,,,,,NV8418
242,E1795,MILANO FORMALS,BISCOTTI,2,2,1,3032,#N/A,E1795_BISCOTTI_2,,,,,,,NV8204
242,E2514,MILANO FORMALS,EMERALD,2,2,1,3032,Embellished,E2514_EMERALD_2,,,,,,,NV7485
242,AA219,ANDY ANAND COUTURE,WHITE,6,6,1,3032,#N/A,AA219_WHITE_6,,,,,,,BNV780
242,E2441,MILANO FORMALS,IVORY,16,16,1,3032,#N/A,E2441_IVORY_16,,,,,,,NV7558
242,E2086,MILANO FORMALS,BROWN,26,26,1,3032,Elegant Evening,E2086_BROWN_26,,,,,,,NV7913
242,E2514,MILANO FORMALS,CLARET,30,30,1,3032,Embellished,E2514_CLARET_30,,,,,,,NV7485
242,E1510,MILANO FORMALS,WHITE,2,2,2,3032,Embellished,E1510_WHITE_2,,,,,,,NV8489
242,E2227,MILANO FORMALS,FUCHSIA,2,2,2,3032,Short,E2227_FUCHSIA_2,,,,,,,NV7772
242,E1264,MILANO FORMALS,BLACK,0,0,4,3032,Bridesmaid,E1264_BLACK_0,,,,,,,NV8735
243,E1264,MILANO FORMALS,CLARET,2,2,1,3032,Bridesmaid,E1264_CLARET_2,,,,,,,NV8735
243,E1264,MILANO FORMALS,CLARET,2,2,1,3032,Bridesmaid,E1264_CLARET_2,,,,,,,NV8735
243,E1586,MILANO FORMALS,PURPLE,2,2,1,3032,#N/A,E1586_PURPLE_2,,,,,,,NV8413
243,E2253,MILANO FORMALS,RED,2,2,1,3032,#N/A,E2253_RED_2,,,,,,,NV7746
243,E2550,MILANO FORMALS,RED,2,2,1,3032,Embellished,E2550_RED_2,,,,,,,NV7449
243,BD2007/09,MILANO FORMALS,,8,8,1,3032,#N/A,BD2007/09_8,,,,,,,ATD7992/90
243,B8865,MILANO FORMALS,CLARET,16,16,1,3032,Elegant Evening,B8865_CLARET_16,,,,,,,AT1134
243,BD2007/09,MILANO FORMALS,,16,16,1,3032,#N/A,BD2007/09_16,,,,,,,ATD7992/90
243,E2252,MILANO FORMALS,PURPLE,18,18,1,3032,Short,E2252_PURPLE_18,,,,,,,NV7747
243,E1391,MILANO FORMALS,PURPLE,20,20,1,3032,#N/A,E1391_PURPLE_20,,,,,,,NV8608
243,E1391,MILANO FORMALS,PURPLE,26,26,1,3032,#N/A,E1391_PURPLE_26,,,,,,,NV8608
243,E2513,MILANO FORMALS,RED,0,0,2,3032,2 Piece,E2513_RED_0,,,,,,,NV7486
243,E2544,MILANO FORMALS,RED,2,2,2,3032,Embellished,E2544_RED_2,,,,,,,NV7455
243,E1968,MILANO FORMALS,BLACK,18,18,2,3032,#N/A,E1968_BLACK_18,,,,,,,NV8031
244,E2080,MILANO FORMALS,BLACK,4,4,1,3032,Elegant Evening,E2080_BLACK_4,,,,,,,NV7919
244,E1356,MILANO FORMALS,TRUFFLE,12,12,1,3032,Bridesmaid,E1356_TRUFFLE_12,,,,,,,NV8643
244,E1391,MILANO FORMALS,CLARET,28,28,1,3032,#N/A,E1391_CLARET_28,,,,,,,NV8608
244,E1796,MILANO FORMALS,BISCOTTI,8,8,2,3032,#N/A,E1796_BISCOTTI_8,,,,,,,NV8203
244,E1356,MILANO FORMALS,TRUFFLE,4,4,6,3032,Bridesmaid,E1356_TRUFFLE_4,,,,,,,NV8643
244,E1391,MILANO FORMALS,PURPLE,4,4,7,3032,#N/A,E1391_PURPLE_4,,,,,,,NV8608
245,E2259,MILANO FORMALS,WINE,12,12,1,3032,2 Piece,E2259_WINE_12,,,,,,,NV7740
245,E1369,MILANO FORMALS,PURPLE,4,4,2,3032,#N/A,E1369_PURPLE_4,,,,,,,NV8630
245,E2269,MILANO FORMALS,NUDE,16,16,2,3032,Short,E2269_NUDE_16,,,,,,,NV7730
245,E2259,MILANO FORMALS,WINE,14,14,3,3032,2 Piece,E2259_WINE_14,,,,,,,NV7740
245,E2269,MILANO FORMALS,NUDE,14,14,3,3032,Short,E2269_NUDE_14,,,,,,,NV7730
245,E1422,MILANO FORMALS,PURPLE,4,4,4,3032,Bridesmaid,E1422_PURPLE_4,,,,,,,NV8577
245,E2269,MILANO FORMALS,NUDE,12,12,4,3032,Short,E2269_NUDE_12,,,,,,,NV7730
246,E2281,MILANO FORMALS,PURPLE,20,20,1,3032,2 Piece,E2281_PURPLE_20,,,,,,,NV7718
246,E2281,MILANO FORMALS,PURPLE,10,10,2,3032,2 Piece,E2281_PURPLE_10,,,,,,,NV7718
246,E2281,MILANO FORMALS,PURPLE,16,16,3,3032,2 Piece,E2281_PURPLE_16,,,,,,,NV7718
246,E2281,MILANO FORMALS,PURPLE,12,12,5,3032,2 Piece,E2281_PURPLE_12,,,,,,,NV7718
246,E2281,MILANO FORMALS,PURPLE,14,14,6,3032,2 Piece,E2281_PURPLE_14,,,,,,,NV7718
247,E2589,MILANO FORMALS,BLACK,0,0,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_0,,,,,,,NV7410
247,E2589,MILANO FORMALS,BLACK,3,3,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_3,,,,,,,NV7410
247,E2589,MILANO FORMALS,BLACK,4,4,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_4,,,,,,,NV7410
247,E2329,MILANO FORMALS,BLACK,6,6,2,3032,#N/A,E2329_BLACK_6,,,,,,,NV7670
248,E2036,MILANO FORMALS,EMERALD,0,0,1,3032,Embellished,E2036_EMERALD_0,,,,,,,NV7963
248,E2034,MILANO FORMALS,BERRY,8,8,1,3032,2 Piece,E2034_BERRY_8,,,,,,,NV7965
248,E2227,MILANO FORMALS,FUCHSIA,8,8,1,3032,Short,E2227_FUCHSIA_8,,,,,,,NV7772
248,E2227,MILANO FORMALS,FUCHSIA,10,10,1,3032,Short,E2227_FUCHSIA_10,,,,,,,NV7772
248,E1546,MILANO FORMALS,CORAL,12,12,1,3032,Short,E1546_CORAL_12,,,,,,,NV8453
248,E2227,MILANO FORMALS,FUCHSIA,14,14,1,3032,Short,E2227_FUCHSIA_14,,,,,,,NV7772
248,E2227,MILANO FORMALS,FUCHSIA,18,18,1,3032,Short,E2227_FUCHSIA_18,,,,,,,NV7772
248,E2227,MILANO FORMALS,FUCHSIA,6,6,2,3032,Short,E2227_FUCHSIA_6,,,,,,,NV7772
248,E1546,MILANO FORMALS,CORAL,14,14,2,3032,Short,E1546_CORAL_14,,,,,,,NV8453
248,E2035,MILANO FORMALS,JET,16,16,3,3032,2 Piece,E2035_JET_16,,,,,,,NV7964
249,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918
249,E2547,MILANO FORMALS,BLACK,2,2,1,3032,Embellished,E2547_BLACK_2,,,,,,,NV7452
249,E2781,MILANO FORMALS,RED,8,8,1,3032,#N/A,E2781_RED_8,,,,,,,NV7218
249,E2034,MILANO FORMALS,BERRY,18,18,1,3032,2 Piece,E2034_BERRY_18,,,,,,,NV7965
249,E2081,MILANO FORMALS,NAVY,4,4,2,3032,Short,E2081_NAVY_4,,,,,,,NV7918
249,E2081,MILANO FORMALS,NAVY,6,6,2,3032,Short,E2081_NAVY_6,,,,,,,NV7918
249,E2781,MILANO FORMALS,RED,12,12,2,3032,#N/A,E2781_RED_12,,,,,,,NV7218
249,E2041,MILANO FORMALS,IVORY,18,18,3,3032,Short,E2041_IVORY_18,,,,,,,NV7958
250,E2346,MILANO FORMALS,GOLD,0,0,1,3032,#N/A,E2346_GOLD_0,,,,,,,NV7653
250,E2430,MILANO FORMALS,WHITE,8,8,1,3032,Embellished,E2430_WHITE_8,,,,,,,NV7569
250,E2463,MILANO FORMALS,BLACK/PRINT,8,8,1,3032,#N/A,E2463_BLACK/PRINT_8,,,,,,,NV7536
250,E2449,MILANO FORMALS,IVORY,10,10,1,3032,Ball Gown/Quinceanera ,E2449_IVORY_10,,,,,,,NV7550
250,E2463,MILANO FORMALS,BLACK/PRINT,10,10,1,3032,#N/A,E2463_BLACK/PRINT_10,,,,,,,NV7536
250,E2708,MILANO FORMALS,BLACK/PRINT,10,10,1,3032,Ball Gown/Quinceanera ,E2708_BLACK/PRINT_10,,,,,,,NV7291
251,B8998,MILANO FORMALS,CORAL,4,4,1,3032,Elegant Evening,B8998_CORAL_4,,,,,,,AT1001
251,E1986,MILANO FORMALS,POOL,4,4,1,3032,Short,E1986_POOL_4,,,,,,,NV8013
251,E2253,MILANO FORMALS,RED,4,4,1,3032,#N/A,E2253_RED_4,,,,,,,NV7746
251,E2514,MILANO FORMALS,EMERALD,4,4,1,3032,Embellished,E2514_EMERALD_4,,,,,,,NV7485
251,E2526,MILANO FORMALS,GREEN,4,4,1,3032,Embellished,E2526_GREEN_4,,,,,,,NV7473
251,E2549,MILANO FORMALS,BLACK/GREEN,4,4,1,3032,Short,E2549_BLACK/GREEN_4,,,,,,,NV7450
251,E1538,MILANO FORMALS,SAGE,8,8,1,3032,#N/A,E1538_SAGE_8,,,,,,,NV8461
251,AA219,ANDY ANAND COUTURE,WHITE,9,9,1,3032,#N/A,AA219_WHITE_9,,,,,,,BNV780
251,E2513,MILANO FORMALS,RED,14,14,1,3032,2 Piece,E2513_RED_14,,,,,,,NV7486
251,E2550,MILANO FORMALS,RED,4,4,2,3032,Embellished,E2550_RED_4,,,,,,,NV7449
251,E2049,MILANO FORMALS,PLATINUM,18,18,2,3032,Embellished,E2049_PLATINUM_18,,,,,,,NV7950
252,E2395,MILANO FORMALS,RED,4,4,1,3032,Ball Gown/Quinceanera ,E2395_RED_4,,,,,,,NV7604
252,E1809,MILANO FORMALS,ORANGE,6,6,1,3032,#N/A,E1809_ORANGE_6,,,,,,,NV8190
