BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,Handle
781,E1295,MILANO FORMALS,TRUFFLE,4,4,2,3240,Bridesmaid,E1295_TRUFFLE_4,,,,,,,NV8704
781,E1696,MILANO FORMALS,ROYAL,4,4,3,3240,Bridesmaid,E1696_ROYAL_4,,,,,,,NV8303
782,AA9254,ANDY ANAND COUTURE,IVORY,8,8,1,3240,#N/A,AA9254_IVORY_8,,,,,,,BNV0745
782,AA9257,ANDY ANAND COUTURE,IVORY,8,8,1,3240,#N/A,AA9257_IVORY_8,,,,,,,BNV0742
782,AA9346,ANDY ANAND COUTURE,IVORY,10,10,1,3240,#N/A,AA9346_IVORY_10,,,,,,,BNV0653
782,E1729,MILANO FORMALS,FUCHSIA,4,4,2,3240,Bridesmaid,E1729_FUCHSIA_4,,,,,,,NV8270
783,E1676,MILANO FORMALS,BLUE/PINK,4,4,1,3240,#N/A,E1676_BLUE/PINK_4,,,,,,,NV8323
783,E1676,MILANO FORMALS,BLUE/PINK,8,8,1,3240,#N/A,E1676_BLUE/PINK_8,,,,,,,NV8323
783,E2498,MILANO FORMALS,BLUSH,12,12,1,3240,Ball Gown/Quinceanera ,E2498_BLUSH_12,,,,,,,NV7501
783,E1295,MILANO FORMALS,TEAL,20,20,2,3240,Bridesmaid,E1295_TEAL_20,,,,,,,NV8704
784,E2498,MILANO FORMALS,TEAL,8,8,1,3240,Ball Gown/Quinceanera ,E2498_TEAL_8,,,,,,,NV7501
784,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3240,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503
784,B8486,MILANO FORMALS,BLACK/FUCHSIA,XL,14,2,3240,#N/A,B8486_BLACK/FUCHSIA_14,,,,,,,AT1513
784,B8486,MILANO FORMALS,BLACK/FUCHSIA,S,8,2,3240,#N/A,B8486_BLACK/FUCHSIA_8,,,,,,,AT1513
784,B8486,MILANO FORMALS,BLACK/LILAC,2XL,18,3,3240,#N/A,B8486_BLACK/LILAC_18,,,,,,,AT1513
785,E1939,MILANO FORMALS,TEAL,2,2,1,3240,#N/A,E1939_TEAL_2,,,,,,,NV8060
785,E1013,MILANO FORMALS,FUCHSIA,4,4,1,3240,Elegant Evening,E1013_FUCHSIA_4,,,,,,,NV8986
785,E1696,MILANO FORMALS,BLUE/PINK,8,8,1,3240,Bridesmaid,E1696_BLUE/PINK_8,,,,,,,NV8303
785,E1696,MILANO FORMALS,BLUE/PINK,12,12,1,3240,Bridesmaid,E1696_BLUE/PINK_12,,,,,,,NV8303
785,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3240,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503
785,E1013,MILANO FORMALS,FUCHSIA,M,10,2,3240,Elegant Evening,E1013_FUCHSIA_10,,,,,,,NV8986
786,E1954,MILANO FORMALS,PLUM,0,0,1,3240,#N/A,E1954_PLUM_0,,,,,,,NV8045
786,E1954,MILANO FORMALS,PLUM,6,6,1,3240,#N/A,E1954_PLUM_6,,,,,,,NV8045
786,E1168,MILANO FORMALS,TRUFFLE,8,8,1,3240,Bridesmaid,E1168_TRUFFLE_8,,,,,,,NV8831
786,E2331,MILANO FORMALS,RED,8,8,1,3240,Elegant Evening,E2331_RED_8,,,,,,,NV7668
786,B8865,MILANO FORMALS,TRUFFLE,12,12,1,3240,Elegant Evening,B8865_TRUFFLE_12,,,,,,,AT1134
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,M,10,1,3240,#N/A,E1371_TRUFFLE/WHITE_10,,,,,,,NV8628
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,2XL,18,1,3240,#N/A,E1371_TRUFFLE/WHITE_18,,,,,,,NV8628
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,3XL,22,1,3240,#N/A,E1371_TRUFFLE/WHITE_22,,,,,,,NV8628
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,S,8,1,3240,#N/A,E1371_TRUFFLE/WHITE_8,,,,,,,NV8628
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,L,12,2,3240,#N/A,E1371_TRUFFLE/WHITE_12,,,,,,,NV8628
787,E1412,MILANO FORMALS,ROYAL,6,6,1,3240,#N/A,E1412_ROYAL_6,,,,,,,NV8587
787,E2107,MILANO FORMALS,LAVENDER,8,8,1,3240,Gala/ pageant,E2107_LAVENDER_8,,,,,,,NV7892
787,E2053,MILANO FORMALS,PEACOCK,14,14,1,3240,Elegant Evening,E2053_PEACOCK_14,,,,,,,NV7946
787,B8808,MILANO FORMALS,BLACK,30,30,1,3240,#N/A,B8808_BLACK_30,,,,,,,AT1191
787,E2436,MILANO FORMALS,BROWN,2XL,18,1,3240,#N/A,E2436_BROWN_18,,,,,,,NV7563
787,E1168,MILANO FORMALS,TEAL,6,6,2,3240,Bridesmaid,E1168_TEAL_6,,,,,,,NV8831
787,E1270,MILANO FORMALS,FUCHSIA,6,6,2,3240,Bridesmaid,E1270_FUCHSIA_6,,,,,,,NV8729
787,E1696,MILANO FORMALS,ROYAL,6,6,2,3240,Bridesmaid,E1696_ROYAL_6,,,,,,,NV8303
787,E1260,MILANO FORMALS,TRUFFLE,6,6,3,3240,Elegant Evening,E1260_TRUFFLE_6,,,,,,,NV8739
788,E2243,MILANO FORMALS,BLACK/RED,8,8,1,3240,Short,E2243_BLACK/RED_8,,,,,,,NV7756
788,E2243,MILANO FORMALS,BLACK/RED,18,18,1,3240,Short,E2243_BLACK/RED_18,,,,,,,NV7756
788,E2243,MILANO FORMALS,BLACK/RED,12,12,2,3240,Short,E2243_BLACK/RED_12,,,,,,,NV7756
788,E1168,MILANO FORMALS,TRUFFLE,M,10,3,3240,Bridesmaid,E1168_TRUFFLE_10,,,,,,,NV8831
788,E2243,MILANO FORMALS,BLACK/RED,4,4,4,3240,Short,E2243_BLACK/RED_4,,,,,,,NV7756
788,E2243,MILANO FORMALS,BLACK/RED,16,16,5,3240,Short,E2243_BLACK/RED_16,,,,,,,NV7756
789,E1696,MILANO FORMALS,ROYAL,8,8,1,3240,Bridesmaid,E1696_ROYAL_8,,,,,,,NV8303
789,E1696,MILANO FORMALS,ROYAL,10,10,1,3240,Bridesmaid,E1696_ROYAL_10,,,,,,,NV8303
789,E2296,MILANO FORMALS,GREEN/PURPLE,10,10,1,3240,Ball Gown/Quinceanera ,E2296_GREEN/PURPLE_10,,,,,,,NV7703
789,E1531,MILANO FORMALS,CORAL,24,24,1,3240,Bridesmaid,E1531_CORAL_24,,,,,,,NV8468
789,E2210,MILANO FORMALS,SILVER,12,12,2,3240,Embellished,E2210_SILVER_12,,,,,,,NV7789
789,E2210,MILANO FORMALS,SILVER,14,14,2,3240,Embellished,E2210_SILVER_14,,,,,,,NV7789
789,E2210,MILANO FORMALS,SILVER,16,16,2,3240,Embellished,E2210_SILVER_16,,,,,,,NV7789
789,E2210,MILANO FORMALS,SILVER,20,20,2,3240,Embellished,E2210_SILVER_20,,,,,,,NV7789
789,E1696,MILANO FORMALS,ROYAL,6,6,4,3240,Bridesmaid,E1696_ROYAL_6,,,,,,,NV8303
790,F570,MILANO FORMALS,TRUFFLE,5XL,30,1,3240,#N/A,F570_TRUFFLE_30,,,,,,,B429
790,E2075,MILANO FORMALS,MIDNIGHT,4,4,2,3240,2 Piece,E2075_MIDNIGHT_4,,,,,,,NV7924
790,E1340,MILANO FORMALS,BLACK,6,6,2,3240,#N/A,E1340_BLACK_6,,,,,,,NV8659
790,E2075,MILANO FORMALS,MIDNIGHT,0,0,3,3240,2 Piece,E2075_MIDNIGHT_0,,,,,,,NV7924
790,E2075,MILANO FORMALS,MIDNIGHT,12,12,3,3240,2 Piece,E2075_MIDNIGHT_12,,,,,,,NV7924
790,F570,MILANO FORMALS,TRUFFLE,6XL,34,5,3240,#N/A,F570_TRUFFLE_34,,,,,,,B429
790,F570,MILANO FORMALS,TRUFFLE,7XL,38,13,3240,#N/A,F570_TRUFFLE_38,,,,,,,B429
791,E2344,MILANO FORMALS,BLACK/NUDE,0,0,1,3240,Gala/ pageant,E2344_BLACK/NUDE_0,,,,,,,NV7655
791,E2107,MILANO FORMALS,NAVY,6,6,1,3240,Gala/ pageant,E2107_NAVY_6,,,,,,,NV7892
791,E1340,MILANO FORMALS,BLACK,12,12,1,3240,#N/A,E1340_BLACK_12,,,,,,,NV8659
791,E2107,MILANO FORMALS,NAVY,8,8,2,3240,Gala/ pageant,E2107_NAVY_8,,,,,,,NV7892
791,E2344,MILANO FORMALS,BLACK/NUDE,8,8,2,3240,Gala/ pageant,E2344_BLACK/NUDE_8,,,,,,,NV7655
791,B8486,MILANO FORMALS,BLACK/LILAC,3XL,22,2,3240,#N/A,B8486_BLACK/LILAC_22,,,,,,,AT1513
791,B8486,MILANO FORMALS,BLACK/LILAC,S,8,3,3240,#N/A,B8486_BLACK/LILAC_8,,,,,,,AT1513
791,E2344,MILANO FORMALS,BLACK/NUDE,4,4,7,3240,Gala/ pageant,E2344_BLACK/NUDE_4,,,,,,,NV7655
792,E2136,MILANO FORMALS,NAVY,2,2,1,3240,Elegant Evening,E2136_NAVY_2,,,,,,,NV7863
792,E2053,MILANO FORMALS,NAVY,4,4,1,3240,Elegant Evening,E2053_NAVY_4,,,,,,,NV7946
792,E1168,MILANO FORMALS,LILAC,6,6,1,3240,Bridesmaid,E1168_LILAC_6,,,,,,,NV8831
792,E1502,MILANO FORMALS,NAVY,6,6,1,3240,Bridesmaid,E1502_NAVY_6,,,,,,,NV8497
792,E1838,MILANO FORMALS,BLACK,8,8,1,3240,Bridesmaid,E1838_BLACK_8,,,,,,,NV8161
792,E1838,MILANO FORMALS,BLACK,16,16,1,3240,Bridesmaid,E1838_BLACK_16,,,,,,,NV8161
792,E1885,MILANO FORMALS,NAVY,16,16,1,3240,#N/A,E1885_NAVY_16,,,,,,,NV8114
792,E2593,MILANO FORMALS,NAVY,18,18,1,3240,Gala/ pageant,E2593_NAVY_18,,,,,,,NV7406
792,E1265,MILANO FORMALS,BLUE,M,10,1,3240,Elegant Evening,E1265_BLUE_10,,,,,,,NV8734
792,E1168,MILANO FORMALS,SAGE,6,6,2,3240,Bridesmaid,E1168_SAGE_6,,,,,,,NV8831
792,E1260,MILANO FORMALS,SKY BLUE,6,6,2,3240,Elegant Evening,E1260_SKY BLUE_6,,,,,,,NV8739
792,E1531,MILANO FORMALS,POOL,6,6,2,3240,Bridesmaid,E1531_POOL_6,,,,,,,NV8468
792,AA222,ANDY ANAND COUTURE,WHITE,6,6,3,3240,#N/A,AA222_WHITE_6,,,,,,,BNV777
793,E1778,MILANO FORMALS,NAVY,0,0,1,3240,Embellished,E1778_NAVY_0,,,,,,,NV8221
793,E1778,MILANO FORMALS,NAVY,2,2,1,3240,Embellished,E1778_NAVY_2,,,,,,,NV8221
793,E2494,MILANO FORMALS,SANGRIA,4,4,1,3240,#N/A,E2494_SANGRIA_4,,,,,,,NV7505
793,E1838,MILANO FORMALS,BLACK,8,8,1,3240,Bridesmaid,E1838_BLACK_8,,,,,,,NV8161
793,E2317,MILANO FORMALS,NAVY,10,10,1,3240,2 Piece,E2317_NAVY_10,,,,,,,NV7682
793,E2701,MILANO FORMALS,ROSE,16,16,1,3240,Ball Gown/Quinceanera ,E2701_ROSE_16,,,,,,,NV7298
793,E2403,MILANO FORMALS,BLACK,24,24,1,3240,Embellished,E2403_BLACK_24,,,,,,,NV7596
793,AA9270,ANDY ANAND COUTURE,WHITE/NAVY,26,26,1,3240,#N/A,AA9270_WHITE/NAVY_26,,,,,,,BNV0729
793,B8608,MILANO FORMALS,SKY BLUE,M,10,1,3240,Elegant Evening,B8608_SKY BLUE_10,,,,,,,AT1391
793,B8588,MILANO FORMALS,SKY BLUE,XL,14,1,3240,Short,B8588_SKY BLUE_14,,,,,,,AT1411
793,B8608,MILANO FORMALS,SKY BLUE,XL,14,1,3240,Elegant Evening,B8608_SKY BLUE_14,,,,,,,AT1391
793,B8608,MILANO FORMALS,SKY BLUE,3XL,22,1,3240,Elegant Evening,B8608_SKY BLUE_22,,,,,,,AT1391
793,AA9270,ANDY ANAND COUTURE,WHITE/NAVY,24,24,2,3240,#N/A,AA9270_WHITE/NAVY_24,,,,,,,BNV0729
793,B8608,MILANO FORMALS,SKY BLUE,2XL,18,2,3240,Elegant Evening,B8608_SKY BLUE_18,,,,,,,AT1391
794,E1954,MILANO FORMALS,PLUM,0,0,1,3240,#N/A,E1954_PLUM_0,,,,,,,NV8045
794,E1954,MILANO FORMALS,PLUM,2,2,1,3240,#N/A,E1954_PLUM_2,,,,,,,NV8045
794,E1954,MILANO FORMALS,PLUM,4,4,1,3240,#N/A,E1954_PLUM_4,,,,,,,NV8045
794,E1954,MILANO FORMALS,PLUM,6,6,1,3240,#N/A,E1954_PLUM_6,,,,,,,NV8045
794,E1954,MILANO FORMALS,PLUM,8,8,1,3240,#N/A,E1954_PLUM_8,,,,,,,NV8045
794,E1954,MILANO FORMALS,PLUM,16,16,1,3240,#N/A,E1954_PLUM_16,,,,,,,NV8045
795,E2497,MILANO FORMALS,BLUSH,4,4,1,3240,#N/A,E2497_BLUSH_4,,,,,,,NV7502
795,E2497,MILANO FORMALS,BLUSH,8,8,1,3240,#N/A,E2497_BLUSH_8,,,,,,,NV7502
795,E1032,MILANO FORMALS,PISTACHIO,M,10,1,3240,#N/A,E1032_PISTACHIO_10,,,,,,,NV8967
795,B8998,MILANO FORMALS,WHITE,S,8,1,3240,Elegant Evening,B8998_WHITE_8,,,,,,,AT1001
795,E1032,MILANO FORMALS,PISTACHIO,8,8,2,3240,#N/A,E1032_PISTACHIO_8,,,,,,,NV8967
795,B8998,MILANO FORMALS,WHITE,M,10,2,3240,Elegant Evening,B8998_WHITE_10,,,,,,,AT1001
795,B8998,MILANO FORMALS,WHITE,L,12,2,3240,Elegant Evening,B8998_WHITE_12,,,,,,,AT1001
796,E2493,MILANO FORMALS,AQUA,6,6,1,3240,Ball Gown/Quinceanera ,E2493_AQUA_6,,,,,,,NV7506
796,E2493,MILANO FORMALS,AQUA,8,8,1,3240,Ball Gown/Quinceanera ,E2493_AQUA_8,,,,,,,NV7506
796,E2500,MILANO FORMALS,BLUSH,16,16,1,3240,Ball Gown/Quinceanera ,E2500_BLUSH_16,,,,,,,NV7499
796,E1032,MILANO FORMALS,PISTACHIO,S,8,2,3240,#N/A,E1032_PISTACHIO_8,,,,,,1,NV8967
797,E1918,MILANO FORMALS,BOTTLE/GREEN,2,2,1,3240,#N/A,E1918_BOTTLE/GREEN_2,,,,,,,NV8081
797,B8998,MILANO FORMALS,WHITE,4,4,1,3240,Elegant Evening,B8998_WHITE_4,,,,,,,AT1001
797,E2433,MILANO FORMALS,BLACK/PRINT,12,12,1,3240,Prom,E2433_BLACK/PRINT_12,,,,,,,NV7566
797,E2053,MILANO FORMALS,NAVY,18,18,1,3240,Elegant Evening,E2053_NAVY_18,,,,,,,NV7946
797,E1024,MILANO FORMALS,PERSIMMON,2XL,18,1,3240,#N/A,E1024_PERSIMMON_18,,,,,,,NV8975
797,B8998,MILANO FORMALS,WHITE,S,8,1,3240,Elegant Evening,B8998_WHITE_8,,,,,,,AT1001
797,E2433,MILANO FORMALS,BLACK/PRINT,2,2,3,3240,Prom,E2433_BLACK/PRINT_2,,,,,,,NV7566
797,E1024,MILANO FORMALS,PERSIMMON,3XL,22,3,3240,#N/A,E1024_PERSIMMON_22,,,,,,,NV8975
798,F570,MILANO FORMALS,TURQUOISE,4XL,26,2,3240,#N/A,F570_TURQUOISE_26,,,,,,,B429
798,F570,MILANO FORMALS,TURQUOISE,6XL,34,2,3240,#N/A,F570_TURQUOISE_34,,,,,,,B429
798,F570,MILANO FORMALS,TURQUOISE,7XL,38,2,3240,#N/A,F570_TURQUOISE_38,,,,,,,B429
798,F570,MILANO FORMALS,TURQUOISE,8XL,40,5,3240,#N/A,F570_TURQUOISE_40,,,,,,,B429
798,E1024,MILANO FORMALS,PERSIMMON,M,10,7,3240,#N/A,E1024_PERSIMMON_10,,,,,,,NV8975
798,E1024,MILANO FORMALS,PERSIMMON,S,8,12,3240,#N/A,E1024_PERSIMMON_8,,,,,,,NV8975
799,E1013,MILANO FORMALS,LILAC,2XL,18,1,3240,Elegant Evening,E1013_LILAC_18,,,,,,,NV8986
799,E1013,MILANO FORMALS,LILAC,3XL,22,1,3240,Elegant Evening,E1013_LILAC_22,,,,,,,NV8986
799,E1013,MILANO FORMALS,LILAC,8,8,2,3240,Elegant Evening,E1013_LILAC_8,,,,,,,NV8986
799,E1013,MILANO FORMALS,LILAC,12,12,2,3240,Elegant Evening,E1013_LILAC_12,,,,,,,NV8986
799,E2610,MILANO FORMALS,CHAMPAGNE,18,18,2,3240,#N/A,E2610_CHAMPAGNE_18,,,,,,,NV7389
799,E1013,MILANO FORMALS,LILAC,24,24,2,3240,Elegant Evening,E1013_LILAC_24,,,,,,,NV8986
799,E1013,MILANO FORMALS,LILAC,30,30,2,3240,Elegant Evening,E1013_LILAC_30,,,,,,,NV8986
799,E1013,MILANO FORMALS,LILAC,S,8,2,3240,Elegant Evening,E1013_LILAC_8,,,,,,,NV8986
800,E1918,MILANO FORMALS,GREEN,0,0,1,3240,#N/A,E1918_GREEN_0,,,,,,,NV8081
800,E2016,MILANO FORMALS,RED,0,0,1,3240,Embellished,E2016_RED_0,,,,,,,NV7983
800,B8998,MILANO FORMALS,CORAL,22,22,1,3240,Elegant Evening,B8998_CORAL_22,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,40,40,1,3240,Elegant Evening,B8998_CORAL_40,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,4,4,2,3240,Elegant Evening,B8998_CORAL_4,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,6,6,2,3240,Elegant Evening,B8998_CORAL_6,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,8,8,2,3240,Elegant Evening,B8998_CORAL_8,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,12,12,2,3240,Elegant Evening,B8998_CORAL_12,,,,,,,AT1001
800,B8998,MILANO FORMALS,CORAL,38,38,2,3240,Elegant Evening,B8998_CORAL_38,,,,,,,AT1001
801,E1796,MILANO FORMALS,NAVY,12,12,1,3240,#N/A,E1796_NAVY_12,,,,,,,NV8203
801,E1696,MILANO FORMALS,BLACK,12,12,3,3240,Bridesmaid,E1696_BLACK_12,,,,,,,NV8303
801,E1796,MILANO FORMALS,NAVY,4,4,5,3240,#N/A,E1796_NAVY_4,,,,,,,NV8203
801,E1796,MILANO FORMALS,NAVY,6,6,5,3240,#N/A,E1796_NAVY_6,,,,,,,NV8203
802,E1918,MILANO FORMALS,GREEN,2,2,1,3240,#N/A,E1918_GREEN_2,,,,,,,NV8081
802,E1918,MILANO FORMALS,GREEN,4,4,1,3240,#N/A,E1918_GREEN_4,,,,,,,NV8081
802,E1168,MILANO FORMALS,SAGE,6,6,1,3240,Bridesmaid,E1168_SAGE_6,,,,,,,NV8831
802,E1303,MILANO FORMALS,GREY,6,6,1,3240,#N/A,E1303_GREY_6,,,,,,,NV8696
802,E1168,MILANO FORMALS,BURGUNDY,8,8,1,3240,Bridesmaid,E1168_BURGUNDY_8,,,,,,,NV8831
802,E1381,MILANO FORMALS,PURPLE,8,8,1,3240,Short,E1381_PURPLE_8,,,,,,,NV8618
802,E1168,MILANO FORMALS,TRUFFLE,16,16,1,3240,Bridesmaid,E1168_TRUFFLE_16,,,,,,,NV8831
802,E1168,MILANO FORMALS,TEAL,16,16,1,3240,Bridesmaid,E1168_TEAL_16,,,,,,,NV8831
802,E1168,MILANO FORMALS,NAVY,16,16,1,3240,Bridesmaid,E1168_NAVY_16,,,,,,,NV8831
802,E1326,MILANO FORMALS,NAVY,M,10,1,3240,#N/A,E1326_NAVY_10,,,,,,,NV8673
802,E1168,MILANO FORMALS,SAGE,16,16,2,3240,Bridesmaid,E1168_SAGE_16,,,,,,,NV8831
803,2260,MILANO FORMALS,BLACK/RED,4,4,1,3240,#N/A,2260_BLACK/RED_4,,,,,,,2260
803,E1683,MILANO FORMALS,WHITE,4,4,1,3240,#N/A,E1683_WHITE_4,,,,,,,NV8316
803,E2110,MILANO FORMALS,BLACK,4,4,1,3240,Elegant Evening,E2110_BLACK_4,,,,,,,NV7889
803,E2118,MILANO FORMALS,FUCHSIA,14,14,1,3240,Ball Gown/Quinceanera ,E2118_FUCHSIA_14,,,,,,,NV7881
803,E2578,MILANO FORMALS,BLACK,18,18,1,3240,#N/A,E2578_BLACK_18,,,,,,,NV7421
803,E2701,MILANO FORMALS,ROSE,18,18,1,3240,Ball Gown/Quinceanera ,E2701_ROSE_18,,,,,,,NV7298
803,E1385,MILANO FORMALS,RED,20,20,1,3240,#N/A,E1385_RED_20,,,,,,,NV8614
803,E2252,MILANO FORMALS,PURPLE,0-20,0-20,1,3240,Short,E2252_PURPLE_0-20,,,,,,,NV7747
803,E2327,MILANO FORMALS,BLACK/RED,0-24,0-24,1,3240,Elegant Evening,E2327_BLACK/RED_0-24,,,,,,,NV7672
803,4386,MILANO FORMALS,BLACK,L,12,1,3240,#N/A,4386_BLACK_12,,,,,,,4386
803,B8654,MILANO FORMALS,FUCHSIA,2XL,18,1,3240,#N/A,B8654_FUCHSIA_18,,,,,,,AT1345
803,E1385,MILANO FORMALS,RED,16,16,2,3240,#N/A,E1385_RED_16,,,,,,,NV8614
803,E1895,MILANO FORMALS,BLACK,18,18,4,3240,#N/A,E1895_BLACK_18,,,,,,,NV8104
804,E1904,MILANO FORMALS,BLACK,0,0,1,3240,#N/A,E1904_BLACK_0,,,,,,,NV8095
804,E1904,MILANO FORMALS,BLACK,2,2,1,3240,#N/A,E1904_BLACK_2,,,,,,,NV8095
804,E1904,MILANO FORMALS,BLACK,4,4,1,3240,#N/A,E1904_BLACK_4,,,,,,,NV8095
804,E2561,MILANO FORMALS,NAVY,4,4,1,3240,#N/A,E2561_NAVY_4,,,,,,,NV7438
804,E2318,MILANO FORMALS,BLUE,10,10,1,3240,Ball Gown/Quinceanera ,E2318_BLUE_10,,,,,,,NV7681
804,E2366,MILANO FORMALS,BLACK/GOLD,12,12,1,3240,#N/A,E2366_BLACK/GOLD_12,,,,,,,NV7633
804,E2258,MILANO FORMALS,CHARCOAL,14,14,1,3240,Short,E2258_CHARCOAL_14,,,,,,,NV7741
804,E2774,MILANO FORMALS,IVORY,18,18,1,3240,Ball Gown/Quinceanera ,E2774_IVORY_18,,,,,,,NV7225
805,E2366,MILANO FORMALS,BLACK/GOLD,2,2,1,3240,#N/A,E2366_BLACK/GOLD_2,,,,,,,NV7633
805,E1930,MILANO FORMALS,BLACK,4,4,1,3240,#N/A,E1930_BLACK_4,,,,,,,NV8069
805,E1950,MILANO FORMALS,BLACK,6,6,1,3240,#N/A,E1950_BLACK_6,,,,,,,NV8049
805,E2514,MILANO FORMALS,EMERALD,6,6,1,3240,Embellished,E2514_EMERALD_6,,,,,,,NV7485
805,E2701,MILANO FORMALS,ROSE,14,14,1,3240,Ball Gown/Quinceanera ,E2701_ROSE_14,,,,,,,NV7298
805,E2243,MILANO FORMALS,BLACK/RED,16,16,1,3240,Short,E2243_BLACK/RED_16,,,,,,,NV7756
805,E2366,MILANO FORMALS,BLACK/GOLD,16,16,1,3240,#N/A,E2366_BLACK/GOLD_16,,,,,,,NV7633
805,E2531,MILANO FORMALS,ROYAL,18,18,1,3240,Embellished,E2531_ROYAL_18,,,,,,,NV7468
805,E2545,MILANO FORMALS,GREEN,18,18,1,3240,Embellished,E2545_GREEN_18,,,,,,,NV7454
805,E2602,MILANO FORMALS,BLACK,18,18,1,3240,#N/A,E2602_BLACK_18,,,,,,,NV7397
805,4386,MILANO FORMALS,BLACK,L,12,1,3240,#N/A,4386_BLACK_12,,,,,,,4386
805,E1312,MILANO FORMALS,SILVER,3XL,22,1,3240,#N/A,E1312_SILVER_22,,,,,,,NV8687
805,E2366,MILANO FORMALS,BLACK/GOLD,10,10,2,3240,#N/A,E2366_BLACK/GOLD_10,,,,,,,NV7633
806,E2144,MILANO FORMALS,MINT,2,2,1,3240,2 Piece,E2144_MINT_2,,,,,,,NV7855
806,E2449,MILANO FORMALS,GREEN,2,2,1,3240,Ball Gown/Quinceanera ,E2449_GREEN_2,,,,,,,NV7550
806,E1548,MILANO FORMALS,PINK,10,10,1,3240,#N/A,E1548_PINK_10,,,,,,,NV8451
806,E1593,MILANO FORMALS,POOL,10,10,1,3240,#N/A,E1593_POOL_10,,,,,,,NV8406
806,E1762,MILANO FORMALS,PURPLE,10,10,1,3240,#N/A,E1762_PURPLE_10,,,,,,,NV8237
806,E1573,MILANO FORMALS,CORAL,12,12,1,3240,Bridesmaid,E1573_CORAL_12,,,,,,,NV8426
806,E1796,MILANO FORMALS,LAVENDER,12,12,1,3240,#N/A,E1796_LAVENDER_12,,,,,,,NV8203
806,E2031,MILANO FORMALS,BLACK,14,14,1,3240,Elegant Evening,E2031_BLACK_14,,,,,,,NV7968
806,E2775,MILANO FORMALS,ROYAL,18,18,1,3240,#N/A,E2775_ROYAL_18,,,,,,,NV7224
806,E1729,MILANO FORMALS,BANANA,20,20,1,3240,Bridesmaid,E1729_BANANA_20,,,,,,,NV8270
806,E2781,MILANO FORMALS,RED,20,20,1,3240,#N/A,E2781_RED_20,,,,,,,NV7218
806,E1264,MILANO FORMALS,ORANGE,S,8,1,3240,Bridesmaid,E1264_ORANGE_8,,,,,,,NV8735
807,E2256,MILANO FORMALS,BLACK,4,4,1,3240,Embellished,E2256_BLACK_4,,,,,,,NV7743
807,E1379,MILANO FORMALS,WATERMELON,6,6,1,3240,Bridesmaid,E1379_WATERMELON_6,,,,,,,NV8620
807,E1696,MILANO FORMALS,RED,10,10,1,3240,Bridesmaid,E1696_RED_10,,,,,,,NV8303
807,E1264,MILANO FORMALS,LILAC,12,12,1,3240,Bridesmaid,E1264_LILAC_12,,,,,,,NV8735
807,E1573,MILANO FORMALS,CORAL,12,12,1,3240,Bridesmaid,E1573_CORAL_12,,,,,,,NV8426
807,E1573,MILANO FORMALS,SKY BLUE,14,14,1,3240,Bridesmaid,E1573_SKY BLUE_14,,,,,,,NV8426
807,E2781,MILANO FORMALS,YELLOW,18,18,1,3240,#N/A,E2781_YELLOW_18,,,,,,,NV7218
807,E2572,MILANO FORMALS,BLACK,20,20,1,3240,Gala/ pageant,E2572_BLACK_20,,,,,,,NV7427
807,E1285,MILANO FORMALS,PURPLE,L,12,1,3240,Bridesmaid,E1285_PURPLE_12,,,,,,,NV8714
807,E1285,MILANO FORMALS,PURPLE,S,8,1,3240,Bridesmaid,E1285_PURPLE_8,,,,,,,NV8714
807,E1013,MILANO FORMALS,CLARET,10,10,7,3240,Elegant Evening,E1013_CLARET_10,,,,,,,NV8986
808,E1950,MILANO FORMALS,BLACK,4,4,1,3240,#N/A,E1950_BLACK_4,,,,,,,NV8049
808,E2328,MILANO FORMALS,BLACK,8,8,1,3240,Elegant Evening,E2328_BLACK_8,,,,,,,NV7671
808,F1116,MILANO FORMALS,APPLE RED,M,10,1,3240,#N/A,F1116_APPLE RED_10,,,,,,,B8883
808,F1116,MILANO FORMALS,APPLE RED,7XL,38,1,3240,#N/A,F1116_APPLE RED_38,,,,,,,B8883
808,B8865,MILANO FORMALS,PURPLE,8XL,40,1,3240,Elegant Evening,B8865_PURPLE_40,,,,,,,AT1134
808,E1796,MILANO FORMALS,BLACK,6,6,2,3240,#N/A,E1796_BLACK_6,,,,,,,NV8203
808,E1796,MILANO FORMALS,BLACK,10,10,2,3240,#N/A,E1796_BLACK_10,,,,,,,NV8203
