BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,MAPPED,Style_colour
392,E2324,MILANO FORMALS,PINK,0,0,1,3033,Embellished,E2324_PINK_0,,,,,,,NV7675,E2324_PINK
392,E1436,MILANO FORMALS,VICTORIA,4,4,1,3033,#N/A,E1436_VICTORIA_4,,,,,,,NV8563,E1436_VICTORIA
392,E2324,MILANO FORMALS,PINK,4,4,1,3033,Embellished,E2324_PINK_4,,,,,,,NV7675,E2324_PINK
392,E2327,MILANO FORMALS,RED/BLACK,8,8,1,3033,Elegant Evening,E2327_RED/BLACK_8,,,,,,,NV7672,E2327_RED/BLACK
392,E1391,MILANO FORMALS,PURPLE,28,28,1,3033,#N/A,E1391_PURPLE_28,,,,,,,NV8608,E1391_PURPLE
392,E1391,MILANO FORMALS,PURPLE,4,4,2,3033,#N/A,E1391_PURPLE_4,,,,,,,NV8608,E1391_PURPLE
392,E1436,MILANO FORMALS,POOL,4,4,2,3033,#N/A,E1436_POOL_4,,,,,,,NV8563,E1436_POOL
392,E1391,MILANO FORMALS,PURPLE,8,8,3,3033,#N/A,E1391_PURPLE_8,,,,,,,NV8608,E1391_PURPLE
392,E1391,MILANO FORMALS,PURPLE,6,6,4,3033,#N/A,E1391_PURPLE_6,,,,,,,NV8608,E1391_PURPLE
393,E2578,MILANO FORMALS,BLACK,0,0,2,3033,#N/A,E2578_BLACK_0,,,,,,,NV7421,E2578_BLACK
393,E2578,MILANO FORMALS,BLACK,4,4,4,3033,#N/A,E2578_BLACK_4,,,,,,,NV7421,E2578_BLACK
393,E1573,MILANO FORMALS,PURPLE,8,8,4,3033,Bridesmaid,E1573_PURPLE_8,,,,,,,NV8426,E1573_PURPLE
393,E2578,MILANO FORMALS,BLACK,6,6,8,3033,#N/A,E2578_BLACK_6,,,,,,,NV7421,E2578_BLACK
394,E2526,MILANO FORMALS,GREEN,0,0,1,3033,Embellished,E2526_GREEN_0,,219,,,,,NV7473,E2526_GREEN
394,E2532,MILANO FORMALS,PRINT,0,0,1,3033,Embellished,E2532_PRINT_0,,199,,,,,NV7467,E2532_PRINT
394,E2543,MILANO FORMALS,BLACK,0,0,1,3033,Embellished,E2543_BLACK_0,,189,,,,,NV7456,E2543_BLACK
394,E2560,MILANO FORMALS,NAVY,0,0,1,3033,#N/A,E2560_NAVY_0,,,,,,,NV7439,E2560_NAVY
394,E1531,MILANO FORMALS,CORAL,6,6,1,3033,Bridesmaid,E1531_CORAL_6,,,,,,,NV8468,E1531_CORAL
394,E2527,MILANO FORMALS,BLACK,6,6,1,3033,Embellished,E2527_BLACK_6,,179,,,,,NV7472,E2527_BLACK
394,E1672,MILANO FORMALS,ROYAL,14,14,1,3033,#N/A,E1672_ROYAL_14,,199,,,,,NV8327,E1672_ROYAL
394,E1347,MILANO FORMALS,BLUE,M,10,1,3033,Embellished,E1347_BLUE_10,,179,,,,,NV8652,E1347_BLUE
394,F570,MILANO FORMALS,CORAL,5XL,30,1,3033,#N/A,F570_CORAL_30,,,,,,,B429,F570_CORAL
394,F570,MILANO FORMALS,CORAL,8XL,40,6,3033,#N/A,F570_CORAL_40,,,,,,,B429,F570_CORAL
394,F570,MILANO FORMALS,CORAL,7XL,38,8,3033,#N/A,F570_CORAL_38,,,,,,,B429,F570_CORAL
394,F570,MILANO FORMALS,CORAL,6XL,34,9,3033,#N/A,F570_CORAL_34,,,,,,,B429,F570_CORAL
394,E1947,MILANO FORMALS,ROYAL,4,4,1,3033,#N/A,E1947_ROYAL_4,,229,,,,,NV8052,E1947_ROYAL
395,E2553,MILANO FORMALS,RED,8,8,1,3033,Short,E2553_RED_8,,,,,,,NV7446,E2553_RED
395,E2553,MILANO FORMALS,RED,8,8,1,3033,Short,E2553_RED_8,,,,,,,NV7446,E2553_RED
395,E1452,MILANO FORMALS,PURPLE,12,12,1,3033,Short,E1452_PURPLE_12,,,,,,,NV8547,E1452_PURPLE
395,F1116,MILANO FORMALS,NAVY,M,10,1,3033,#N/A,F1116_NAVY_10,,,,,,,B8883,F1116_NAVY
395,E1452,MILANO FORMALS,PURPLE,8,8,2,3033,Short,E1452_PURPLE_8,,,,,,,NV8547,E1452_PURPLE
395,E1452,MILANO FORMALS,PURPLE,4,4,6,3033,Short,E1452_PURPLE_4,,,,,,,NV8547,E1452_PURPLE
395,E1452,MILANO FORMALS,PURPLE,8,8,6,3033,Short,E1452_PURPLE_8,,,,,,,NV8547,E1452_PURPLE
396,E2081,MILANO FORMALS,NAVY,4,4,1,3033,Short,E2081_NAVY_4,,,,,,,NV7918,E2081_NAVY
396,E2034,MILANO FORMALS,BERRY,8,8,1,3033,2 Piece,E2034_BERRY_8,,,,,,,NV7965,E2034_BERRY
396,E2034,MILANO FORMALS,BERRY,8,8,1,3033,2 Piece,E2034_BERRY_8,,,,,,,NV7965,E2034_BERRY
396,E2781,MILANO FORMALS,RED,12,12,1,3033,#N/A,E2781_RED_12,,,,,,,NV7218,E2781_RED
396,E2578,MILANO FORMALS,BLACK,16,16,1,3033,#N/A,E2578_BLACK_16,,,,,,,NV7421,E2578_BLACK
396,E2781,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2781_RED_16,,,,,,,NV7218,E2781_RED
396,E2578,MILANO FORMALS,BLACK,2,2,6,3033,#N/A,E2578_BLACK_2,,,,,,,NV7421,E2578_BLACK
397,E2531,MILANO FORMALS,ROYAL,2,2,1,3033,Embellished,E2531_ROYAL_2,,229,,,,,NV7468,E2531_ROYAL
397,E1672,MILANO FORMALS,SKY BLUE,6,6,1,3033,#N/A,E1672_SKY BLUE_6,,,,,,,NV8327,E1672_SKY BLUE
397,E2360,MILANO FORMALS,PURPLE/PRINT,6,6,1,3033,Elegant Evening,E2360_PURPLE/PRINT_6,,399.99,,,,,NV7639,E2360_PURPLE/PRINT
397,E2708,MILANO FORMALS,BLACK,6,6,1,3033,Ball Gown/Quinceanera ,E2708_BLACK_6,,,,,,,NV7291,E2708_BLACK
397,E2324,MILANO FORMALS,PINK,0,0,2,3033,Embellished,E2324_PINK_0,,,,,,,NV7675,E2324_PINK
398,E2324,MILANO FORMALS,PINK,6,6,1,3033,Embellished,E2324_PINK_6,,,,,,,NV7675,E2324_PINK
398,F570,MILANO FORMALS,GREEN,14,14,1,3033,#N/A,F570_GREEN_14,,,,,,,B429,F570_GREEN
398,F1116,MILANO FORMALS,IVORY,16,16,1,3033,#N/A,F1116_IVORY_16,,,,,,,B8883,F1116_IVORY
398,F570,MILANO FORMALS,GREEN,16,16,1,3033,#N/A,F570_GREEN_16,,,,,,,B429,F570_GREEN
398,F1116,MILANO FORMALS,IVORY,18,18,1,3033,#N/A,F1116_IVORY_18,,,,,,,B8883,F1116_IVORY
398,F1116,MILANO FORMALS,PURPLE,L,12,1,3033,#N/A,F1116_PURPLE_12,,,,,,,B8883,F1116_PURPLE
398,F1116,MILANO FORMALS,PURPLE,4XL,26,1,3033,#N/A,F1116_PURPLE_26,,,,,,,B8883,F1116_PURPLE
398,F1116,MILANO FORMALS,PURPLE,S,8,1,3033,#N/A,F1116_PURPLE_8,,,,,,,B8883,F1116_PURPLE
398,F1116,MILANO FORMALS,TRUFFLE,M,10,2,3033,#N/A,F1116_TRUFFLE_10,,,,,,,B8883,F1116_TRUFFLE
398,F1116,MILANO FORMALS,PURPLE,XL,14,2,3033,#N/A,F1116_PURPLE_14,,,,,,,B8883,F1116_PURPLE
398,F1116,MILANO FORMALS,BLACK,10,10,5,3033,#N/A,F1116_BLACK_10,,,,,,,B8883,F1116_BLACK
398,F1116,MILANO FORMALS,BLACK,S,8,6,3033,#N/A,F1116_BLACK_8,,,,,,,B8883,F1116_BLACK
398,F1116,MILANO FORMALS,BURGUNDY,S,8,7,3033,#N/A,F1116_BURGUNDY_8,,,,,,,B8883,F1116_BURGUNDY
399,E1118,MILANO FORMALS,LILAC,12,12,2,3033,#N/A,E1118_LILAC_12,,,,,,,NV8881,E1118_LILAC
399,E1118,MILANO FORMALS,LILAC,M,10,2,3033,#N/A,E1118_LILAC_10,,,,,,,NV8881,E1118_LILAC
399,E1118,MILANO FORMALS,LILAC,8,8,3,3033,#N/A,E1118_LILAC_8,,,,,,,NV8881,E1118_LILAC
399,E1118,MILANO FORMALS,LILAC,20,20,4,3033,#N/A,E1118_LILAC_20,,,,,,,NV8881,E1118_LILAC
399,E1118,MILANO FORMALS,LILAC,14,14,6,3033,#N/A,E1118_LILAC_14,,,,,,,NV8881,E1118_LILAC
399,E1118,MILANO FORMALS,LILAC,16,16,8,3033,#N/A,E1118_LILAC_16,,,,,,,NV8881,E1118_LILAC
400,E1264,MILANO FORMALS,NAVY,14,14,1,3033,Bridesmaid,E1264_NAVY_14,,,,,,,NV8735,E1264_NAVY
400,E1326,MILANO FORMALS,NAVY,S,8,1,3033,#N/A,E1326_NAVY_8,,,,,,,NV8673,E1326_NAVY
400,E1326,MILANO FORMALS,NAVY,3XL,22,2,3033,#N/A,E1326_NAVY_22,,,,,,,NV8673,E1326_NAVY
400,E1326,MILANO FORMALS,NAVY,4,4,7,3033,#N/A,E1326_NAVY_4,,,,,,,NV8673,E1326_NAVY
401,E2336,MILANO FORMALS,ROSE,6,6,1,3033,Elegant Evening,E2336_ROSE_6,,,,,,,NV7663,E2336_ROSE
401,E1342,MILANO FORMALS,FUCHSIA,2XL,18,1,3033,Short,E1342_FUCHSIA_18,,,,,,,NV8657,E1342_FUCHSIA
401,E1342,MILANO FORMALS,FUCHSIA,3XL,22,1,3033,Short,E1342_FUCHSIA_22,,,,,,,NV8657,E1342_FUCHSIA
401,E2336,MILANO FORMALS,ROSE,0,0,2,3033,Elegant Evening,E2336_ROSE_0,,,,,,,NV7663,E2336_ROSE
401,E2336,MILANO FORMALS,ROSE,2,2,2,3033,Elegant Evening,E2336_ROSE_2,,,,,,,NV7663,E2336_ROSE
401,E2336,MILANO FORMALS,ROSE,4,4,2,3033,Elegant Evening,E2336_ROSE_4,,,,,,,NV7663,E2336_ROSE
401,E1342,MILANO FORMALS,FUCHSIA,L,12,3,3033,Short,E1342_FUCHSIA_12,,,,,,,NV8657,E1342_FUCHSIA
401,E1879,MILANO FORMALS,PURPLE,0,0,4,3033,#N/A,E1879_PURPLE_0,,,,,,,NV8120,E1879_PURPLE
401,E1879,MILANO FORMALS,PURPLE,2,2,4,3033,#N/A,E1879_PURPLE_2,,,,,,,NV8120,E1879_PURPLE
402,E1412,MILANO FORMALS,BLACK,14,14,14,3033,#N/A,E1412_BLACK_14,,,,,,,NV8587,E1412_BLACK
403,E2770,MILANO FORMALS,RED,12,12,1,3033,Gala/ pageant,E2770_RED_12,,,,,,,NV7229,E2770_RED
403,E2770,MILANO FORMALS,RED,18,18,1,3033,Gala/ pageant,E2770_RED_18,,,,,,,NV7229,E2770_RED
403,E1412,MILANO FORMALS,ROYAL,12,12,4,3033,#N/A,E1412_ROYAL_12,,,,,,,NV8587,E1412_ROYAL
403,E1412,MILANO FORMALS,ROYAL,8,8,7,3033,#N/A,E1412_ROYAL_8,,,,,,,NV8587,E1412_ROYAL
404,E1827,MILANO FORMALS,BLACK,4,4,1,3033,Elegant Evening,E1827_BLACK_4,,,,,,,NV8172,E1827_BLACK
404,E2107,MILANO FORMALS,LAVENDER,6,6,1,3033,Gala/ pageant,E2107_LAVENDER_6,,,,,,,NV7892,E2107_LAVENDER
404,E2496,MILANO FORMALS,PEACH,8,8,1,3033,#N/A,E2496_PEACH_8,,,,,,,NV7503,E2496_PEACH
404,E2496,MILANO FORMALS,PEACH,12,12,1,3033,#N/A,E2496_PEACH_12,,,,,,,NV7503,E2496_PEACH
404,E2773,MILANO FORMALS,LIGHT GOLD,16,16,1,3033,Elegant Evening,E2773_LIGHT GOLD_16,,,,,,,NV7226,E2773_LIGHT GOLD
404,E1544,MILANO FORMALS,BLACK,4,4,3,3033,Short,E1544_BLACK_4,,,,,,,NV8455,E1544_BLACK
404,E1544,MILANO FORMALS,BLACK,6,6,3,3033,Short,E1544_BLACK_6,,,,,,,NV8455,E1544_BLACK
404,E1544,MILANO FORMALS,BLACK,8,8,4,3033,Short,E1544_BLACK_8,,,,,,,NV8455,E1544_BLACK
405,E1796,MILANO FORMALS,NAVY,4,4,1,3033,#N/A,E1796_NAVY_4,,,,,,,NV8203,E1796_NAVY
405,E1796,MILANO FORMALS,NAVY,8,8,1,3033,#N/A,E1796_NAVY_8,,,,,,,NV8203,E1796_NAVY
405,E1796,MILANO FORMALS,NAVY,6,6,2,3033,#N/A,E1796_NAVY_6,,,,,,,NV8203,E1796_NAVY
405,E1796,MILANO FORMALS,BLACK,6,6,2,3033,#N/A,E1796_BLACK_6,,,,,,,NV8203,E1796_BLACK
405,E1796,MILANO FORMALS,NAVY,12,12,2,3033,#N/A,E1796_NAVY_12,,,,,,,NV8203,E1796_NAVY
405,E1386,MILANO FORMALS,PLUM,12,12,3,3033,#N/A,E1386_PLUM_12,,,,,,,NV8613,E1386_PLUM
405,E1386,MILANO FORMALS,PLUM,16,16,5,3033,#N/A,E1386_PLUM_16,,,,,,,NV8613,E1386_PLUM
406,E1657,MILANO FORMALS,TEAL,8,8,1,3033,Elegant Evening,E1657_TEAL_8,,,,,,,NV8342,E1657_TEAL
406,E1796,MILANO FORMALS,BISCOTTI,22,22,1,3033,#N/A,E1796_BISCOTTI_22,,,,,,,NV8203,E1796_BISCOTTI
406,E1796,MILANO FORMALS,BISCOTTI,4,4,2,3033,#N/A,E1796_BISCOTTI_4,,,,,,,NV8203,E1796_BISCOTTI
406,E1796,MILANO FORMALS,BISCOTTI,6,6,2,3033,#N/A,E1796_BISCOTTI_6,,,,,,,NV8203,E1796_BISCOTTI
406,E1657,MILANO FORMALS,TEAL,12,12,2,3033,Elegant Evening,E1657_TEAL_12,,,,,,,NV8342,E1657_TEAL
406,E1796,MILANO FORMALS,BISCOTTI,20,20,2,3033,#N/A,E1796_BISCOTTI_20,,,,,,,NV8203,E1796_BISCOTTI
406,E1657,MILANO FORMALS,TEAL,4,4,4,3033,Elegant Evening,E1657_TEAL_4,,,,,,,NV8342,E1657_TEAL
406,E1657,MILANO FORMALS,TEAL,6,6,5,3033,Elegant Evening,E1657_TEAL_6,,,,,,,NV8342,E1657_TEAL
407,E1544,MILANO FORMALS,RED,6,6,1,3033,Short,E1544_RED_6,,,,,,,NV8455,E1544_RED
407,E2498,MILANO FORMALS,BLUSH,12,12,1,3033,Ball Gown/Quinceanera ,E2498_BLUSH_12,,,,,,,NV7501,E2498_BLUSH
407,E2498,MILANO FORMALS,BLUSH,16,16,1,3033,Ball Gown/Quinceanera ,E2498_BLUSH_16,,,,,,,NV7501,E2498_BLUSH
407,E1544,MILANO FORMALS,RED,24,24,1,3033,Short,E1544_RED_24,,,,,,,NV8455,E1544_RED
407,E1544,MILANO FORMALS,RED,4,4,2,3033,Short,E1544_RED_4,,,,,,,NV8455,E1544_RED
407,E1544,MILANO FORMALS,RED,20,20,2,3033,Short,E1544_RED_20,,,,,,,NV8455,E1544_RED
407,E1544,MILANO FORMALS,RED,10,10,3,3033,Short,E1544_RED_10,,,,,,,NV8455,E1544_RED
407,E1544,MILANO FORMALS,RED,12,12,3,3033,Short,E1544_RED_12,,,,,,,NV8455,E1544_RED
408,E1381,MILANO FORMALS,PURPLE,8,8,1,3033,Short,E1381_PURPLE_8,,,,,,,NV8618,E1381_PURPLE
408,E1381,MILANO FORMALS,PURPLE,0,0,2,3033,Short,E1381_PURPLE_0,,,,,,,NV8618,E1381_PURPLE
408,E1381,MILANO FORMALS,PURPLE,4,4,4,3033,Short,E1381_PURPLE_4,,,,,,,NV8618,E1381_PURPLE
408,E1381,MILANO FORMALS,PURPLE,12,12,8,3033,Short,E1381_PURPLE_12,,,,,,,NV8618,E1381_PURPLE
409,E1322,MILANO FORMALS,PURPLE,M,10,1,3033,Short,E1322_PURPLE_10,,,,,,,NV8677,E1322_PURPLE
409,E1322,MILANO FORMALS,PURPLE,3XL,22,3,3033,Short,E1322_PURPLE_22,,,,,,,NV8677,E1322_PURPLE
409,E1322,MILANO FORMALS,PURPLE,L,12,5,3033,Short,E1322_PURPLE_12,,,,,,,NV8677,E1322_PURPLE
409,E1322,MILANO FORMALS,PURPLE,S,8,10,3033,Short,E1322_PURPLE_8,,,,,,,NV8677,E1322_PURPLE
410,E1118,MILANO FORMALS,LILAC,XL,14,1,3033,#N/A,E1118_LILAC_14,,,,,,,NV8881,E1118_LILAC
410,E1118,MILANO FORMALS,LILAC,2XL,18,3,3033,#N/A,E1118_LILAC_18,,,,,,,NV8881,E1118_LILAC
410,E1118,MILANO FORMALS,LILAC,3XL,22,6,3033,#N/A,E1118_LILAC_22,,,,,,,NV8881,E1118_LILAC
410,E1303,MILANO FORMALS,GREY,4,4,4,3033,#N/A,E1303_GREY_4,,,,,,,NV8696,E1303_GREY
411,E2568,MILANO FORMALS,AQUA,2,2,1,3033,Ball Gown/Quinceanera ,E2568_AQUA_2,,,,,,,NV7431,E2568_AQUA
411,E2568,MILANO FORMALS,AQUA,4,4,1,3033,Ball Gown/Quinceanera ,E2568_AQUA_4,,,,,,,NV7431,E2568_AQUA
411,E2568,MILANO FORMALS,AQUA,12,12,1,3033,Ball Gown/Quinceanera ,E2568_AQUA_12,,,,,,,NV7431,E2568_AQUA
411,E2568,MILANO FORMALS,AQUA,14,14,1,3033,Ball Gown/Quinceanera ,E2568_AQUA_14,,,,,,,NV7431,E2568_AQUA
412,E1544,MILANO FORMALS,BLACK,12,12,1,3033,Short,E1544_BLACK_12,,,,,,,NV8455,E1544_BLACK
412,E1544,MILANO FORMALS,BLACK,4,4,7,3033,Short,E1544_BLACK_4,,,,,,,NV8455,E1544_BLACK
412,E1544,MILANO FORMALS,BLACK,6,6,7,3033,Short,E1544_BLACK_6,,,,,,,NV8455,E1544_BLACK
412,E1544,MILANO FORMALS,BLACK,8,8,8,3033,Short,E1544_BLACK_8,,,,,,,NV8455,E1544_BLACK
413,E2322,MILANO FORMALS,TEAL,6,6,1,3033,Ball Gown/Quinceanera ,E2322_TEAL_6,,,,,,,NV7677,E2322_TEAL
413,E2322,MILANO FORMALS,TEAL,8,8,1,3033,Ball Gown/Quinceanera ,E2322_TEAL_8,,,,,,,NV7677,E2322_TEAL
413,E2322,MILANO FORMALS,TEAL,10,10,1,3033,Ball Gown/Quinceanera ,E2322_TEAL_10,,,,,,,NV7677,E2322_TEAL
413,E2322,MILANO FORMALS,TEAL,12,12,1,3033,Ball Gown/Quinceanera ,E2322_TEAL_12,,,,,,,NV7677,E2322_TEAL
413,E1336,MILANO FORMALS,PURPLE,S,8,1,3033,Short,E1336_PURPLE_8,,,,,,,NV8663,E1336_PURPLE
414,E2128,MILANO FORMALS,CHAMPAGNE,4,4,1,3033,#N/A,E2128_CHAMPAGNE_4,,,,,,,NV7871,E2128_CHAMPAGNE
414,E1696,MILANO FORMALS,BLACK,12,12,1,3033,Bridesmaid,E1696_BLACK_12,,,,,,,NV8303,E1696_BLACK
414,E1336,MILANO FORMALS,LILAC,M,10,1,3033,Short,E1336_LILAC_10,,,,,,,NV8663,E1336_LILAC
414,E1908,MILANO FORMALS,SKY BLUE,4,4,2,3033,#N/A,E1908_SKY BLUE_4,,,,,,,NV8091,E1908_SKY BLUE
414,E1908,MILANO FORMALS,SKY BLUE,14,14,2,3033,#N/A,E1908_SKY BLUE_14,,,,,,,NV8091,E1908_SKY BLUE
414,E2028,MILANO FORMALS,JET COBALT,18,18,3,3033,Short,E2028_JET COBALT_18,,,,,,,NV7971,E2028_JET COBALT
414,E1908,MILANO FORMALS,SKY BLUE,6,6,4,3033,#N/A,E1908_SKY BLUE_6,,,,,,,NV8091,E1908_SKY BLUE
414,E1336,MILANO FORMALS,LILAC,S,8,5,3033,Short,E1336_LILAC_8,,,,,,,NV8663,E1336_LILAC
415,E2568,MILANO FORMALS,AQUA,8,8,1,3033,Ball Gown/Quinceanera ,E2568_AQUA_8,,,,,,,NV7431,E2568_AQUA
415,E1467,MILANO FORMALS,GOLD,12,12,11,3033,#N/A,E1467_GOLD_12,,,,,,,NV8532,E1467_GOLD
416,B8661,MILANO FORMALS,ORANGE,M,10,4,3033,#N/A,B8661_ORANGE_10,,,,,,,AT1338,B8661_ORANGE
416,B8608,MILANO FORMALS,SKY BLUE,2XL,18,4,3033,Elegant Evening,B8608_SKY BLUE_18,,,,,,,AT1391,B8608_SKY BLUE
416,B8608,MILANO FORMALS,SKY BLUE,3XL,22,5,3033,Elegant Evening,B8608_SKY BLUE_22,,,,,,,AT1391,B8608_SKY BLUE
416,B8661,MILANO FORMALS,ORANGE,S,8,5,3033,#N/A,B8661_ORANGE_8,,,,,,,AT1338,B8661_ORANGE
416,B8608,MILANO FORMALS,SKY BLUE,XL,14,6,3033,Elegant Evening,B8608_SKY BLUE_14,,,,,,,AT1391,B8608_SKY BLUE
416,B8661,MILANO FORMALS,ORANGE,L,12,7,3033,#N/A,B8661_ORANGE_12,,,,,,,AT1338,B8661_ORANGE
416,B8661,MILANO FORMALS,ORANGE,XL,14,7,3033,#N/A,B8661_ORANGE_14,,,,,,,AT1338,B8661_ORANGE
416,B8608,MILANO FORMALS,SKY BLUE,M,10,8,3033,Elegant Evening,B8608_SKY BLUE_10,,,,,,,AT1391,B8608_SKY BLUE
416,B8608,MILANO FORMALS,SKY BLUE,L,12,9,3033,Elegant Evening,B8608_SKY BLUE_12,,,,,,,AT1391,B8608_SKY BLUE
416,B8608,MILANO FORMALS,SKY BLUE,S,8,10,3033,Elegant Evening,B8608_SKY BLUE_8,,,,,,,AT1391,B8608_SKY BLUE
417,E2496,MILANO FORMALS,SKY BLUE,4,4,1,3033,#N/A,E2496_SKY BLUE_4,,,,,,,NV7503,E2496_SKY BLUE
417,E2496,MILANO FORMALS,SKY BLUE,8,8,1,3033,#N/A,E2496_SKY BLUE_8,,,,,,,NV7503,E2496_SKY BLUE
417,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3033,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503,E2496_SKY BLUE
417,E2496,MILANO FORMALS,SKY BLUE,16,16,1,3033,#N/A,E2496_SKY BLUE_16,,,,,,,NV7503,E2496_SKY BLUE
417,E1715,MILANO FORMALS,SKY BLUE,0,0,2,3033,Ball Gown/Quinceanera ,E1715_SKY BLUE_0,,,,,,,NV8284,E1715_SKY BLUE
418,E1730,MILANO FORMALS,ROYAL,4,4,1,3033,Bridesmaid,E1730_ROYAL_4,,118,,,,,NV8269,E1730_ROYAL
418,E2027,MILANO FORMALS,WINE,6,6,1,3033,2 Piece,E2027_WINE_6,,,,,,,NV7972,E2027_WINE
418,E1573,MILANO FORMALS,PURPLE,24,24,1,3033,Bridesmaid,E1573_PURPLE_24,,,,,,,NV8426,E1573_PURPLE
418,E1663,MILANO FORMALS,NAVY,24,24,1,3033,Bridesmaid,E1663_NAVY_24,,,,,,,NV8336,E1663_NAVY
418,E2027,MILANO FORMALS,WINE,2,2,3,3033,2 Piece,E2027_WINE_2,,,,,,,NV7972,E2027_WINE
418,E2027,MILANO FORMALS,WINE,8,8,4,3033,2 Piece,E2027_WINE_8,,,,,,,NV7972,E2027_WINE
419,E2253,MILANO FORMALS,RED,4,4,1,3033,#N/A,E2253_RED_4,,,,,,,NV7746,E2253_RED
419,E2599,MILANO FORMALS,RED,4,4,1,3033,#N/A,E2599_RED_4,,99,,,,,NV7400,E2599_RED
419,E1260,MILANO FORMALS,PINK,14,14,1,3033,Elegant Evening,E1260_PINK_14,,,,,,,NV8739,E1260_PINK
419,E1295,MILANO FORMALS,TEAL,14,14,1,3033,Bridesmaid,E1295_TEAL_14,,,,,,,NV8704,E1295_TEAL
419,E1852,MILANO FORMALS,RED,14,14,1,3033,Bridesmaid,E1852_RED_14,,,,,,,NV8147,E1852_RED
419,E1911,MILANO FORMALS,NAVY,18,18,1,3033,#N/A,E1911_NAVY_18,,,,,,,NV8088,E1911_NAVY
419,E2262,MILANO FORMALS,BLACK,20,20,1,3033,Embellished,E2262_BLACK_20,,,,,,,NV7737,E2262_BLACK
419,B8667,MILANO FORMALS,YELLOW,XL,14,1,3033,#N/A,B8667_YELLOW_14,,,,,,,AT1332,B8667_YELLOW
419,E1194,MILANO FORMALS,FUCHSIA,XL,14,1,3033,#N/A,E1194_FUCHSIA_14,,,,,,,NV8805,E1194_FUCHSIA
419,F570,MILANO FORMALS,SKY BLUE,14,14,2,3033,#N/A,F570_SKY BLUE_14,,,,,,,B429,F570_SKY BLUE
419,F570,MILANO FORMALS,RED,5XL,30,4,3033,#N/A,F570_RED_30,,,,,,,B429,F570_RED
419,E1312,MILANO FORMALS,SUNSHINE,XL,14,5,3033,#N/A,E1312_SUNSHINE_14,,,,,,,NV8687,E1312_SUNSHINE
419,F570,MILANO FORMALS,RED,6XL,34,5,3033,#N/A,F570_RED_34,,,,,,,B429,F570_RED
419,E1312,MILANO FORMALS,SUNSHINE,S,8,5,3033,#N/A,E1312_SUNSHINE_8,,,,,,,NV8687,E1312_SUNSHINE
419,E1312,MILANO FORMALS,SUNSHINE,L,12,6,3033,#N/A,E1312_SUNSHINE_12,,,,,,,NV8687,E1312_SUNSHINE
419,E2252,MILANO FORMALS,PURPLE,0,0,20,3033,Short,E2252_PURPLE_0,,198,,,,,NV7747,E2252_PURPLE
420,B8865,MILANO FORMALS,WHITE,36,36,1,3033,Elegant Evening,B8865_WHITE_36,,,,,,,AT1134,B8865_WHITE
420,B8865,MILANO FORMALS,IVORY,M,10,1,3033,Elegant Evening,B8865_IVORY_10,,,,,,,AT1134,B8865_IVORY
420,B8865,MILANO FORMALS,IVORY,8XL,40,1,3033,Elegant Evening,B8865_IVORY_40,,,,,,,AT1134,B8865_IVORY
420,B8865,MILANO FORMALS,WHITE,24,24,2,3033,Elegant Evening,B8865_WHITE_24,,,,,,,AT1134,B8865_WHITE
420,B8865,MILANO FORMALS,WHITE,28,28,2,3033,Elegant Evening,B8865_WHITE_28,,,,,,,AT1134,B8865_WHITE
420,B8865,MILANO FORMALS,WHITE,32,32,3,3033,Elegant Evening,B8865_WHITE_32,,,,,,,AT1134,B8865_WHITE
420,B8865,MILANO FORMALS,WHITE,12,12,4,3033,Elegant Evening,B8865_WHITE_12,,,,,,,AT1134,B8865_WHITE
421,E2495,MILANO FORMALS,PINK,8,8,1,3033,#N/A,E2495_PINK_8,,,,,,,NV7504,E2495_PINK
421,E2495,MILANO FORMALS,PINK,12,12,1,3033,#N/A,E2495_PINK_12,,,,,,,NV7504,E2495_PINK
421,E2495,MILANO FORMALS,PINK,16,16,1,3033,#N/A,E2495_PINK_16,,,,,,,NV7504,E2495_PINK
421,E1259,MILANO FORMALS,PINK,3XL,22,1,3033,Ball Gown/Quinceanera ,E1259_PINK_22,,,,,,,NV8740,E1259_PINK
422,E1581,MILANO FORMALS,PURPLE,12,12,1,3033,Embellished,E1581_PURPLE_12,,,,,,,NV8408,E1581_PURPLE
422,E1581,MILANO FORMALS,PURPLE,16,16,1,3033,Embellished,E1581_PURPLE_16,,,,,,,NV8408,E1581_PURPLE
422,E1381,MILANO FORMALS,PURPLE,0,0,2,3033,Short,E1381_PURPLE_0,,,,,,,NV8618,E1381_PURPLE
422,E1581,MILANO FORMALS,PURPLE,14,14,2,3033,Embellished,E1581_PURPLE_14,,,,,,,NV8408,E1581_PURPLE
422,E1581,MILANO FORMALS,PURPLE,4,4,3,3033,Embellished,E1581_PURPLE_4,,,,,,,NV8408,E1581_PURPLE
422,E1381,MILANO FORMALS,PURPLE,12,12,5,3033,Short,E1381_PURPLE_12,,,,,,,NV8618,E1381_PURPLE
