STYLE NO.,COLOR,SIZE,BOX NUMBER,BRAND NAME,QUANTITY
B8865,IVORY,S,822.0,,5.0
B8865,POOL,22,326.0,,1.0
B8865,PURPLE,20,442.0,,1.0
B8865,PURPLE,30,452.0,,1.0
B8865,PURPLE,34,442.0,,3.0
B8865,PURPLE,4,294.0,,1.0
B8865,PURPLE,6XL,442.0,,2.0
B8865,PURPLE,8XL,148.0,,1.0
B8865,PURPLE,8XL,449.0,,4.0
B8865,PURPLE,8XL,808.0,,1.0
B8865,PURPLE,M,442.0,,1.0
B8865,PURPLE,S,442.0,,12.0
B8865,PURPLE,S,446.0,,2.0
B8865,ROYAL,L,676.0,,1.0
B8865,SAGE,7XL,704.0,,3.0
B8865,SAGE,8XL,704.0,,5.0
B8865,SANGRIA,2,267.0,,1.0
B8865,SANGRIA,5XL,450.0,,1.0
B8865,SANGRIA,6XL,450.0,,5.0
B8865,SANGRIA,6XL,484.0,,1.0
B8865,SANGRIA,7XL,148.0,,1.0
B8865,SANGRIA,7XL,450.0,,6.0
B8865,SANGRIA,8XL,450.0,,6.0
B8865,SANGRIA,S,148.0,,1.0
B8865,SANGRIA,S,484.0,,1.0
B8865,SILVER,S,486.0,,1.0
B8865,SKY BLUE,7XL,431.0,,3.0
B8865,SKY BLUE,7XL,486.0,,1.0
B8865,SKY BLUE,8XL,431.0,,4.0
B8865,TRUFFLE,10,656.0,,2.0
B8865,TRUFFLE,12,618.0,,2.0
B8865,TRUFFLE,12,744.0,,3.0
B8865,TRUFFLE,12,786.0,,1.0
B8865,TRUFFLE,14,656.0,,1.0
B8865,TRUFFLE,20,656.0,,1.0
B8865,TRUFFLE,22,656.0,,1.0
B8865,TRUFFLE,24,656.0,,3.0
B8865,TRUFFLE,26,657.0,,2.0
B8865,TRUFFLE,28,657.0,,1.0
B8865,TRUFFLE,30,656.0,,1.0
B8865,TRUFFLE,34,656.0,,2.0
B8865,TRUFFLE,4,472.0,,6.0
B8865,TRUFFLE,4,618.0,,1.0
B8865,TRUFFLE,6,469.0,,3.0
B8865,TRUFFLE,6,618.0,,2.0
B8865,TRUFFLE,8,472.0,,7.0
B8865,TRUFFLE,8,473.0,,7.0
B8865,TRUFFLE,8,618.0,,2.0
B8865,TRUFFLE,L,569.0,,1.0
B8865,TRUFFLE,L,618.0,,1.0
B8865,TRUFFLE,L,744.0,,4.0
B8865,TRUFFLE,S,472.0,,12.0
B8865,TRUFFLE,S,618.0,,1.0
B8865,WHITE,10,605.0,,2.0
B8865,WHITE,12,420.0,,4.0
B8865,WHITE,12,606.0,,3.0
B8865,WHITE,16,606.0,,1.0
B8865,WHITE,16,618.0,,2.0
B8865,WHITE,2,137.0,,1.0
B8865,WHITE,20,618.0,,1.0
B8865,WHITE,24,420.0,,2.0
B8865,WHITE,24,618.0,,1.0
B8865,WHITE,28,420.0,,2.0
B8865,WHITE,32,420.0,,3.0
B8865,WHITE,34,606.0,,2.0
B8865,WHITE,36,420.0,,1.0
B8865,WHITE,4,605.0,,1.0
B8865,WHITE,4,618.0,,1.0
B8865,WHITE,4,822.0,,1.0
B8865,WHITE,4,833.0,,1.0
B8865,WHITE,40,80.0,MILANO FORMALS,2.0
B8865,WHITE,6,605.0,,2.0
B8865,WHITE,8,605.0,,3.0
B8865,WHITE,8,618.0,,1.0
B8865,WHITE,8,822.0,,3.0
B8998,APPLE RED,10,291.0,,2.0
B8998,APPLE RED,24,291.0,,1.0
B8998,APPLE RED,4,646.0,,1.0
B8998,APPLE RED,L,646.0,,2.0
B8998,APPLE RED,XL,646.0,,3.0
B8998,CHAMPAGNE,18,620.0,,1.0
B8998,CLARET,10,134.0,,1.0
B8998,CLARET,16,461.0,,2.0
B8998,CLARET,16,646.0,,4.0
B8998,CLARET,4,134.0,,9.0
B8998,CLARET,6,134.0,,7.0
B8998,CLARET,8,134.0,,2.0
B8998,CLARET,M,134.0,,3.0
B8998,CLARET,S,134.0,,2.0
B8998,CORAL,10,474.0,,2.0
B8998,CORAL,10,503.0,,1.0
B8998,CORAL,12,517.0,,2.0
B8998,CORAL,12,565.0,,2.0
B8998,CORAL,12,800.0,,2.0
B8998,CORAL,14,474.0,,1.0
B8998,CORAL,16,474.0,,6.0
B8998,CORAL,22,800.0,,1.0
B8998,CORAL,38,800.0,,2.0
B8998,CORAL,4,251.0,,1.0
B8998,CORAL,4,474.0,,3.0
B8998,CORAL,4,480.0,,1.0
B8998,CORAL,4,496.0,,3.0
B8998,CORAL,4,508.0,,1.0
B8998,CORAL,4,538.0,,4.0
B8998,CORAL,4,691.0,,3.0
B8998,CORAL,4,800.0,,2.0
B8998,CORAL,40,800.0,,1.0
B8998,CORAL,6,474.0,,3.0
B8998,CORAL,6,800.0,,2.0
B8998,CORAL,8,509.0,,1.0
B8998,CORAL,8,517.0,,1.0
B8998,CORAL,8,565.0,,1.0
B8998,CORAL,8,568.0,,1.0
B8998,CORAL,8,691.0,,6.0
B8998,CORAL,8,800.0,,2.0
B8998,CORAL,L,565.0,,1.0
B8998,CORAL,S,538.0,,1.0
B8998,LIGHT GREEN,S,26.0,,8.0
B8998,POOL,10,503.0,,2.0
B8998,POOL,10,566.0,,2.0
B8998,POOL,12,566.0,,1.0
B8998,POOL,12,654.0,,2.0
B8998,POOL,4,654.0,,1.0
B8998,POOL,8,654.0,,1.0
B8998,POOL,8,753.0,,2.0
B8998,POOL,M,654.0,,1.0
B8998,POOL,S,654.0,,1.0
B8998,POOL,XL,654.0,,1.0
B8998,RED,10,133.0,,5.0
B8998,RED,10,291.0,,1.0
B8998,RED,12,133.0,,3.0
B8998,RED,12,482.0,,4.0
B8998,RED,12,646.0,,1.0
B8998,RED,20,291.0,,1.0
B8998,RED,4,133.0,,4.0
B8998,RED,6,133.0,,1.0
B8998,RED,8,133.0,,9.0
B8998,ROYAL,12,620.0,,1.0
B8998,ROYAL,12,739.0,,1.0
B8998,ROYAL,4,739.0,,2.0
B8998,ROYAL,6,739.0,,5.0
B8998,ROYAL,8,739.0,,1.0
B8998,ROYAL,S,739.0,,1.0
B8998,SANGRIA,12,620.0,,3.0
B8998,SANGRIA,2,58.0,,1.0
B8998,SANGRIA,20,763.0,,3.0
B8998,SANGRIA,2XL,620.0,,3.0
B8998,SANGRIA,34,620.0,,1.0
B8998,SANGRIA,38,646.0,,1.0
B8998,SANGRIA,4,620.0,,3.0
B8998,SANGRIA,4,770.0,,1.0
B8998,SANGRIA,6,620.0,,2.0
B8998,SANGRIA,8,620.0,,2.0
B8998,SANGRIA,8,770.0,,2.0
B8998,SANGRIA,XL,620.0,,1.0
B8998,TRUFFLE,12,753.0,,2.0
B8998,TRUFFLE,M,752.0,,1.0
B8998,TRUFFLE,S,753.0,,9.0
B8998,WHITE,18,645.0,,1.0
B8998,WHITE,2,42.0,,1.0
B8998,WHITE,4,586.0,,5.0
B8998,WHITE,4,733.0,,9.0
B8998,WHITE,4,797.0,,1.0
B8998,WHITE,6,645.0,,1.0
B8998,WHITE,8,586.0,,10.0
B8998,WHITE,8,645.0,,3.0
B8998,WHITE,L,795.0,,2.0
B8998,WHITE,M,795.0,,2.0
B8998,WHITE,S,733.0,,1.0
B8998,WHITE,S,795.0,,1.0
B8998,WHITE,S,797.0,,1.0
B8998,WINE,22,672.0,,1.0
B9000,BURGUNDY,6XL,544.0,,1.0
B9000,BURGUNDY,6XL,659.0,,1.0
B9000,BURGUNDY,6XL,810.0,,2.0
B9000,BURGUNDY,S,426.0,,5.0
B9000,BURGUNDY,S,544.0,,1.0
B9000,BURGUNDY,S,653.0,,1.0
B9000,DUSTY PINK,L,474.0,,1.0
B9000,DUSTY PINK,L,824.0,,2.0
B9000,DUSTY PINK,M,474.0,,4.0
B9000,DUSTY PINK,S,474.0,,9.0
B9000,DUSTY PINK,S,529.0,,1.0
B9000,DUSTY PINK,S,544.0,,1.0
B9000,DUSTY PINK,S,649.0,,3.0
B9000,DUSTY PINK,S,738.0,,1.0
B9000,DUSTY PINK,XL,649.0,,7.0
B9000,DUSTY PINK,XL,732.0,,2.0
B9000,LILAC,M,657.0,,4.0
B9000,LILAC,S,544.0,,2.0
B9000,LILAC,S,657.0,,5.0
B9000,LILAC,S,778.0,,9.0
B9000,PURPLE,2XL,669.0,,2.0
B9000,PURPLE,3XL,769.0,,1.0
B9000,PURPLE,4,461.0,,1.0
B9000,PURPLE,6XL,664.0,,2.0
B9000,PURPLE,L,637.0,,2.0
B9000,PURPLE,S,474.0,,3.0
B9000,PURPLE,S,529.0,,2.0
B9000,PURPLE,S,544.0,,2.0
B9000,TRUFFLE,12,461.0,,1.0
B9000,TRUFFLE,4XL,778.0,,1.0
B9000,TRUFFLE,5XL,778.0,,3.0
B9000,TRUFFLE,6XL,659.0,,1.0
B9000,TRUFFLE,6XL,778.0,,5.0
B9000,TRUFFLE,8,461.0,,1.0
B9000,TRUFFLE,M,778.0,,4.0
B9000,TRUFFLE,S,778.0,,9.0
B9000,TRUFFLE,XL,730.0,,1.0
BZ570,BANANA,30,291.0,,2.0
BZ570,BLACK,S,173.0,,1.0
BZ570,CHAMPAGNE,4XL,769.0,,1.0
BZ570,CORAL,14,82.0,,1.0
BZ570,CORAL,16,82.0,,1.0
BZ570,FUCHSIA,10,19.0,MILANO,1.0
BZ570,FUCHSIA,4XL,19.0,MILANO,4.0
BZ570,IVORY,26,48.0,,1.0
BZ570,NAVY,2XL,24.0,MILANO,1.0
BZ570,NAVY,2XL,172.0,,1.0
BZ570,NAVY,XL,172.0,,1.0
BZ570,PINK,3XL,13.0,MILANO,1.0
BZ570,PINK,3XL,37.0,MILANO,3.0
BZ570,PINK,3XL,64.0,,3.0
BZ570,PINK,4XL,13.0,MILANO,1.0
BZ570,PINK,4XL,64.0,,2.0
BZ570,PINK,5XL,37.0,MILANO,3.0
BZ570,PINK,6XL,37.0,MILANO,4.0
BZ570,PINK,7XL,37.0,MILANO,5.0
BZ570,PINK,8XL,37.0,MILANO,5.0
BZ570,POOL,L,725.0,,3.0
BZ570,POOL,M,716.0,,1.0
BZ570,POOL,S,653.0,,1.0
BZ570,POOL,S,724.0,,2.0
BZ570,PURPLE,2,52.0,,6.0
BZ570,PURPLE,20,52.0,,2.0
BZ570,PURPLE,24,52.0,,22.0
BZ570,PURPLE,5XL,617.0,,4.0
BZ570,PURPLE,6XL,542.0,,1.0
BZ570,PURPLE,6XL,617.0,,5.0
BZ570,PURPLE,7XL,617.0,,6.0
BZ570,PURPLE,8XL,617.0,,9.0
BZ570,RED,10,291.0,,1.0
BZ570,RED,20,291.0,,1.0
BZ570,ROYAL BLUE,6XL,10.0,MILANO,29.0
BZ570,ROYAL BLUE,7XL,10.0,MILANO,5.0
BZ570,ROYAL BLUE,8XL,10.0,MILANO,2.0
BZ570,ROYAL BLUE,XL,10.0,MILANO,1.0
BZ570,SKY BLUE,14,419.0,,2.0
BZ570,SKY BLUE,14,536.0,,1.0
BZ570,SKY BLUE,14,590.0,,1.0
BZ570,SKY BLUE,16,567.0,,5.0
BZ570,SKY BLUE,18,188.0,,1.0
BZ570,SKY BLUE,24,131.0,,3.0
BZ570,SKY BLUE,26,177.0,,1.0
BZ570,SKY BLUE,26,567.0,,6.0
BZ570,SKY BLUE,26,664.0,,3.0
BZ570,SKY BLUE,30,131.0,,1.0
BZ570,SKY BLUE,34,131.0,,3.0
BZ570,SKY BLUE,38,505.0,,2.0
BZ570,SKY BLUE,40,505.0,,2.0
BZ570,SKY BLUE,4XL,48.0,,2.0
BZ570,SKY BLUE,8,386.0,,1.0
BZ570,SKY BLUE,8,590.0,,1.0
BZ570,SKY BLUE,8,713.0,,2.0
BZ570,SKY BLUE,M,48.0,,1.0
BZ570,TEAL,3XL,672.0,,1.0
BZ570,TRUFFLE,5XL,587.0,,6.0
BZ570,TRUFFLE,5XL,790.0,,1.0
BZ570,TRUFFLE,6XL,587.0,,12.0
BZ570,TRUFFLE,6XL,790.0,,5.0
BZ570,TRUFFLE,7XL,587.0,,11.0
BZ570,TRUFFLE,7XL,790.0,,13.0
BZ570,TRUFFLE,8XL,112.0,,5.0
BZ570,TRUFFLE,L,587.0,,1.0
BZ570,TRUFFLE,M,587.0,,18.0
BZ570,TURQUOISE,3XL,688.0,,2.0
BZ570,TURQUOISE,3XL,768.0,,1.0
BZ570,TURQUOISE,4XL,688.0,,4.0
BZ570,TURQUOISE,4XL,798.0,,2.0
BZ570,TURQUOISE,5XL,688.0,,2.0
BZ570,TURQUOISE,6XL,688.0,,2.0
BZ570,TURQUOISE,6XL,798.0,,2.0
BZ570,TURQUOISE,7XL,798.0,,2.0
BZ570,TURQUOISE,8XL,688.0,,2.0
BZ570,TURQUOISE,8XL,798.0,,5.0
BZ570,WHITE,4XL,681.0,,5.0
E1013,CLARET,10,807.0,,7.0
E1013,FUCHSIA,4,785.0,,1.0
E1013,FUCHSIA,M,785.0,,2.0
E1013,LILAC,12,799.0,,2.0
E1013,LILAC,18,560.0,,2.0
E1013,LILAC,18,672.0,,2.0
E1013,LILAC,24,560.0,,4.0
E1013,LILAC,24,799.0,,2.0
E1013,LILAC,2XL,799.0,,1.0
E1013,LILAC,30,799.0,,2.0
E1013,LILAC,3XL,799.0,,1.0
E1013,LILAC,8,556.0,,5.0
E1013,LILAC,8,799.0,,2.0
E1013,LILAC,S,560.0,,9.0
E1013,LILAC,S,799.0,,2.0
E1013,PINK,4,819.0,,1.0
E1013,SANGRIA,12,207.0,,1.0
E1013,SANGRIA,24,676.0,,1.0
E1013,SANGRIA,4,746.0,,7.0
E1013,SANGRIA,6,746.0,,1.0
E1013,SANGRIA,M,676.0,,2.0
E1013,SANGRIA,S,676.0,,2.0
E1013,SUNSHINE,10,164.0,,1.0
E1013,SUNSHINE,12,165.0,,1.0
E1013,SUNSHINE,12,299.0,,2.0
E1013,SUNSHINE,14,33.0,,3.0
E1013,SUNSHINE,14,265.0,,2.0
E1013,SUNSHINE,20,165.0,,3.0
E1013,SUNSHINE,20,320.0,,2.0
E1013,SUNSHINE,22,33.0,,2.0
E1013,SUNSHINE,22,320.0,,1.0
E1013,TRUFFLE,10,503.0,,2.0
E1013,TRUFFLE,12,537.0,,3.0
E1013,TRUFFLE,12,670.0,,1.0
E1013,TRUFFLE,12,730.0,,6.0
E1013,TRUFFLE,16,670.0,,1.0
E1013,TRUFFLE,20,537.0,,1.0
E1013,TRUFFLE,20,572.0,,3.0
E1013,TRUFFLE,20,670.0,,3.0
E1013,TRUFFLE,24,566.0,,1.0
E1013,TRUFFLE,24,670.0,,3.0
E1013,TRUFFLE,4,670.0,,2.0
E1013,TRUFFLE,6,452.0,,2.0
E1013,TRUFFLE,6,670.0,,2.0
E1013,TRUFFLE,8,537.0,,3.0
E1013,TRUFFLE,8,570.0,,1.0
E1013,TRUFFLE,8,591.0,,1.0
E1013,TRUFFLE,L,670.0,,1.0
E1013,TRUFFLE,M,537.0,,1.0
E1013,TRUFFLE,M,570.0,,1.0
E1013,TRUFFLE,M,591.0,,1.0
E1024,BANANA,3XL,607.0,,1.0
E1024,BANANA,M,607.0,,8.0
E1024,BANANA,S,607.0,,14.0
E1024,BANANA,XL,607.0,,3.0
E1024,LILAC,2XL,588.0,,6.0
E1024,MINT,2XL,607.0,,3.0
E1024,MINT,M,607.0,,3.0
E1024,MINT,S,607.0,,8.0
E1024,MINT,XL,607.0,,4.0
E1024,PERSIMMON,2XL,768.0,,1.0
E1024,PERSIMMON,2XL,797.0,,1.0
E1024,PERSIMMON,3XL,768.0,,1.0
E1024,PERSIMMON,3XL,797.0,,3.0
E1024,PERSIMMON,M,768.0,,1.0
E1024,PERSIMMON,M,798.0,,7.0
E1024,PERSIMMON,S,768.0,,8.0
E1024,PERSIMMON,S,798.0,,12.0
E1024,TRUFFLE,M,834.0,,3.0
E1024,TRUFFLE,S,834.0,,18.0
E1032,BLACK,5,114.0,,4.0
E1032,PISTACHIO,2,241.0,,1.0
E1032,PISTACHIO,8,795.0,,2.0
E1032,PISTACHIO,M,626.0,,4.0
E1032,PISTACHIO,M,696.0,,1.0
E1032,PISTACHIO,M,795.0,,1.0
E1032,PISTACHIO,S,626.0,,3.0
E1032,PISTACHIO,S,796.0,,3.0
E1032,SUNSHINE,L,626.0,,2.0
E1032,SUNSHINE,L,689.0,,1.0
E1032,SUNSHINE,M,626.0,,3.0
E1032,SUNSHINE,M,689.0,,9.0
E1032,SUNSHINE,S,626.0,,2.0
E1032,SUNSHINE,S,689.0,,14.0
E1032,SUNSHINE,S,818.0,,1.0
E1032,SUNSHINE,XL,626.0,,2.0
E1032,SUNSHINE,XL,689.0,,3.0
E1068,BURGUNDY,5,536.0,,3.0
E1068,BURGUNDY,L,499.0,,1.0
E1068,BURGUNDY,L,503.0,,1.0
E1068,BURGUNDY,L,725.0,,2.0
E1068,BURGUNDY,M,499.0,,4.0
E1068,BURGUNDY,M,630.0,,2.0
E1068,BURGUNDY,S,499.0,,8.0
E1068,BURGUNDY,XL,499.0,,2.0
E1068,BURGUNDY,XL,732.0,,3.0
E1068,KIWI,2XL,813.0,,4.0
E1068,KIWI,3XL,813.0,,7.0
E1068,KIWI,L,813.0,,1.0
E1068,KIWI,M,542.0,,1.0
E1068,KIWI,M,813.0,,7.0
E1068,KIWI,S,813.0,,3.0
E1068,KIWI,XL,813.0,,5.0
E1068,VICTORIA LILAC,M,836.0,,4.0
E1068,VICTORIA LILAC,S,836.0,,3.0
E1116,NAVY,8XL,659.0,,1.0
E1116,RED,6XL,615.0,,10.0
E1116,RED,7XL,615.0,,19.0
E1116,RED,8XL,615.0,,3.0
E1116,SKY BLUE,6XL,619.0,,11.0
E1116,SKY BLUE,7XL,619.0,,5.0
E1116,SKY BLUE,8XL,619.0,,6.0
E1119,BURGUNDY,3XL,817.0,,7.0
E1119,BURGUNDY,4,850.0,,1.0
E1119,BURGUNDY,4XL,817.0,,6.0
E1119,BURGUNDY,5XL,817.0,,4.0
E1119,BURGUNDY,8,850.0,,1.0
E1119,BURGUNDY,M,704.0,,1.0
E1119,BURGUNDY,M,817.0,,2.0
E1119,BURGUNDY,S,704.0,,2.0
E1119,BURGUNDY,S,817.0,,7.0
E1119,CHAMPAGNE,4XL,465.0,,4.0
E1119,CHAMPAGNE,4XL,704.0,,1.0
E1119,CHAMPAGNE,4XL,844.0,,1.0
E1119,CHAMPAGNE,5XL,465.0,,5.0
E1119,CHAMPAGNE,M,465.0,,2.0
E1119,CHAMPAGNE,S,465.0,,2.0
E1119,VICTORIA LILAC,12,850.0,,1.0
E1119,VICTORIA LILAC,2XL,624.0,,3.0
E1119,VICTORIA LILAC,2XL,835.0,,2.0
E1119,VICTORIA LILAC,4XL,624.0,,2.0
E1119,VICTORIA LILAC,4XL,836.0,,6.0
E1119,VICTORIA LILAC,5XL,624.0,,7.0
E1119,VICTORIA LILAC,5XL,835.0,,1.0
E1119,VICTORIA LILAC,8,850.0,,2.0
E1119,VICTORIA LILAC,L,624.0,,1.0
E1119,VICTORIA LILAC,L,835.0,,3.0
E1119,VICTORIA LILAC,M,835.0,,6.0
E1119,VICTORIA LILAC,M,855.0,,1.0
E1119,VICTORIA LILAC,S,835.0,,13.0
E1119,VICTORIA LILAC,XL,624.0,,4.0
E1119,VICTORIA LILAC,XL,835.0,,3.0
E1168,BURGUNDY,10,494.0,,2.0
E1168,BURGUNDY,10,722.0,,1.0
E1168,BURGUNDY,6,494.0,,1.0
E1168,BURGUNDY,8,494.0,,4.0
E1168,BURGUNDY,8,802.0,,1.0
E1168,LILAC,20,42.0,,1.0
E1168,LILAC,26,664.0,,3.0
E1168,LILAC,30,439.0,,2.0
E1168,LILAC,30,440.0,,1.0
E1168,LILAC,6,792.0,,1.0
E1168,NAVY,16,802.0,,1.0
E1168,RED,L,713.0,,1.0
E1168,SAGE,10,588.0,,1.0
E1168,SAGE,10,745.0,,2.0
E1168,SAGE,12,522.0,,5.0
E1168,SAGE,12,588.0,,4.0
E1168,SAGE,12,595.0,,1.0
E1168,SAGE,12,711.0,,3.0
E1168,SAGE,16,522.0,,5.0
E1168,SAGE,16,802.0,,2.0
E1168,SAGE,20,522.0,,5.0
E1168,SAGE,24,523.0,,6.0
E1168,SAGE,24,647.0,,1.0
E1168,SAGE,26,522.0,,2.0
E1168,SAGE,26,659.0,,1.0
E1168,SAGE,30,439.0,,1.0
E1168,SAGE,30,522.0,,2.0
E1168,SAGE,4,469.0,,3.0
E1168,SAGE,4,580.0,,2.0
E1168,SAGE,4,623.0,,3.0
E1168,SAGE,4,745.0,,1.0
E1168,SAGE,6,523.0,,4.0
E1168,SAGE,6,792.0,,2.0
E1168,SAGE,6,802.0,,1.0
E1168,SAGE,8,493.0,,3.0
E1168,SAGE,8,523.0,,6.0
E1168,SAGE,8,588.0,,1.0
E1168,SAGE,8,597.0,,1.0
E1168,SAGE,8,745.0,,3.0
E1168,TEAL,10,476.0,,9.0
E1168,TEAL,12,476.0,,3.0
E1168,TEAL,14,476.0,,1.0
E1168,TEAL,16,524.0,,3.0
E1168,TEAL,16,546.0,,4.0
E1168,TEAL,16,802.0,,1.0
E1168,TEAL,20,476.0,,3.0
E1168,TEAL,20,546.0,,2.0
E1168,TEAL,20,763.0,,1.0
E1168,TEAL,24,648.0,,1.0
E1168,TEAL,2XL,546.0,,1.0
E1168,TEAL,4,476.0,,3.0
E1168,TEAL,4,546.0,,8.0
E1168,TEAL,4,627.0,,2.0
E1168,TEAL,6,524.0,,1.0
E1168,TEAL,6,612.0,,1.0
E1168,TEAL,6,787.0,,2.0
E1168,TEAL,8,476.0,,3.0
E1168,TEAL,8,499.0,,2.0
E1168,TEAL,8,524.0,,1.0
E1168,TEAL,8,546.0,,1.0
E1168,TEAL,8,715.0,,1.0
E1168,TEAL,S,524.0,,2.0
E1168,TRUFFLE,12,637.0,,1.0
E1168,TRUFFLE,16,802.0,,1.0
E1168,TRUFFLE,20,763.0,,1.0
E1168,TRUFFLE,2XL,669.0,,2.0
E1168,TRUFFLE,4,555.0,,2.0
E1168,TRUFFLE,5XL,435.0,,1.0
E1168,TRUFFLE,8,786.0,,1.0
E1168,TRUFFLE,L,637.0,,5.0
E1168,TRUFFLE,L,819.0,,1.0
E1168,TRUFFLE,M,494.0,,3.0
E1168,TRUFFLE,M,788.0,,3.0
E1168,TRUFFLE,S,627.0,,2.0
E1168,TRUFFLE,S,653.0,,5.0
E1168,TRUFFLE,S,701.0,,3.0
E1168,TRUFFLE,XL,696.0,,5.0
E1168,TRUFFLE,XL,730.0,,3.0
E1168,VICTORIA LILAC,14,732.0,,1.0
E1168,VICTORIA LILAC,22,675.0,,2.0
E1260,CLARET,30,360.0,,1.0
E1260,JADE,M,23.0,,1.0
E1260,JADE,M,57.0,,6.0
E1260,JADE,M,59.0,,5.0
E1260,JADE,M,154.0,,1.0
E1260,JADE,S,57.0,,12.0
E1260,JADE,S,59.0,,7.0
E1260,JADE,S,154.0,,3.0
E1260,PINK,14,419.0,,1.0
E1260,PINK,M,659.0,,2.0
E1260,PINK,M,716.0,,1.0
E1260,PURPLE,24,648.0,,1.0
E1260,SKY BLUE,38,701.0,,1.0
E1260,SKY BLUE,4,700.0,,1.0
E1260,SKY BLUE,4,701.0,,2.0
E1260,SKY BLUE,4,724.0,,5.0
E1260,SKY BLUE,4XL,769.0,,1.0
E1260,SKY BLUE,5XL,434.0,,3.0
E1260,SKY BLUE,6,792.0,,2.0
E1260,SKY BLUE,7XL,701.0,,1.0
E1260,SKY BLUE,8,665.0,,3.0
E1260,SKY BLUE,8,720.0,,3.0
E1260,SKY BLUE,M,286.0,,1.0
E1260,SKY BLUE,S,177.0,,1.0
E1260,SKY BLUE,S,387.0,,4.0
E1260,SKY BLUE,S,531.0,,1.0
E1260,TRUFFLE,10,503.0,,1.0
E1260,TRUFFLE,12,572.0,,5.0
E1260,TRUFFLE,12,725.0,,2.0
E1260,TRUFFLE,16,765.0,,2.0
E1260,TRUFFLE,16,819.0,,2.0
E1260,TRUFFLE,18,738.0,,1.0
E1260,TRUFFLE,20,763.0,,2.0
E1260,TRUFFLE,4,622.0,,1.0
E1260,TRUFFLE,4,738.0,,1.0
E1260,TRUFFLE,4,752.0,,2.0
E1260,TRUFFLE,4,769.0,,1.0
E1260,TRUFFLE,6,537.0,,2.0
E1260,TRUFFLE,6,622.0,,1.0
E1260,TRUFFLE,6,787.0,,3.0
E1260,TRUFFLE,8,537.0,,5.0
E1260,TRUFFLE,8,572.0,,3.0
E1260,TRUFFLE,8,602.0,,1.0
E1260,TRUFFLE,8,713.0,,1.0
E1260,TRUFFLE,8,725.0,,1.0
E1260,TRUFFLE,S,43.0,,1.0
E1260,TRUFFLE,S,59.0,,3.0
E1260,TRUFFLE,S,531.0,,1.0
E1260,TRUFFLE,S,763.0,,1.0
E1260,TRUFFLE,S,769.0,,1.0
E1264,APPLE RED,2,243.0,,1.0
E1264,APPLE RED,8XL,204.0,,1.0
E1264,APPLE RED,8XL,362.0,,1.0
E1264,BLACK,0,113.0,,1.0
E1264,BLACK,0,242.0,,4.0
E1264,BLACK,2,114.0,,1.0
E1264,BLACK,24,44.0,,1.0
E1264,BLACK,34,44.0,,1.0
E1264,BLACK,4,43.0,,1.0
E1264,BLACK,4,50.0,,3.0
E1264,BLACK,5XL,263.0,,1.0
E1264,BLACK,7XL,44.0,,1.0
E1264,BLACK,8XL,190.0,,1.0
E1264,CLARET,12,312.0,,2.0
E1264,CLARET,12,334.0,,1.0
E1264,CLARET,14,361.0,,1.0
E1264,CLARET,16,64.0,,1.0
E1264,CLARET,16,154.0,,1.0
E1264,CLARET,18,334.0,,2.0
E1264,CLARET,2,243.0,,1.0
E1264,CLARET,30,159.0,,1.0
E1264,CLARET,32,64.0,,1.0
E1264,CLARET,32,154.0,,1.0
E1264,CLARET,36,154.0,,1.0
E1264,CLARET,36,181.0,,1.0
E1264,CLARET,4,779.0,,1.0
E1264,CLARET,40,154.0,,1.0
E1264,CLARET,7XL,64.0,,3.0
E1264,CLARET,8,159.0,,2.0
E1264,CORAL,10,160.0,,1.0
E1264,CORAL,12,160.0,,2.0
E1264,CORAL,16,160.0,,2.0
E1264,CORAL,20,136.0,,1.0
E1264,CORAL,20,160.0,,6.0
E1264,CORAL,24,136.0,,1.0
E1264,CORAL,24,160.0,,5.0
E1264,CORAL,26,136.0,,2.0
E1264,CORAL,2XL,160.0,,1.0
E1264,CORAL,30,136.0,,3.0
E1264,CORAL,32,160.0,,1.0
E1264,CORAL,34,136.0,,3.0
E1264,CORAL,38,136.0,,4.0
E1264,CORAL,4,136.0,,4.0
E1264,CORAL,8,136.0,,4.0
E1264,CORAL,8,160.0,,2.0
E1264,CORAL,8XL,136.0,,4.0
E1264,CORAL,L,674.0,,1.0
E1264,CORAL,XL,674.0,,1.0
E1264,LILAC,12,807.0,,1.0
E1264,LILAC,18,651.0,,1.0
E1264,LILAC,20,651.0,,2.0
E1264,LILAC,24,651.0,,1.0
E1264,LILAC,28,517.0,,1.0
E1264,NAVY,14,400.0,,1.0
E1264,NAVY,L,696.0,,1.0
E1264,NAVY,S,517.0,,1.0
E1264,NAVY,S,847.0,,1.0
E1264,NAVY,S,848.0,,1.0
E1264,ORANGE,S,806.0,,1.0
E1264,SAGE,4,846.0,,1.0
E1264,SILVER,16,524.0,,1.0
E1264,TEAL,20,140.0,,1.0
E1264,TEAL,20,303.0,,3.0
E1264,TEAL,24,331.0,,5.0
E1264,TEAL,26,331.0,,4.0
E1264,TEAL,28,331.0,,0.0
E1264,TEAL,30,302.0,,9.0
E1264,TEAL,32,302.0,,5.0
E1264,TEAL,32,327.0,,1.0
E1264,TEAL,36,303.0,,4.0
E1264,TEAL,4,303.0,,4.0
E1264,TEAL,40,331.0,,4.0
E1264,TEAL,4XL,327.0,,1.0
E1264,TEAL,6XL,139.0,,1.0
