STYLE NO.,COLOR,SIZE,BOX NUMBER,BRAND NAME,QUANTITY
E1581,RED,22,102.0,,1.0
E1581,RED,24,102.0,,2.0
E1581,RED,4,43.0,,4.0
E1581,RED,6,173.0,,1.0
E1581,RED,8,102.0,,1.0
E1582,BURGUNDY,4,531.0,,1.0
E1582,BURGUNDY,8,485.0,,2.0
E1582,FUCHSIA,10,505.0,,2.0
E1582,FUCHSIA,10,511.0,,1.0
E1582,FUCHSIA,10,577.0,,4.0
E1582,FUCHSIA,12,632.0,,2.0
E1582,FUCHSIA,14,733.0,,1.0
E1582,FUCHSIA,16,760.0,,1.0
E1582,FUCHSIA,2,267.0,,1.0
E1582,FUCHSIA,4,20.0,,1.0
E1582,FUCHSIA,4,53.0,,8.0
E1582,FUCHSIA,4,113.0,,1.0
E1582,FUCHSIA,4,204.0,,5.0
E1582,FUCHSIA,4,511.0,,2.0
E1582,FUCHSIA,4,769.0,,1.0
E1582,FUCHSIA,4,774.0,,1.0
E1582,FUCHSIA,6,151.0,,2.0
E1582,FUCHSIA,6,511.0,,1.0
E1582,FUCHSIA,6,553.0,,4.0
E1582,FUCHSIA,6,632.0,,1.0
E1582,FUCHSIA,8,509.0,,4.0
E1582,FUCHSIA,8,511.0,,5.0
E1582,FUCHSIA,8,575.0,,1.0
E1582,FUCHSIA,8,589.0,,6.0
E1582,FUCHSIA,8,714.0,,3.0
E1582,FUCHSIA,8,744.0,,2.0
E1582,GREEN,4,20.0,,1.0
E1582,PURPLE,12,205.0,,1.0
E1582,PURPLE,2,267.0,,2.0
E1582,PURPLE,2,531.0,,1.0
E1582,PURPLE,4,261.0,,1.0
E1582,PURPLE,4,294.0,,2.0
E1582,PURPLE,6,53.0,,4.0
E1582,TEAL,10,145.0,,1.0
E1582,TEAL,10,147.0,,1.0
E1582,TEAL,10,156.0,,5.0
E1582,TEAL,10,260.0,,1.0
E1582,TEAL,10,427.0,,1.0
E1582,TEAL,10,512.0,,1.0
E1582,TEAL,12,145.0,,2.0
E1582,TEAL,18,669.0,,1.0
E1582,TEAL,22,679.0,,1.0
E1582,TEAL,24,648.0,,1.0
E1582,TEAL,2XL,669.0,,1.0
E1582,TEAL,4,512.0,,7.0
E1582,TEAL,4,553.0,,5.0
E1582,TEAL,4,625.0,,3.0
E1582,TEAL,6,511.0,,11.0
E1582,TEAL,6,568.0,,1.0
E1582,TEAL,6,627.0,,1.0
E1582,TEAL,8,145.0,,4.0
E1582,TEAL,8,147.0,,4.0
E1582,TEAL,8,329.0,,3.0
E1582,TEAL,8,511.0,,12.0
E1582,TEAL,8,720.0,,3.0
E1657,BLACK,0,305.0,,4.0
E1657,BLACK,10,177.0,,4.0
E1657,BLACK,12,182.0,,1.0
E1657,BLACK,12,305.0,,1.0
E1657,BLACK,12,322.0,,2.0
E1657,BLACK,12,690.0,,2.0
E1657,BLACK,14,265.0,,1.0
E1657,BLACK,16,305.0,,2.0
E1657,BLACK,16,690.0,,1.0
E1657,BLACK,2,118.0,,1.0
E1657,BLACK,4,182.0,,1.0
E1657,BLACK,4,190.0,,1.0
E1657,BLACK,4,230.0,,1.0
E1657,BLACK,4,295.0,,1.0
E1657,BLACK,4,305.0,,4.0
E1657,BLACK,4,322.0,,1.0
E1657,BLACK,4,332.0,,1.0
E1657,BLACK,6,361.0,,1.0
E1657,BLACK,8,29.0,,3.0
E1657,BLACK,8,180.0,,2.0
E1657,BLACK,8,305.0,,9.0
E1657,BLACK,8,334.0,,2.0
E1657,BLACK,8,571.0,,1.0
E1657,BLACK,8,690.0,,1.0
E1657,LAVENDER,2,267.0,,1.0
E1657,LAVENDER,4,267.0,,1.0
E1657,LAVENDER,4,361.0,,1.0
E1657,TEAL,10,207.0,,1.0
E1657,TEAL,10,314.0,,1.0
E1657,TEAL,10,692.0,,1.0
E1657,TEAL,12,314.0,,1.0
E1657,TEAL,12,406.0,,2.0
E1657,TEAL,12,692.0,,2.0
E1657,TEAL,2,123.0,,1.0
E1657,TEAL,20,179.0,,5.0
E1657,TEAL,20,314.0,,1.0
E1657,TEAL,20,326.0,,1.0
E1657,TEAL,20,692.0,,3.0
E1657,TEAL,22,326.0,,1.0
E1657,TEAL,24,102.0,,1.0
E1657,TEAL,24,179.0,,4.0
E1657,TEAL,24,463.0,,2.0
E1657,TEAL,24,692.0,,2.0
E1657,TEAL,4,314.0,,2.0
E1657,TEAL,4,406.0,,4.0
E1657,TEAL,6,62.0,,3.0
E1657,TEAL,6,314.0,,2.0
E1657,TEAL,6,406.0,,5.0
E1657,TEAL,8,260.0,,2.0
E1657,TEAL,8,314.0,,4.0
E1657,TEAL,8,406.0,,1.0
E1657,TEAL,8,568.0,,1.0
E1657,TEAL,8,692.0,,2.0
E1663,FUCHSIA,10,45.0,,4.0
E1663,FUCHSIA,14,45.0,,2.0
E1663,FUCHSIA,18,45.0,,1.0
E1663,FUCHSIA,22,45.0,,2.0
E1663,FUCHSIA,4,292.0,,1.0
E1663,FUCHSIA,4,335.0,,6.0
E1663,FUCHSIA,4,338.0,,1.0
E1663,FUCHSIA,4,529.0,,1.0
E1663,FUCHSIA,6,360.0,,1.0
E1663,FUCHSIA,8,45.0,,1.0
E1663,FUCHSIA,8,335.0,,2.0
E1663,NAVY,0,115.0,,1.0
E1663,NAVY,0,300.0,,1.0
E1663,NAVY,10,333.0,,2.0
E1663,NAVY,10,550.0,,1.0
E1663,NAVY,14,333.0,,1.0
E1663,NAVY,14,362.0,,1.0
E1663,NAVY,16,300.0,,2.0
E1663,NAVY,2,115.0,,3.0
E1663,NAVY,24,418.0,,1.0
E1663,NAVY,30,157.0,,2.0
E1663,NAVY,4,300.0,,5.0
E1663,NAVY,6,115.0,,1.0
E1663,NAVY,6,300.0,,2.0
E1663,NAVY,8,300.0,,5.0
E1663,NAVY,XL,172.0,,3.0
E1663,PURPLE,10,125.0,,1.0
E1663,PURPLE,2,125.0,,5.0
E1663,PURPLE,24,125.0,,1.0
E1663,PURPLE,4,125.0,,7.0
E1663,PURPLE,4,301.0,,4.0
E1663,PURPLE,6,125.0,,2.0
E1663,PURPLE,8,125.0,,6.0
E1663,PURPLE,8,301.0,,2.0
E1696,BLACK,10,503.0,,2.0
E1696,BLACK,10,521.0,,11.0
E1696,BLACK,12,414.0,,1.0
E1696,BLACK,12,486.0,,1.0
E1696,BLACK,12,801.0,,3.0
E1696,BLACK,12,823.0,,1.0
E1696,BLACK,20,769.0,,1.0
E1696,BLACK,4,33.0,,4.0
E1696,BLACK,4,77.0,,8.0
E1696,BLACK,4,221.0,,3.0
E1696,BLACK,4,295.0,,3.0
E1696,BLACK,4,322.0,,2.0
E1696,BLACK,4,568.0,,1.0
E1696,BLACK,6,33.0,,1.0
E1696,BLACK,6,383.0,,7.0
E1696,BLACK,6,521.0,,2.0
E1696,BLACK,6,627.0,,1.0
E1696,BLACK,6,632.0,,1.0
E1696,BLACK,8,520.0,,16.0
E1696,BLACK,8,578.0,,1.0
E1696,BLACK,8,665.0,,2.0
E1696,BLUE/PINK,12,785.0,,1.0
E1696,BLUE/PINK,8,785.0,,1.0
E1696,CORAL,10,426.0,,2.0
E1696,CORAL,10,580.0,,3.0
E1696,CORAL,10,747.0,,1.0
E1696,CORAL,12,629.0,,2.0
E1696,CORAL,12,747.0,,1.0
E1696,CORAL,20,769.0,,1.0
E1696,CORAL,24,451.0,,3.0
E1696,CORAL,24,497.0,,2.0
E1696,CORAL,24,638.0,,4.0
E1696,CORAL,4,565.0,,1.0
E1696,CORAL,4,592.0,,1.0
E1696,CORAL,4,597.0,,2.0
E1696,CORAL,4,715.0,,2.0
E1696,CORAL,4,724.0,,2.0
E1696,CORAL,6,592.0,,1.0
E1696,CORAL,6,677.0,,3.0
E1696,CORAL,6,716.0,,1.0
E1696,CORAL,6,729.0,,1.0
E1696,CORAL,8,595.0,,1.0
E1696,CORAL,8,715.0,,3.0
E1696,CORAL,8,720.0,,3.0
E1696,CORAL,8,747.0,,1.0
E1696,RED,10,807.0,,1.0
E1696,RED,8,659.0,,2.0
E1696,ROYAL,10,427.0,,2.0
E1696,ROYAL,10,789.0,,1.0
E1696,ROYAL,4,675.0,,2.0
E1696,ROYAL,4,781.0,,3.0
E1696,ROYAL,6,612.0,,1.0
E1696,ROYAL,6,675.0,,2.0
E1696,ROYAL,6,787.0,,2.0
E1696,ROYAL,6,789.0,,4.0
E1696,ROYAL,8,499.0,,2.0
E1696,ROYAL,8,665.0,,1.0
E1696,ROYAL,8,789.0,,1.0
E1696,TEAL,4,127.0,,1.0
E1729,BANANA,20,806.0,,1.0
E1729,FUCHSIA,10,426.0,,1.0
E1729,FUCHSIA,10,562.0,,1.0
E1729,FUCHSIA,10,583.0,,5.0
E1729,FUCHSIA,12,824.0,,1.0
E1729,FUCHSIA,4,554.0,,2.0
E1729,FUCHSIA,4,581.0,,2.0
E1729,FUCHSIA,4,665.0,,2.0
E1729,FUCHSIA,4,782.0,,2.0
E1729,FUCHSIA,6,581.0,,2.0
E1729,FUCHSIA,6,669.0,,5.0
E1729,FUCHSIA,6,715.0,,6.0
E1729,FUCHSIA,8,554.0,,5.0
E1729,FUCHSIA,8,581.0,,1.0
E1729,FUCHSIA,8,665.0,,4.0
E1729,FUCHSIA,8,713.0,,2.0
E1729,IVORY,2,137.0,,3.0
E1729,IVORY,4,99.0,,1.0
E1729,IVORY,4,100.0,,8.0
E1729,IVORY,4,137.0,,1.0
E1729,IVORY,4,498.0,,4.0
E1729,IVORY,4,847.0,,1.0
E1729,IVORY,6,131.0,,1.0
E1729,IVORY,6,498.0,,2.0
E1729,IVORY,8,131.0,,9.0
E1729,MINT,20,105.0,,2.0
E1729,MINT,4,99.0,,13.0
E1729,MINT,4,105.0,,1.0
E1729,MINT,6,105.0,,11.0
E1729,MINT,8,99.0,,2.0
E1729,MINT,8,105.0,,1.0
E1729,PINK,22,675.0,,2.0
E1729,PRINT,10,463.0,,1.0
E1729,PRINT,12,463.0,,1.0
E1729,PRINT,6,463.0,,1.0
E1730,BLUE,2,106.0,,1.0
E1730,BLUE,4,106.0,,2.0
E1730,BLUE,8,106.0,,2.0
E1730,BURNT ORANGE,0,46.0,,2.0
E1730,BURNT ORANGE,10,333.0,,1.0
E1730,BURNT ORANGE,12,333.0,,1.0
E1730,BURNT ORANGE,14,333.0,,1.0
E1730,BURNT ORANGE,16,333.0,,1.0
E1730,BURNT ORANGE,20,333.0,,2.0
E1730,BURNT ORANGE,22,46.0,,2.0
E1730,BURNT ORANGE,24,333.0,,3.0
E1730,BURNT ORANGE,30,46.0,,1.0
E1730,BURNT ORANGE,4,46.0,,2.0
E1730,BURNT ORANGE,8,333.0,,1.0
E1730,BURNTORE,10,41.0,,3.0
E1730,BURNTORE,12,41.0,,1.0
E1730,BURNTORE,20,41.0,,3.0
E1730,BURNTORE,24,41.0,,1.0
E1730,BURNTORE,6,41.0,,1.0
E1730,CHARCOAL,10,144.0,,1.0
E1730,CHARCOAL,10,333.0,,2.0
E1730,CHARCOAL,12,26.0,,2.0
E1730,CHARCOAL,12,46.0,,5.0
E1730,CHARCOAL,12,144.0,,1.0
E1730,CHARCOAL,14,333.0,,1.0
E1730,CHARCOAL,16,144.0,,1.0
E1730,CHARCOAL,16,199.0,,1.0
E1730,CHARCOAL,18,333.0,,1.0
E1730,CHARCOAL,2,293.0,,1.0
E1730,CHARCOAL,20,26.0,,3.0
E1730,CHARCOAL,20,150.0,,1.0
E1730,CHARCOAL,24,150.0,,1.0
E1730,CHARCOAL,24,199.0,,2.0
E1730,CHARCOAL,24,360.0,,1.0
E1730,CHARCOAL,4,144.0,,1.0
E1730,CHARCOAL,4,293.0,,2.0
E1730,CHARCOAL,6,26.0,,4.0
E1730,CHARCOAL,6,144.0,,1.0
E1730,CHARCOAL,6,293.0,,1.0
E1730,CHARCOAL,8,26.0,,5.0
E1730,CHARCOAL,8,46.0,,1.0
E1730,CHARCOAL,8,144.0,,1.0
E1730,ORANGE,0,144.0,,1.0
E1730,ORANGE,30,199.0,,2.0
E1730,ORANGE,4,144.0,,1.0
E1730,ORANGE,4,199.0,,1.0
E1730,ORANGE,6,144.0,,1.0
E1730,ORANGE,6,199.0,,1.0
E1730,ROYAL,4,149.0,,3.0
E1730,ROYAL,4,418.0,,1.0
E1730,ROYAL,6,144.0,,2.0
E1730,ROYAL,6,149.0,,2.0
E1730,ROYAL,8,531.0,,1.0
E1796,BISCOTTI,20,406.0,,2.0
E1796,BISCOTTI,22,406.0,,1.0
E1796,BISCOTTI,4,121.0,,6.0
E1796,BISCOTTI,4,206.0,,5.0
E1796,BISCOTTI,4,300.0,,4.0
E1796,BISCOTTI,4,406.0,,2.0
E1796,BISCOTTI,4,848.0,,2.0
E1796,BISCOTTI,6,360.0,,1.0
E1796,BISCOTTI,6,406.0,,2.0
E1796,BISCOTTI,8,121.0,,1.0
E1796,BISCOTTI,8,206.0,,2.0
E1796,BISCOTTI,8,244.0,,2.0
E1796,BISCOTTI,8,300.0,,4.0
E1796,BISCOTTI,8,334.0,,2.0
E1796,BISCOTTI,8,336.0,,3.0
E1796,BISCOTTI,8,361.0,,1.0
E1796,BISCOTTI,8,709.0,,1.0
E1796,BLACK,10,503.0,,2.0
E1796,BLACK,10,808.0,,2.0
E1796,BLACK,4,62.0,,1.0
E1796,BLACK,4,294.0,,1.0
E1796,BLACK,6,361.0,,1.0
E1796,BLACK,6,405.0,,2.0
E1796,BLACK,6,808.0,,2.0
E1796,BLACK,6,845.0,,2.0
E1796,IVORY,2,123.0,,1.0
E1796,LAVENDER,12,806.0,,1.0
E1796,LAVENDER,2,849.0,,1.0
E1796,NAVY,12,405.0,,2.0
E1796,NAVY,12,801.0,,1.0
E1796,NAVY,2,267.0,,1.0
E1796,NAVY,4,405.0,,1.0
E1796,NAVY,4,712.0,,2.0
E1796,NAVY,4,801.0,,5.0
E1796,NAVY,4,848.0,,1.0
E1796,NAVY,6,405.0,,2.0
E1796,NAVY,6,712.0,,3.0
E1796,NAVY,6,801.0,,5.0
E1796,NAVY,6,848.0,,1.0
E1796,NAVY,8,405.0,,1.0
E1799,FUCHSIA,6,4.0,,2.0
E1799,FUCHSIA,8,19.0,,6.0
E1799,GREY,2,42.0,,1.0
E1799,LILAC,10,426.0,,1.0
E1799,LILAC,10,554.0,,5.0
E1799,LILAC,10,677.0,,8.0
E1799,LILAC,12,712.0,,2.0
E1799,LILAC,12,720.0,,5.0
E1799,LILAC,12,736.0,,4.0
E1799,LILAC,2,261.0,,6.0
E1799,LILAC,2,267.0,,1.0
E1799,LILAC,20,554.0,,1.0
E1799,LILAC,20,769.0,,2.0
E1799,LILAC,24,554.0,,1.0
E1799,LILAC,24,638.0,,2.0
E1799,LILAC,4,261.0,,5.0
E1799,LILAC,4,267.0,,1.0
E1799,LILAC,4,294.0,,1.0
E1799,LILAC,4,295.0,,7.0
E1799,LILAC,6,440.0,,1.0
E1799,LILAC,6,469.0,,1.0
E1799,LILAC,6,581.0,,3.0
E1799,LILAC,6,632.0,,1.0
E1799,LILAC,8,569.0,,2.0
E1799,LILAC,8,716.0,,3.0
E1799,LILAC,8,732.0,,5.0
E1799,TEAL,10,33.0,,1.0
E1799,TEAL,10,139.0,,5.0
E1799,TEAL,10,241.0,,1.0
E1799,TEAL,12,59.0,,1.0
E1799,TEAL,12,139.0,,2.0
E1799,TEAL,12,306.0,,3.0
E1799,TEAL,12,309.0,,4.0
E1799,TEAL,14,139.0,,1.0
E1799,TEAL,14,265.0,,2.0
E1799,TEAL,16,33.0,,1.0
E1799,TEAL,16,853.0,,1.0
E1799,TEAL,2,123.0,,1.0
E1799,TEAL,22,320.0,,2.0
E1799,TEAL,4,33.0,,2.0
E1799,TEAL,4,139.0,,1.0
E1799,TEAL,4,205.0,,1.0
E1799,TEAL,4,306.0,,1.0
E1799,TEAL,4,724.0,,1.0
E1799,TEAL,6,139.0,,3.0
E1799,TEAL,6,156.0,,2.0
E1799,TEAL,6,329.0,,1.0
E1799,TEAL,6,335.0,,2.0
E1799,TEAL,8,139.0,,5.0
E1799,TEAL,8,164.0,,3.0
E2106,BABY BLUE,0,596.0,,5.0
E2106,BABY BLUE,0,667.0,,3.0
E2106,BABY BLUE,10,259.0,,1.0
E2106,BABY BLUE,12,259.0,,1.0
E2106,BABY BLUE,2,259.0,,3.0
E2106,BABY BLUE,2,596.0,,1.0
E2106,BABY BLUE,2,667.0,,4.0
E2106,BABY BLUE,2,824.0,,1.0
E2106,BABY BLUE,4,259.0,,2.0
E2106,BABY BLUE,4,589.0,,2.0
E2106,BABY BLUE,4,596.0,,1.0
E2106,BABY BLUE,4,667.0,,2.0
E2106,BABY BLUE,6,204.0,,1.0
E2106,BABY BLUE,6,259.0,,6.0
E2106,SKY BLUE,0,696.0,,1.0
E2106,SKY BLUE,14,116.0,,1.0
E2106,SKY BLUE,16,116.0,,1.0
E2106,SKY BLUE,2,488.0,,1.0
E2106,SKY BLUE,2,691.0,,1.0
E2106,SKY BLUE,2,696.0,,3.0
E2106,SKY BLUE,4,595.0,,3.0
E2106,SKY BLUE,6,240.0,,8.0
E2106,SKY BLUE,8,150.0,,3.0
E2107,LAVENDER,0,233.0,,1.0
E2107,LAVENDER,0,242.0,,1.0
E2107,LAVENDER,0,256.0,,2.0
E2107,LAVENDER,10,233.0,,2.0
E2107,LAVENDER,10,256.0,,1.0
E2107,LAVENDER,12,233.0,,2.0
E2107,LAVENDER,12,256.0,,1.0
E2107,LAVENDER,12,603.0,,1.0
E2107,LAVENDER,16,59.0,,1.0
E2107,LAVENDER,16,233.0,,1.0
E2107,LAVENDER,16,256.0,,5.0
E2107,LAVENDER,18,256.0,,2.0
E2107,LAVENDER,2,233.0,,1.0
E2107,LAVENDER,2,256.0,,3.0
E2107,LAVENDER,2,544.0,,1.0
E2107,LAVENDER,2,849.0,,1.0
E2107,LAVENDER,4,233.0,,4.0
E2107,LAVENDER,4,256.0,,2.0
E2107,LAVENDER,6,256.0,,1.0
E2107,LAVENDER,6,404.0,,1.0
E2107,LAVENDER,8,233.0,,4.0
E2107,LAVENDER,8,256.0,,3.0
E2107,LAVENDER,8,787.0,,1.0
E2107,NAVY,0,848.0,,1.0
E2107,NAVY,10,624.0,,1.0
E2107,NAVY,14,544.0,,1.0
E2107,NAVY,14,624.0,,2.0
E2107,NAVY,14,732.0,,1.0
E2107,NAVY,14,847.0,,1.0
E2107,NAVY,18,624.0,,3.0
E2107,NAVY,4,847.0,,1.0
E2107,NAVY,6,791.0,,1.0
E2107,NAVY,6,847.0,,1.0
E2107,NAVY,8,624.0,,1.0
E2107,NAVY,8,791.0,,2.0
F1116,APPLE,7XL,808.0,,1.0
F1116,APPLE,M,808.0,,1.0
F1116,BLACK,10,283.0,,1.0
F1116,BLACK,12,283.0,,2.0
F1116,BLACK,2,283.0,,1.0
F1116,BLACK,4,283.0,,7.0
F1116,BLACK,8,283.0,,8.0
F1116,FUCHSIA,34,280.0,,2.0
F1116,FUCHSIA,38,241.0,,1.0
F1116,FUCHSIA,4,280.0,,8.0
F1116,FUCHSIA,8,280.0,,2.0
F1116,GOLD,12,281.0,,3.0
F1116,GOLD,14,281.0,,1.0
F1116,GOLD,2,281.0,,2.0
F1116,ROYAL,34,281.0,,3.0
F1116,ROYAL,38,281.0,,10.0
F1116,ROYAL,40,281.0,,2.0
F1116,SKY BLUE,6XL,636.0,,21.0
F1116,SKY BLUE,7XL,636.0,,4.0
F1116,SKY BLUE,8XL,636.0,,6.0
F1116,SKY BLUE,S,636.0,,1.0
F1116,TRUFFLE,34,282.0,,10.0
F1116,TRUFFLE,38,282.0,,4.0
F1116,TRUFFLE,40,282.0,,4.0
F1116,WHITE,34,280.0,,2.0
F1116,WHITE,40,280.0,,1.0
F570,BANANA,14,291.0,,1.0
F570,BANANA,34,447.0,,50.0
F570,LAVENDER,40,226.0,,1.0
F570,NAVY,XL,59.0,,1.0
F570,PINK,30,158.0,,1.0
F570,SKY BLUE,20,278.0,,5.0
F570,SKY BLUE,24,278.0,,1.0
G1116,APPLE RED,5XL,629.0,,1.0
G1116,APPLE RED,7XL,544.0,,1.0
G1116,APPLE RED,7XL,629.0,,3.0
G1116,APPLE RED,8XL,629.0,,16.0
G1116,APPLE RED,M,629.0,,3.0
G1116,APPLE RED,S,629.0,,8.0
G1116,BLACK,10,398.0,,5.0
G1116,BLACK,S,398.0,,6.0
G1116,BURGUNDY,24,291.0,,2.0
G1116,BURGUNDY,26,291.0,,3.0
G1116,BURGUNDY,8XL,173.0,,1.0
G1116,BURGUNDY,S,28.0,MILANO FORMALS,7.0
G1116,BURGUNDY,S,57.0,,8.0
G1116,BURGUNDY,S,398.0,,7.0
G1116,CHAMPAGNE,8XL,623.0,,2.0
G1116,FUCHSIA,38,105.0,,3.0
G1116,FUCHSIA,40,105.0,,3.0
G1116,FUCHSIA,7XL,327.0,,1.0
G1116,FUCHSIA,8XL,181.0,,1.0
G1116,FUCHSIA,8XL,327.0,,1.0
G1116,IVORY,16,398.0,,1.0
G1116,IVORY,18,398.0,,1.0
G1116,IVORY,2,42.0,MILANO FORMALS,4.0
G1116,IVORY,4,42.0,MILANO FORMALS,3.0
G1116,LAVENDER,6XL,28.0,MILANO FORMALS,18.0
G1116,LAVENDER,7XL,59.0,,1.0
G1116,LILAC,12,3.0,MILANO FORMALS,2.0
G1116,LILAC,12,58.0,,1.0
G1116,LILAC,12,147.0,,2.0
G1116,LILAC,12,154.0,,1.0
G1116,LILAC,12,171.0,,2.0
G1116,LILAC,18,154.0,,1.0
G1116,LILAC,2,154.0,,1.0
G1116,LILAC,20,3.0,MILANO FORMALS,1.0
G1116,LILAC,22,43.0,MILANO FORMALS,1.0
G1116,LILAC,26,174.0,,4.0
G1116,LILAC,34,362.0,,1.0
G1116,LILAC,4,154.0,,1.0
G1116,LILAC,4,174.0,,1.0
G1116,LILAC,4,320.0,,1.0
G1116,LILAC,4,327.0,,3.0
G1116,LILAC,4XL,174.0,,2.0
G1116,LILAC,6,3.0,MILANO FORMALS,3.0
G1116,LILAC,6,154.0,,1.0
G1116,LILAC,6,174.0,,1.0
G1116,LILAC,6,320.0,,1.0
G1116,LILAC,7XL,3.0,MILANO FORMALS,3.0
G1116,LILAC,7XL,58.0,,1.0
G1116,LILAC,7XL,391.0,,1.0
G1116,LILAC,8,154.0,,2.0
G1116,LILAC,8,171.0,,4.0
G1116,LILAC,8,174.0,,2.0
G1116,LILAC,8,320.0,,1.0
G1116,LILAC,8,362.0,,1.0
G1116,LILAC,8XL,2.0,MILANO FORMALS,12.0
G1116,LILAC,8XL,58.0,,2.0
G1116,LILAC,8XL,154.0,,1.0
G1116,LILAC,8XL,320.0,,1.0
G1116,LILAC,8XL,391.0,,1.0
G1116,LILAC,L,171.0,,1.0
G1116,LILAC,L,320.0,,1.0
G1116,LILAC,XL,147.0,,1.0
G1116,NAVY,38,463.0,,1.0
G1116,NAVY,5XL,299.0,,1.0
G1116,NAVY,6XL,299.0,,2.0
G1116,NAVY,6XL,391.0,,1.0
G1116,NAVY,6XL,463.0,,1.0
G1116,NAVY,7XL,299.0,,1.0
G1116,NAVY,7XL,391.0,,3.0
G1116,NAVY,8XL,391.0,,4.0
G1116,NAVY,M,395.0,,1.0
G1116,NAVY,S,391.0,,9.0
G1116,NAVY,S,653.0,,13.0
G1116,NAVY,XL,736.0,,1.0
G1116,PINK,6XL,770.0,,1.0
G1116,PINK,7XL,770.0,,11.0
G1116,PINK,8XL,770.0,,14.0
G1116,PINK,XL,770.0,,2.0
G1116,POOL,4XL,763.0,,1.0
G1116,POOL,L,503.0,,1.0
G1116,PURPLE,4XL,398.0,,1.0
G1116,PURPLE,8XL,540.0,,3.0
G1116,PURPLE,L,398.0,,1.0
G1116,PURPLE,S,398.0,,1.0
G1116,PURPLE,XL,398.0,,2.0
G1116,RED,40,622.0,,1.0
G1116,RED,6XL,622.0,,16.0
G1116,RED,6XL,635.0,,14.0
G1116,RED,7XL,622.0,,3.0
G1116,RED,7XL,635.0,,10.0
G1116,RED,8XL,622.0,,9.0
G1116,RED,8XL,635.0,,9.0
G1116,RED,L,635.0,,1.0
G1116,ROYAL,6XL,173.0,,1.0
G1116,ROYAL,6XL,180.0,,1.0
G1116,SAGE,20,769.0,,1.0
G1116,SILVER,12,319.0,,1.0
G1116,SILVER,2,42.0,MILANO FORMALS,4.0
G1116,SILVER,8,319.0,,2.0
G1116,SILVER,L,319.0,,3.0
G1116,SKY BLUE,6XL,463.0,,3.0
G1116,SKY BLUE,S,622.0,,4.0
G1116,TRUFFLE,7XL,540.0,,2.0
G1116,TRUFFLE,8XL,540.0,,4.0
G1116,TRUFFLE,M,398.0,,2.0
