STYLE NO.,COLOR,SIZE,BRAND NAME,QUANTITY
E1270,LILAC,4,,3.0
E1270,PEACH,16,,1.0
E1270,POOL,0-40,,1.0
E1270,POOL,10,,3.0
E1270,POOL,12,,5.0
E1270,POOL,4,,4.0
E1270,POOL,6,,4.0
E1270,POOL,8,,6.0
E1270,POOL,M,,4.0
E1270,POOL,S,,3.0
E1270,TEAL,10,,4.0
E1270,TEAL,12,,11.0
E1270,TEAL,14,,1.0
E1270,TEAL,2,,1.0
E1270,TEAL,24,,4.0
E1270,TEAL,2XL,,1.0
E1270,TEAL,2XL ,,1.0
E1270,TEAL,4,,7.0
E1270,TEAL,6,,7.0
E1270,TEAL,8,,9.0
E1270,TEAL,L,,2.0
E1270,TEAL,M,,1.0
E1270,TEAL,S,,3.0
E1285,CAFE,12,,1.0
E1285,CAFE,16,,1.0
E1285,CAFE,4,,1.0
E1285,FUCHSIA,12,,4.0
E1285,FUCHSIA,14,,1.0
E1285,FUCHSIA,18,,4.0
E1285,FUCHSIA,20,,2.0
E1285,FUCHSIA,24,,7.0
E1285,FUCHSIA,30,,5.0
E1285,IVORY PRINT,10,,1.0
E1285,LILAC,12,,4.0
E1285,LILAC,16,,6.0
E1285,LILAC,18,MILANO FORMALS,1.0
E1285,LILAC,20,,2.0
E1285,LILAC,24,,6.0
E1285,LILAC,L,,1.0
E1285,LILAC,XL,,3.0
E1285,PINK,24,,1.0
E1285,PURPLE,2XL,,1.0
E1285,PURPLE,L,,1.0
E1285,PURPLE,M,,1.0
E1285,PURPLE,S,,1.0
E1285,SAGE,10,,1.0
E1285,SAGE,L,,2.0
E1295,FUCHSIA,4,,3.0
E1295,FUCHSIA,6,,5.0
E1295,FUCHSIA,8,,12.0
E1295,POOL,3XL,,1.0
E1295,SAGE,L,,1.0
E1295,SAGE,M,,1.0
E1295,SAGE,S,,1.0
E1295,TEAL,12,,4.0
E1295,TEAL,14,,3.0
E1295,TEAL,16,,3.0
E1295,TEAL,20,,14.0
E1295,TEAL,4,,10.0
E1295,TEAL,8,,7.0
E1295,TRUFFLE,10,,6.0
E1295,TRUFFLE,12,,15.0
E1295,TRUFFLE,16,,8.0
E1295,TRUFFLE,20,,5.0
E1295,TRUFFLE,24,,1.0
E1295,TRUFFLE,4,,19.0
E1295,TRUFFLE,6,,5.0
E1295,TRUFFLE,8,,13.0
E1295,TRUFFLE,L,,2.0
E1295,WATERMELON,S,,1.0
E1312,CLARET,10,,2.0
E1312,CLARET,12,,2.0
E1312,CLARET,16,,2.0
E1312,CLARET,18,,2.0
E1312,CLARET,2XL,,11.0
E1312,CLARET,3XL,,5.0
E1312,CLARET,8,,5.0
E1312,CLARET,M,,2.0
E1312,CLARET,XL,,3.0
E1312,SANGRIA,S,,2.0
E1312,SILVER,3XL,,1.0
E1312,SUNSHINE,L,,6.0
E1312,SUNSHINE,S,,5.0
E1312,SUNSHINE,XL,,7.0
E1340,APPLE RED,4,,2.0
E1340,APPLE RED,S,,1.0
E1340,APPLE RED,XL,,1.0
E1340,BLACK,10,,1.0
E1340,BLACK,12,,1.0
E1340,BLACK,16,,1.0
E1340,BLACK,4,,1.0
E1340,BLACK,6,,5.0
E1340,BLACK,S,,1.0
E1340,CORAL,18,,1.0
E1340,CORAL,4,,2.0
E1340,CORAL,S,,1.0
E1340,CORAL,XL,,1.0
E1340,POOL,10,,4.0
E1340,POOL,4,,2.0
E1340,POOL,8,,1.0
E1340,POOL,S,,1.0
E1340,PURPLE,12,,1.0
E1340,PURPLE,18,,1.0
E1340,PURPLE,4,,9.0
E1340,PURPLE,8,,4.0
E1340,PURPLE,M,,12.0
E1340,PURPLE,S,,7.0
E1340,RED,12,,2.0
E1340,RED,2XL,,1.0
E1340,RED,4,,3.0
E1340,WHITE,10,,3.0
E1340,WHITE,12,,9.0
E1340,WHITE,14,,5.0
E1340,WHITE,16,,1.0
E1340,WHITE,4,,5.0
E1340,WHITE,6,,4.0
E1340,WHITE,8,,6.0
E1340,WHITE,S,,1.0
E1371,APPLERED WHITE,L,,10.0
E1371,APPLERED WHITE,M,,9.0
E1371,APPLERED WHITE,S,,12.0
E1371,SAGE,14,,1.0
E1371,SAGE,M,,1.0
E1371,SAGE,S,,1.0
E1371,TRUFFLE/WHITE,2XL,,2.0
E1371,TRUFFLE/WHITE,3XL,,1.0
E1371,TRUFFLE/WHITE,L,,8.0
E1371,TRUFFLE/WHITE,M,,8.0
E1371,TRUFFLE/WHITE,S,,10.0
E1379,CORAL,24,,4.0
E1379,CORAL,28,,2.0
E1379,CORAL,4,,4.0
E1379,CORAL,6,,1.0
E1379,CORAL,8,,4.0
E1379,NAVY,22,,1.0
E1379,NAVY,28,,1.0
E1379,PEACOCK,10,,5.0
E1379,PEACOCK,18,,2.0
E1379,PEACOCK,2,,4.0
E1379,PEACOCK,4,,9.0
E1379,PEACOCK,6,,6.0
E1379,PEACOCK,8,,12.0
E1379,SAGE,4,,1.0
E1379,TEAL,4,,1.0
E1379,TRUFFLE,10,,11.0
E1379,TRUFFLE,3,,1.0
E1379,TRUFFLE,4,,8.0
E1379,TRUFFLE,6,,1.0
E1379,TRUFFLE,8,,18.0
E1379,WATERMELON,10,,2.0
E1379,WATERMELON,28,,2.0
E1379,WATERMELON,6,,3.0
E1387,GREEN,12,,1.0
E1387,GREEN,4,,8.0
E1387,GREEN,8,,1.0
E1387,PINK,10,,3.0
E1387,PINK,12,,2.0
E1387,PINK,16,,2.0
E1387,PINK,18,,1.0
E1387,PINK,20,,4.0
E1387,PINK,22,,2.0
E1387,PINK,24,,8.0
E1387,PINK,26,,1.0
E1387,PINK,4,,2.0
E1387,PINK,8,,7.0
E1387,TURQUOISE,2,,1.0
E1387,TURQUOISE,24,,4.0
E1387,TURQUOISE,4,,12.0
E1387,TURQUOISE,8,,7.0
E1391,CLARET,20,,1.0
E1391,CLARET,20 W,,2.0
E1391,CLARET,22,,1.0
E1391,CLARET,24,,10.0
E1391,CLARET,24 W,,1.0
E1391,CLARET,28,,2.0
E1391,PURPLE,10,,1.0
E1391,PURPLE,12,,2.0
E1391,PURPLE,2,,1.0
E1391,PURPLE,20,,3.0
E1391,PURPLE,24,,11.0
E1391,PURPLE,26,,1.0
E1391,PURPLE,28,,4.0
E1391,PURPLE,4,,12.0
E1391,PURPLE,6,,5.0
E1391,PURPLE,8,,16.0
E1391,ROYAL,2,,1.0
E1391,ROYAL,24,,5.0
E1391,ROYAL,28,,2.0
E1391,ROYAL,4,,3.0
E1391,ROYAL BLUE,4,,2.0
E1412,BLACK,12,,1.0
E1412,BLACK,14,,14.0
E1412,BLACK,4,,10.0
E1412,BLACK,8,,20.0
E1412,BROWN,10,,1.0
E1412,BROWN,12,,20.0
E1412,BROWN,14,,1.0
E1412,BROWN,16,,7.0
E1412,BROWN,20,,4.0
E1412,BROWN,24,,1.0
E1412,BROWN,4,,26.0
E1412,BROWN,8,,26.0
E1412,ROYAL,12,,4.0
E1412,ROYAL,2,,7.0
E1412,ROYAL,4,,13.0
E1412,ROYAL,6,,1.0
E1412,ROYAL,8,,23.0
E1420,CHAMPAGNE,12,,1.0
E1420,CHAMPAGNE,2,,2.0
E1420,CHAMPAGNE,4,,3.0
E1420,PURPLE,10,,1.0
E1420,PURPLE,12,,3.0
E1420,PURPLE,2,,4.0
E1420,PURPLE,24,,1.0
E1420,PURPLE,4,,5.0
E1420,PURPLE,6,,4.0
E1420,PURPLE,8,,3.0
E1420,ROYAL,10,,5.0
E1420,ROYAL,2,,2.0
E1420,ROYAL,20,,1.0
E1420,ROYAL,22,,4.0
E1420,ROYAL,4,,22.0
E1420,ROYAL,6,,10.0
E1420,ROYAL,8,,13.0
E1420,SEA BLACK,0-30,,1.0
E1421,CORAL,10,,8.0
E1421,CORAL,20,,3.0
E1421,CORAL,24,,3.0
E1421,CORAL,4,,11.0
E1421,CORAL,6,,7.0
E1421,CORAL,8,,14.0
E1421,GREY,10,,2.0
E1421,GREY,12,,4.0
E1421,GREY,16,,2.0
E1421,GREY,2,,1.0
E1421,GREY,24,,4.0
E1421,GREY,4,,2.0
E1421,GREY,8,,7.0
E1421,ROYAL,10,,2.0
E1421,ROYAL,4,,8.0
E1421,ROYAL,6,,1.0
E1421,SILVER,14,,1.0
E1421,SILVER,22,,1.0
E1421,SILVER,8,,1.0
E1463,CORAL,10,,3.0
E1463,CORAL,12,,4.0
E1463,CORAL,2,,3.0
E1463,CORAL,20,,5.0
E1463,CORAL,4,,5.0
E1463,CORAL,6,,2.0
E1463,CORAL,8,,4.0
E1463,TEAL,0,,4.0
E1463,TEAL,10,,4.0
E1463,TEAL,12,,2.0
E1463,TEAL,14,,2.0
E1463,TEAL,16,,3.0
E1463,TEAL,2,,3.0
E1463,TEAL,24,,2.0
E1463,TEAL,28,,2.0
E1463,TEAL,30,,1.0
E1463,TEAL,4,,9.0
E1463,TEAL,6,,2.0
E1463,TEAL,8,,8.0
E1463,TRUFFLE,12,,8.0
E1463,TRUFFLE,16,,6.0
E1463,TRUFFLE,20,,5.0
E1463,TRUFFLE,24,,2.0
E1463,TRUFFLE,4,,12.0
E1463,TRUFFLE,8,,4.0
E1502,CLARET,0,,3.0
E1502,CLARET,10,,6.0
E1502,CLARET,2,,1.0
E1502,CLARET,4,,13.0
E1502,CLARET,8,,6.0
E1502,IVORY,2,,1.0
E1502,IVORY,4,,8.0
E1502,IVORY,6,,6.0
E1502,IVORY,8,,3.0
E1502,NAVY,0,,2.0
E1502,NAVY,10,,6.0
E1502,NAVY,12,,7.0
E1502,NAVY,4,,13.0
E1502,NAVY,6,,7.0
E1502,NAVY,8,,1.0
E1502,POOL,12,,1.0
E1502,RED,10,,2.0
E1520,BURNT ORANGE,0,,1.0
E1520,BURNT ORANGE,10,,6.0
E1520,BURNT ORANGE,12,,8.0
E1520,BURNT ORANGE,14,,1.0
E1520,BURNT ORANGE,16,,3.0
E1520,BURNT ORANGE,18,,1.0
E1520,BURNT ORANGE,2,,3.0
E1520,BURNT ORANGE,20,,9.0
E1520,BURNT ORANGE,24,,5.0
E1520,BURNT ORANGE,4,,6.0
E1520,BURNT ORANGE,6,,8.0
E1520,BURNT ORANGE,8,,17.0
E1520,SANGRIA,14,,6.0
E1520,SANGRIA,18,,3.0
E1520,SANGRIA,22,,8.0
E1520,SANGRIA,24,,1.0
E1531,CORAL,10,,5.0
E1531,CORAL,12,,6.0
E1531,CORAL,16,,1.0
E1531,CORAL,20,,3.0
E1531,CORAL,24,,2.0
E1531,CORAL,4,,7.0
E1531,CORAL,6,,10.0
E1531,CORAL,8,,10.0
E1531,CORAL,L,,1.0
E1531,POOL,10,,4.0
E1531,POOL,12,,8.0
E1531,POOL,4,,8.0
E1531,POOL,6,,8.0
E1531,POOL,8,,2.0
E1531,PURPLE,10,,5.0
E1531,PURPLE,12,,4.0
E1531,PURPLE,14,,1.0
E1531,PURPLE,16,,2.0
E1531,PURPLE,4,,7.0
E1531,PURPLE,6,,4.0
E1531,PURPLE,8,,22.0
E1544,BLACK,12,,1.0
E1544,BLACK,4,,11.0
E1544,BLACK,6,,10.0
E1544,BLACK,8,,13.0
E1544,RED,10,,6.0
E1544,RED,12,,4.0
E1544,RED,14,,2.0
E1544,RED,18,,5.0
E1544,RED,2,,1.0
E1544,RED,20,,2.0
E1544,RED,22,,5.0
E1544,RED,24,,3.0
E1544,RED,4,,2.0
E1544,RED,6,,1.0
E1581,BLACK,10,,1.0
E1581,BLACK,12,,1.0
E1581,BLACK,16,,1.0
E1581,BLACK,2,,1.0
E1581,BLACK,22,,1.0
E1581,BLACK,24,,1.0
E1581,BLACK,4,,1.0
E1581,BLACK,6,,1.0
E1581,BLACK,8,,1.0
E1581,CLARET,18,,1.0
E1581,PURPLE,14,,5.0
E1581,PURPLE,16,,3.0
E1581,PURPLE,18,,1.0
E1581,PURPLE,2,,2.0
E1581,PURPLE,22,,2.0
E1581,PURPLE,24,,2.0
E1581,PURPLE,4,,7.0
E1581,PURPLE,6,,2.0
E1581,RED,0,,1.0
E1581,RED,10,,1.0
E1581,RED,12,,1.0
E1581,RED,14,,2.0
E1581,RED,16,,4.0
E1581,RED,18,,1.0
E1581,RED,2,,2.0
E1581,RED,22,,1.0
E1581,RED,24,,2.0
E1581,RED,4,,4.0
E1581,RED,6,,1.0
E1581,RED,8,,1.0
E1582,BURGUNDY,4,,1.0
E1582,BURGUNDY,8,,2.0
E1582,FUCHSIA,10,,7.0
E1582,FUCHSIA,12,,2.0
E1582,FUCHSIA,14,,1.0
E1582,FUCHSIA,16,,1.0
E1582,FUCHSIA,2,,1.0
E1582,FUCHSIA,4,,19.0
E1582,FUCHSIA,6,,8.0
E1582,FUCHSIA,8,,21.0
E1582,GREEN,4,,1.0
E1582,PURPLE,12,,1.0
E1582,PURPLE,2,,3.0
E1582,PURPLE,4,,3.0
E1582,PURPLE,6,,4.0
E1582,TEAL,10,,10.0
E1582,TEAL,12,,2.0
E1582,TEAL,18,,1.0
E1582,TEAL,22,,1.0
E1582,TEAL,24,,1.0
E1582,TEAL,2XL,,1.0
E1582,TEAL,4,,15.0
E1582,TEAL,6,,13.0
E1582,TEAL,8,,26.0
E1657,BLACK,0,,4.0
E1657,BLACK,10,,4.0
E1657,BLACK,12,,6.0
E1657,BLACK,14,,1.0
E1657,BLACK,16,,3.0
E1657,BLACK,2,,1.0
E1657,BLACK,4,,10.0
E1657,BLACK,6,,1.0
E1657,BLACK,8,,18.0
E1657,LAVENDER,2,,1.0
E1657,LAVENDER,4,,2.0
E1657,TEAL,10,,3.0
E1657,TEAL,12,,5.0
E1657,TEAL,2,,1.0
E1657,TEAL,20,,10.0
E1657,TEAL,22,,1.0
E1657,TEAL,24,,9.0
E1657,TEAL,4,,6.0
E1657,TEAL,6,,10.0
E1657,TEAL,8,,10.0
E1663,FUCHSIA,10,,4.0
E1663,FUCHSIA,14,,2.0
E1663,FUCHSIA,18,,1.0
E1663,FUCHSIA,22,,2.0
E1663,FUCHSIA,4,,9.0
E1663,FUCHSIA,6,,1.0
E1663,FUCHSIA,8,,3.0
E1663,NAVY,0,,2.0
E1663,NAVY,10,,3.0
E1663,NAVY,14,,2.0
E1663,NAVY,16,,2.0
E1663,NAVY,2,,3.0
E1663,NAVY,24,,1.0
E1663,NAVY,30,,2.0
E1663,NAVY,4,,5.0
E1663,NAVY,6,,3.0
E1663,NAVY,8,,5.0
E1663,NAVY,XL,,3.0
E1663,PURPLE,10,,1.0
E1663,PURPLE,2,,5.0
E1663,PURPLE,24,,1.0
E1663,PURPLE,4,,11.0
E1663,PURPLE,6,,2.0
E1663,PURPLE,8,,8.0
E1696,BLACK,10,,13.0
E1696,BLACK,12,,6.0
E1696,BLACK,20,,1.0
E1696,BLACK,4,,21.0
E1696,BLACK,6,,12.0
E1696,BLACK,8,,19.0
E1696,BLUE/PINK,12,,1.0
E1696,BLUE/PINK,8,,1.0
E1696,CORAL,10,,6.0
E1696,CORAL,12,,3.0
E1696,CORAL,20,,1.0
E1696,CORAL,24,,9.0
E1696,CORAL,4,,8.0
E1696,CORAL,6,,6.0
E1696,CORAL,8,,8.0
E1696,RED,10,,1.0
E1696,RED,8,,2.0
E1696,ROYAL,10,,3.0
E1696,ROYAL,4,,5.0
E1696,ROYAL,6,,9.0
E1696,ROYAL,8,,4.0
E1696,TEAL,4,,1.0
E1729,BANANA,20,,1.0
E1729,FUCHSIA,10,,7.0
E1729,FUCHSIA,12,,1.0
E1729,FUCHSIA,4,,8.0
E1729,FUCHSIA,6,,13.0
E1729,FUCHSIA,8,,12.0
E1729,IVORY,2,,3.0
E1729,IVORY,4,,15.0
E1729,IVORY,6,,3.0
E1729,IVORY,8,,9.0
E1729,MINT,20,,2.0
E1729,MINT,4,,14.0
E1729,MINT,6,,11.0
E1729,MINT,8,,3.0
E1729,PINK,22,,2.0
E1729,PRINT,10,,1.0
E1729,PRINT,12,,1.0
E1729,PRINT,6,,1.0
E1730,BLUE,2,,1.0
E1730,BLUE,4,,2.0
E1730,BLUE,8,,2.0
E1730,BURNT ORANGE,0,,2.0
E1730,BURNT ORANGE,10,,1.0
E1730,BURNT ORANGE,12,,1.0
E1730,BURNT ORANGE,14,,1.0
E1730,BURNT ORANGE,16,,1.0
E1730,BURNT ORANGE,20,,2.0
E1730,BURNT ORANGE,22,,2.0
E1730,BURNT ORANGE,24,,3.0
E1730,BURNT ORANGE,30,,1.0
E1730,BURNT ORANGE,4,,2.0
E1730,BURNT ORANGE,8,,1.0
E1730,BURNTORE,10,,3.0
E1730,BURNTORE,12,,1.0
E1730,BURNTORE,20,,3.0
E1730,BURNTORE,24,,1.0
E1730,BURNTORE,6,,1.0
E1730,CHARCOAL,10,,3.0
E1730,CHARCOAL,12,,8.0
E1730,CHARCOAL,14,,1.0
E1730,CHARCOAL,16,,2.0
E1730,CHARCOAL,18,,1.0
E1730,CHARCOAL,2,,1.0
E1730,CHARCOAL,20,,4.0
E1730,CHARCOAL,24,,4.0
E1730,CHARCOAL,4,,3.0
E1730,CHARCOAL,6,,6.0
E1730,CHARCOAL,8,,7.0
E1730,ORANGE,0,,1.0
E1730,ORANGE,30,,2.0
E1730,ORANGE,4,,2.0
E1730,ORANGE,6,,2.0
E1730,ROYAL,4,,4.0
E1730,ROYAL,6,,4.0
E1730,ROYAL,8,,1.0
E1796,BISCOTTI,20,,2.0
E1796,BISCOTTI,22,,1.0
E1796,BISCOTTI,4,,19.0
E1796,BISCOTTI,6,,3.0
E1796,BISCOTTI,8,,16.0
E1796,BLACK,10,,4.0
E1796,BLACK,4,,2.0
E1796,BLACK,6,,7.0
E1796,IVORY,2,,1.0
E1796,LAVENDER,12,,1.0
E1796,LAVENDER,2,,1.0
E1796,NAVY,12,,3.0
E1796,NAVY,2,,1.0
E1796,NAVY,4,,9.0
E1796,NAVY,6,,11.0
E1796,NAVY,8,,1.0
E1799,FUCHSIA,6,,2.0
E1799,FUCHSIA,8,,6.0
E1799,GREY,2,,1.0
E1799,LILAC,10,,14.0
E1799,LILAC,12,,11.0
E1799,LILAC,2,,7.0
E1799,LILAC,20,,3.0
E1799,LILAC,24,,3.0
E1799,LILAC,4,,14.0
E1799,LILAC,6,,6.0
E1799,LILAC,8,,10.0
E1799,TEAL,10,,7.0
E1799,TEAL,12,,10.0
E1799,TEAL,14,,3.0
E1799,TEAL,16,,2.0
E1799,TEAL,2,,1.0
E1799,TEAL,22,,2.0
E1799,TEAL,4,,6.0
E1799,TEAL,6,,8.0
E1799,TEAL,8,,8.0
E2106,BABY BLUE,0,,8.0
E2106,BABY BLUE,10,,1.0
E2106,BABY BLUE,12,,1.0
E2106,BABY BLUE,2,,9.0
E2106,BABY BLUE,4,,7.0
E2106,BABY BLUE,6,,7.0
E2106,SKY BLUE,0,,1.0
E2106,SKY BLUE,14,,1.0
E2106,SKY BLUE,16,,1.0
E2106,SKY BLUE,2,,5.0
E2106,SKY BLUE,4,,3.0
E2106,SKY BLUE,6,,8.0
E2106,SKY BLUE,8,,3.0
E2107,LAVENDER,0,,4.0
E2107,LAVENDER,10,,3.0
E2107,LAVENDER,12,,4.0
E2107,LAVENDER,16,,7.0
E2107,LAVENDER,18,,2.0
E2107,LAVENDER,2,,6.0
E2107,LAVENDER,4,,6.0
E2107,LAVENDER,6,,2.0
E2107,LAVENDER,8,,8.0
E2107,NAVY,0,,1.0
E2107,NAVY,10,,1.0
E2107,NAVY,14,,5.0
E2107,NAVY,18,,3.0
E2107,NAVY,4,,1.0
E2107,NAVY,6,,2.0
E2107,NAVY,8,,3.0
F1116,APPLE,7XL,,1.0
F1116,APPLE,M,,1.0
F1116,BLACK,10,,1.0
F1116,BLACK,12,,2.0
F1116,BLACK,2,,1.0
F1116,BLACK,4,,7.0
F1116,BLACK,8,,8.0
F1116,FUCHSIA,34,,2.0
F1116,FUCHSIA,38,,1.0
F1116,FUCHSIA,4,,8.0
F1116,FUCHSIA,8,,2.0
F1116,GOLD,12,,3.0
F1116,GOLD,14,,1.0
F1116,GOLD,2,,2.0
F1116,ROYAL,34,,3.0
F1116,ROYAL,38,,10.0
F1116,ROYAL,40,,2.0
F1116,SKY BLUE,6XL,,21.0
F1116,SKY BLUE,7XL,,4.0
F1116,SKY BLUE,8XL,,6.0
F1116,SKY BLUE,S,,1.0
F1116,TRUFFLE,34,,10.0
F1116,TRUFFLE,38,,4.0
F1116,TRUFFLE,40,,4.0
F1116,WHITE,34,,2.0
F1116,WHITE,40,,1.0
F570,BANANA,14,,1.0
F570,BANANA,34,,50.0
F570,LAVENDER,40,,1.0
F570,NAVY,XL,,1.0
F570,PINK,30,,1.0
F570,SKY BLUE,20,,5.0
F570,SKY BLUE,24,,1.0
G1116,APPLE RED,5XL,,1.0
G1116,APPLE RED,7XL,,4.0
G1116,APPLE RED,8XL,,16.0
G1116,APPLE RED,M,,3.0
G1116,APPLE RED,S,,8.0
G1116,BLACK,10,,5.0
G1116,BLACK,S,,6.0
G1116,BURGUNDY,24,,2.0
G1116,BURGUNDY,26,,3.0
G1116,BURGUNDY,8XL,,1.0
G1116,BURGUNDY,S,MILANO FORMALS,22.0
G1116,CHAMPAGNE,8XL,,2.0
G1116,FUCHSIA,38,,3.0
G1116,FUCHSIA,40,,3.0
G1116,FUCHSIA,7XL,,1.0
G1116,FUCHSIA,8XL,,2.0
G1116,IVORY,16,,1.0
G1116,IVORY,18,,1.0
G1116,IVORY,2,MILANO FORMALS,4.0
G1116,IVORY,4,MILANO FORMALS,3.0
G1116,LAVENDER,6XL,MILANO FORMALS,18.0
G1116,LAVENDER,7XL,,1.0
G1116,LILAC,12,MILANO FORMALS,8.0
G1116,LILAC,18,,1.0
G1116,LILAC,2,,1.0
G1116,LILAC,20,MILANO FORMALS,1.0
G1116,LILAC,22,MILANO FORMALS,1.0
G1116,LILAC,26,,4.0
G1116,LILAC,34,,1.0
G1116,LILAC,4,,6.0
G1116,LILAC,4XL,,2.0
G1116,LILAC,6,MILANO FORMALS,6.0
G1116,LILAC,7XL,MILANO FORMALS,5.0
G1116,LILAC,8,,10.0
G1116,LILAC,8XL,MILANO FORMALS,17.0
G1116,LILAC,L,,2.0
G1116,LILAC,XL,,1.0
G1116,NAVY,38,,1.0
G1116,NAVY,5XL,,1.0
G1116,NAVY,6XL,,4.0
G1116,NAVY,7XL,,4.0
G1116,NAVY,8XL,,4.0
G1116,NAVY,M,,1.0
G1116,NAVY,S,,22.0
G1116,NAVY,XL,,1.0
G1116,PINK,6XL,,1.0
G1116,PINK,7XL,,11.0
G1116,PINK,8XL,,14.0
G1116,PINK,XL,,2.0
G1116,POOL,4XL,,1.0
G1116,POOL,L,,1.0
G1116,PURPLE,4XL,,1.0
G1116,PURPLE,8XL,,3.0
G1116,PURPLE,L,,1.0
G1116,PURPLE,S,,1.0
G1116,PURPLE,XL,,2.0
G1116,RED,40,,1.0
G1116,RED,6XL,,30.0
G1116,RED,7XL,,13.0
G1116,RED,8XL,,18.0
G1116,RED,L,,1.0
G1116,ROYAL,6XL,,2.0
G1116,SAGE,20,,1.0
G1116,SILVER,12,,1.0
G1116,SILVER,2,MILANO FORMALS,4.0
G1116,SILVER,8,,2.0
G1116,SILVER,L,,3.0
G1116,SKY BLUE,6XL,,3.0
G1116,SKY BLUE,S,,4.0
G1116,TRUFFLE,7XL,,2.0
G1116,TRUFFLE,8XL,,4.0
G1116,TRUFFLE,M,,2.0
