Handle,Title,Body (HTML),Description,Vendor,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Image Src,Variant SKU,Variant Inventory Qty,Variant Price,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Image Src,Variant Inventory Tracker,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,6,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_6,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_6,,US,622.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,6,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_6,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_6,,US,787.0,0,0,0,3.0,3.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_8,5.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_8,,US,537.0,0,0,0,5.0,5.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_8,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_8,,US,572.0,0,0,0,3.0,3.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_8,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_8,,US,602.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_8,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_8,,US,713.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_8,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_8,,US,725.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,S,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_S,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_S,,US,43.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,S,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_S,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_S,,US,59.0,0,0,0,3.0,3.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,S,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_S,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_S,,US,531.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,S,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_S,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_S,,US,763.0,0,0,0,1.0,1.0
e1260,E1260 Milano Formals Bridesmaids,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,This Bridesmaid dress has a Zipper closure. The main fabric is Chiffon,Milano Formals,Dress,Size,S,Color,TRUFFLE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,E1260_TRUFFLE_S,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1260___Claret___6_.jpg,shopify,E1260_TRUFFLE_S,,US,769.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,2,Color,APPLE RED,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_APPLE RED_2,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_APPLE RED_2,,US,243.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8XL,Color,APPLE RED,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_APPLE RED_8XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_APPLE RED_8XL,,US,204.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8XL,Color,APPLE RED,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_APPLE RED_8XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_APPLE RED_8XL,,US,362.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,0,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_0,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_0,,US,113.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,0,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_0,4.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_0,,US,242.0,0,0,0,4.0,4.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,2,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_2,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_2,,US,114.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,24,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_24,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_24,,US,44.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,34,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_34,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_34,,US,44.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,4,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_4,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_4,,US,43.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,4,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_4,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_4,,US,50.0,0,0,0,3.0,3.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,5XL,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_5XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_5XL,,US,263.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,7XL,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_7XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_7XL,,US,44.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8XL,Color,BLACK,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_BLACK_8XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_BLACK_8XL,,US,190.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,12,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_12,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_12,,US,312.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,12,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_12,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_12,,US,334.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,14,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_14,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_14,,US,361.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,16,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_16,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_16,,US,64.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,16,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_16,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_16,,US,154.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,18,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_18,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_18,,US,334.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,2,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_2,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_2,,US,243.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,30,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_30,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_30,,US,159.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,32,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_32,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_32,,US,64.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,32,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_32,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_32,,US,154.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,36,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_36,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_36,,US,154.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,36,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_36,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_36,,US,181.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,4,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_4,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_4,,US,779.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,40,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_40,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_40,,US,154.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,7XL,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_7XL,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_7XL,,US,64.0,0,0,0,3.0,3.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,8,Color,CLARET,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CLARET_8,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CLARET_8,,US,159.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,10,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_10,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_10,,US,160.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,12,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_12,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_12,,US,160.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,16,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_16,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_16,,US,160.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,20,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_20,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_20,,US,136.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,20,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_20,6.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_20,,US,160.0,0,0,0,6.0,6.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,24,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_24,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_24,,US,136.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,24,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_24,5.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_24,,US,160.0,0,0,0,5.0,5.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,26,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_26,2.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_26,,US,136.0,0,0,0,2.0,2.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,2XL,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_2XL,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_2XL,,US,160.0,0,0,0,1.0,1.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,30,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_30,3.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_30,,US,136.0,0,0,0,3.0,3.0
e1264,E1264 Milano Formals Bridesmaids,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,Milano Formals,Dress,Size,32,Color,CORAL,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,E1264_CORAL_32,1.0,$200,deny,TRUE,TRUE,https://www.estylecdn.com/manufcols/milanoformals/current/zoom/E1264___Coral__9_.jpg,shopify,E1264_CORAL_32,,US,160.0,0,0,0,1.0,1.0
