Code,Color,Size,Brand,Quantity,Category,Description,Price,Collection
E2101,WINE,10,MILANO FORMALS,1,Gala/ pageant,"Unleash the vixen in you with this flattering jersey evening dress by Milano Formals 2101. Sexy yet classy, this piece has a halter neckline and racer open back for that much-needed oomph. The bodice has a stunning midriff cutout that slowly transitions to its ribbon banded waist. The fitted skirt flows down flawlessly to a sweep of train",199.0,Holiday
E2101,WINE,12,MILANO FORMALS,3,Gala/ pageant,"Unleash the vixen in you with this flattering jersey evening dress by Milano Formals 2101. Sexy yet classy, this piece has a halter neckline and racer open back for that much-needed oomph. The bodice has a stunning midriff cutout that slowly transitions to its ribbon banded waist. The fitted skirt flows down flawlessly to a sweep of train",199.0,Holiday
E2101,WINE,14,MILANO FORMALS,3,Gala/ pageant,"Unleash the vixen in you with this flattering jersey evening dress by Milano Formals 2101. Sexy yet classy, this piece has a halter neckline and racer open back for that much-needed oomph. The bodice has a stunning midriff cutout that slowly transitions to its ribbon banded waist. The fitted skirt flows down flawlessly to a sweep of train",199.0,Holiday
E2101,WINE,16,MILANO FORMALS,2,Gala/ pageant,"Unleash the vixen in you with this flattering jersey evening dress by Milano Formals 2101. Sexy yet classy, this piece has a halter neckline and racer open back for that much-needed oomph. The bodice has a stunning midriff cutout that slowly transitions to its ribbon banded waist. The fitted skirt flows down flawlessly to a sweep of train",199.0,Holiday
E2101,WINE,18,MILANO FORMALS,3,Gala/ pageant,"Unleash the vixen in you with this flattering jersey evening dress by Milano Formals 2101. Sexy yet classy, this piece has a halter neckline and racer open back for that much-needed oomph. The bodice has a stunning midriff cutout that slowly transitions to its ribbon banded waist. The fitted skirt flows down flawlessly to a sweep of train",199.0,Holiday
E2104,BLACK,0,MILANO FORMALS,7,Ball Gown/Quinceanera ,,225.0,
E2104,BLACK,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,,225.0,
E2107,LAVENDER,0,MILANO FORMALS,4,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,2,MILANO FORMALS,6,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,4,MILANO FORMALS,6,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,6,MILANO FORMALS,2,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,8,MILANO FORMALS,8,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,10,MILANO FORMALS,3,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,12,MILANO FORMALS,4,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,16,MILANO FORMALS,7,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,LAVENDER,18,MILANO FORMALS,2,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,0,MILANO FORMALS,1,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,4,MILANO FORMALS,1,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,6,MILANO FORMALS,2,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,8,MILANO FORMALS,3,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,10,MILANO FORMALS,1,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,14,MILANO FORMALS,5,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2107,NAVY,18,MILANO FORMALS,3,Gala/ pageant,"2107. The dress features a sleeveless bead embellished halter neckline with cutouts throughout the bodice and at the back. The smooth figure flattering skirt flows towards the floor and finalizes in a full length hem. With Milano Formal dress, youll definitely make a statement in every occasion. Style: milano_E2107 Closure: Zipper Details: Bead embellishments, Sleeveless, Cutouts bodice Fabric: Stretch Satin Length: Long Neckline: Halter Waistline: Natural Silhouette: Sheath Category: Long Dress Available Colors: Purple, Blue Sizes: 00  18 This special occasion dress is returnable.",229.0,Holiday
E2114,ROYAL,0,MILANO FORMALS,4,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL,2,MILANO FORMALS,3,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL,8,MILANO FORMALS,3,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL,18,MILANO FORMALS,1,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,0,MILANO FORMALS,2,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,6,MILANO FORMALS,3,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,8,MILANO FORMALS,2,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,10,MILANO FORMALS,4,Ball Gown/Quinceanera ,,369.0,
E2114,ROYAL BLUE,14,MILANO FORMALS,2,Ball Gown/Quinceanera ,,369.0,
E2128,CHAMPAGNE,4,MILANO FORMALS,1,,,599.0,
E2136,BLACK,0,MILANO FORMALS,2,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,BLACK,2,MILANO FORMALS,3,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,BLACK,4,MILANO FORMALS,8,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,BLACK,6,MILANO FORMALS,1,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,BLACK,26,MILANO FORMALS,1,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,NAVY,2,MILANO FORMALS,4,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,NAVY,4,MILANO FORMALS,1,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2136,NAVY,6,MILANO FORMALS,4,Elegant Evening,"Features a bateau neckline with capped sleeves, the ruched bodice is accentuated by a chic belt with the back in a low v-shaped cut. The form-fitting skirt flourishes to the floor in full length with a side thigh-high slit",190.0,
E2144,MINT,0,MILANO FORMALS,1,2 Piece,,399.0,
E2144,MINT,2,MILANO FORMALS,4,2 Piece,,399.0,
E2144,MINT,10,MILANO FORMALS,2,2 Piece,,399.0,
E2144,MINT,14,MILANO FORMALS,2,2 Piece,,399.0,
E2144,MINT,18,MILANO FORMALS,1,2 Piece,,399.0,
E2158,GOLD,2,MILANO FORMALS,1,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,GOLD,4,MILANO FORMALS,3,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,GOLD,6,MILANO FORMALS,1,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,GOLD,30,MILANO FORMALS,1,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,IVORY,0,MILANO FORMALS,2,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,IVORY,4,MILANO FORMALS,4,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,IVORY,8,MILANO FORMALS,4,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,IVORY,20,MILANO FORMALS,1,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,SILVER,2,MILANO FORMALS,1,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2158,SILVER,4,MILANO FORMALS,2,Gala/ pageant,. This dress features a sleeveless jewel neckline richly ornate with lace appliques all throughout the dress and is framed in a chic belt. The A-line skirt graciously drapes in floor length with a floral laced embellished long cape,349.0,
E2160,FUCHSIA,0,MILANO FORMALS,1,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,FUCHSIA,4,MILANO FORMALS,2,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,ROYAL,4,MILANO FORMALS,1,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,SKY BLUE,8,MILANO FORMALS,8,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,SKY BLUE,10,MILANO FORMALS,2,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,SKY BLUE,12,MILANO FORMALS,1,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,SKY BLUE,14,MILANO FORMALS,1,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,WHITE PRINT,2,MILANO FORMALS,2,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2160,WHITE PRINT,10,MILANO FORMALS,1,Elegant Evening,Promote attention-grabbing style in this stunning long dress by Milano Formals E2160. Showcases a sleeveless deep v-neckline with sheer fabric and and small swoop open back. The skirt has contrasting floral prints and gives an A-line silhouette.,199.0,
E2161,RED,18,MILANO FORMALS,1,Elegant Evening,,199.0,
E2161,RED,22,MILANO FORMALS,1,Elegant Evening,,199.0,
E2162,RAINBOW,0,MILANO FORMALS,9,Ball Gown/Quinceanera ,Features a bateau neckline with cap sleeves and princess seams in the bodice. The A-line skirt is styled with multi-colored floral prints and side pockets.,199.0,
E2162,RAINBOW,2,MILANO FORMALS,2,Ball Gown/Quinceanera ,Features a bateau neckline with cap sleeves and princess seams in the bodice. The A-line skirt is styled with multi-colored floral prints and side pockets.,199.0,
E2162,RAINBOW,4,MILANO FORMALS,1,Ball Gown/Quinceanera ,Features a bateau neckline with cap sleeves and princess seams in the bodice. The A-line skirt is styled with multi-colored floral prints and side pockets.,199.0,
E2171,BLUE,0,MILANO FORMALS,2,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHT BLUE,2,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHT BLUE,6,MILANO FORMALS,2,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHT BLUE,12,MILANO FORMALS,17,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHT BLUE,14,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHT BLUE,16,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHTBLUE,0,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,LIGHTBLUE,10,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,SKY BLUE,0,MILANO FORMALS,3,Ball Gown/Quinceanera ,,249.0,
E2171,SKY BLUE,2,MILANO FORMALS,2,Ball Gown/Quinceanera ,,249.0,
E2171,SKY BLUE,6,MILANO FORMALS,1,Ball Gown/Quinceanera ,,249.0,
E2171,SKY BLUE,16,MILANO FORMALS,2,Ball Gown/Quinceanera ,,249.0,
E2182,NAVY,0,MILANO FORMALS,1,Ball Gown/Quinceanera ,,225.0,
E2182,NAVY,4,MILANO FORMALS,2,Ball Gown/Quinceanera ,,225.0,
E2210,SILVER,12,MILANO FORMALS,5,Embellished,"Make a stylishly inspired statement at your dinner party of special event in this ultra-chic Milano Formals E2210 creation. Embellished with an array of metallic sheened beads along a sheer paneled bodice, this elegant piece showcases a sleeveless illusion bateau over a sweetheart neckline line with trimmed ornaments from the front to its gossamer full back. Glistening with a patterned band of jewels, the textured sheath skirt adheres along your luscious contours as it ends at a short hemline.",399.0,Holiday
E2210,SILVER,14,MILANO FORMALS,6,Embellished,"Make a stylishly inspired statement at your dinner party of special event in this ultra-chic Milano Formals E2210 creation. Embellished with an array of metallic sheened beads along a sheer paneled bodice, this elegant piece showcases a sleeveless illusion bateau over a sweetheart neckline line with trimmed ornaments from the front to its gossamer full back. Glistening with a patterned band of jewels, the textured sheath skirt adheres along your luscious contours as it ends at a short hemline.",399.0,Holiday
E2210,SILVER,16,MILANO FORMALS,3,Embellished,"Make a stylishly inspired statement at your dinner party of special event in this ultra-chic Milano Formals E2210 creation. Embellished with an array of metallic sheened beads along a sheer paneled bodice, this elegant piece showcases a sleeveless illusion bateau over a sweetheart neckline line with trimmed ornaments from the front to its gossamer full back. Glistening with a patterned band of jewels, the textured sheath skirt adheres along your luscious contours as it ends at a short hemline.",399.0,Holiday
E2210,SILVER,20,MILANO FORMALS,2,Embellished,"Make a stylishly inspired statement at your dinner party of special event in this ultra-chic Milano Formals E2210 creation. Embellished with an array of metallic sheened beads along a sheer paneled bodice, this elegant piece showcases a sleeveless illusion bateau over a sweetheart neckline line with trimmed ornaments from the front to its gossamer full back. Glistening with a patterned band of jewels, the textured sheath skirt adheres along your luscious contours as it ends at a short hemline.",399.0,Holiday
E2213,NAVY,14,MILANO FORMALS,1,Embellished,,599.0,
E2225,BLACK,2,MILANO FORMALS,1,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,0,MILANO FORMALS,2,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,4,MILANO FORMALS,1,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,6,MILANO FORMALS,3,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,8,MILANO FORMALS,2,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,10,MILANO FORMALS,4,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,12,MILANO FORMALS,4,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,14,MILANO FORMALS,5,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2225,BLACK/GREEN,16,MILANO FORMALS,3,,"Great for a pear body type, the bodice of this gorgeous piece is crafted in a vibrant Mikado fabric. Elegantly styled with a V-neckline, this stunner reveals cut-in shoulder straps and a surplice-style bodice. The front bare midriff provides an illusion of a two-piece party dress. The full back unveils a sleek sheen as a an invisible zipper provides this beauty with closure. The graphic-printed A-line silhouette completes with a cocktail length hem.",299.0,Homecoming
E2227,FUCHSIA,0,MILANO FORMALS,4,Short,Show off your classy style when you wear this stunning dress by Milano Formals E2227. This eye popping dress showcases a sweetheart neckline with tank style straps following into a sensual open back with a center zipper for back closure. Featuring a fitted sheath silhouette showing off your natural curves and fully embellished in an exquisite stripe like pattern adorned with multi colored beading. This Milano Formals dress definitely parades the elegant and classy style.,399.0,Homecoming
E2227,FUCHSIA,2,MILANO FORMALS,6,Short,Show off your classy style when you wear this stunning dress by Milano Formals E2227. This eye popping dress showcases a sweetheart neckline with tank style straps following into a sensual open back with a center zipper for back closure. Featuring a fitted sheath silhouette showing off your natural curves and fully embellished in an exquisite stripe like pattern adorned with multi colored beading. This Milano Formals dress definitely parades the elegant and classy style.,399.0,Homecoming
E2227,FUCHSIA,4,MILANO FORMALS,4,Short,Show off your classy style when you wear this stunning dress by Milano Formals E2227. This eye popping dress showcases a sweetheart neckline with tank style straps following into a sensual open back with a center zipper for back closure. Featuring a fitted sheath silhouette showing off your natural curves and fully embellished in an exquisite stripe like pattern adorned with multi colored beading. This Milano Formals dress definitely parades the elegant and classy style.,399.0,Homecoming
E2227,FUCHSIA,6,MILANO FORMALS,10,Short,Show off your classy style when you wear this stunning dress by Milano Formals E2227. This eye popping dress showcases a sweetheart neckline with tank style straps following into a sensual open back with a center zipper for back closure. Featuring a fitted sheath silhouette showing off your natural curves and fully embellished in an exquisite stripe like pattern adorned with multi colored beading. This Milano Formals dress definitely parades the elegant and classy style.,399.0,Homecoming
E2227,FUCHSIA,8,MILANO FORMALS,3,Short,Show off your classy style when you wear this stunning dress by Milano Formals E2227. This eye popping dress showcases a sweetheart neckline with tank style straps following into a sensual open back with a center zipper for back closure. Featuring a fitted sheath silhouette showing off your natural curves and fully embellished in an exquisite stripe like pattern adorned with multi colored beading. This Milano Formals dress definitely parades the elegant and classy style.,399.0,Homecoming
