Code,Color,Size,Brand,Quantity,Category,Description,Price,Collection
E1421,SILVER,8,MILANO FORMALS,1,Bridesmaid,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,169.0,
E1421,SILVER,14,MILANO FORMALS,1,Bridesmaid,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,169.0,
E1421,SILVER,22,MILANO FORMALS,1,Bridesmaid,This Bridesmaid dress has a Corset closure. The main fabric is Chiffon,169.0,
E1422,PURPLE,2,MILANO FORMALS,1,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,4,MILANO FORMALS,17,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,8,MILANO FORMALS,18,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,10,MILANO FORMALS,1,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,12,MILANO FORMALS,4,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,16,MILANO FORMALS,2,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1422,PURPLE,20,MILANO FORMALS,2,Bridesmaid,A one shoulder cocktail length dress with a tiered flower design bottom comes with contrasting black waistband to complete the look. C,279.0,
E1424,TEAL,10,MILANO FORMALS,1,Embellished,Fully bedazzled strapless bodice! Turn heads with this multi-layered skirt dress.,299.0,Homecoming
E1424,TEAL,12,MILANO FORMALS,16,Embellished,Fully bedazzled strapless bodice! Turn heads with this multi-layered skirt dress.,299.0,Homecoming
E1424,TEAL,16,MILANO FORMALS,4,Embellished,Fully bedazzled strapless bodice! Turn heads with this multi-layered skirt dress.,299.0,Homecoming
E1424,TEAL,24,MILANO FORMALS,3,Embellished,Fully bedazzled strapless bodice! Turn heads with this multi-layered skirt dress.,299.0,Homecoming
E1436,POOL,4,MILANO FORMALS,7,,"Sweetheart strapless short dress accented with a brooch like embellishment on waist. This dress features a right hand secret pocket. Color: Coral, Pool, V-Lilac",399.0,Homecoming
E1436,VICTORIA,4,MILANO FORMALS,14,,"Sweetheart strapless short dress accented with a brooch like embellishment on waist. This dress features a right hand secret pocket. Color: Coral, Pool, V-Lilac",399.0,Homecoming
E1436,VICTORIA,8,MILANO FORMALS,2,,"Sweetheart strapless short dress accented with a brooch like embellishment on waist. This dress features a right hand secret pocket. Color: Coral, Pool, V-Lilac",399.0,Homecoming
E1439,EMERALD,4,MILANO FORMALS,1,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,EMERALD,8,MILANO FORMALS,10,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,EMERALD,12,MILANO FORMALS,1,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,GREY,4,MILANO FORMALS,1,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,TEAL,4,MILANO FORMALS,7,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,TEAL,8,MILANO FORMALS,5,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,TEAL,16,MILANO FORMALS,3,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,TEAL,20,MILANO FORMALS,4,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1439,TEAL,24,MILANO FORMALS,2,,Simple and perfect strapless short dress in mini-sweetheart neckline. Side pleats on the bodice is adorned by floral embelishment,599.0,Homecoming
E1452,PURPLE,2,MILANO FORMALS,2,Short,,225.0,Homecoming
E1452,PURPLE,4,MILANO FORMALS,6,Short,,225.0,Homecoming
E1452,PURPLE,6,MILANO FORMALS,2,Short,,225.0,Homecoming
E1452,PURPLE,8,MILANO FORMALS,8,Short,,225.0,Homecoming
E1452,PURPLE,12,MILANO FORMALS,1,Short,,225.0,Homecoming
E1452,PURPLE,22,MILANO FORMALS,1,Short,,225.0,Homecoming
E1465,PURPLE,4,MILANO FORMALS,1,,,279.0,
E1465,PURPLE,8,MILANO FORMALS,1,,,279.0,
E1467,GOLD,12,MILANO FORMALS,11,,"This glamorous strapless dress radiates luxury with its intricate gold sequins and beaded detailing. The fitted silhouette, combined with shimmering zigzag patterns, creates a dazzling effect that accentuates the figure beautifully. The subtle sparkle of the beads, paired with the elegant gold base, makes this dress perfect for upscale events, cocktail parties, or a red-carpet appearance. Its timeless design and sophisticated embellishments make it a true show-stopper, offering both grace and boldness.",249.0,"Homecoming, Holiday"
E1470,GOLD,12,MILANO FORMALS,21,,"Stunning fully bedazzled cocktail dress with strapless, sweetheart neckline perfect for any special occasion",225.0,
E1470,PEACH,8,MILANO FORMALS,3,,"Stunning fully bedazzled cocktail dress with strapless, sweetheart neckline perfect for any special occasion",225.0,
E1502,CLARET,0,MILANO FORMALS,3,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,CLARET,2,MILANO FORMALS,1,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,CLARET,4,MILANO FORMALS,13,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,CLARET,8,MILANO FORMALS,7,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,CLARET,10,MILANO FORMALS,6,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,IVORY,2,MILANO FORMALS,1,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,IVORY,4,MILANO FORMALS,8,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,IVORY,6,MILANO FORMALS,6,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,IVORY,8,MILANO FORMALS,3,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,IVORY,12,MILANO FORMALS,1,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,0,MILANO FORMALS,2,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,4,MILANO FORMALS,13,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,6,MILANO FORMALS,7,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,8,MILANO FORMALS,1,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,10,MILANO FORMALS,6,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,NAVY,12,MILANO FORMALS,7,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,POOL,12,MILANO FORMALS,1,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1502,RED,10,MILANO FORMALS,2,Bridesmaid,"This floor length, stunning off shoulder dress with chiffon overlay comes in a variety of colors",225.0,Holiday
E1503,SKY BLUE,20,MILANO FORMALS,3,,,399.0,
E1503,SKY BLUE,24,MILANO FORMALS,2,,,399.0,
E1507,WATERMELON,12,MILANO FORMALS,1,,,599.0,
E1507,WATERMELON,14,MILANO FORMALS,1,,,599.0,
E1507,WATERMELON,18,MILANO FORMALS,1,,,599.0,
E1510,WHITE,0,MILANO FORMALS,3,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,2,MILANO FORMALS,2,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,4,MILANO FORMALS,1,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,8,MILANO FORMALS,4,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,10,MILANO FORMALS,1,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,12,MILANO FORMALS,7,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE,16,MILANO FORMALS,1,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE/BLUE,4,MILANO FORMALS,1,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1510,WHITE/BLUE,12,MILANO FORMALS,2,Embellished,"Elegant and alluring, this sophisticated cocktail dress by Milano Formals E1510 is ready to shine at any event. You will be fascinated with the shining vivid jeweled embellishments that are stitched all over the dress, including down its long, sheer single sleeve. The curved asymmetric neckline and simple short skirt come together to framed this unforgettable look.",299.0,"Homecoming, Holiday"
E1531,CORAL,4,MILANO FORMALS,8,Bridesmaid,,249.0,
E1531,CORAL,6,MILANO FORMALS,13,Bridesmaid,,249.0,
E1531,CORAL,8,MILANO FORMALS,10,Bridesmaid,,249.0,
E1531,CORAL,10,MILANO FORMALS,5,Bridesmaid,,249.0,
E1531,CORAL,12,MILANO FORMALS,8,Bridesmaid,,249.0,
E1531,CORAL,16,MILANO FORMALS,1,Bridesmaid,,249.0,
E1531,CORAL,20,MILANO FORMALS,6,Bridesmaid,,249.0,
E1531,CORAL,24,MILANO FORMALS,2,Bridesmaid,,249.0,
E1531,POOL,4,MILANO FORMALS,8,Bridesmaid,,249.0,
E1531,POOL,6,MILANO FORMALS,8,Bridesmaid,,249.0,
E1531,POOL,8,MILANO FORMALS,2,Bridesmaid,,249.0,
E1531,POOL,10,MILANO FORMALS,4,Bridesmaid,,249.0,
E1531,POOL,12,MILANO FORMALS,8,Bridesmaid,,249.0,
E1531,PURPLE,4,MILANO FORMALS,7,Bridesmaid,,249.0,
E1531,PURPLE,6,MILANO FORMALS,4,Bridesmaid,,249.0,
E1531,PURPLE,8,MILANO FORMALS,22,Bridesmaid,,249.0,
E1531,PURPLE,10,MILANO FORMALS,5,Bridesmaid,,249.0,
E1531,PURPLE,12,MILANO FORMALS,4,Bridesmaid,,249.0,
E1531,PURPLE,14,MILANO FORMALS,1,Bridesmaid,,249.0,
E1531,PURPLE,16,MILANO FORMALS,2,Bridesmaid,,249.0,
E1537,BLACK,2,MILANO FORMALS,1,,,299.0,
E1537,BLACK,10,MILANO FORMALS,2,,,299.0,
E1538,SAGE,2,MILANO FORMALS,1,,"The strapless bodice has a subtle sweetheart neckline and is elegantly pleated to create curves. Cinched at the empire waist with a dazzling beadworks, this fantastic ensemble flutters to the full-length hem with style.",225.0,
E1538,SAGE,4,MILANO FORMALS,8,,"The strapless bodice has a subtle sweetheart neckline and is elegantly pleated to create curves. Cinched at the empire waist with a dazzling beadworks, this fantastic ensemble flutters to the full-length hem with style.",225.0,
E1538,SAGE,8,MILANO FORMALS,2,,"The strapless bodice has a subtle sweetheart neckline and is elegantly pleated to create curves. Cinched at the empire waist with a dazzling beadworks, this fantastic ensemble flutters to the full-length hem with style.",225.0,
E1552,BLACK,0,MILANO FORMALS,2,,,379.0,
E1552,BLACK,2,MILANO FORMALS,3,,,379.0,
E1552,BLACK,4,MILANO FORMALS,4,,,379.0,
E1552,BLACK,6,MILANO FORMALS,2,,,379.0,
E1552,BLACK,8,MILANO FORMALS,4,,,379.0,
E1552,BLACK,10,MILANO FORMALS,1,,,379.0,
E1573,BLACK,2,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,4,MILANO FORMALS,4,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,6,MILANO FORMALS,4,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,8,MILANO FORMALS,6,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,10,MILANO FORMALS,2,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,12,MILANO FORMALS,2,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,16,MILANO FORMALS,2,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BLACK,24,MILANO FORMALS,4,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,BURGUNDY,18,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,CORAL,12,MILANO FORMALS,2,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,CORAL,14,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PEACH,4,MILANO FORMALS,4,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PEACH,24,MILANO FORMALS,3,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PURPLE,0,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PURPLE,6,MILANO FORMALS,3,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PURPLE,8,MILANO FORMALS,5,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PURPLE,18,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,PURPLE,24,MILANO FORMALS,4,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,ROYAL,14,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,SKY BLUE,14,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1573,TEAL,14,MILANO FORMALS,1,Bridesmaid,"Short, Strapless, sweetheart neckline pleated chiffon dress",199.0,Holiday
E1579,WHITE,4,MILANO FORMALS,4,Prom,,199.0,
E1579,WHITE,6,MILANO FORMALS,1,Prom,,199.0,
E1579,WHITE,12,MILANO FORMALS,3,Prom,,199.0,
E1593,POOL,4,MILANO FORMALS,1,,,299.0,Homecoming
E1593,POOL,6,MILANO FORMALS,1,,,299.0,Homecoming
E1593,POOL,10,MILANO FORMALS,4,,,299.0,Homecoming
E1593,POOL,12,MILANO FORMALS,1,,,299.0,Homecoming
E1605,PURPLE,0,MILANO FORMALS,1,,,249.0,
E1605,PURPLE,2,MILANO FORMALS,7,,,249.0,
E1605,PURPLE,4,MILANO FORMALS,12,,,249.0,
E1605,PURPLE,12,MILANO FORMALS,1,,,249.0,
E1637,BLACK,2,MILANO FORMALS,1,Embellished,This jawdropping black illusion dress is a showstopper.  The sheer back is accented with a floral design.  The fabric is stretchy to hug all over your curves.,349.0,Holiday
E1637,BLACK,10,MILANO FORMALS,1,Embellished,This jawdropping black illusion dress is a showstopper.  The sheer back is accented with a floral design.  The fabric is stretchy to hug all over your curves.,349.0,Holiday
E1637,BLACK/NUDE,12,MILANO FORMALS,1,Embellished,This jawdropping black illusion dress is a showstopper.  The sheer back is accented with a floral design.  The fabric is stretchy to hug all over your curves.,349.0,Holiday
E1657,BLACK,0,MILANO FORMALS,4,Elegant Evening,,199.0,
E1657,BLACK,2,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,BLACK,4,MILANO FORMALS,10,Elegant Evening,,199.0,
E1657,BLACK,6,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,BLACK,8,MILANO FORMALS,18,Elegant Evening,,199.0,
E1657,BLACK,10,MILANO FORMALS,4,Elegant Evening,,199.0,
E1657,BLACK,12,MILANO FORMALS,6,Elegant Evening,,199.0,
E1657,BLACK,14,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,BLACK,16,MILANO FORMALS,3,Elegant Evening,,199.0,
E1657,LAVENDER,2,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,LAVENDER,4,MILANO FORMALS,2,Elegant Evening,,199.0,
E1657,TEAL,2,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,TEAL,4,MILANO FORMALS,6,Elegant Evening,,199.0,
E1657,TEAL,6,MILANO FORMALS,10,Elegant Evening,,199.0,
E1657,TEAL,8,MILANO FORMALS,10,Elegant Evening,,199.0,
E1657,TEAL,10,MILANO FORMALS,3,Elegant Evening,,199.0,
E1657,TEAL,12,MILANO FORMALS,5,Elegant Evening,,199.0,
E1657,TEAL,20,MILANO FORMALS,10,Elegant Evening,,199.0,
E1657,TEAL,22,MILANO FORMALS,1,Elegant Evening,,199.0,
E1657,TEAL,24,MILANO FORMALS,9,Elegant Evening,,199.0,
E1672,ROYAL,14,MILANO FORMALS,3,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,ROYAL,16,MILANO FORMALS,6,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,2,MILANO FORMALS,1,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,4,MILANO FORMALS,11,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,6,MILANO FORMALS,3,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,8,MILANO FORMALS,13,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,10,MILANO FORMALS,1,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,12,MILANO FORMALS,16,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1672,SKY BLUE,16,MILANO FORMALS,4,,Sequin Strapless Party Prom Dress,399.0,Homecoming
E1676,BLUE/FUCHSIA,4,MILANO FORMALS,1,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1676,BLUE/PINK,4,MILANO FORMALS,5,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1676,BLUE/PINK,8,MILANO FORMALS,7,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1676,BLUE/PINK,12,MILANO FORMALS,6,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1676,BLUE/PINK,16,MILANO FORMALS,2,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1676,BLUE/PINK,18,MILANO FORMALS,1,,Mult Colored Ballgown with embellished strapless corset boned bodice,399.0,
E1685,FUCHSIA,12,MILANO FORMALS,4,,,299.0,Homecoming
E1685,FUCHSIA,16,MILANO FORMALS,7,,,299.0,Homecoming
E1694,TEAL,8,MILANO FORMALS,1,Embellished,,279.0,
E1696,BLACK,4,MILANO FORMALS,21,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLACK,6,MILANO FORMALS,12,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLACK,8,MILANO FORMALS,19,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLACK,10,MILANO FORMALS,13,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLACK,12,MILANO FORMALS,6,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLACK,20,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLUE/PINK,8,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,BLUE/PINK,12,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,4,MILANO FORMALS,9,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,6,MILANO FORMALS,6,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,8,MILANO FORMALS,9,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,10,MILANO FORMALS,6,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,12,MILANO FORMALS,3,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,20,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,CORAL,24,MILANO FORMALS,9,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,RED,8,MILANO FORMALS,2,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,RED,10,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,ROYAL,4,MILANO FORMALS,5,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,ROYAL,6,MILANO FORMALS,9,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,ROYAL,8,MILANO FORMALS,4,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,ROYAL,10,MILANO FORMALS,3,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1696,TEAL,4,MILANO FORMALS,1,Bridesmaid,This classic sweetheart neckline with sinched waist and long flowing fabric is perfect for any figure,225.0,Holiday
E1729,BANANA,20,MILANO FORMALS,1,Bridesmaid,,229.0,
E1729,FUCHSIA,4,MILANO FORMALS,8,Bridesmaid,,229.0,
E1729,FUCHSIA,6,MILANO FORMALS,13,Bridesmaid,,229.0,
E1729,FUCHSIA,8,MILANO FORMALS,12,Bridesmaid,,229.0,
E1729,FUCHSIA,10,MILANO FORMALS,7,Bridesmaid,,229.0,
E1729,FUCHSIA,12,MILANO FORMALS,1,Bridesmaid,,229.0,
E1729,IVORY,2,MILANO FORMALS,3,Bridesmaid,,229.0,
E1729,IVORY,4,MILANO FORMALS,15,Bridesmaid,,229.0,
E1729,IVORY,6,MILANO FORMALS,3,Bridesmaid,,229.0,
E1729,IVORY,8,MILANO FORMALS,9,Bridesmaid,,229.0,
E1729,MINT,4,MILANO FORMALS,14,Bridesmaid,,229.0,
E1729,MINT,6,MILANO FORMALS,11,Bridesmaid,,229.0,
E1729,MINT,8,MILANO FORMALS,3,Bridesmaid,,229.0,
E1729,MINT,20,MILANO FORMALS,2,Bridesmaid,,229.0,
E1729,PINK,22,MILANO FORMALS,2,Bridesmaid,,229.0,
E1729,PRINT,6,MILANO FORMALS,1,Bridesmaid,,229.0,
E1729,PRINT,10,MILANO FORMALS,1,Bridesmaid,,229.0,
E1729,PRINT,12,MILANO FORMALS,1,Bridesmaid,,229.0,
E1745,TURQUOISE/GREEN,10,MILANO FORMALS,5,,This is a strapless gown by Milano Formals E1745 decorated with colorful gems on the bodice. This mid-length dress has a bandeau shape with cascading layers of loose fabric,225.0,
E1745,TURQUOISE/GREEN,12,MILANO FORMALS,5,,This is a strapless gown by Milano Formals E1745 decorated with colorful gems on the bodice. This mid-length dress has a bandeau shape with cascading layers of loose fabric,225.0,
E1796,BISCOTTI,4,MILANO FORMALS,19,,,169.0,
E1796,BISCOTTI,6,MILANO FORMALS,3,,,169.0,
E1796,BISCOTTI,8,MILANO FORMALS,16,,,169.0,
E1796,BISCOTTI,20,MILANO FORMALS,2,,,169.0,
E1796,BISCOTTI,22,MILANO FORMALS,1,,,169.0,
E1796,BLACK,4,MILANO FORMALS,2,,,169.0,
E1796,BLACK,6,MILANO FORMALS,7,,,169.0,
E1796,BLACK,10,MILANO FORMALS,4,,,169.0,
E1796,IVORY,2,MILANO FORMALS,1,,,169.0,
E1796,LAVENDER,2,MILANO FORMALS,1,,,169.0,
E1796,LAVENDER,12,MILANO FORMALS,1,,,169.0,
E1796,NAVY,2,MILANO FORMALS,1,,,169.0,
E1796,NAVY,4,MILANO FORMALS,9,,,169.0,
E1796,NAVY,6,MILANO FORMALS,11,,,169.0,
E1796,NAVY,8,MILANO FORMALS,1,,,169.0,
E1796,NAVY,12,MILANO FORMALS,3,,,169.0,
E1799,FUCHSIA,6,MILANO FORMALS,2,Prom,,225.0,
E1799,FUCHSIA,8,MILANO FORMALS,6,Prom,,225.0,
E1799,GREEN,4,MILANO FORMALS,1,Prom,,225.0,
E1799,GREY,2,MILANO FORMALS,1,Prom,,225.0,
E1799,LILAC,2,MILANO FORMALS,7,Prom,,225.0,
