product_name,Product Code,url
E1118_LILAC_1.jpg,E1118,https://ecomm-milano-images.s3.amazonaws.com/E1118_LILAC_1.jpg
E1118_LILAC_2.jpg,E1118,https://ecomm-milano-images.s3.amazonaws.com/E1118_LILAC_2.jpg
E1118_LILAC_3.jpg,E1118,https://ecomm-milano-images.s3.amazonaws.com/E1118_LILAC_3.jpg
E1118_LILAC_4.jpg,E1118,https://ecomm-milano-images.s3.amazonaws.com/E1118_LILAC_4.jpg
E1118_LILAC_5.jpg,E1118,https://ecomm-milano-images.s3.amazonaws.com/E1118_LILAC_5.jpg
E1312_SUNSHINE_1.jpg,E1312,https://ecomm-milano-images.s3.amazonaws.com/E1312_SUNSHINE_1.jpg
E1312_SUNSHINE_3.jpg,E1312,https://ecomm-milano-images.s3.amazonaws.com/E1312_SUNSHINE_3.jpg
E1312_SUNSHINE_4.jpg,E1312,https://ecomm-milano-images.s3.amazonaws.com/E1312_SUNSHINE_4.jpg
E1371_APPLE_RED_WHITE_1.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_APPLE_RED_WHITE_1.jpg
E1371_APPLE_RED_WHITE_2.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_APPLE_RED_WHITE_2.jpg
E1371_APPLE_RED_WHITE_3.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_APPLE_RED_WHITE_3.jpg
E1371_APPLE_RED_WHITE_4.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_APPLE_RED_WHITE_4.jpg
E1371_TRUFFLE_WHITE_1.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_TRUFFLE_WHITE_1.jpg
E1371_TRUFFLE_WHITE_3.jpg,E1371,https://ecomm-milano-images.s3.amazonaws.com/E1371_TRUFFLE_WHITE_3.jpg
E1379_PEACOCK_1.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_PEACOCK_1.jpg
E1379_PEACOCK_2.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_PEACOCK_2.jpg
E1379_TEAL_1.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_TEAL_1.jpg
E1379_TEAL_2.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_TEAL_2.jpg
E1379_WATERMELON_1.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_WATERMELON_1.jpg
E1379_WATERMELON_2.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_WATERMELON_2.jpg
E1379_WATERMELON_3.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_WATERMELON_3.jpg
E1379_WATERMELON_RED_1.jpg,E1379,https://ecomm-milano-images.s3.amazonaws.com/E1379_WATERMELON_RED_1.jpg
E1386_PLUM_1.jpg,E1386,https://ecomm-milano-images.s3.amazonaws.com/E1386_PLUM_1.jpg
E1386_PLUM_3.jpg,E1386,https://ecomm-milano-images.s3.amazonaws.com/E1386_PLUM_3.jpg
E1386_PLUM_4.jpg,E1386,https://ecomm-milano-images.s3.amazonaws.com/E1386_PLUM_4.jpg
E1391_PURPLE_1.jpg,E1391,https://ecomm-milano-images.s3.amazonaws.com/E1391_PURPLE_1.jpg
E1391_PURPLE_2.jpg,E1391,https://ecomm-milano-images.s3.amazonaws.com/E1391_PURPLE_2.jpg
E1436_VICTORIA_1.jpg,E1436,https://ecomm-milano-images.s3.amazonaws.com/E1436_VICTORIA_1.jpg
E1436_VICTORIA_2.jpg,E1436,https://ecomm-milano-images.s3.amazonaws.com/E1436_VICTORIA_2.jpg
E1436_VICTORIA_3.jpg,E1436,https://ecomm-milano-images.s3.amazonaws.com/E1436_VICTORIA_3.jpg
E1436_VICTORIA_4.jpg,E1436,https://ecomm-milano-images.s3.amazonaws.com/E1436_VICTORIA_4.jpg
