BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,QUANTITY,SKU,BOX LOCATION,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,13672,,,,,,,,,,,,,,
168,AA9315,,IVORY,10,2,,,,,,,,,,,,,,,,,,,,,,
168,AA9322,,IVORY,12,1,,,,,,,,,,,,,,,,,,,,,,
169,E1918,,GREEN,0,1,,,,,,,,,,,,,,,,,,,,,,
169,E1918,,GREEN,2,1,,,,,,,,,,,,,,,,,,,,,,
169,E1918,,GREEN,6,1,,,,,,,,,,,,,,,,,,,,,,
169,E2109,,RED,16,1,,,,,,,,,,,,,,,,,,,,,,
170,E2080,,BLACK,0,2,,,,,,,,,,,,,,,,,,,,,,
170,E2080,,BLACK,2,4,,,,,,,,,,,,,,,,,,,,,,
170,E2080,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
170,E2082,,BLACK,0,2,,,,,,,,,,,,,,,,,,,,,,
170,E2082,,BLACK,18,1,,,,,,,,,,,,,,,,,,,,,,
170,E2279,,BURGUNDY,16,1,,,,,,,,,,,,,,,,,,,,,,
170,E2551,,RED,6,1,,,,,,,,,,,,,,,,,,,,,,
170,E2042,,WINE,14,1,,,,,,,,,,,,,,,,,,,,,,
171,E1270,,FUCHSIA,8,1,,,,,,,,,,,,,,,,,,,,,,
171,E1270,,FUCHSIA,10,4,,,,,,,,,,,,,,,,,,,,,,
171,G1116,,LILAC,8,4,,,,,,,,,,,,,,,,,,,,,,
171,G1116,,LILAC,12,2,,,,,,,,,,,,,,,,,,,,,,
171,G1116,,LILAC,L,1,,,,,,,,,,,,,,,,,,,,,,
171,570,,PERRI,5XL,1,,,,,,,,,,,,,,,,,,,,,,
171,570,,PERRI,S,1,,,,,,,,,,,,,,,,,,,,,,
171,570,,PERRI,22,1,,,,,,,,,,,,,,,,,,,,,,
171,E1412,,ROYAL,2,2,,,,,,,,,,,,,,,,,,,,,,
171,E1420,,ROYAL,8,1,,,,,,,,,,,,,,,,,,,,,,
171,E1421,,ROYAL,4,1,,,,,,,,,,,,,,,,,,,,,,
172,B2602,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
172,B2602,,BLACK,2,1,,,,,,,,,,,,,,,,,,,,,,
172,AA9270,,BURGUNDY,6,2,,,,,,,,,,,,,,,,,,,,,,
172,E2514,,EMERALD,6,1,,,,,,,,,,,,,,,,,,,,,,
172,E2514,,EMERALD,4,1,,,,,,,,,,,,,,,,,,,,,,
172,E2514,,EMERALD,0,2,,,,,,,,,,,,,,,,,,,,,,
172,B2602,,MINT,14,2,,,,,,,,,,,,,,,,,,,,,,
172,BZ570,,NAVY,XL,1,,,,,,,,,,,,,,,,,,,,,,
172,BZ570,,NAVY,2XL,1,,,,,,,,,,,,,,,,,,,,,,
172,E1663,,NAVY,XL,3,,,,,,,,,,,,,,,,,,,,,,
172,E1379,,PEACOCK,2,3,,,,,,,,,,,,,,,,,,,,,,
172,BD 2006/741,,PURPLE,M,2,,,,,,,,,,,,,,,,,,,,,,
172,AA9270,,WHITE NAVY,12,1,,,,,,,,,,,,,,,,,,,,,,
172,AA9270,,WHITE NAVY,22,1,,,,,,,,,,,,,,,,,,,,,,
173,BZ570,,BLACK,S,1,,,,,,,,,,,,,,,,,,,,,,
173,G1116,,BURGUNDY,8XL,1,,,,,,,,,,,,,,,,,,,,,,
173,570,,CORAL,6XL,1,,,,,,,,,,,,,,,,,,,,,,
173,570,,FUCHSIA,7XL,1,,,,,,,,,,,,,,,,,,,,,,
173,B8808,,IVORY,S,1,,,,,,,,,,,,,,,,,,,,,,
173,570,,LAVENDER,5XL,1,,,,,,,,,,,,,,,,,,,,,,
173,E2254,,NAVY,20,1,,,,,,,,,,,,,,,,,,,,,,
173,E1387,,PINK,18,1,,,,,,,,,,,,,,,,,,,,,,
173,E1387,,PINK,22,1,,,,,,,,,,,,,,,,,,,,,,
173,E1387,,PINK,10,3,,,,,,,,,,,,,,,,,,,,,,
173,E2252,,PURPLE,14,1,,,,,,,,,,,,,,,,,,,,,,
173,E1581,,RED,6,1,,,,,,,,,,,,,,,,,,,,,,
173,E2253,,RED,6,1,,,,,,,,,,,,,,,,,,,,,,
173,G1116,,ROYAL,6XL,1,,,,,,,,,,,,,,,,,,,,,,
173,E1507,,WATERMELON,14,1,,,,,,,,,,,,,,,,,,,,,,
173,E2042,,WINE,10,1,,,,,,,,,,,,,,,,,,,,,,
174,G1116,,LILAC,4,1,,,,,,,,,,,,,,,,,,,,,,
174,G1116,,LILAC,6,1,,,,,,,,,,,,,,,,,,,,,,
174,G1116,,LILAC,8,2,,,,,,,,,,,,,,,,,,,,,,
174,G1116,,LILAC,26,4,,,,,,,,,,,,,,,,,,,,,,
174,G1116,,LILAC,4XL,2,,,,,,,,,,,,,,,,,,,,,,
174,E1672,,SKY BLUE,12,5,,,,,,,,,,,,,,,,,,,,,,
174,E1672,,SKY BLUE,10,1,,,,,,,,,,,,,,,,,,,,,,
175,E2786,,PURPLE,14,1,,,,,,,,,,,,,,,,,,,,,,
175,E2786,,PURPLE,16,2,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,24,4,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,12,6,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,6,1,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,10,2,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,4,1,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,2,1,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,8,1,,,,,,,,,,,,,,,,,,,,,,
175,E1270,,TEAL,2XL ,1,,,,,,,,,,,,,,,,,,,,,,
176,E2602,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
176,E2708,,NAVY,16,1,,,,,,,,,,,,,,,,,,,,,,
176,E1809,,ORANGE,2,1,,,,,,,,,,,,,,,,,,,,,,
176,E2324,,PINK,4,1,,,,,,,,,,,,,,,,,,,,,,
176,E2544,,RED,2,3,,,,,,,,,,,,,,,,,,,,,,
176,E2544,,RED,4,1,,,,,,,,,,,,,,,,,,,,,,
176,E1463,,TRUFFLE,16,4,,,,,,,,,,,,,,,,,,,,,,
176,E1463,,TRUFFLE,20,2,,,,,,,,,,,,,,,,,,,,,,
177,E1657,,BLACK,10,4,,,,,,,,,,,,,,,,,,,,,,
177,B8716,,FUCHSIA,22,1,,,,,,,,,,,,,,,,,,,,,,
177,E1285,,FUCHSIA,18,1,,,,,,,,,,,,,,,,,,,,,,
177,E1285,,LILAC,20,1,,,,,,,,,,,,,,,,,,,,,,
177,E1285,,LILAC,24,6,,,,,,,,,,,,,,,,,,,,,,
177,BZ570,,SKY BLUE,26,1,,,,,,,,,,,,,,,,,,,,,,
177,E1260,,SKY BLUE,S,1,,,,,,,,,,,,,,,,,,,,,,
177,E1838,,TEAL,2,1,,,,,,,,,,,,,,,,,,,,,,
177,570,,TRUFFLE,8XL,1,,,,,,,,,,,,,,,,,,,,,,
178,E2171,,BLUE,0,1,,,,,,,,,,,,,,,,,,,,,,
178,E1391,,CLARET,24 W,1,,,,,,,,,,,,,,,,,,,,,,
178,E1391,,CLARET,20 W,2,,,,,,,,,,,,,,,,,,,,,,
178,570,,DARK GREEN,12,1,,,,,,,,,,,,,,,,,,,,,,
178,570,,DARK GREEN,16,1,,,,,,,,,,,,,,,,,,,,,,
178,E1387,,PINK,22,1,,,,,,,,,,,,,,,,,,,,,,
178,E1387,,PINK,26,1,,,,,,,,,,,,,,,,,,,,,,
178,E1391,,PURPLE,10,1,,,,,,,,,,,,,,,,,,,,,,
178,570,,SKY BLUE,22,1,,,,,,,,,,,,,,,,,,,,,,
178,570,,SKY BLUE,20,1,,,,,,,,,,,,,,,,,,,,,,
179,E1387,,PINK,24,2,,,,,,,,,,,,,,,,,,,,,,
179,E1657,,TEAL,20,5,,,,,,,,,,,,,,,,,,,,,,
179,E1657,,TEAL,24,4,,,,,,,,,,,,,,,,,,,,,,
180,E1657,,BLACK,8,2,,,,,,,,,,,,,,,,,,,,,,
180,E1347,,BLUE,10,1,,,,,,,,,,,,,,,,,,,,,,
180,1116,,FUCHSIA,8XL,3,,,,,,,,,,,,,,,,,,,,,,
180,570,,MINT,14,2,,,,,,,,,,,,,,,,,,,,,,
180,E2786,,PURPLE,8,2,,,,,,,,,,,,,,,,,,,,,,
180,E2786,,PURPLE,10,1,,,,,,,,,,,,,,,,,,,,,,
180,G1116,,ROYAL,6XL,1,,,,,,,,,,,,,,,,,,,,,,
181,E1893,,BLACK,10,2,,,,,,,,,,,,,,,,,,,,,,
181,E1264,,CLARET,36,1,,,,,,,,,,,,,,,,,,,,,,
181,G1116,,FUCHSIA,8XL,1,,,,,,,,,,,,,,,,,,,,,,
181,570,,PINK,14,1,,,,,,,,,,,,,,,,,,,,,,
181,E1581,,RED,10,1,,,,,,,,,,,,,,,,,,,,,,
181,E2253,,RED,10,1,,,,,,,,,,,,,,,,,,,,,,
181,AA9308,,WHITE,14,1,,,,,,,,,,,,,,,,,,,,,,
181,E1344,,YELLOW,3XL,1,,,,,,,,,,,,,,,,,,,,,,
181,E1344,,YELLOW,L,3,,,,,,,,,,,,,,,,,,,,,,
181,E1344,,YELLOW,M,4,,,,,,,,,,,,,,,,,,,,,,
181,E1344,,YELLOW,S,1,,,,,,,,,,,,,,,,,,,,,,
182,E1657,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
182,E1657,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
182,E2227,,FUCHSIA,14,1,,,,,,,,,,,,,,,,,,,,,,
182,E1354,,LILAC,S,4,,,,,,,,,,,,,,,,,,,,,,
182,E1354,,LILAC,M,3,,,,,,,,,,,,,,,,,,,,,,
182,E1354,,LILAC,L,3,,,,,,,,,,,,,,,,,,,,,,
182,E2076,,MIDNIGHT,10,1,,,,,,,,,,,,,,,,,,,,,,
182,E1356,,TRUFFLE,M,5,,,,,,,,,,,,,,,,,,,,,,
182,E1356,,TRUFFLE,S,4,,,,,,,,,,,,,,,,,,,,,,
183,E1422,,PURPLE,16,2,,,,,,,,,,,,,,,,,,,,,,
183,E1422,,PURPLE,12,1,,,,,,,,,,,,,,,,,,,,,,
183,E1422,,PURPLE,20,2,,,,,,,,,,,,,,,,,,,,,,
183,E1424,,TEAL,16,4,,,,,,,,,,,,,,,,,,,,,,
183,E1424,,TEAL,24,3,,,,,,,,,,,,,,,,,,,,,,
183,E1424,,TEAL,12,4,,,,,,,,,,,,,,,,,,,,,,
183,E1424,,TEAL,10,1,,,,,,,,,,,,,,,,,,,,,,
184,E2034,,BERRY,8,1,,,,,,,,,,,,,,,,,,,,,,
184,E2046,,NAVY,18,1,,,,,,,,,,,,,,,,,,,,,,
184,E2046,,ROSE,12,1,,,,,,,,,,,,,,,,,,,,,,
184,E2046,,ROSE,20,1,,,,,,,,,,,,,,,,,,,,,,
184,E2046,,ROSE,0,1,,,,,,,,,,,,,,,,,,,,,,
184,E2764,,ROYAL,14,1,,,,,,,,,,,,,,,,,,,,,,
184,E2046,,WHITE,24,1,,,,,,,,,,,,,,,,,,,,,,
185,80377,,AQUA,0,1,,,,,,,,,,,,,,,,,,,,,,
185,E2126,,BLACK,16,2,,,,,,,,,,,,,,,,,,,,,,
185,E2126,,BLACK,10,2,,,,,,,,,,,,,,,,,,,,,,
185,E1354,,LAVENDER,8,2,,,,,,,,,,,,,,,,,,,,,,
185,E1439,,TEAL,16,3,,,,,,,,,,,,,,,,,,,,,,
185,E1439,,TEAL,8,2,,,,,,,,,,,,,,,,,,,,,,
185,E1439,,TEAL,24W,1,,,,,,,,,,,,,,,,,,,,,,
185,E1439,,TEAL,20,1,,,,,,,,,,,,,,,,,,,,,,
185,E1201,,WINE,10,1,,,,,,,,,,,,,,,,,,,,,,
185,E2042,,WINE,10,1,,,,,,,,,,,,,,,,,,,,,,
186,E2771,,TEAL,0,1,,,,,,,,,,,,,,,,,,,,,,
186,E2771,,TEAL,4,2,,,,,,,,,,,,,,,,,,,,,,
186,E2771,,TEAL,30,1,,,,,,,,,,,,,,,,,,,,,,
187,E1379,,PEACOCK,6,1,,,,,,,,,,,,,,,,,,,,,,
187,E2771,,TEAL,16,3,,,,,,,,,,,,,,,,,,,,,,
188,E1285,,SAGE,10,1,,,,,,,,,,,,,,,,,,,,,,
188,BZ570,,SKY BLUE,18,1,,,,,,,,,,,,,,,,,,,,,,
188,E2771,,TEAL,22,2,,,,,,,,,,,,,,,,,,,,,,
188,E2771,,TEAL,26,1,,,,,,,,,,,,,,,,,,,,,,
189,E2244,,BLACK,14,2,,,,,,,,,,,,,,,,,,,,,,
189,E2615,,CLARET,14,2,,,,,,,,,,,,,,,,,,,,,,
189,E2615,,CLARET,18,3,,,,,,,,,,,,,,,,,,,,,,
189,E2615,,CLARET,2,2,,,,,,,,,,,,,,,,,,,,,,
190,E1264,,BLACK,8XL,1,,,,,,,,,,,,,,,,,,,,,,
190,E1657,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
190,E2082,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
190,E2225,,BLACK GREEN,16,3,,,,,,,,,,,,,,,,,,,,,,
190,E2225,,BLACK GREEN,14,3,,,,,,,,,,,,,,,,,,,,,,
190,E2049,,PLATINUM,18,2,,,,,,,,,,,,,,,,,,,,,,
191,AA9254,,,8,3,,,,,,,,,,,,,,,,,,,,,,
191,AA9301,,,6,1,,,,,,,,,,,,,,,,,,,,,,
191,AA9315,,,4,1,,,,,,,,,,,,,,,,,,,,,,
192,AA9254,,,6,4,,,,,,,,,,,,,,,,,,,,,,
192,AA9307,,,8,1,,,,,,,,,,,,,,,,,,,,,,
193,E1412,,BROWN,10,1,,,,,,,,,,,,,,,,,,,,,,
193,E1412,,BROWN,14,1,,,,,,,,,,,,,,,,,,,,,,
193,E1412,,BROWN,20,1,,,,,,,,,,,,,,,,,,,,,,
193,D8998,,LIGHT GREEN,2,1,,,,,,,,,,,,,,,,,,,,,,
193,570,,SAGE,16,5,,,,,,,,,,,,,,,,,,,,,,
193,570,,SAGE,14,1,,,,,,,,,,,,,,,,,,,,,,
193,570,,SAGE,0,3,,,,,,,,,,,,,,,,,,,,,,
193,E1672,,SKY BLUE,16,4,,,,,,,,,,,,,,,,,,,,,,
193,E1672,,SKY BLUE,12,3,,,,,,,,,,,,,,,,,,,,,,
194,E2225,,BLACK GREEN,14,2,,,,,,,,,,,,,,,,,,,,,,
194,E1420,,CHAMPAGNE,12,1,,,,,,,,,,,,,,,,,,,,,,
194,E1420,,CHAMPAGNE,4,3,,,,,,,,,,,,,,,,,,,,,,
194,E1420,,CHAMPAGNE,2,2,,,,,,,,,,,,,,,,,,,,,,
194,E1379,,TRUFFLE,10,1,,,,,,,,,,,,,,,,,,,,,,
195,AA9254,,WHITE,10,3,,,,,,,,,,,,,,,,,,,,,,
195,AA9308,,WHITE,4,2,,,,,,,,,,,,,,,,,,,,,,
196,E2543,,BLACK,4,2,,,,,,,,,,,,,,,,,,,,,,
196,E2543,,BLACK,2,1,,,,,,,,,,,,,,,,,,,,,,
196,570,,BURGUNDY,6XL,9,,,,,,,,,,,,,,,,,,,,,,
196,570,,BURGUNDY,8XL,13,,,,,,,,,,,,,,,,,,,,,,
196,570,,BURGUNDY,5XL,1,,,,,,,,,,,,,,,,,,,,,,
196,570,,BURGUNDY,7XL,16,,,,,,,,,,,,,,,,,,,,,,
197,E1285,,FUCHSIA,24,3,,,,,,,,,,,,,,,,,,,,,,
197,E1285,,FUCHSIA,20,1,,,,,,,,,,,,,,,,,,,,,,
197,E1285,,IVORY PRINT,10,1,,,,,,,,,,,,,,,,,,,,,,
197,E2394,,IVORY PRINT,0,1,,,,,,,,,,,,,,,,,,,,,,
197,E2767,,WINE,16,1,,,,,,,,,,,,,,,,,,,,,,
197,E2767,,WINE,18,1,,,,,,,,,,,,,,,,,,,,,,
198,E1520,,BURNT ORANGE,8,15,,,,,,,,,,,,,,,,,,,,,,
198,,,BURNT ORANGE,6,2,,,,,,,,,,,,,,,,,,,,,,
198,E2553,,,10,1,,,,,,,,,,,,,,,,,,,,,,
198,E2553,,,14,1,,,,,,,,,,,,,,,,,,,,,,
199,E1730,,CHARCOAL,24,2,,,,,,,,,,,,,,,,,,,,,,
199,E1730,,CHARCOAL,16,1,,,,,,,,,,,,,,,,,,,,,,
199,B2602,,MINT,14,1,,,,,,,,,,,,,,,,,,,,,,
199,B2602,,MINT,8,3,,,,,,,,,,,,,,,,,,,,,,
199,B2602,,MINT,10,1,,,,,,,,,,,,,,,,,,,,,,
199,B2602,,MINT,4,3,,,,,,,,,,,,,,,,,,,,,,
199,E1730,,ORANGE,30,2,,,,,,,,,,,,,,,,,,,,,,
199,E1730,,ORANGE,6,1,,,,,,,,,,,,,,,,,,,,,,
199,E1730,,ORANGE,4,1,,,,,,,,,,,,,,,,,,,,,,
200,E2118,,FUCHSIA,8,2,,,,,,,,,,,,,,,,,,,,,,
200,E2114,,ROYAL BLUE,10,4,,,,,,,,,,,,,,,,,,,,,,
201,E2118,,FUCHSIA,4,3,,,,,,,,,,,,,,,,,,,,,,
201,E2118,,FUCHSIA,0,2,,,,,,,,,,,,,,,,,,,,,,
202,AA9259,,,12,3,,,,,,,,,,,,,,,,,,,,,,
202,AA9315,,,4,1,,,,,,,,,,,,,,,,,,,,,,
203,E2018,,GREEN,2,1,,,,,,,,,,,,,,,,,,,,,,
203,E2018,,GREEN,4,1,,,,,,,,,,,,,,,,,,,,,,
203,E1022,,PURPLE,S,2,,,,,,,,,,,,,,,,,,,,,,
203,E2114,,ROYAL BLUE,14,2,,,,,,,,,,,,,,,,,,,,,,
204,E1264,,APPLE RED,8XL,1,,,,,,,,,,,,,,,,,,,,,,
204,E2106,,BABY BLUE,6,1,,,,,,,,,,,,,,,,,,,,,,
204,E2126,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
204,E2511,,BLUE,0,1,,,,,,,,,,,,,,,,,,,,,,
204,570,,CORAL,8XL,1,,,,,,,,,,,,,,,,,,,,,,
204,E1582,,FUCHSIA,4,5,,,,,,,,,,,,,,,,,,,,,,
204,E2602,,MINT,12,1,,,,,,,,,,,,,,,,,,,,,,
204,E2053,,NAVY,0,3,,,,,,,,,,,,,,,,,,,,,,
204,E2053,,NAVY,2,1,,,,,,,,,,,,,,,,,,,,,,
204,E2511,,NAVY,4,1,,,,,,,,,,,,,,,,,,,,,,
204,E1605,,PURPLE,4,4,,,,,,,,,,,,,,,,,,,,,,
204,E1605,,PURPLE,2,2,,,,,,,,,,,,,,,,,,,,,,
205,E2031,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E2082,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E2126,,BLACK,14,2,,,,,,,,,,,,,,,,,,,,,,
205,E2126,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E2708,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E1582,,PURPLE,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E2403,,SILVER,12,1,,,,,,,,,,,,,,,,,,,,,,
205,E1799,,TEAL,4,1,,,,,,,,,,,,,,,,,,,,,,
205,E1507,,WATERMELON,12,1,,,,,,,,,,,,,,,,,,,,,,
206,E1796,,BISCOTTI,8,2,,,,,,,,,,,,,,,,,,,,,,
206,E1796,,BISCOTTI,4,5,,,,,,,,,,,,,,,,,,,,,,
206,E2436,,BLACK PRINT,0,1,,,,,,,,,,,,,,,,,,,,,,
206,E2428,,NAVY,6,2,,,,,,,,,,,,,,,,,,,,,,
206,E2428,,NAVY,8,1,,,,,,,,,,,,,,,,,,,,,,
206,E2360,,PURPLE PRINT,0,1,,,,,,,,,,,,,,,,,,,,,,
206,E1391,,ROYAL BLUE,4,2,,,,,,,,,,,,,,,,,,,,,,
207,E1502,,CLARET,4,2,,,,,,,,,,,,,,,,,,,,,,
207,E1259,,SKY BLUE,4,1,,,,,,,,,,,,,,,,,,,,,,
207,E1259,,SKY BLUE,6,1,,,,,,,,,,,,,,,,,,,,,,
207,E1013,,SANGRIA,12,1,,,,,,,,,,,,,,,,,,,,,,
207,E1583,,TEAL,10,1,,,,,,,,,,,,,,,,,,,,,,
207,E1657,,TEAL,10,1,,,,,,,,,,,,,,,,,,,,,,
208,E2233,,GOLD,4,1,,,,,,,,,,,,,,,,,,,,,,
208,AA9315,,IVORY,6,2,,,,,,,,,,,,,,,,,,,,,,
208,AA9315,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
209,AA9315,,WHITE,6,2,,,,,,,,,,,,,,,,,,,,,,
209,AA9315,,WHITE,4,2,,,,,,,,,,,,,,,,,,,,,,
210,E2574,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
210,E1918,,GREEN,2,1,,,,,,,,,,,,,,,,,,,,,,
210,E1391,,PURPLE,8,2,,,,,,,,,,,,,,,,,,,,,,
210,E1391,,PURPLE,20,2,,,,,,,,,,,,,,,,,,,,,,
210,E1391,,PURPLE,24,9,,,,,,,,,,,,,,,,,,,,,,
210,E1391,,PURPLE,28,1,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,BLACK,4,2,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,BLACK,14,1,,,,,,,,,,,,,,,,,,,,,,
211,E1573,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,BLACK,6,1,,,,,,,,,,,,,,,,,,,,,,
211,E2227,,FUCHSIA,8,1,,,,,,,,,,,,,,,,,,,,,,
211,E2068,,MIDNIGHT,0,1,,,,,,,,,,,,,,,,,,,,,,
211,E2333,,NAVY,6,1,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,PURPLE,2,1,,,,,,,,,,,,,,,,,,,,,,
211,E1573,,PURPLE,0,1,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,PURPLE,20,1,,,,,,,,,,,,,,,,,,,,,,
211,E1546,,PURPLE,24,4,,,,,,,,,,,,,,,,,,,,,,
211,E2403,,SILVER,10,3,,,,,,,,,,,,,,,,,,,,,,
211,E2403,,SILVER,8,1,,,,,,,,,,,,,,,,,,,,,,
211,AA219,,WHITE,6,1,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,16,3,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,24,2,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,12,8,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,10,6,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,8,2,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,4,1,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,14,1,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,18,1,,,,,,,,,,,,,,,,,,,,,,
212,E1520,,BURNT ORANGE,20,1,,,,,,,,,,,,,,,,,,,,,,
213,E2034,,BERRY,14,1,,,,,,,,,,,,,,,,,,,,,,
213,E2509,,RED,0,1,,,,,,,,,,,,,,,,,,,,,,
213,E2513,,RED,4,1,,,,,,,,,,,,,,,,,,,,,,
213,E2553,,RED,2,1,,,,,,,,,,,,,,,,,,,,,,
213,E2046,,ROSE,0,2,,,,,,,,,,,,,,,,,,,,,,
213,E2046,,ROSE,24,1,,,,,,,,,,,,,,,,,,,,,,
213,E2046,,ROSE,12,2,,,,,,,,,,,,,,,,,,,,,,
213,E2046,,ROSE,8,1,,,,,,,,,,,,,,,,,,,,,,
213,E2772,,ROYAL,12,1,,,,,,,,,,,,,,,,,,,,,,
213,E2781,,ROYAL,8,1,,,,,,,,,,,,,,,,,,,,,,
213,E2781,,ROYAL,4,1,,,,,,,,,,,,,,,,,,,,,,
214,E2289,,LAVENDER,16,1,,,,,,,,,,,,,,,,,,,,,,
214,AA219,,WHITE,6,1,,,,,,,,,,,,,,,,,,,,,,
214,AA219,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
214,AA9270,,WHITE BURGUNDY,14,1,,,,,,,,,,,,,,,,,,,,,,
214,AA9270,,WHITE BURGUNDY,6,1,,,,,,,,,,,,,,,,,,,,,,
214,AA9270,,WHITE NAVY,12,1,,,,,,,,,,,,,,,,,,,,,,
215,E2034,,BERRY,10,1,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,CORAL,10,3,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,CORAL,8,4,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,CORAL,20,5,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,CORAL,12,4,,,,,,,,,,,,,,,,,,,,,,
215,E2389,,PURPLE,16,1,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,TRUFFLE,20,3,,,,,,,,,,,,,,,,,,,,,,
215,E1463,,TRUFFLE,24,1,,,,,,,,,,,,,,,,,,,,,,
216,AA9308,,WHITE,6,1,,,,,,,,,,,,,,,,,,,,,,
216,AA9315,,WHITE,8,3,,,,,,,,,,,,,,,,,,,,,,
217,AA9315,,WHITE,10,2,,,,,,,,,,,,,,,,,,,,,,
217,AA9315,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
218,570,,BURGUNDY,7XL,1,,,,,,,,,,,,,,,,,,,,,,
218,570,,PEACH,M,5,,,,,,,,,,,,,,,,,,,,,,
218,E2755,,PEACH,6,2,,,,,,,,,,,,,,,,,,,,,,
218,E2755,,PEACH,10,2,,,,,,,,,,,,,,,,,,,,,,
218,E2755,,PEACH,14,4,,,,,,,,,,,,,,,,,,,,,,
218,570,,SKY BLUE,6XL,10,,,,,,,,,,,,,,,,,,,,,,
218,570,,SKY BLUE,5XL,18,,,,,,,,,,,,,,,,,,,,,,
219,E1829,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
219,E2574,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,BURGUNDY,5XL,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,BURGUNDY,6XL,2,,,,,,,,,,,,,,,,,,,,,,
219,570,,BURGUNDY,7XL,6,,,,,,,,,,,,,,,,,,,,,,
219,570,,BURGUNDY,8XL,5,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,S,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,M,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,L,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,4XL,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,5XL,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,3XL,1,,,,,,,,,,,,,,,,,,,,,,
219,570,,LAVENDER,6XL,1,,,,,,,,,,,,,,,,,,,,,,
219,E2619,,NAVY,20,1,,,,,,,,,,,,,,,,,,,,,,
219,E2389,,PURPLE,2,1,,,,,,,,,,,,,,,,,,,,,,
219,E2360,,PURPLE PRINT,4,1,,,,,,,,,,,,,,,,,,,,,,
219,E2509,,RED,4,1,,,,,,,,,,,,,,,,,,,,,,
219,E2553,,RED,8,1,,,,,,,,,,,,,,,,,,,,,,
219,E2553,,RED,6,1,,,,,,,,,,,,,,,,,,,,,,
219,E1838,,TEAL,4,3,,,,,,,,,,,,,,,,,,,,,,
219,E1838,,TEAL,6,1,,,,,,,,,,,,,,,,,,,,,,
219,E1838,,TEAL,2,1,,,,,,,,,,,,,,,,,,,,,,
220,E1546,,BLACK,4,4,,,,,,,,,,,,,,,,,,,,,,
220,E1546,,BLACK,10,1,,,,,,,,,,,,,,,,,,,,,,
