BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,QUANTITY,SKU,BOX LOCATION,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,13672,,,,,,,,,,,,,,
406,E1657,,TEAL,4,4,,,,,,,,,,,,,,,,,,,,,,
407,E2498,,BLUSH,16,1,,,,,,,,,,,,,,,,,,,,,,
407,E2498,,BLUSH,12,1,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,4,2,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,6,1,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,10,3,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,12,3,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,20,2,,,,,,,,,,,,,,,,,,,,,,
407,E1544,,RED,24,1,,,,,,,,,,,,,,,,,,,,,,
408,E1381,,PURPLE,8,1,,,,,,,,,,,,,,,,,,,,,,
408,E1381,,PURPLE,12,8,,,,,,,,,,,,,,,,,,,,,,
408,E1381,,PURPLE,4,4,,,,,,,,,,,,,,,,,,,,,,
408,E1381,,PURPLE,0,2,,,,,,,,,,,,,,,,,,,,,,
409,E1322,,PURPLE,M,1,,,,,,,,,,,,,,,,,,,,,,
409,E1322,,PURPLE,L,5,,,,,,,,,,,,,,,,,,,,,,
409,E1322,,PURPLE,3XL,3,,,,,,,,,,,,,,,,,,,,,,
409,E1322,,PURPLE,S,10,,,,,,,,,,,,,,,,,,,,,,
410,E1303,,GREY,4,4,,,,,,,,,,,,,,,,,,,,,,
410,E1118,,LILAC,2XL,3,,,,,,,,,,,,,,,,,,,,,,
410,E1118,,LILAC,XL,1,,,,,,,,,,,,,,,,,,,,,,
410,E1118,,LILAC,3XL,6,,,,,,,,,,,,,,,,,,,,,,
411,E2568,,AQUA,4,1,,,,,,,,,,,,,,,,,,,,,,
411,E2568,,AQUA,2,1,,,,,,,,,,,,,,,,,,,,,,
411,E2568,,AQUA,12,1,,,,,,,,,,,,,,,,,,,,,,
411,E2568,,AQUA,14,1,,,,,,,,,,,,,,,,,,,,,,
412,E1544,,BLACK,4,7,,,,,,,,,,,,,,,,,,,,,,
412,E1544,,BLACK,6,7,,,,,,,,,,,,,,,,,,,,,,
412,E1544,,BLACK,8,8,,,,,,,,,,,,,,,,,,,,,,
412,E1544,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
413,E1336,,PURPLE,S,1,,,,,,,,,,,,,,,,,,,,,,
413,E2322,,TEAL,6,1,,,,,,,,,,,,,,,,,,,,,,
413,E2322,,TEAL,8,1,,,,,,,,,,,,,,,,,,,,,,
413,E2322,,TEAL,10,1,,,,,,,,,,,,,,,,,,,,,,
413,E2322,,TEAL,12,1,,,,,,,,,,,,,,,,,,,,,,
414,E1696,,BLACK,12,1,,,,,,,,,,,,,,,,,,,,,,
414,E2128,,CHAMPAGNE,4,1,,,,,,,,,,,,,,,,,,,,,,
414,E2028,,JET COBALT,18,3,,,,,,,,,,,,,,,,,,,,,,
414,E1336,,LILAC,S,5,,,,,,,,,,,,,,,,,,,,,,
414,E1336,,LILAC,M,1,,,,,,,,,,,,,,,,,,,,,,
414,E1908,,SKY BLUE,4,2,,,,,,,,,,,,,,,,,,,,,,
414,E1908,,SKY BLUE,6,4,,,,,,,,,,,,,,,,,,,,,,
414,E1908,,SKY BLUE,14,2,,,,,,,,,,,,,,,,,,,,,,
415,E2568,,AQUA,8,1,,,,,,,,,,,,,,,,,,,,,,
415,E1467,,GOLD,12,11,,,,,,,,,,,,,,,,,,,,,,
416,B8661,,ORANGE,S,5,,,,,,,,,,,,,,,,,,,,,,
416,B8661,,ORANGE,M,4,,,,,,,,,,,,,,,,,,,,,,
416,B8661,,ORANGE,XL,7,,,,,,,,,,,,,,,,,,,,,,
416,B8661,,ORANGE,L,7,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,S,10,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,M,8,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,L,9,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,XL,6,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,2XL,4,,,,,,,,,,,,,,,,,,,,,,
416,B8608,,SKY BLUE,3XL,5,,,,,,,,,,,,,,,,,,,,,,
417,E1715,,SKY BLUE,0,2,,,,,,,,,,,,,,,,,,,,,,
417,E2496,,SKY BLUE,4,1,,,,,,,,,,,,,,,,,,,,,,
417,E2496,,SKY BLUE,8,1,,,,,,,,,,,,,,,,,,,,,,
417,E2496,,SKY BLUE,12,1,,,,,,,,,,,,,,,,,,,,,,
417,E2496,,SKY BLUE,16,1,,,,,,,,,,,,,,,,,,,,,,
418,E1663,,NAVY,24,1,,,,,,,,,,,,,,,,,,,,,,
418,E1573,,PURPLE,24,1,,,,,,,,,,,,,,,,,,,,,,
418,E1730,,ROYAL,4,1,,,,$118.00,,,,,,,,,,,,,,,,,,
418,E2027,,WINE,2,3,,,,,,,,,,,,,,,,,,,,,,
418,E2027,,WINE,6,1,,,,,,,,,,,,,,,,,,,,,,
418,E2027,,WINE,8,4,,,,,,,,,,,,,,,,,,,,,,
419,E2262,,BLACK,20,1,,,,,,,,,,,,,,,,,,,,,,
419,E1194,,FUCHSIA,XL,1,,,,,,,,,,,,,,,,,,,,,,
419,E1260,,PINK,14,1,,,,,,,,,,,,,,,,,,,,,,
419,E2252,,PURPLE,0,20,,,,$198.00,,,,,,,,,,,,,,,,,,
419,570,,RED,5XL,4,,,,,,,,,,,,,,,,,,,,,,
419,570,,RED,6XL,5,,,,,,,,,,,,,,,,,,,,,,
419,E1852,,RED,14,1,,,,,,,,,,,,,,,,,,,,,,
419,E2253,,RED,4,1,,,,,,,,,,,,,,,,,,,,,,
419,E2599,,RED,4,1,,,,$99.00,,,,,,,,,,,,,,,,,,
419,BZ570,,SKY BLUE,14,2,,,,,,,,,,,,,,,,,,,,,,
419,E1911,,SPACE BLUE,18,1,,,,,,,,,,,,,,,,,,,,,,
419,E1312,,SUNSHINE,S,5,,,,,,,,,,,,,,,,,,,,,,
419,E1312,,SUNSHINE,L,6,,,,,,,,,,,,,,,,,,,,,,
419,E1312,,SUNSHINE,XL,5,,,,,,,,,,,,,,,,,,,,,,
419,E1295,,TEAL,14,1,,,,,,,,,,,,,,,,,,,,,,
419,B8667,,YELLOW,XL,1,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,IVORY,M,1,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,IVORY,8XL,1,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,WHITE,24,2,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,WHITE,36,1,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,WHITE,12,4,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,WHITE,32,3,,,,,,,,,,,,,,,,,,,,,,
420,B8865,,WHITE,28,2,,,,,,,,,,,,,,,,,,,,,,
421,E1259,,PINK,3XL,1,,,,,,,,,,,,,,,,,,,,,,
421,E2495,,PINK,8,1,,,,,,,,,,,,,,,,,,,,,,
421,E2495,,PINK,12,1,,,,,,,,,,,,,,,,,,,,,,
421,E2495,,PINK,16,1,,,,,,,,,,,,,,,,,,,,,,
422,E1381,,PURPLE,12,5,,,,,,,,,,,,,,,,,,,,,,
422,E1381,,PURPLE,0,2,,,,,,,,,,,,,,,,,,,,,,
422,E1381,,PURPLE,4,7,,,,,,,,,,,,,,,,,,,,,,
422,E1591,,PURPLE,14,2,,,,,,,,,,,,,,,,,,,,,,
422,E1591,,PURPLE,16,1,,,,,,,,,,,,,,,,,,,,,,
422,E1591,,PURPLE,4,3,,,,,,,,,,,,,,,,,,,,,,
422,E1591,,PURPLE,12,1,,,,,,,,,,,,,,,,,,,,,,
423,E1334,,FUCHSIA,L,7,,,,,,,,,,,,,,,,,,,,,,
423,E1334,,FUCHSIA,M,5,,,,,,,,,,,,,,,,,,,,,,
424,E2493,,LAVENDER,4,1,,,,,,,,,,,,,,,,,,,,,,
424,E2493,,LAVENDER,6,1,,,,,,,,,,,,,,,,,,,,,,
424,E2493,,LAVENDER,12,1,,,,,,,,,,,,,,,,,,,,,,
425,E2329,,BLACK,6,2,,,,,,,,,,,,,,,,,,,,,,
425,E2329,,BLACK,2,1,,,,,,,,,,,,,,,,,,,,,,
425,E2329,,BLACK,4,1,,,,,,,,,,,,,,,,,,,,,,
425,E2329,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
426,B9000,,BURGUNDY,S,5,,,,,,,,,,,,,,,,,,,,,,
426,E1696,,CORAL,10,2,,,,,,,,,,,,,,,,,,,,,,
426,E1729,,FUCHSIA,10,1,,,,,,,,,,,,,,,,,,,,,,
426,E1799,,LILAC,10,1,,,,,,,,,,,,,,,,,,,,,,
426,E2331,,RED,14,1,,,,,,,,,,,,,,,,,,,,,,
426,E2331,,RED,18,1,,,,,,,,,,,,,,,,,,,,,,
427,E2019,,BLUE,8,1,,,,,,,,,,,,,,,,,,,,,,
427,E1502,,CLARET,10,1,,,,,,,,,,,,,,,,,,,,,,
427,E1502,,NAVY,10,1,,,,,,,,,,,,,,,,,,,,,,
427,B8588,,PINK,S,2,,,,,,,,,,,,,,,,,,,,,,
427,B8588,,PINK,XL,1,,,,,,,,,,,,,,,,,,,,,,
427,E1270,,POOL,10,1,,,,,,,,,,,,,,,,,,,,,,
427,E1774,,POWDER BLUE,8,1,,,,,,,,,,,,,,,,,,,,,,
427,E2039,,POWDER BLUE,10,1,,,,,,,,,,,,,,,,,,,,,,
427,E1696,,ROYAL,10,2,,,,,,,,,,,,,,,,,,,,,,
427,E1582,,TEAL,10,1,,,,,,,,,,,,,,,,,,,,,,
427,E1295,,TRUFFLE,10,2,,,,,,,,,,,,,,,,,,,,,,
427,E24,,,4,1,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,18,5,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,10,3,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,12,1,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,24,2,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,22,5,,,,,,,,,,,,,,,,,,,,,,
428,E1544,,RED,14,2,,,,,,,,,,,,,,,,,,,,,,
429,E1312,,CLARET,2XL,11,,,,,,,,,,,,,,,,,,,,,,
429,E1312,,CLARET,M,1,,,,,,,,,,,,,,,,,,,,,,
429,E1312,,CLARET,XL,3,,,,,,,,,,,,,,,,,,,,,,
429,E1312,,CLARET,3XL,5,,,,,,,,,,,,,,,,,,,,,,
430,E2060,,MIDNIGHT,2,1,,,,,,,,,,,,,,,,,,,,,,
430,E2060,,MIDNIGHT,6,1,,,,,,,,,,,,,,,,,,,,,,
430,E2060,,MIDNIGHT,8,1,,,,,,,,,,,,,,,,,,,,,,
430,E1497,,PURPLE,6,1,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,0,1,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,2,2,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,4,1,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,10,1,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,8,2,,,,,,,,,,,,,,,,,,,,,,
430,E1891,,PURPLE,6,1,,,,,,,,,,,,,,,,,,,,,,
430,E1312,,SUNSHINE,XL,2,,,,,,,,,,,,,,,,,,,,,,
430,E1344,,YELLOW,2XL,1,,,,,,,,,,,,,,,,,,,,,,
430,E1344,,YELLOW,XL,1,,,,,,,,,,,,,,,,,,,,,,
431,E1918,,GREEN,4,1,,,,$298.00,,,,,,,,,,,,,,,,,,
431,E1918,,GREEN,8,1,,,,$298.00,,,,,,,,,,,,,,,,,,
431,B8865,,SKY BLUE,7XL,3,,,,,,,,,,,,,,,,,,,,,,
431,B8865,,SKY BLUE,8XL,4,,,,,,,,,,,,,,,,,,,,,,
431,E2021,,WINE,0,5,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,4,7,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,6,1,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,14,5,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,18,1,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,16,3,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,24,2,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,22,2,,,,,,,,,,,,,,,,,,,,,,
432,E1581,,PURPLE,2,2,,,,,,,,,,,,,,,,,,,,,,
433,E1333,,TEAL,M,4,,,,,,,,,,,,,,,,,,,,,,
433,E1333,,TEAL,S,1,,,,,,,,,,,,,,,,,,,,,,
433,E1463,,TRUFFLE,4,12,,,,,,,,,,,,,,,,,,,,,,
433,E1463,,TRUFFLE,8,3,,,,,,,,,,,,,,,,,,,,,,
433,E1463,,TRUFFLE,12,3,,,,,,,,,,,,,,,,,,,,,,
434,E1340,,PURPLE,M,8,,,,,,,,,,,,,,,,,,,,,,
434,E1340,,PURPLE,8,1,,,,,,,,,,,,,,,,,,,,,,
434,E1340,,PURPLE,12,1,,,,,,,,,,,,,,,,,,,,,,
434,E1340,,PURPLE,S,7,,,,,,,,,,,,,,,,,,,,,,
434,E1340,,PURPLE,4,7,,,,,,,,,,,,,,,,,,,,,,
434,E1260,,SKY BLUE,5XL,3,,,,,,,,,,,,,,,,,,,,,,
435,E1340,,APPLE RED,XL,1,,,,,,,,,,,,,,,,,,,,,,
435,E1852,,CHARCOAL,20,1,,,,,,,,,,,,,,,,,,,,,,
435,E1340,,POOL,10,4,,,,,,,,,,,,,,,,,,,,,,
435,E1168,,TRUFFLE,5XL,1,,,,,,,,,,,,,,,,,,,,,,
435,E1510,,WHITE,8,3,,,,,,,,,,,,,,,,,,,,,,
435,E1510,,WHITE,12,4,,,,,,,,,,,,,,,,,,,,,,
435,E1510,,WHITE,16,1,,,,,,,,,,,,,,,,,,,,,,
435,E1510,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
436,AA9257,,IVORY,16,1,,,,,,,,,,,,,,,,,,,,,,
436,AA9256,,WHITE,14,2,,,,,,,,,,,,,,,,,,,,,,
437,E1470,,GOLD,12,20,,,,,,,,,,,,,,,,,,,,,,
438,E2708,,NAVY,6,4,,,,,,,,,,,,,,,,,,,,,,
439,E1168,,LILAC,30,2,,,,,,,,,,,,,,,,,,,,,,
439,E2708,,NAVY,2,2,,,,,,,,,,,,,,,,,,,,,,
439,E2708,,NAVY,10,1,,,,,,,,,,,,,,,,,,,,,,
439,E1168,,SAGE,30,1,,,,,,,,,,,,,,,,,,,,,,
440,E1312,,CLARET,8,1,,,,,,,,,,,,,,,,,,,,,,
440,E1531,,CORAL,8,1,,,,,,,,,,,,,,,,,,,,,,
440,E1168,,LILAC,30,1,,,,,,,,,,,,,,,,,,,,,,
440,E1799,,LILAC,6,1,,,,,,,,,,,,,,,,,,,,,,
440,E2708,,NAVY,2,1,,,,,,,,,,,,,,,,,,,,,,
440,E1531,,POOL,6,1,,,,,,,,,,,,,,,,,,,,,,
440,E1295,,TRUFFLE,8,1,,,,,,,,,,,,,,,,,,,,,,
440,AA9317,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
441,AA9256,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
441,AA9316,,IVORY,4-18,1,,,,,,,,,,,,,,,,,,,,,,
441,AA9271,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
441,AA9357,,WHITE,6,1,,,,,,,,,,,,,,,,,,,,,,
442,B8865,,PURPLE,34,3,,,,,,,,,,,,,,,,,,,,,,
442,B8865,,PURPLE,6XL,2,,,,,,,,,,,,,,,,,,,,,,
442,B8865,,PURPLE,M,1,,,,,,,,,,,,,,,,,,,,,,
442,B8865,,PURPLE,S,12,,,,,,,,,,,,,,,,,,,,,,
442,B8865,,PURPLE,20,1,,,,,,,,,,,,,,,,,,,,,,
443,AA9309,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
443,AA9309,,IVORY,10,1,,,,,,,,,,,,,,,,,,,,,,
443,AA9318,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
443,AA9331,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
443,B1259,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
444,AA9290,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
444,AA9313,,IVORY,10,1,,,,,,,,,,,,,,,,,,,,,,
444,AA9316,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
444,AA9346,,IVORY,10,1,,,,,,,,,,,,,,,,,,,,,,
445,AA9316,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
445,AA9320,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
445,AA9335,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
446,AA9313,,IVORY,10,1,,,,,,,,,,,,,,,,,,,,,,
446,B8865,,PURPLE,S,2,,,,,,,,,,,,,,,,,,,,,,
446,AA9257,,WHITE,10,1,,,,,,,,,,,,,,,,,,,,,,
446,AA9331,,WHITE,4,1,,,,,,,,,,,,,,,,,,,,,,
447,F570,,BANANA,34,50,,,,,,,,,,,,,,,,,,,,,,
448,570,,BANANA,7XL,37,,,,,,,,,,,,,,,,,,,,,,
448,570,,BANANA,6XL,18,,,,,,,,,,,,,,,,,,,,,,
449,570,,BANANA,6XL,4,,,,,,,,,,,,,,,,,,,,,,
449,570,,BANANA,8XL,29,,,,,,,,,,,,,,,,,,,,,,
449,B8865,,PURPLE,8XL,4,,,,,,,,,,,,,,,,,,,,,,
450,B8865,,SANGRIA,5XL,1,,,,,,,,,,,,,,,,,,,,,,
450,B8865,,SANGRIA,6XL,5,,,,,,,,,,,,,,,,,,,,,,
450,B8865,,SANGRIA,7XL,6,,,,,,,,,,,,,,,,,,,,,,
450,B8865,,SANGRIA,8XL,6,,,,,,,,,,,,,,,,,,,,,,
451,E1696,,CORAL,24,3,,,,,,,,,,,,,,,,,,,,,,
451,E1340,,WHITE,12,5,,,,,,,,,,,,,,,,,,,,,,
451,E1340,,WHITE,8,4,,,,,,,,,,,,,,,,,,,,,,
452,E1265,,GREEN,L,2,,,,,,,,,,,,,,,,,,,,,,
452,E1336,,LILAC,L,1,,,,,,,,,,,,,,,,,,,,,,
452,B8865,,PURPLE,30,1,,,,,,,,,,,,,,,,,,,,,,
452,E1013,,TRUFFLE,6,2,,,,,,,,,,,,,,,,,,,,,,
452,E1350,,WHITE,14,2,,,,,,,,,,,,,,,,,,,,,,
453,AA9310,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
453,E1194,,TEAL,4,5,,,,,,,,,,,,,,,,,,,,,,
453,E1295,,TRUFFLE,4,7,,,,,,,,,,,,,,,,,,,,,,
454,E2774,,BLACK,2,1,,,,,,,,,,,,,,,,,,,,,,
454,E1923,,NAVY,18,1,,,,,,,,,,,,,,,,,,,,,,
454,B8865,,,22,1,,,,,,,,,,,,,,,,,,,,,,
454,B8865,,,10,6,,,,,,,,,,,,,,,,,,,,,,
454,B8865,,,6,1,,,,,,,,,,,,,,,,,,,,,,
455,AA9271,,IVORY,6,1,,,,,,,,,,,,,,,,,,,,,,
455,AA9316,,IVORY,6,1,,,,,,,,,,,,,,,,,,,,,,
455,AA9319,,IVORY,6,1,,,,,,,,,,,,,,,,,,,,,,
455,E2701,,ROSE,18,1,,,,,,,,,,,,,,,,,,,,,,
455,AA9319,,WHITE,6,1,,,,,,,,,,,,,,,,,,,,,,
456,AA9256,,IVORY,12,1,,,,,,,,,,,,,,,,,,,,,,
456,AA9271,,IVORY,12,3,,,,,,,,,,,,,,,,,,,,,,
456,E1593,,POOL,10,2,,,,,,,,,,,,,,,,,,,,,,
456,E1593,,POOL,6,1,,,,,,,,,,,,,,,,,,,,,,
457,AA9316,,IVORY,6,1,,,,,,,,,,,,,,,,,,,,,,
457,AA9256,,WHITE,12,3,,,,,,,,,,,,,,,,,,,,,,
458,E1295,,TRUFFLE,10,4,,,,,,,,,,,,,,,,,,,,,,
458,E1295,,TRUFFLE,8,11,,,,,,,,,,,,,,,,,,,,,,
459,E1295,,TRUFFLE,6,3,,,,,,,,,,,,,,,,,,,,,,
459,E1295,,TRUFFLE,12,11,,,,,,,,,,,,,,,,,,,,,,
460,E2495,,PINK,12,1,,,,,,,,,,,,,,,,,,,,,,
460,E1715,,SKY BLUE,0,1,,,,,,,,,,,,,,,,,,,,,,
460,E1295,,TRUFFLE,12,4,,,,,,,,,,,,,,,,,,,,,,
461,570,,BLACK,7XL,1,,,,,,,,,,,,,,,,,,,,,,
461,E1875,,BLACK,10,5,,,,,,,,,,,,,,,,,,,,,,
461,E1875,,BLACK,8,1,,,,,,,,,,,,,,,,,,,,,,
461,E1875,,BLACK,18,2,,,,,,,,,,,,,,,,,,,,,,
461,E1875,,BLACK,4,4,,,,,,,,,,,,,,,,,,,,,,
461,E1875,,BLACK,0,4,,,,,,,,,,,,,,,,,,,,,,
461,B8998,,CLARET,16,2,,,,,,,,,,,,,,,,,,,,,,
461,E1855,,NAVY,0,1,,,,,,,,,,,,,,,,,,,,,,
461,B9000,,PURPLE,4,1,,,,,,,,,,,,,,,,,,,,,,
461,E1340,,PURPLE,4,1,,,,,,,,,,,,,,,,,,,,,,
461,B9000,,TRUFFLE,8,1,,,,,,,,,,,,,,,,,,,,,,
461,B9000,,TRUFFLE,12,1,,,,,,,,,,,,,,,,,,,,,,
462,E1502,,NAVY,6,5,,,,,,,,,,,,,,,,,,,,,,
462,E1502,,NAVY,4,6,,,,,,,,,,,,,,,,,,,,,,
462,E1502,,NAVY,12,1,,,,,,,,,,,,,,,,,,,,,,
463,G1116,,NAVY,6XL,1,,,,,,,,,,,,,,,,,,,,,,
463,G1116,,NAVY,38,1,,,,,,,,,,,,,,,,,,,,,,
463,E2039,,POWDER BLUE,14,1,,,,,,,,,,,,,,,,,,,,,,
463,E1729,,PRINT,6,1,,,,,,,,,,,,,,,,,,,,,,
463,E1729,,PRINT,12,1,,,,,,,,,,,,,,,,,,,,,,
463,E1729,,PRINT,10,1,,,,,,,,,,,,,,,,,,,,,,
463,570,,RED,6XL,2,,,,,,,,,,,,,,,,,,,,,,
463,E1194,,SKY BLUE,8XL,3,,,,,,,,,,,,,,,,,,,,,,
463,G1116,,SKY BLUE,6XL,3,,,,,,,,,,,,,,,,,,,,,,
463,E1657,,TEAL,24,2,,,,,,,,,,,,,,,,,,,,,,
464,B8486,,BLACK/FUCHSIA,S,1,,,,,,,,,,,,,,,,,,,,,,
464,B8898,,CORAL,8,1,,,,,,,,,,,,,,,,,,,,,,
464,E1270,,FUCHSIA,8,1,,,,,,,,,,,,,,,,,,,,,,
464,E2752,,GREEN,6,1,,,,,,,,,,,,,,,,,,,,,,
464,E2701,,ROSE,12,1,,,,,,,,,,,,,,,,,,,,,,
464,E2764,,ROYAL,16,2,,,,,,,,,,,,,,,,,,,,,,
464,E2101,,WINE,4,1,,,,,,,,,,,,,,,,,,,,,,
465,E1119,,CHAMPAGNE,M,2,,,,,,,,,,,,,,,,,,,,,,
465,E1119,,CHAMPAGNE,S,2,,,,,,,,,,,,,,,,,,,,,,
465,E1119,,CHAMPAGNE,4XL,4,,,,,,,,,,,,,,,,,,,,,,
465,E1119,,CHAMPAGNE,5XL,5,,,,,,,,,,,,,,,,,,,,,,
465,E2494,,PINK,4,2,,,,,,,,,,,,,,,,,,,,,,
465,E2495,,SKY BLUE,12,1,,,,,,,,,,,,,,,,,,,,,,
466,E1371,,APPLERED WHITE,L,10,,,,,,,,,,,,,,,,,,,,,,
466,E1371,,APPLERED WHITE,S,10,,,,,,,,,,,,,,,,,,,,,,
466,E1371,,APPLERED WHITE,M,8,,,,,,,,,,,,,,,,,,,,,,
466,E1715,,SKY BLUE,0,1,,,,,,,,,,,,,,,,,,,,,,
467,E2437,,NAVY PRINT,6,2,,,,,,,,,,,,,,,,,,,,,,
467,E2437,,NAVY PRINT,0,1,,,,,,,,,,,,,,,,,,,,,,
467,E2437,,NAVY PRINT,6,2,,,,,,,,,,,,,,,,,,,,,,
467,E2437,,NAVY PRINT,8,2,,,,,,,,,,,,,,,,,,,,,,
467,E2437,,NAVY PRINT,2,1,,,,,,,,,,,,,,,,,,,,,,
468,E2160,,FUCHSIA,0,1,,,,,,,,,,,,,,,,,,,,,,
468,E2160,,FUCHSIA,4,2,,,,,,,,,,,,,,,,,,,,,,
469,E1270,,FUCHSIA,4,7,,,,,,,,,,,,,,,,,,,,,,
469,E1270,,FUCHSIA,10,3,,,,,,,,,,,,,,,,,,,,,,
469,E1799,,LILAC,6,1,,,,,,,,,,,,,,,,,,,,,,
469,E1168,,SAGE,4,3,,,,,,,,,,,,,,,,,,,,,,
469,B8865,,TRUFFLE,6,3,,,,,,,,,,,,,,,,,,,,,,
470,AA9310,,IVORY,4,1,,,,,,,,,,,,,,,,,,,,,,
470,AA9310,,IVORY,6,3,,,,,,,,,,,,,,,,,,,,,,
470,AA9271,,WHITE,8,1,,,,,,,,,,,,,,,,,,,,,,
471,E2774,,BLACK,2,1,,,,,,,,,,,,,,,,,,,,,,
471,E2774,,BLACK,6,1,,,,,,,,,,,,,,,,,,,,,,
471,E2498,,BLUSH,12,1,,,,,,,,,,,,,,,,,,,,,,
471,E2496,,PEACH,12,1,,,,,,,,,,,,,,,,,,,,,,
472,B8865,,TRUFFLE,S,12,,,,,,,,,,,,,,,,,,,,,,
472,B8865,,TRUFFLE,4,6,,,,,,,,,,,,,,,,,,,,,,
472,B8865,,TRUFFLE,8,7,,,,,,,,,,,,,,,,,,,,,,
473,B8486,,BLACK/LILAC,S,16,,,,,,,,,,,,,,,,,,,,,,
473,B8486,,BLACK/LILAC,M,7,,,,,,,,,,,,,,,,,,,,,,
473,B8865,,TRUFFLE,8,7,,,,,,,,,,,,,,,,,,,,,,
474,B8998,,CORAL,16,6,,,,,,,,,,,,,,,,,,,,,,
474,B8998,,CORAL,10,2,,,,,,,,,,,,,,,,,,,,,,
474,B8998,,CORAL,14,1,,,,,,,,,,,,,,,,,,,,,,
474,B8998,,CORAL,6,3,,,,,,,,,,,,,,,,,,,,,,
474,B8998,,CORAL,4,3,,,,,,,,,,,,,,,,,,,,,,
474,B9000,,DUSTY PINK,L,1,,,,,,,,,,,,,,,,,,,,,,
474,B9000,,DUSTY PINK,M,4,,,,,,,,,,,,,,,,,,,,,,
474,B9000,,DUSTY PINK,S,9,,,,,,,,,,,,,,,,,,,,,,
474,B9000,,PURPLE,S,3,,,,,,,,,,,,,,,,,,,,,,
474,E1295,,TRUFFLE,24,1,,,,,,,,,,,,,,,,,,,,,,
474,E1295,,TRUFFLE,20,1,,,,,,,,,,,,,,,,,,,,,,
475,B8486,,BLACK/FUCHSIA,S,4,,,,,,,,,,,,,,,,,,,,,,
475,B8486,,BLACK/LILAC,L,20,,,,,,,,,,,,,,,,,,,,,,
475,B8486,,BLACK/LILAC,XL,13,,,,,,,,,,,,,,,,,,,,,,
476,E2495,,SKY BLUE,12,1,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,20,3,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,8,3,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,12,3,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,10,9,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,4,3,,,,,,,,,,,,,,,,,,,,,,
476,E1168,,TEAL,14,1,,,,,,,,,,,,,,,,,,,,,,
