Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Box (product.metafields.custom.box),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Display technology (product.metafields.shopify.display-technology),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Test format (product.metafields.shopify.test-format),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
e2019,MILANO FORMALS Embellished E2019,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BLUE, BLUE Embellished",true,Color,BLUE,,Size,4.0,,,,,E2019_BLUE_4,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2019_Blue_1_16f4be83-5650-40c5-9e99-08941fc36349.jpg?v=1727881938,1,MILANO FORMALS e2019 BLUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2019,,,,,,,,,BLUE,,,8.0,,,,,E2019_BLUE_8,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2019,,,,,,,,,BLUE,,,14.0,,,,,E2019_BLUE_14,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2016,MILANO FORMALS Embellished E2016,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"RED, RED Embellished",true,Color,RED,,Size,0.0,,,,,E2016_RED_0,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2016_Royal_3_19d78e35-6bee-4d7f-9ee6-80c6dc3dc6f4.jpg?v=1727881936,1,MILANO FORMALS e2016 ROYAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2016,,,,,,,,,ROYAL,,,0.0,,,,,E2016_ROYAL_0,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2016_Royal_4_25030962-368c-4286-9d83-ae0d4aea0f06.jpg?v=1727881936,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2016_Royal_2_382066df-0abf-4d99-b701-7fd6a5182a2c.jpg?v=1727881936,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2016_Royal_1_135002d5-0c41-44e7-8f41-8688bf4f4d55.jpg?v=1727881936,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2016_Red_1_434d32a1-38ba-4725-b264-b18516e8b09b.jpg?v=1727881936,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1988,MILANO FORMALS 2 Piece E1988,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"ROYAL, ROYAL 2 Piece",true,Color,ROYAL,,Size,0.0,,,,,E1988_ROYAL_0,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1988_RoyalBlue_3_d9cb31f2-eedc-4387-8a71-4004a958b8cd.png?v=1727881929,1,MILANO FORMALS e1988 ROYAL BLUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1988,,,,,,,,,ROYAL BLUE,,,0.0,,,,,E1988_ROYAL BLUE_0,0.0,shopify,5,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1988_RoyalBlue_2_5c4bcab7-676a-4a90-9b46-d6c2cc1e497b.png?v=1727881929,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1988,,,,,,,,,ROYAL BLUE,,,2.0,,,,,E1988_ROYAL BLUE_2,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1988_RoyalBlue_1_754151e9-a9eb-4272-9f79-dfad2bce3153.png?v=1727881929,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1986,MILANO FORMALS Short E1986,"<p>This is a Short dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Short,"POOL, POOL Short",true,Color,POOL,,Size,0.0,,,,,E1986_POOL_0,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1986_Tiffany_4_023ec485-47a6-4021-a445-c32160ca47d3.png?v=1727881924,1,MILANO FORMALS e1986 POOL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1986,,,,,,,,,POOL,,,4.0,,,,,E1986_POOL_4,0.0,shopify,4,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1986_Tiffany_1_e157d314-d8a7-4b31-8891-84ae290169ca.png?v=1727881924,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1986,,,,,,,,,POOL,,,8.0,,,,,E1986_POOL_8,0.0,shopify,3,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1986_Tiffany_3_89734417-e2fa-49db-81c2-a9b0f25b6abe.png?v=1727881924,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1986,,,,,,,,,POOL,,,10.0,,,,,E1986_POOL_10,0.0,shopify,3,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1986_Tiffany_5_3cb4fd01-214e-4fec-9b3b-915db85208a7.png?v=1727881924,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1986,,,,,,,,,POOL,,,14.0,,,,,E1986_POOL_14,0.0,shopify,3,deny,manual,258.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1986_Tiffany_2_2ea43ba9-71ac-448a-b0f8-0c24392c715f.png?v=1727881924,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1986,,,,,,,,,POOL,,,16.0,,,,,E1986_POOL_16,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1983,MILANO FORMALS Short E1983,"<p>This is a Short dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Short,"MINT, MINT Short",true,Color,MINT,,Size,4.0,,,,,E1983_MINT_4,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1983_Mint_1_c87d4b6b-ec2f-4386-bef7-ff2c17487b96.png?v=1727881916,1,MILANO FORMALS e1983 MINT,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1983,,,,,,,,,MINT,,,12.0,,,,,E1983_MINT_12,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1983,,,,,,,,,MINT,,,14.0,,,,,E1983_MINT_14,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1983,,,,,,,,,MINT,,,16.0,,,,,E1983_MINT_16,0.0,shopify,4,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1983,,,,,,,,,MINT,,,18.0,,,,,E1983_MINT_18,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1982,MILANO FORMALS 2 Piece E1982,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"CHARCOAL, CHARCOAL 2 Piece",true,Color,CHARCOAL,,Size,0.0,,,,,E1982_CHARCOAL_0,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1982_Charcoal_1_1a8e94fb-6ead-4c9b-a1dd-cab8e38b7fd0.png?v=1727881910,1,MILANO FORMALS e1982 CHARCOAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1981,MILANO FORMALS 2 Piece E1981,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"BLACK, BLACK 2 Piece",true,Color,BLACK,,Size,2.0,,,,,E1981_BLACK_2,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1981_Black_1_2a0d8558-cf0d-482c-b9af-92bf9a62c67a.png?v=1727881906,1,MILANO FORMALS e1981 ROYAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1981,,,,,,,,,BLACK,,,10.0,,,,,E1981_BLACK_10,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1981,,,,,,,,,ROYAL,,,0.0,,,,,E1981_ROYAL_0,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1979,MILANO FORMALS Elegant Evening E1979,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Elegant Evening,"MIDNIGHT, MIDNIGHT Elegant Evening",true,Color,MIDNIGHT,,Size,18.0,,,,,E1979_MIDNIGHT_18,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1979_Midnight_3_62a8d628-b38f-453e-a10f-1d24203fbbe0.png?v=1727881903,1,MILANO FORMALS e1979 MIDNIGHT,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1979_Midnight_1_29b043fe-cee3-42d6-8daf-cbe241a6abbf.png?v=1727881903,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1979_Midnight_2_f3899755-6d56-459f-aa6d-aa59b291c091.png?v=1727881903,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1978,MILANO FORMALS Embellished E1978,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"GUNMETAL, GUNMETAL Embellished",true,Color,GUNMETAL,,Size,0.0,,,,,E1978_GUNMETAL_0,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1978_Gunmetal_3_9e48db92-19a6-4a0a-93fe-9781cb0674b2.jpg?v=1727881895,1,MILANO FORMALS e1978 GUNMETAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1978_Gunmetal_4_8374feff-6080-4575-93a4-16e31f646b08.jpg?v=1727881895,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1978_Gunmetal_2_7296f368-79e1-460d-a8fd-7fa199d05cf4.jpg?v=1727881895,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1978_Gunmetal_1_7f5e57ae-f621-4954-93aa-325dfa31c648.jpg?v=1727881895,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1974,MILANO FORMALS Ball Gown/Quinceanera E1974,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Ball Gown/Quinceanera,"MINT, MINT Ball Gown/Quinceanera",true,Color,MINT,,Size,0.0,,,,,E1974_MINT_0,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1974_Mint_1_a5d00264-7f7a-4b16-a461-1a6acc66471c.png?v=1727881887,1,MILANO FORMALS e1974 MINT,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1967,MILANO FORMALS Ball Gown/Quinceanera E1967,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Ball Gown/Quinceanera,"TEAL, TEAL Ball Gown/Quinceanera",true,Color,TEAL,,Size,0.0,,,,,E1967_TEAL_0,0.0,shopify,5,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1967_Teal_1_295300d2-ab59-4285-8740-a878554deab5.png?v=1727881884,1,MILANO FORMALS e1967 TEAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1967,,,,,,,,,TEAL,,,2.0,,,,,E1967_TEAL_2,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1967_Teal_2_ea404156-51e6-45dc-af28-334a291f93ce.png?v=1727881884,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1965,MILANO FORMALS 2 Piece E1965,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"SANGRIA, SANGRIA 2 Piece",true,Color,SANGRIA,,Size,0.0,,,,,E1965_SANGRIA_0,0.0,shopify,3,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1965_Sangria_1_da0e6d49-0a96-42ba-9d62-5e65d8d373bf.png?v=1727881877,1,MILANO FORMALS e1965 SANGRIA,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1965,,,,,,,,,SANGRIA,,,8.0,,,,,E1965_SANGRIA_8,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1940,MILANO FORMALS 2 Piece E1940,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"GUNMETAL, GUNMETAL 2 Piece",true,Color,GUNMETAL,,Size,8.0,,,,,E1940_GUNMETAL_8,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_4_698324ab-1052-4ff1-94b5-7d2e75aa6206.png?v=1727881873,1,MILANO FORMALS e1940 GUNMETAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_5_e8afc8fb-63d5-493e-9b3f-d6b4f29d4ee7.png?v=1727881873,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_6_41cfcec5-e4ee-4a7a-9d6f-bd3901f2cab2.png?v=1727881873,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_3_da6fd035-4c53-408d-88a2-95f32533b249.png?v=1727881873,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_1_9985ee7d-71c1-4dcf-aac0-1ba2cdede9ee.png?v=1727881873,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1940_Gunmetal_2_2a0f3f3b-dbc1-4090-912e-e0c668816530.png?v=1727881873,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1937,MILANO FORMALS Embellished E1937,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BLACK, BLACK Embellished",true,Color,BLACK,,Size,0.0,,,,,E1937_BLACK_0,0.0,shopify,3,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1937_Black_1_6b94445f-656a-4fd5-8e04-df56927fd683.png?v=1727881862,1,MILANO FORMALS e1937 BLACK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1937,,,,,,,,,BLACK,,,4.0,,,,,E1937_BLACK_4,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,MILANO FORMALS Elegant Evening E1931,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Elegant Evening,"NAVY, NAVY Elegant Evening",true,Color,NAVY,,Size,0.0,,,,,E1931_NAVY_0,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1931_Navy_1_18841c28-8d8f-4d50-b5e9-25477699f40a.png?v=1727881858,1,MILANO FORMALS e1931 NAVY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1931,,,,,,,,,NAVY,,,2.0,,,,,E1931_NAVY_2,0.0,shopify,4,deny,manual,298.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,4.0,,,,,E1931_NAVY_4,0.0,shopify,7,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,6.0,,,,,E1931_NAVY_6,0.0,shopify,5,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,8.0,,,,,E1931_NAVY_8,0.0,shopify,8,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,10.0,,,,,E1931_NAVY_10,0.0,shopify,4,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,12.0,,,,,E1931_NAVY_12,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,14.0,,,,,E1931_NAVY_14,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1931,,,,,,,,,NAVY,,,18.0,,,,,E1931_NAVY_18,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1923,MILANO FORMALS 2 Piece E1923,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"NAVY, NAVY 2 Piece",true,Color,NAVY,,Size,18.0,,,,,E1923_NAVY_18,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1923_Navy_3_ae84b445-8bc5-40d9-94ba-458f309cdcb2.jpg?v=1727881854,1,MILANO FORMALS e1923 NAVY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1923_Navy_2_d90a6cca-63e0-4236-a232-cc733007b113.jpg?v=1727881854,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1923_Navy_1_50dc08e1-9250-4373-923d-0ef1365ad3c6.jpg?v=1727881854,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1911,MILANO FORMALS E1911,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"NAVY, NAVY Uncategorized",true,Color,NAVY,,Size,0.0,,,,,E1911_NAVY_0,0.0,shopify,6,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1911_SPACE_BLUE_1_4bbb57c2-a457-4e01-af33-858f8c20f9f7.png?v=1727881848,1,MILANO FORMALS e1911 NAVY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1911,,,,,,,,,NAVY,,,2.0,,,,,E1911_NAVY_2,0.0,shopify,5,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1911_SPACE_BLUE_2_f7c2baf1-538c-4a12-a2e7-939af8a08159.png?v=1727881848,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1911,,,,,,,,,NAVY,,,4.0,,,,,E1911_NAVY_4,0.0,shopify,7,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1911_SPACE_BLUE_3_32b66397-fbb6-44f8-8708-77317817e69e.png?v=1727881848,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1911,,,,,,,,,NAVY,,,6.0,,,,,E1911_NAVY_6,0.0,shopify,14,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1911_SPACE_BLUE_4_ef0f2bfd-6f80-45a5-9eb6-9d51fd3cc5de.png?v=1727881848,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1911,,,,,,,,,NAVY,,,8.0,,,,,E1911_NAVY_8,0.0,shopify,13,deny,manual,276.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1911,,,,,,,,,NAVY,,,10.0,,,,,E1911_NAVY_10,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1911,,,,,,,,,NAVY,,,18.0,,,,,E1911_NAVY_18,0.0,shopify,5,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e1907,MILANO FORMALS E1907,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"CHARCOAL, CHARCOAL Uncategorized",true,Color,CHARCOAL,,Size,4.0,,,,,E1907_CHARCOAL_4,0.0,shopify,1,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1907_Charcoal_1_01683052-8daf-4758-b01f-e1170f150870.png?v=1727881837,1,MILANO FORMALS e1907 CHARCOAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e1891,MILANO FORMALS E1891,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"PURPLE, PURPLE Uncategorized",true,Color,PURPLE,,Size,0.0,,,,,E1891_PURPLE_0,0.0,shopify,1,deny,manual,276.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E1891_PURPLE_3_ee8cf048-585b-45d5-b5fc-bbfc38e1d6ec.png?v=1727881833,1,MILANO FORMALS e1891 PURPLE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
