Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,metafield.custom.clothing_features,metafield.custom.dress_occasion,metafield.custom.dress_style,metafield.custom.skirt_dress_length_type
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,6.0,AA219_IVORY_6,,shopify,2.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 IVORY,"IVORY, IVORY Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8.0,AA219_IVORY_8,,shopify,4.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 IVORY,"IVORY, IVORY Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,12.0,AA219_IVORY_12,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 IVORY,"IVORY, IVORY Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,4.0,AA219_WHITE_4,,shopify,2.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 WHITE,"WHITE, WHITE Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6.0,AA219_WHITE_6,,shopify,3.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 WHITE,"WHITE, WHITE Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8.0,AA219_WHITE_8,,shopify,2.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 WHITE,"WHITE, WHITE Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,9.0,AA219_WHITE_9,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 WHITE,"WHITE, WHITE Wedding",Wedding,AA219,Wedding
aa219,ANDY ANAND COUTURE Wedding AA219,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,12.0,AA219_WHITE_12,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_1.png?v=1727407803,1,ANDY ANAND COUTURE aa219 WHITE,"WHITE, WHITE Wedding",Wedding,AA219,Wedding
aa219,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_4.png?v=1727407798,2,,,,,
aa219,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_2.png?v=1727407796,3,,,,,
aa219,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA219_White-Ivory_3.png?v=1727407793,4,,,,,
aa221,ANDY ANAND COUTURE Wedding AA221,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6.0,AA221_WHITE_6,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_2.png?v=1727407815,1,ANDY ANAND COUTURE aa221 WHITE,"WHITE, WHITE Wedding",Wedding,AA221,Wedding
aa221,ANDY ANAND COUTURE Wedding AA221,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8.0,AA221_WHITE_8,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_2.png?v=1727407815,1,ANDY ANAND COUTURE aa221 WHITE,"WHITE, WHITE Wedding",Wedding,AA221,Wedding
aa221,ANDY ANAND COUTURE Wedding AA221,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10.0,AA221_WHITE_10,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_2.png?v=1727407815,1,ANDY ANAND COUTURE aa221 WHITE,"WHITE, WHITE Wedding",Wedding,AA221,Wedding
aa221,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_3.png?v=1727407803,2,,,,,
aa221,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_10.png?v=1727407802,3,,,,,
aa221,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA221_White-Ivory_4.png?v=1727407801,4,,,,,
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,4.0,AA222_IVORY_4,,shopify,4.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 IVORY,"IVORY, IVORY Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,6.0,AA222_IVORY_6,,shopify,3.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 IVORY,"IVORY, IVORY Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8.0,AA222_IVORY_8,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 IVORY,"IVORY, IVORY Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,4.0,AA222_WHITE_4,,shopify,6.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 WHITE,"WHITE, WHITE Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6.0,AA222_WHITE_6,,shopify,6.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 WHITE,"WHITE, WHITE Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8.0,AA222_WHITE_8,,shopify,2.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 WHITE,"WHITE, WHITE Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10.0,AA222_WHITE_10,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 WHITE,"WHITE, WHITE Wedding",Wedding,AA222,Wedding
aa222,ANDY ANAND COUTURE Wedding AA222,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE/IVORY,WHITE/IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE/IVORY,Size,2.0,AA222_WHITE/IVORY_2,,shopify,1.0,deny,manual,173.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,1,ANDY ANAND COUTURE aa222 WHITE/IVORY,"WHITE/IVORY, WHITE/IVORY Wedding",Wedding,AA222,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,2,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,3,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,4,,,,,
aa226,ANDY ANAND COUTURE Wedding AA226,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,4.0,AA226_WHITE_4,,shopify,1.0,deny,manual,310.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA226_Ivory_4.png?v=1727407817,1,ANDY ANAND COUTURE aa226 WHITE,"WHITE, WHITE Wedding",Wedding,AA226,Wedding
aa226,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA226_Ivory_5.png?v=1727407804,2,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA226_Ivory_2.png?v=1727407787,3,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA226_Ivory_3.png?v=1727407785,4,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA226_Ivory_1.png?v=1727407744,5,,,,,
aa229,ANDY ANAND COUTURE Wedding AA229,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE/NUDE,WHITE/NUDE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE/NUDE,Size,6.0,AA229_WHITE/NUDE_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA229_Ivory_2.png?v=1727407761,1,ANDY ANAND COUTURE aa229 WHITE/NUDE,"WHITE/NUDE, WHITE/NUDE Wedding",Wedding,AA229,Wedding
aa229,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA229_Ivory_1.png?v=1727407759,2,,,,,
aa233,ANDY ANAND COUTURE Wedding AA233,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE/IVORY,WHITE/IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE/IVORY,Size,14.0,AA233_WHITE/IVORY_14,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA233_Ivory_1.png?v=1727407733,1,ANDY ANAND COUTURE aa233 WHITE/IVORY,"WHITE/IVORY, WHITE/IVORY Wedding",Wedding,AA233,Wedding
aa233,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA233_Ivory_2.png?v=1727407732,2,,,,,
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,6.0,AA9254_IVORY_6,,shopify,6.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 IVORY,"IVORY, IVORY Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8.0,AA9254_IVORY_8,,shopify,6.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 IVORY,"IVORY, IVORY Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,12.0,AA9254_IVORY_12,,shopify,1.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 IVORY,"IVORY, IVORY Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6.0,AA9254_WHITE_6,,shopify,4.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 WHITE,"WHITE, WHITE Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8.0,AA9254_WHITE_8,,shopify,6.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 WHITE,"WHITE, WHITE Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10.0,AA9254_WHITE_10,,shopify,4.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 WHITE,"WHITE, WHITE Wedding",Wedding,AA9254,Wedding
aa9254,ANDY ANAND COUTURE Wedding AA9254,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,12.0,AA9254_WHITE_12,,shopify,2.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,1,ANDY ANAND COUTURE aa9254 WHITE,"WHITE, WHITE Wedding",Wedding,AA9254,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,3,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,4,,,,,
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,4.0,AA9256_IVORY_4,,shopify,1.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,6.0,AA9256_IVORY_6,,shopify,4.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8.0,AA9256_IVORY_8,,shopify,3.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,10.0,AA9256_IVORY_10,,shopify,3.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,12.0,AA9256_IVORY_12,,shopify,5.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,14.0,AA9256_IVORY_14,,shopify,4.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,18.0,AA9256_IVORY_18,,shopify,1.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 IVORY,"IVORY, IVORY Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10.0,AA9256_WHITE_10,,shopify,4.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 WHITE,"WHITE, WHITE Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,12.0,AA9256_WHITE_12,,shopify,4.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 WHITE,"WHITE, WHITE Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,14.0,AA9256_WHITE_14,,shopify,3.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 WHITE,"WHITE, WHITE Wedding",Wedding,AA9256,Wedding
aa9256,ANDY ANAND COUTURE Wedding AA9256,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"WHITE,WHITE Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,26.0,AA9256_WHITE_26,,shopify,1.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_1.png?v=1727407812,1,ANDY ANAND COUTURE aa9256 WHITE,"WHITE, WHITE Wedding",Wedding,AA9256,Wedding
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_2.png?v=1727407810,2,,,,,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_3.png?v=1727407800,3,,,,,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9256_White-Ivory_4.png?v=1727407787,4,,,,,
aa9257,ANDY ANAND COUTURE Wedding AA9257,"<p>This is a Wedding dress by ANDY ANAND COUTURE.</p>
<ul>",ANDY ANAND COUTURE,Wedding,"IVORY,IVORY Wedding",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,4.0,AA9257_IVORY_4,,shopify,1.0,deny,manual,723.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9257_White_1.jpg?v=1727407673,1,ANDY ANAND COUTURE aa9257 IVORY,"IVORY, IVORY Wedding",Wedding,AA9257,Wedding
