BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,QUANTITY,SKU,BOX LOCATION,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,13672,SIZE_US
615,F1116,MILANO FORMALS,RED,7XL,19,,3733,,,,,,,38
615,F1116,MILANO FORMALS,RED,8XL,3,,3733,,,,,,,42
619,F1116,MILANO FORMALS,SKY BLUE,6XL,11,,3733,,,,,,,34
619,F1116,MILANO FORMALS,SKY BLUE,7XL,5,,3733,,,,,,,38
619,F1116,MILANO FORMALS,SKY BLUE,8XL,6,,3733,,,,,,,42
659,F1116,MILANO FORMALS,NAVY,8XL,1,,3733,,,,,,,42
399,E1118,MILANO FORMALS,LILAC,8,3,,3033,,,,,,,8
399,E1118,MILANO FORMALS,LILAC,12,2,,3033,,,,,,,12
399,E1118,MILANO FORMALS,LILAC,14,6,,3033,,,,,,,14
399,E1118,MILANO FORMALS,LILAC,16,,,3033,,,,,,,16
399,E1118,MILANO FORMALS,LILAC,20,4,,3033,,,,,,,20
399,E1118,MILANO FORMALS,LILAC,M,2,,3033,,,,,,,10
410,E1118,MILANO FORMALS,LILAC,2XL,3,,3033,,,,,,,18
410,E1118,MILANO FORMALS,LILAC,3XL,6,,3033,,,,,,,22
410,E1118,MILANO FORMALS,LILAC,XL,1,,3033,,,,,,,14
688,E1118,MILANO FORMALS,PURPLE,S,5,,3733,,,,,,,8
688,E1118,MILANO FORMALS,CORAL,2XL,2,,3733,,,,,,,18
688,E1118,MILANO FORMALS,CORAL,3XL,1,,3733,,,,,,,22
688,E1118,MILANO FORMALS,CORAL,L,1,,3733,,,,,,,12
688,E1118,MILANO FORMALS,CORAL,M,3,,3733,,,,,,,10
688,E1118,MILANO FORMALS,CORAL,S,3,,3733,,,,,,,8
688,E1118,MILANO FORMALS,CORAL,XL,9,,3733,,,,,,,14
818,E1118,MILANO FORMALS,LILAC,S,1,,3240,,,,,,,8
465,E1119,MILANO FORMALS,CHAMPAGNE,4XL,4,,3033,,,,,,,26
465,E1119,MILANO FORMALS,CHAMPAGNE,5XL,5,,3033,,,,,,,30
465,E1119,MILANO FORMALS,CHAMPAGNE,M,2,,3033,,,,,,,10
465,E1119,MILANO FORMALS,CHAMPAGNE,S,2,,3033,,,,,,,8
624,E1119,MILANO FORMALS,VICTORIA LILAC,2XL,3,,3733,,,,,,,18
624,E1119,MILANO FORMALS,VICTORIA LILAC,4XL,2,,3733,,,,,,,26
624,E1119,MILANO FORMALS,VICTORIA LILAC,5XL,7,,3733,,,,,,,30
624,E1119,MILANO FORMALS,VICTORIA LILAC,L,1,,3733,,,,,,,12
624,E1119,MILANO FORMALS,VICTORIA LILAC,XL,4,,3733,,,,,,,14
704,E1119,MILANO FORMALS,CHAMPAGNE,4XL,1,,3733,,,,,,,26
704,E1119,MILANO FORMALS,BURGUNDY,M,1,,3733,,,,,,,10
704,E1119,MILANO FORMALS,BURGUNDY,S,2,,3733,,,,,,,8
817,E1119,MILANO FORMALS,BURGUNDY,3XL,7,,3240,,,,,,,22
817,E1119,MILANO FORMALS,BURGUNDY,4XL,6,,3240,,,,,,,26
817,E1119,MILANO FORMALS,BURGUNDY,5XL,4,,3240,,,,,,,30
817,E1119,MILANO FORMALS,BURGUNDY,M,2,,3240,,,,,,,10
817,E1119,MILANO FORMALS,BURGUNDY,S,7,,3240,,,,,,,8
835,E1119,MILANO FORMALS,VICTORIA LILAC,2XL,2,,3240,,,,,,,18
835,E1119,MILANO FORMALS,VICTORIA LILAC,5XL,1,,3240,,,,,,,30
835,E1119,MILANO FORMALS,VICTORIA LILAC,L,3,,3240,,,,,,,12
835,E1119,MILANO FORMALS,VICTORIA LILAC,M,6,,3240,,,,,,,10
835,E1119,MILANO FORMALS,VICTORIA LILAC,S,13,,3240,,,,,,,8
835,E1119,MILANO FORMALS,VICTORIA LILAC,XL,3,,3240,,,,,,,14
836,E1119,MILANO FORMALS,VICTORIA LILAC,4XL,6,,3240,,,,,,,26
844,E1119,MILANO FORMALS,CHAMPAGNE,4XL,1,,3240,,,,,,,26
850,E1119,MILANO FORMALS,VICTORIA LILAC,8,2,,3240,,,,,,,8
850,E1119,MILANO FORMALS,VICTORIA LILAC,12,1,,3240,,,,,,,12
850,E1119,MILANO FORMALS,BURGUNDY,4,1,,3240,,,,,,,4
850,E1119,MILANO FORMALS,BURGUNDY,8,1,,3240,,,,,,,8
855,E1119,MILANO FORMALS,VICTORIA LILAC,M,1,,3240,,,,,,,10
11,E1127,MILANO FORMALS,TRUFFLE,L,1,,3033,,,,,,,12
11,E1127,MILANO FORMALS,TRUFFLE,M,1,,3033,,,,,,,10
11,E1127,MILANO FORMALS,TRUFFLE,XL,1,,3033,,,,,,,14
140,E1127,MILANO FORMALS,TRUFFLE,3XL,1,,3033,,,,,,,22
649,E1127,MILANO FORMALS,TRUFFLE,L,2,,3733,,,,,,,12
649,E1127,MILANO FORMALS,TRUFFLE,M,7,,3733,,,,,,,10
649,E1127,MILANO FORMALS,TRUFFLE,S,8,,3733,,,,,,,8
706,E1127,MILANO FORMALS,TRUFFLE,S,1,,3733,,,,,,,8
776,E1127,MILANO FORMALS,TRUFFLE,L,3,,3240,,,,,,,12
776,E1127,MILANO FORMALS,TRUFFLE,M,2,,3240,,,,,,,10
776,E1127,MILANO FORMALS,TRUFFLE,S,7,,3240,,,,,,,8
777,E1127,MILANO FORMALS,DARK PINK,2XL,1,,3240,,,,,,,18
777,E1127,MILANO FORMALS,DARK PINK,3XL,4,,3240,,,,,,,22
777,E1127,MILANO FORMALS,DARK PINK,L,4,,3240,,,,,,,12
42,E1168,MILANO FORMALS,LILAC,20,1,,3033,,,,,,,20
435,E1168,MILANO FORMALS,TRUFFLE,5XL,1,,3033,,,,,,,30
439,E1168,MILANO FORMALS,SAGE,30,1,,3033,,,,,,,30
439,E1168,MILANO FORMALS,LILAC,30,2,,3033,,,,,,,30
440,E1168,MILANO FORMALS,LILAC,30,1,,3033,,,,,,,30
469,E1168,MILANO FORMALS,SAGE,4,3,,3033,,,,,,,4
493,E1168,MILANO FORMALS,SAGE,8,3,,3240,,,,,,,8
494,E1168,MILANO FORMALS,TRUFFLE,M,3,,3240,,,,,,,10
494,E1168,MILANO FORMALS,BURGUNDY,6,1,,3240,,,,,,,6
494,E1168,MILANO FORMALS,BURGUNDY,8,4,,3240,,,,,,,8
494,E1168,MILANO FORMALS,BURGUNDY,10,2,,3240,,,,,,,10
499,E1168,MILANO FORMALS,TEAL,8,2,,3240,,,,,,,8
522,E1168,MILANO FORMALS,SAGE,12,5,,3735,,,,,,,12
522,E1168,MILANO FORMALS,SAGE,16,5,,3735,,,,,,,16
522,E1168,MILANO FORMALS,SAGE,20,5,,3735,,,,,,,20
522,E1168,MILANO FORMALS,SAGE,26,2,,3735,,,,,,,26
522,E1168,MILANO FORMALS,SAGE,30,2,,3735,,,,,,,30
523,E1168,MILANO FORMALS,SAGE,6,4,,3735,,,,,,,6
523,E1168,MILANO FORMALS,SAGE,8,6,,3735,,,,,,,8
523,E1168,MILANO FORMALS,SAGE,24,6,,3735,,,,,,,24
524,E1168,MILANO FORMALS,TEAL,6,1,,3735,,,,,,,6
524,E1168,MILANO FORMALS,TEAL,8,1,,3735,,,,,,,8
524,E1168,MILANO FORMALS,TEAL,16,3,,3735,,,,,,,16
524,E1168,MILANO FORMALS,TEAL,S,2,,3735,,,,,,,8
546,E1168,MILANO FORMALS,TEAL,4,8,,3735,,,,,,,4
546,E1168,MILANO FORMALS,TEAL,8,1,,3735,,,,,,,8
546,E1168,MILANO FORMALS,TEAL,16,4,,3735,,,,,,,16
546,E1168,MILANO FORMALS,TEAL,20,2,,3735,,,,,,,20
546,E1168,MILANO FORMALS,TEAL,2XL,1,,3735,,,,,,,18
555,E1168,MILANO FORMALS,TRUFFLE,4,2,,3735,,,,,,,4
580,E1168,MILANO FORMALS,SAGE,4,2,,3735,,,,,,,4
588,E1168,MILANO FORMALS,SAGE,8,1,,3735,,,,,,,8
588,E1168,MILANO FORMALS,SAGE,10,1,,3735,,,,,,,10
588,E1168,MILANO FORMALS,SAGE,12,4,,3735,,,,,,,12
595,E1168,MILANO FORMALS,SAGE,12,1,,3735,,,,,,,12
597,E1168,MILANO FORMALS,SAGE,8,1,,3735,,,,,,,8
612,E1168,MILANO FORMALS,TEAL,6,1,,3735,,,,,,,6
623,E1168,MILANO FORMALS,SAGE,4,3,,3733,,,,,,,4
627,E1168,MILANO FORMALS,TRUFFLE,S,2,,3733,,,,,,,8
627,E1168,MILANO FORMALS,TEAL,4,2,,3733,,,,,,,4
637,E1168,MILANO FORMALS,TRUFFLE,12,1,,3733,,,,,,,12
637,E1168,MILANO FORMALS,TRUFFLE,L,5,,3733,,,,,,,12
647,E1168,MILANO FORMALS,SAGE,24,1,,3733,,,,,,,24
648,E1168,MILANO FORMALS,TEAL,24,1,,3733,,,,,,,24
653,E1168,MILANO FORMALS,TRUFFLE,S,5,,3733,,,,,,,8
659,E1168,MILANO FORMALS,SAGE,26,1,,3733,,,,,,,26
664,E1168,MILANO FORMALS,LILAC,26,3,,3733,,,,,,,26
669,E1168,MILANO FORMALS,TRUFFLE,2XL,2,,3733,,,,,,,18
675,E1168,MILANO FORMALS,VICTORIA LILAC,22,2,,3733,,,,,,,22
696,E1168,MILANO FORMALS,TRUFFLE,XL,5,,3733,,,,,,,14
701,E1168,MILANO FORMALS,TRUFFLE,S,3,,3733,,,,,,,8
711,E1168,MILANO FORMALS,SAGE,12,3,,3733,,,,,,,12
713,E1168,MILANO FORMALS,RED,L,1,,3733,,,,,,,12
715,E1168,MILANO FORMALS,TEAL,8,1,,3733,,,,,,,8
722,E1168,MILANO FORMALS,BURGUNDY,10,1,,3733,,,,,,,10
730,E1168,MILANO FORMALS,TRUFFLE,XL,3,,3240,,,,,,,14
732,E1168,MILANO FORMALS,VICTORIA LILAC,14,1,,3240,,,,,,,14
745,E1168,MILANO FORMALS,SAGE,4,1,,3240,,,,,,,4
745,E1168,MILANO FORMALS,SAGE,8,3,,3240,,,,,,,8
745,E1168,MILANO FORMALS,SAGE,10,2,,3240,,,,,,,10
763,E1168,MILANO FORMALS,TRUFFLE,20,1,,3240,,,,,,,20
763,E1168,MILANO FORMALS,TEAL,20,1,,3240,,,,,,,20
786,E1168,MILANO FORMALS,TRUFFLE,8,1,,3240,,,,,,,8
787,E1168,MILANO FORMALS,TEAL,6,2,,3240,,,,,,,6
788,E1168,MILANO FORMALS,TRUFFLE,M,3,,3240,,,,,,,10
792,E1168,MILANO FORMALS,SAGE,6,2,,3240,,,,,,,6
792,E1168,MILANO FORMALS,LILAC,6,1,,3240,,,,,,,6
802,E1168,MILANO FORMALS,TRUFFLE,16,1,,3240,,,,,,,16
802,E1168,MILANO FORMALS,TEAL,16,1,,3240,,,,,,,16
802,E1168,MILANO FORMALS,SAGE,6,1,,3240,,,,,,,6
802,E1168,MILANO FORMALS,SAGE,16,2,,3240,,,,,,,16
802,E1168,MILANO FORMALS,NAVY,16,1,,3240,,,,,,,16
802,E1168,MILANO FORMALS,BURGUNDY,8,1,,3240,,,,,,,8
819,E1168,MILANO FORMALS,TRUFFLE,L,1,,3240,,,,,,,12
235,E1170,MILANO FORMALS,APRICOT,0,1,,3032,,,,,,,0
419,E1194,MILANO FORMALS,FUCHSIA,XL,1,,3033,,,,,,,14
453,E1194,MILANO FORMALS,TEAL,4,5,,3033,,,,,,,4
463,E1194,MILANO FORMALS,SKY BLUE,8XL,3,,3033,,,,,,,42
488,E1194,MILANO FORMALS,TEAL,4,1,,3240,,,,,,,4
493,E1194,MILANO FORMALS,TEAL,S,1,,3240,,,,,,,8
545,E1194,MILANO FORMALS,FUCHSIA,8,3,,3735,,,,,,,8
545,E1194,MILANO FORMALS,FUCHSIA,14,3,,3735,,,,,,,14
545,E1194,MILANO FORMALS,FUCHSIA,S,10,,3735,,,,,,,8
627,E1194,MILANO FORMALS,SKY BLUE,S,1,,3733,,,,,,,8
653,E1194,MILANO FORMALS,TEAL,S,2,,3733,,,,,,,8
653,E1194,MILANO FORMALS,FUCHSIA,S,1,,3733,,,,,,,8
659,E1194,MILANO FORMALS,FUCHSIA,7XL,1,,3733,,,,,,,38
700,E1194,MILANO FORMALS,SKY BLUE,4,1,,3733,,,,,,,4
709,E1194,MILANO FORMALS,FUCHSIA,M,2,,3733,,,,,,,10
818,E1194,MILANO FORMALS,FUCHSIA,L,1,,3240,,,,,,,12
846,E1194,MILANO FORMALS,WHITE,S,1,,3240,,,,,,,8
185,E1201,MILANO FORMALS,WINE,10,1,,3033,,,,,,,10
118,E12126,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
29,E1244,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
619,E1250,MILANO FORMALS,CORAL,M,3,,3733,,,,,,,10
207,E1259,MILANO FORMALS,SKY BLUE,4,1,,3033,,,,,,,4
207,E1259,MILANO FORMALS,SKY BLUE,6,1,,3033,,,,,,,6
421,E1259,MILANO FORMALS,PINK,3XL,1,,3033,,,,,,,22
479,E1259,MILANO FORMALS,PINK,XS,1,,3033,,,,,,,4
481,E1259,MILANO FORMALS,GOLD,3XL,1,,3240,,,,,,,22
516,E1259,MILANO FORMALS,SKY BLUE,2,2,,3735,,,,,,,2
575,E1259,MILANO FORMALS,SKY BLUE,10,1,,3735,,,,,,,10
683,E1259,MILANO FORMALS,SKY BLUE,0,1,,3733,,,,,,,0
683,E1259,MILANO FORMALS,SKY BLUE,6,1,,3733,,,,,,,6
683,E1259,MILANO FORMALS,SKY BLUE,8,1,,3733,,,,,,,8
684,E1259,MILANO FORMALS,SKY BLUE,2,1,,3733,,,,,,,2
684,E1259,MILANO FORMALS,SKY BLUE,4,1,,3733,,,,,,,4
684,E1259,MILANO FORMALS,SKY BLUE,10,1,,3733,,,,,,,10
691,E1259,MILANO FORMALS,SKY BLUE,12,1,,3733,,,,,,,12
734,E1259,MILANO FORMALS,SKY BLUE,0,1,,3240,,,,,,,0
811,E1259,MILANO FORMALS,GOLD,3XL,1,,3240,,,,,,,22
820,E1259,MILANO FORMALS,SKY BLUE,8,1,,3240,,,,,,,8
23,E1260,MILANO FORMALS,JADE,M,1,,3033,,,,,,,10
43,E1260,MILANO FORMALS,TRUFFLE,S,1,,3033,,,,,,,8
57,E1260,MILANO FORMALS,JADE,M,6,,3033,,,,,,,10
57,E1260,MILANO FORMALS,JADE,S,12,,3033,,,,,,,8
59,E1260,MILANO FORMALS,TRUFFLE,S,3,,3033,,,,,,,8
59,E1260,MILANO FORMALS,JADE,M,5,,3033,,,,,,,10
59,E1260,MILANO FORMALS,JADE,S,7,,3033,,,,,,,8
154,E1260,MILANO FORMALS,JADE,M,1,,3033,,,,,,,10
154,E1260,MILANO FORMALS,JADE,S,3,,3033,,,,,,,8
177,E1260,MILANO FORMALS,SKY BLUE,S,1,,3033,,,,,,,8
286,E1260,MILANO FORMALS,SKY BLUE,M,1,,3032,,,,,,,10
360,E1260,MILANO FORMALS,CLARET,30,1,,3032,,169,,,,,30
387,E1260,MILANO FORMALS,SKY BLUE,S,4,,3032,,,,,,,8
419,E1260,MILANO FORMALS,PINK,14,1,,3033,,,,,,,14
434,E1260,MILANO FORMALS,SKY BLUE,5XL,3,,3033,,,,,,,30
503,E1260,MILANO FORMALS,TRUFFLE,10,1,,3240,,,,,,,10
531,E1260,MILANO FORMALS,TRUFFLE,S,1,,3735,,,,,,,8
531,E1260,MILANO FORMALS,SKY BLUE,S,1,,3735,,,,,,,8
537,E1260,MILANO FORMALS,TRUFFLE,6,2,,3735,,,,,,,6
537,E1260,MILANO FORMALS,TRUFFLE,8,5,,3735,,,,,,,8
572,E1260,MILANO FORMALS,TRUFFLE,8,3,,3735,,,,,,,8
572,E1260,MILANO FORMALS,TRUFFLE,12,5,,3735,,,,,,,12
602,E1260,MILANO FORMALS,TRUFFLE,8,1,,3735,,,,,,,8
622,E1260,MILANO FORMALS,TRUFFLE,4,1,,3733,,,,,,,4
622,E1260,MILANO FORMALS,TRUFFLE,6,1,,3733,,,,,,,6
648,E1260,MILANO FORMALS,PURPLE,24,1,,3733,,,,,,,24
659,E1260,MILANO FORMALS,PINK,M,2,,3733,,,,,,,10
665,E1260,MILANO FORMALS,SKY BLUE,8,3,,3733,,,,,,,8
700,E1260,MILANO FORMALS,SKY BLUE,4,1,,3733,,,,,,,4
701,E1260,MILANO FORMALS,SKY BLUE,4,2,,3733,,,,,,,4
701,E1260,MILANO FORMALS,SKY BLUE,38,1,,3733,,,,,,,38
701,E1260,MILANO FORMALS,SKY BLUE,7XL,1,,3733,,,,,,,38
713,E1260,MILANO FORMALS,TRUFFLE,8,1,,3733,,,,,,,8
716,E1260,MILANO FORMALS,PINK,M,1,,3733,,,,,,,10
720,E1260,MILANO FORMALS,SKY BLUE,8,3,,3733,,,,,,,8
724,E1260,MILANO FORMALS,SKY BLUE,4,5,,3733,,,,,,,4
725,E1260,MILANO FORMALS,TRUFFLE,8,1,,3733,,,,,,,8
725,E1260,MILANO FORMALS,TRUFFLE,12,2,,3733,,,,,,,12
738,E1260,MILANO FORMALS,TRUFFLE,4,1,,3240,,,,,,,4
738,E1260,MILANO FORMALS,TRUFFLE,18,1,,3240,,,,,,,18
752,E1260,MILANO FORMALS,TRUFFLE,4,2,,3240,,,,,,,4
763,E1260,MILANO FORMALS,TRUFFLE,20,2,,3240,,,,,,,20
763,E1260,MILANO FORMALS,TRUFFLE,S,1,,3240,,,,,,,8
765,E1260,MILANO FORMALS,TRUFFLE,16,2,,3240,,,,,,,16
769,E1260,MILANO FORMALS,TRUFFLE,4,1,,3240,,,,,,,4
769,E1260,MILANO FORMALS,TRUFFLE,S,1,,3240,,,,,,,8
769,E1260,MILANO FORMALS,SKY BLUE,4XL,1,,3240,,,,,,,26
787,E1260,MILANO FORMALS,TRUFFLE,6,3,,3240,,,,,,,6
792,E1260,MILANO FORMALS,SKY BLUE,6,2,,3240,,,,,,,6
819,E1260,MILANO FORMALS,TRUFFLE,16,2,,3240,,,,,,,16
43,E1264,MILANO FORMALS,BLACK,4,1,,3033,,,,,,,4
44,E1264,MILANO FORMALS,BLACK,24,1,,3033,,,,,,,24
44,E1264,MILANO FORMALS,BLACK,34,1,,3033,,,,,,,34
44,E1264,MILANO FORMALS,BLACK,7XL,1,,3033,,,,,,,38
50,E1264,MILANO FORMALS,BLACK,4,2,,3033,,,,,,,4
50,E1264,MILANO FORMALS,BLACK,4,1,,3033,,,,,,,4
64,E1264,MILANO FORMALS,CLARET,16,1,,3033,,,,,,,16
64,E1264,MILANO FORMALS,CLARET,32,1,,3033,,,,,,,32
64,E1264,MILANO FORMALS,CLARET,7XL,3,,3033,,,,,,,38
113,E1264,MILANO FORMALS,BLACK,0,1,,3033,,,,,,,0
114,E1264,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
136,E1264,MILANO FORMALS,CORAL,4,4,,3033,,,,,,,4
136,E1264,MILANO FORMALS,CORAL,8,4,,3033,,,,,,,8
136,E1264,MILANO FORMALS,CORAL,20,1,,3033,,,,,,,20
136,E1264,MILANO FORMALS,CORAL,24,1,,3033,,,,,,,24
136,E1264,MILANO FORMALS,CORAL,26,2,,3033,,,,,,,26
136,E1264,MILANO FORMALS,CORAL,30,3,,3033,,,,,,,30
136,E1264,MILANO FORMALS,CORAL,34,3,,3033,,,,,,,34
136,E1264,MILANO FORMALS,CORAL,38,4,,3033,,,,,,,38
136,E1264,MILANO FORMALS,CORAL,8XL,4,,3033,,,,,,,42
139,E1264,MILANO FORMALS,TEAL,6XL,1,,3033,,,,,,,34
140,E1264,MILANO FORMALS,TEAL,20,1,,3033,,,,,,,20
154,E1264,MILANO FORMALS,CLARET,16,1,,3033,,,,,,,16
154,E1264,MILANO FORMALS,CLARET,32,1,,3033,,,,,,,32
154,E1264,MILANO FORMALS,CLARET,36,1,,3033,,,,,,,36
154,E1264,MILANO FORMALS,CLARET,40,1,,3033,,,,,,,40
159,E1264,MILANO FORMALS,CLARET,8,2,,3033,,,,,,,8
159,E1264,MILANO FORMALS,CLARET,30,1,,3033,,,,,,,30
160,E1264,MILANO FORMALS,CORAL,8,2,,3033,,,,,,,8
160,E1264,MILANO FORMALS,CORAL,10,1,,3033,,,,,,,10
160,E1264,MILANO FORMALS,CORAL,12,2,,3033,,,,,,,12
160,E1264,MILANO FORMALS,CORAL,16,2,,3033,,,,,,,16
160,E1264,MILANO FORMALS,CORAL,20,6,,3033,,,,,,,20
160,E1264,MILANO FORMALS,CORAL,24,5,,3033,,,,,,,24
160,E1264,MILANO FORMALS,CORAL,32,1,,3033,,,,,,,32
160,E1264,MILANO FORMALS,CORAL,2XL,1,,3033,,,,,,,18
181,E1264,MILANO FORMALS,CLARET,36,1,,3033,,,,,,,36
190,E1264,MILANO FORMALS,BLACK,8XL,1,,3033,,,,,,,42
204,E1264,MILANO FORMALS,APPLE RED,8XL,1,,3033,,,,,,,42
242,E1264,MILANO FORMALS,BLACK,0,4,,3032,,,,,,,0
243,E1264,MILANO FORMALS,CLARET,2,1,,3032,,,,,,,2
243,E1264,MILANO FORMALS,APPLE RED,2,1,,3032,,,,,,,2
263,E1264,MILANO FORMALS,BLACK,5XL,1,,3032,,,,,,,30
302,E1264,MILANO FORMALS,TEAL,8,2,,3032,,,,,,,8
302,E1264,MILANO FORMALS,TEAL,30,9,,3032,,,,,,,30
302,E1264,MILANO FORMALS,TEAL,32,5,,3032,,,,,,,32
303,E1264,MILANO FORMALS,TEAL,4,4,,3032,,,,,,,4
303,E1264,MILANO FORMALS,TEAL,20,3,,3032,,,,,,,20
303,E1264,MILANO FORMALS,TEAL,36,4,,3032,,,,,,,36
312,E1264,MILANO FORMALS,CLARET,12,2,,3032,,,,,,,12
327,E1264,MILANO FORMALS,TEAL,32,1,,3032,,,,,,,32
327,E1264,MILANO FORMALS,TEAL,4XL,1,,3032,,,,,,,26
331,E1264,MILANO FORMALS,TEAL,24,5,,3032,,,,,,,24
331,E1264,MILANO FORMALS,TEAL,26,4,,3032,,,,,,,26
331,E1264,MILANO FORMALS,TEAL,28,?,,3032,,,,,,,28
331,E1264,MILANO FORMALS,TEAL,40,4,,3032,,,,,,,40
334,E1264,MILANO FORMALS,CLARET,12,1,,3032,,169,,,,,12
334,E1264,MILANO FORMALS,CLARET,18,2,,3032,,169,,,,,18
361,E1264,MILANO FORMALS,CLARET,14,1,,3032,,,,,,,14
362,E1264,MILANO FORMALS,APPLE RED,8XL,1,,3032,,,,,,,42
400,E1264,MILANO FORMALS,NAVY,14,1,,3033,,,,,,,14
517,E1264,MILANO FORMALS,NAVY,S,1,,3735,,,,,,,8
517,E1264,MILANO FORMALS,LILAC,28,1,,3735,,,,,,,28
524,E1264,MILANO FORMALS,SILVER,16,1,,3735,,,,,,,16
651,E1264,MILANO FORMALS,LILAC,18,1,,3733,,,,,,,18
651,E1264,MILANO FORMALS,LILAC,20,2,,3733,,,,,,,20
651,E1264,MILANO FORMALS,LILAC,24,1,,3733,,,,,,,24
674,E1264,MILANO FORMALS,CORAL,L,1,,3733,,,,,,,12
674,E1264,MILANO FORMALS,CORAL,XL,1,,3733,,,,,,,14
696,E1264,MILANO FORMALS,NAVY,L,1,,3733,,,,,,,12
779,E1264,MILANO FORMALS,CLARET,4,1,,3240,,,,,,,4
806,E1264,MILANO FORMALS,ORANGE,S,1,,3240,,,,,,,8
807,E1264,MILANO FORMALS,LILAC,12,1,,3240,,,,,,,12
846,E1264,MILANO FORMALS,SAGE,4,1,,3240,,,,,,,4
847,E1264,MILANO FORMALS,NAVY,S,1,,3240,,,,,,,8
848,E1264,MILANO FORMALS,NAVY,S,1,,3240,,,,,,,8
850,E1264,MILANO FORMALS,VICTORIA LILAC,6XL,1,,3240,,,,,,,34
452,E1265,MILANO FORMALS,GREEN,L,2,,3033,,,,,,,12
601,E1265,MILANO FORMALS,COFFEE,L,2,,3735,,,,,,,12
601,E1265,MILANO FORMALS,BLUE,M,1,,3735,,,,,,,10
635,E1265,MILANO FORMALS,BLUE,L,1,,3733,,,,,,,12
792,E1265,MILANO FORMALS,BLUE,M,1,,3240,,,,,,,10
823,E1265,MILANO FORMALS,GREEN,L,2,,3240,,,,,,,12
823,E1265,MILANO FORMALS,BLUE,L,2,,3240,,,,,,,12
35,E1270,MILANO FORMALS,FUCHSIA,6,6,,3033,,,,,,,6
35,E1270,MILANO FORMALS,FUCHSIA,8,5,,3033,,,,,,,8
156,E1270,MILANO FORMALS,TEAL,L,2,,3033,,,,,,,12
166,E1270,MILANO FORMALS,FUCHSIA,10,4,,3033,,229,,,,,10
171,E1270,MILANO FORMALS,FUCHSIA,8,1,,3033,,,,,,,8
171,E1270,MILANO FORMALS,FUCHSIA,10,4,,3033,,,,,,,10
175,E1270,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
175,E1270,MILANO FORMALS,TEAL,4,1,,3033,,,,,,,4
175,E1270,MILANO FORMALS,TEAL,6,1,,3033,,,,,,,6
175,E1270,MILANO FORMALS,TEAL,8,1,,3033,,,,,,,8
175,E1270,MILANO FORMALS,TEAL,10,2,,3033,,,,,,,10
175,E1270,MILANO FORMALS,TEAL,12,6,,3033,,,,,,,12
175,E1270,MILANO FORMALS,TEAL,24,4,,3033,,,,,,,24
175,E1270,MILANO FORMALS,TEAL,2XL ,1,,3033,,,,,,,2XL 
278,E1270,MILANO FORMALS,TEAL,14,1,,3032,,,,,,,14
306,E1270,MILANO FORMALS,TEAL,8,1,,3032,,,,,,,8
306,E1270,MILANO FORMALS,TEAL,10,2,,3032,,,,,,,10
306,E1270,MILANO FORMALS,TEAL,12,5,,3032,,,,,,,12
317,E1270,MILANO FORMALS,TEAL,4,3,,3032,,,,,,,4
317,E1270,MILANO FORMALS,TEAL,6,2,,3032,,,,,,,6
317,E1270,MILANO FORMALS,TEAL,6,1,,3032,,,,,,,6
317,E1270,MILANO FORMALS,TEAL,8,7,,3032,,,,,,,8
317,E1270,MILANO FORMALS,TEAL,M,1,,3032,,,,,,,10
336,E1270,MILANO FORMALS,TEAL,4,2,,3032,,,,,,,4
336,E1270,MILANO FORMALS,TEAL,6,3,,3032,,,,,,,6
427,E1270,MILANO FORMALS,POOL,10,1,,3033,,,,,,,10
464,E1270,MILANO FORMALS,FUCHSIA,8,1,,3033,,,,,,,8
469,E1270,MILANO FORMALS,FUCHSIA,4,7,,3033,,,,,,,4
469,E1270,MILANO FORMALS,FUCHSIA,10,3,,3033,,,,,,,10
496,E1270,MILANO FORMALS,CORAL,6,2,,3240,,,,,,,6
496,E1270,MILANO FORMALS,CORAL,8,1,,3240,,,,,,,8
496,E1270,MILANO FORMALS,CORAL,24,1,,3240,,,,,,,24
496,E1270,MILANO FORMALS,CORAL,32,3,,3240,,,,,,,32
496,E1270,MILANO FORMALS,CORAL,36,2,,3240,,,,,,,36
508,E1270,MILANO FORMALS,FUCHSIA,4,3,,3735,,,,,,,4
509,E1270,MILANO FORMALS,FUCHSIA,4,1,,3735,,,,,,,4
516,E1270,MILANO FORMALS,CORAL,4,1,,3735,,,,,,,4
524,E1270,MILANO FORMALS,FUCHSIA,6,4,,3735,,,,,,,6
544,E1270,MILANO FORMALS,TEAL,S,2,,3735,,,,,,,8
544,E1270,MILANO FORMALS,CORAL,28,1,,3735,,,,,,,28
555,E1270,MILANO FORMALS,POOL,4,1,,3735,,,,,,,4
555,E1270,MILANO FORMALS,LILAC,4,2,,3735,,,,,,,4
562,E1270,MILANO FORMALS,POOL,10,2,,3735,,,,,,,10
562,E1270,MILANO FORMALS,POOL,M,1,,3735,,,,,,,10
567,E1270,MILANO FORMALS,CORAL,4,4,,3735,,,,,,,4
569,E1270,MILANO FORMALS,TEAL,4,1,,3735,,,,,,,4
